Year,RD,Pick,Team,Pos,Player,School,Type,ST,Signed,Bonus
2015,4,109,Astros,C,Anthony Hermelyn,Oklahoma,4YR,OK,Y,"$250,000"
2015,4,110,Twins,3B,Trey Cabbage,"Grainger HS, Rutledge, Tenn.",HS,TN,Y,"$760,000"
2015,4,111,Red Sox,OF,Tate Matheny,Missouri State,4YR,MO,Y,"$512,700"
2015,4,112,White Sox,LHP,Zack Erwin,Clemson,4YR,SC,Y,"$508,000"
2015,4,113,Cubs,OF,D.J. Wilson,Canton (Ohio) South HS,HS,OH,Y,"$1,300,000"
2015,4,114,Phillies,1B,Kyle Martin,South Carolina,4YR,SC,Y,"$200,000"
2015,4,115,Reds,OF,Miles Gordon,"St. Ignatius of Loyola Catholic SS, Oakville, Ontario",HS,CN,Y,"$475,000"
2015,4,116,Marlins,RHP,Cody Poteet,UCLA,4YR,CA,Y,"$488,700"
2015,4,117,Padres,C,Austin Allen,Florida Tech,4YR,FL,Y,"$484,000"
2015,4,118,Rays,RHP,Brandon Koch,Dallas Baptist,4YR,TX,Y,"$437,500"
2015,4,119,Mets,3B,David Thompson,Miami,4YR,FL,Y,"$425,000"
2015,4,120,Braves,RHP,Josh Graham,Oregon,4YR,OR,Y,"$500,000"
2015,4,121,Brewers,OF,Demi Orimoloye,"St. Matthew HS, Orleans, Ontario",HS,CN,Y,"$450,000"
2015,4,122,Blue Jays,3B,Carl Wise,College of Charleston,4YR,SC,Y,"$450,000"
2015,4,123,Yankees,OF,Jeff Hendrix,Oregon State,4YR,OR,Y,"$456,800"
2015,4,124,Indians,SS,Tyler Krieger,Clemson,4YR,SC,Y,"$400,000"
2015,4,125,Mariners,RHP,Dylan Thompson,"Socastee HS, Myrtle Beach, S.C.",HS,SC,Y,"$585,000"
2015,4,126,Giants,LHP,Mac Marshall,Chipola (Fla.) JC,JC,FL,Y,"$750,000"
2015,4,127,Pirates,RHP,Jacob Taylor,Pearl River (Miss.) JC,JC,MS,Y,"$500,000"
2015,4,128,Athletics,OF,Skye Bolt,North Carolina,4YR,NC,Y,"$650,000"
2015,4,129,Royals,LHP,Garrett Davila,"South Point HS, Belmont, N.C.",HS,NC,Y,"$746,000"
2015,4,130,Tigers,C,Kade Scivicque,Louisiana State,4YR,LA,Y,"$200,000"
2015,4,131,Cardinals,3B,Paul DeJong,Illinois State,4YR,IL,Y,"$200,000"
2015,4,132,Dodgers,2B,Willie Calhoun,Yavapai (Ariz.) JC,JC,AZ,Y,"$347,500"
2015,4,133,Orioles,OF,Ryan McKenna,"St. Thomas Aquinas HS, Dover, N.H.",HS,NH,Y,"$414,700"
2015,4,134,Nationals,RHP,Mariano Rivera,Iona,4YR,NY,Y,"$410,700"
2015,4,135,Angels,OF,Brendon Sanger,Florida Atlantic,4YR,FL,Y,"$320,000"
2015,5,136,Diamondbacks,RHP,Ryan Burr,Arizona State,4YR,AZ,Y,"$403,000"
2015,5,137,Rockies,RHP,Parker French,Texas,4YR,TX,Y,"$100,000"
2015,5,138,Rangers,OF,Chad Smith,"South Gwinnett HS, Snellville, Ga.",HS,GA,Y,"$395,000"
2015,5,139,Astros,RHP,Trent Thornton,North Carolina,4YR,NC,Y,"$325,000"
2015,5,140,Twins,LHP,Alex Robinson,Maryland,4YR,MD,Y,"$382,700"
2015,5,141,Red Sox,SS,Jagger Rusconi,"West Ranch HS, Santa Clarita, Calif.",HS,CA,Y,"$384,000"
2015,5,142,White Sox,RHP,Jordan Stephens,Rice,4YR,TX,Y,"$300,000"
2015,5,143,Cubs,LHP,Ryan Kellogg,Arizona State,4YR,AZ,Y,"$376,700"
2015,5,144,Phillies,LHP,Bailey Falter,Chino Hills (Calif.) HS,HS,CA,Y,"$420,000"
2015,5,145,Reds,RHP,Ian Kahaloa,"Campbell HS, Ewa Beach, Hawaii",HS,HI,Y,"$300,000"
2015,5,146,Marlins,LHP,Justin Jacome,UC Santa Barbara,4YR,CA,Y,"$365,900"
2015,5,147,Padres,OF,Josh Magee,Franklinton (La.) HS,HS,LA,Y,"$275,000"
2015,5,148,Rays,OF,Joe McCarthy,Virginia,4YR,VA,Y,"$356,400"
2015,5,149,Mets,LHP,Thomas Szapucki,"Dwyer HS, West Palm Beach, Fla.",HS,FL,Y,"$375,000"
2015,5,150,Braves,RHP,Ryan Clark,UNC Greensboro,4YR,NC,Y,"$352,100"
2015,5,151,Brewers,SS,Blake Allemand,Texas A&M,4YR,TX,Y,"$40,000"
2015,5,152,Blue Jays,RHP,Jose Espada,"Jose Collazo Colon HS, Juncos, P.R.",HS,PR,Y,"$330,000"
2015,5,153,Yankees,RHP,Chance Adams,Dallas Baptist,4YR,TX,Y,"$330,000"
2015,5,154,Indians,OF,Ka'ai Tom,Kentucky,4YR,KY,Y,"$250,000"
2015,5,155,Mariners,SS,Drew Jackson,Stanford,4YR,CA,Y,"$335,400"
2015,5,156,Giants,OF,Ronnie Jebavy,Middle Tennessee State,4YR,TN,Y,"$250,000"
2015,5,157,Pirates,LHP,Brandon Waddell,Virginia,4YR,VA,Y,"$315,000"
2015,5,158,Athletics,LHP,Kevin Duchene,Illinois,4YR,IL,Y,"$300,000"
2015,5,159,Royals,OF,Roman Collins,Florida Atlantic,N/A,FL,Y,"$275,000"
2015,5,160,Tigers,OF,Cam Gibson,Michigan State,4YR,MI,Y,"$319,700"
2015,5,161,Cardinals,RHP,Ryan Helsley,Northeastern State (Okla.),4YR,OK,Y,"$225,000"
2015,5,162,Dodgers,SS,Brendon Davis,Lakewood (Calif.) HS,HS,CA,Y,"$918,600"
2015,5,163,Orioles,OF,Jason Heinrich,"River Ridge HS, New Port Richey, Fla.",HS,FL,Y,"$310,500"
2015,5,164,Nationals,LHP,Taylor Hearn,Oklahoma Baptist,4YR,OK,Y,"$275,000"
2015,5,165,Angels,OF,Jared Foster,Louisiana State,4YR,LA,Y,"$100,000"
2015,6,166,Diamondbacks,RHP,Tyler Mark,Concordia (Calif.),4YR,CA,Y,"$301,700"
2015,6,167,Rockies,LHP,Jack Wynkoop,South Carolina,4YR,SC,Y,"$298,900"
2015,6,168,Rangers,RHP,Tyler Ferguson,Vanderbilt,4YR,TN,Y,"$200,000"
2015,6,169,Astros,OF,Nestor Muriel,"Beltran Baseball Academy, Florida, P.R.",HS,PR,Y,"$250,000"
2015,6,170,Twins,1B,Chris Paul,California,4YR,CA,Y,"$50,000"
2015,6,171,Red Sox,RHP,Travis Lakins,Ohio State,4YR,OH,Y,"$320,000"
2015,6,172,White Sox,1B,Corey Zangari,"Albert HS, Midwest City, Okla.",HS,OK,Y,"$510,000"
2015,6,173,Cubs,RHP,Dave Berg,UCLA,4YR,CA,Y,"$50,000"
2015,6,174,Phillies,LHP,Tyler Gilbert,Southern California,4YR,CA,Y,"$279,300"
2015,6,175,Reds,RHP,Jimmy Herget,South Florida,4YR,FL,Y,"$276,600"
2015,6,176,Marlins,C,Justin Cohen,Riverview (Fla.) HS,HS,FL,Y,"$540,000"
2015,6,177,Padres,RHP,Jordan Guerrero,Polk State (Fla.) JC,JC,FL,Y,"$200,000"
2015,6,178,Rays,RHP,Benton Moss,North Carolina,4YR,NC,Y,"$167,500"
2015,6,179,Mets,RHP,Chase Ingram,Hillsborough (Fla.) JC,JC,FL,Y,"$195,000"
2015,6,180,Braves,RHP,Matt Withrow,Texas Tech,4YR,TX,Y,"$263,700"
2015,6,181,Brewers,RHP,Eric Hanhold,Florida,4YR,FL,Y,"$250,000"
2015,6,182,Blue Jays,SS,J.C. Cardenas,Barry (Fla.),N/A,FL,Y,"$250,000"
2015,6,183,Yankees,3B,Brandon Wagner,Howard (Texas) JC,JC,TX,Y,"$256,000"
2015,6,184,Indians,RHP,Jonas Wyatt,Quartz Hill (Calif.) HS,HS,CA,Y,"$253,700"
2015,6,185,Mariners,RHP,Kyle Wilcox,Bryant,4YR,RI,Y,"$225,000"
2015,6,186,Giants,OF,Steven Duggar,Clemson,4YR,SC,Y,"$248,800"
2015,6,187,Pirates,RHP,JT Brubaker,Akron,4YR,OH,Y,"$200,000"
2015,6,188,Athletics,RHP,Bubba Derby,San Diego State,4YR,CA,Y,"$200,000"
2015,6,189,Royals,OF,Cody Jones,Texas Christian,4YR,TX,Y,"$50,000"
2015,6,190,Tigers,LHP,Matt Hall,Missouri State,4YR,MO,Y,"$239,400"
2015,6,191,Cardinals,LHP,Jacob Evans,Oklahoma,4YR,OK,Y,"$150,000"
2015,6,192,Dodgers,1B,Edwin Rios,Florida International,4YR,FL,Y,"$222,500"
2015,6,193,Orioles,RHP,Jay Flaa,North Dakota State,4YR,ND,Y,"$10,000"
2015,6,194,Nationals,LHP,Matt Crownover,Clemson,4YR,SC,Y,"$160,000"
2015,6,195,Angels,SS,David Fletcher,Loyola Marymount,4YR,CA,Y,"$406,900"
2015,7,196,Diamondbacks,C,Francis Christy,Palomar (Calif.) JC,JC,CA,Y,"$226,000"
2015,7,197,Rockies,1B,Brian Mundell,Cal Poly,4YR,CA,Y,"$185,000"
2015,7,198,Rangers,SS,Dylan Moore,Central Florida,4YR,FL,Y,"$10,000"
2015,7,199,Astros,LHP,Michael Freeman,Oklahoma State,4YR,OK,Y,"$100,000"
2015,7,200,Twins,LHP,Jovani Moran,"Beltran Baseball Academy, Florida, P.R.",HS,PR,Y,"$275,000"
2015,7,201,Red Sox,RHP,Ben Taylor,South Alabama,4YR,AL,Y,"$10,000"
2015,7,202,White Sox,RHP,Blake Hickman,Iowa,4YR,IA,Y,"$200,000"
2015,7,203,Cubs,RHP,Craig Brooks,Catawba (N.C.),4YR,NC,Y,"$5,000"
2015,7,204,Phillies,RHP,Luke Leftwich,Wofford,4YR,SC,Y,"$209,300"
2015,7,205,Reds,RHP,Jordan Ramsey,UNC Wilmington,4YR,NC,Y,"$20,000"
2015,7,206,Marlins,RHP,Travis Neubeck,Indian Hills (Iowa) JC,JC,IA,Y,"$205,400"
2015,7,207,Padres,RHP,Trevor Megill,Loyola Marymount,4YR,CA,Y,"$250,000"
2015,7,208,Rays,2B,Jake Cronenworth,Michigan,4YR,MI,Y,"$198,900"
2015,7,209,Mets,RHP,Corey Taylor,Texas Tech,4YR,TX,Y,"$20,000"
2015,7,210,Braves,RHP,Patrick Weigel,Houston,4YR,TX,Y,"$197,500"
2015,7,211,Brewers,SS,George Iskenderian,Miami,4YR,FL,Y,"$200,000"
2015,7,212,Blue Jays,LHP,Travis Bergen,Kennesaw State,4YR,GA,Y,"$170,000"
2015,7,213,Yankees,OF,Jhalan Jackson,Florida Southern,4YR,FL,Y,"$100,000"
2015,7,214,Indians,OF,Nathan Lukes,Sacramento State,4YR,CA,Y,"$130,000"
2015,7,215,Mariners,1B,Ryan Uhl,Indiana (Pa.),4YR,PA,Y,"$50,000"
2015,7,216,Giants,SS,Jose Vizcaino,Santa Clara,4YR,CA,Y,"$150,000"
2015,7,217,Pirates,3B,Mitchell Tolman,Oregon,4YR,OR,Y,"$150,000"
2015,7,218,Athletics,RHP,Kyle Friedrichs,Long Beach State,4YR,CA,Y,"$25,000"
2015,7,219,Royals,SS,Gabriel Cancel,"Beltran Baseball Academy, Florida, P.R.",HS,PR,Y,"$200,000"
2015,7,220,Tigers,SS,Nick Shumpert,Highlands Ranch (Colo.) HS,HS,CO,N,
2015,7,221,Cardinals,C,Jesse Jenner,San Diego,4YR,CA,Y,"$10,000"
2015,7,222,Dodgers,RHP,Andrew Sopko,Gonzaga,4YR,WA,Y,"$147,500"
2015,7,223,Orioles,RHP,Gray Fenter,West Memphis (Ark.) HS,HS,AR,Y,"$1,000,000"
2015,7,224,Nationals,LHP,Grant Borne,Nicholls State,4YR,LA,Y,"$150,000"
2015,7,225,Angels,2B,Hutton Moyer,Pepperdine,4YR,CA,Y,"$177,500"
2015,8,226,Diamondbacks,SS,Kal Simmons,Kennesaw State,4YR,GA,Y,"$177,100"
2015,8,227,Rockies,RHP,Colin Welmon,Loyola Marymount,4YR,CA,Y,"$30,000"
2015,8,228,Rangers,RHP,Blake Bass,Angelo State (Texas),4YR,TX,Y,"$10,000"
2015,8,229,Astros,C,Garrett Stubbs,Southern California,4YR,CA,Y,"$100,000"
2015,8,230,Twins,1B,Kolton Kendrick,"Oak Forest Academy, Amite, La.",HS,LA,Y,"$175,400"
2015,8,231,Red Sox,LHP,Logan Allen,"IMG Academy, Bradenton, Fla.",HS,FL,Y,"$725,000"
2015,8,232,White Sox,C,Casey Schroeder,Coastal Carolina,4YR,SC,Y,"$150,000"
2015,8,233,Cubs,RHP,Preston Morrison,Texas Christian,4YR,TX,Y,"$30,000"
2015,8,234,Phillies,OF,Greg Pickett,"Legend HS. Parker, Colo.",HS,CO,Y,"$350,000"
2015,8,235,Reds,SS,Mitch Piatnik,State JC of Florida,JC,FL,Y,"$200,000"
2015,8,236,Marlins,RHP,Chris Paddack,Cedar Park (Texas) HS,HS,TX,Y,"$400,000"
2015,8,237,Padres,OF,Aldemar Burgos,"Beltran Baseball Academy, Florida, P.R.",HS,PR,Y,"$172,600"
2015,8,238,Rays,RHP,Reece Karalus,Santa Clara,4YR,CA,Y,"$122,500"
2015,8,239,Mets,C,Patrick Mazeika,Stetson,4YR,FL,Y,"$125,000"
2015,8,240,Braves,LHP,Ryan Lawlor,Georgia,4YR,GA,Y,"$171,500"
2015,8,241,Brewers,RHP,Nate Griep,Kansas State,4YR,KS,Y,"$150,000"
2015,8,242,Blue Jays,LHP,Danny Young,Florida,4YR,FL,Y,"$100,000"
2015,8,243,Yankees,3B,Donny Sands,"Salpointe Catholic HS, Tucson",HS,AZ,Y,"$100,000"
2015,8,244,Indians,RHP,Justin Garza,Cal State Fullerton,4YR,CA,Y,"$169,900"
2015,8,245,Mariners,RHP,Cody Mobley,Mount Vernon (Ind.) HS,HS,IN,Y,"$300,000"
2015,8,246,Giants,RHP,Cory Taylor,Dallas Baptist,4YR,TX,Y,"$186,600"
2015,8,247,Pirates,RHP,Seth McGarry,Florida Atlantic,4YR,FL,Y,"$150,000"
2015,8,248,Athletics,C,Nick Collins,Georgetown,4YR,DC,Y,"$140,000"
2015,8,249,Royals,LHP,Andre Davis,Arkansas-Pine Bluff,4YR,AR,Y,"$25,000"
2015,8,250,Tigers,RHP,Dominic Moreno,Texas Tech,4YR,TX,Y,"$50,000"
2015,8,251,Cardinals,LHP,Ian Oxnevad,"Shorewood HS, Shoreline, Wash.",HS,WA,Y,"$500,000"
2015,8,252,Dodgers,RHP,Tommy Bergjans,Haverford (Pa.),4YR,PA,Y,"$17,500"
2015,8,253,Orioles,1B,Seamus Curran,Agawam (Mass.) HS,HS,MA,Y,"$175,000"
2015,8,254,Nationals,RHP,Koda Glover,Oklahoma State,4YR,OK,Y,"$200,000"
2015,8,255,Angels,OF,Kyle Survance,Houston,4YR,TX,Y,"$165,800"
2015,9,256,Diamondbacks,RHP,Pierce Romero,Santa Barbara (Calif.) JC,JC,CA,Y,"$295,000"
2015,9,257,Rockies,RHP,Trey Killian,Arkansas,4YR,AR,Y,"$150,000"
2015,9,258,Rangers,RHP,Peter Fairbanks,Missouri,4YR,MO,Y,"$100,000"
2015,9,259,Astros,LHP,Zac Person,Louisiana State,4YR,LA,Y,"$10,000"
2015,9,260,Twins,OF,LaMonte Wade,Maryland,4YR,MD,Y,"$163,800"
2015,9,261,Red Sox,1B,Tucker Tubbs,Memphis,N/A,TN,Y,"$5,000"
2015,9,262,White Sox,LHP,Ryan Hinchley,Illinois-Chicago,4YR,IL,Y,"$25,000"
2015,9,263,Cubs,LHP,Tyler Peitzmeier,Cal State Fullerton,4YR,CA,Y,"$5,000"
2015,9,264,Phillies,OF,Mark Laird,Louisiana State,4YR,LA,Y,"$162,400"
2015,9,265,Reds,RHP,Sarkis Ohanian,Duke,4YR,NC,Y,"$10,000"
2015,9,266,Marlins,RHP,Reilly Hovis,North Carolina,4YR,NC,Y,"$125,000"
2015,9,267,Padres,LHP,Jerry Keel,Cal State Northridge,N/A,CA,Y,"$10,000"
2015,9,268,Rays,C,Danny De La Calle,Florida State,4YR,FL,Y,"$7,500"
2015,9,269,Mets,OF,Kevin Kaczmarski,Evansville,4YR,IN,Y,"$5,000"
2015,9,270,Braves,RHP,Taylor Lewis,Florida,4YR,FL,Y,"$200,000"
2015,9,271,Brewers,RHP,Karsen Lindell,West Linn (Ore.) HS,HS,OR,Y,"$171,100"
