Year,RD,Pick,Team,Pos,Player,School,Type,ST,Signed,Bonus
2014,1s,39,Pirates,OF,Connor Joe,San Diego,4YR,CA,Y,"$1,250,000"
2014,1s,40,Royals,C,Chase Vallot,"St. Thomas More HS, Lafayette, La.",HS,LA,Y,"$1,350,000"
2014,1s,41,Brewers,SS,Jake Gatewood,Clovis (Calif.) HS,HS,CA,Y,"$1,830,000"
2014,2,42,Astros,1B,AJ Reed,Kentucky,4YR,KY,Y,"$1,350,000"
2014,2,43,Marlins,SS,Justin Twine,Falls City (Texas) HS,HS,TX,Y,"$1,316,000"
2014,2,44,White Sox,RHP,Spencer Adams,"White County HS, Cleveland, Ga.",HS,GA,Y,"$1,282,700"
2014,2,45,Cubs,RHP,Jake Stinnett,Maryland,4YR,MD,Y,"$1,000,000"
2014,2,46,Twins,RHP,Nick Burdi,Louisville,4YR,KY,Y,"$1,218,800"
2014,2,47,Phillies,LHP,Matt Imhof,Cal Poly,4YR,CA,Y,"$1,187,900"
2014,2,48,Rockies,RHP,Ryan Castellani,"Brophy Prep, Phoenix",HS,AZ,Y,"$1,100,000"
2014,2,49,Blue Jays,RHP,Sean Reid-Foley,"Sandalwood HS, Jacksonville",HS,FL,Y,"$1,128,800"
2014,2,50,Brewers,OF,Monte Harrison,Lee's Summit (Mo.) West HS,HS,MO,Y,"$1,800,000"
2014,2,51,Padres,OF,Michael Gettys,Gainesville (Ga.) HS,HS,GA,Y,"$1,300,000"
2014,2,52,Giants,C,Aramis Garcia,Florida International,4YR,FL,Y,"$1,100,000"
2014,2,53,Angels,RHP,Joe Gatto,"St. Augustine Prep, Richland, N.J.",HS,NJ,Y,"$1,200,000"
2014,2,54,Diamondbacks,LHP,Cody Reed,Ardmore (Ala.) HS,HS,AL,Y,"$1,034,500"
2014,2,55,Yankees,LHP,Jacob Lindgren,Mississippi State,4YR,MS,Y,"$1,018,700"
2014,2,56,Royals,RHP,Scott Blewett,"Baker HS, Baldwinsville, N.Y.",HS,NY,Y,"$1,800,000"
2014,2,57,Nationals,LHP,Andrew Suarez,Miami,4YR,FL,N,
2014,2,58,Reds,3B,Taylor Sparks,UC Irvine,4YR,CA,Y,"$972,800"
2014,2,59,Rangers,SS,Ti'quan Forbes,Columbia (Miss.) HS,HS,MS,Y,"$1,200,000"
2014,2,60,Rays,RHP,Cameron Varga,"Cincinnati Hills Christian Academy, Cincinnati",HS,OH,Y,"$1,097,500"
2014,2,61,Indians,RHP,Grant Hockin,"Damien HS, La Verne, Calif.",HS,CA,Y,"$1,100,000"
2014,2,62,Dodgers,OF,Alex Verdugo,"Sahuaro HS, Tucson",HS,AZ,Y,"$914,600"
2014,2,63,Tigers,RHP,Spencer Turnbull,Alabama,4YR,AL,Y,"$900,000"
2014,2,64,Pirates,RHP,Mitch Keller,"Xavier HS, Cedar Rapids, Iowa",HS,IA,Y,"$1,000,000"
2014,2,65,Athletics,RHP,Daniel Gossett,Clemson,4YR,SC,Y,"$750,000"
2014,2,66,Braves,RHP,Garrett Fulenchek,Howe (Texas) HS,HS,TX,Y,"$1,000,000"
2014,2,67,Red Sox,1B,Sam Travis,Indiana,4YR,IN,Y,"$846,800"
2014,2,68,Cardinals,RHP,Ronnie Williams,"American Senior HS, Hialeah, Fla.",HS,FL,Y,"$833,900"
2014,2s,69,Diamondbacks,OF,Marcus Wilson,"Serra HS, Gardena, Calif.",HS,CA,Y,"$1,000,000"
2014,2s,70,Diamondbacks,SS,Isan Diaz,Springfield (Mass.) HS,HS,MA,Y,"$750,000"
2014,2s,71,Cardinals,RHP,Andrew Morales,UC Irvine,4YR,CA,Y,"$546,100"
2014,2s,72,Rays,RHP,Brent Honeywell,Walters State (Tenn.) JC,JC,TN,Y,"$800,000"
2014,2s,73,Pirates,RHP,Trey Supak,La Grange (Texas) HS,HS,TX,Y,"$1,000,000"
2014,2s,74,Mariners,OF,Gareth Morgan,North Toronto Collegiate HS,HS,CN,Y,"$2,000,000"
2014,3,75,Astros,3B,J.D. Davis,Cal State Fullerton,4YR,CA,Y,"$748,600"
2014,3,76,Marlins,2B,Brian Anderson,Arkansas,4YR,AR,Y,"$600,000"
2014,3,77,White Sox,LHP,Jace Fry,Oregon State,4YR,OR,Y,"$760,000"
2014,3,78,Cubs,C,Mark Zagunis,Virginia Tech,4YR,VA,Y,"$615,000"
2014,3,79,Twins,RHP,Michael Cederoth,San Diego State,4YR,CA,Y,"$703,900"
2014,3,80,Mariners,OF,Austin Cousino,Kentucky,4YR,KY,Y,"$400,000"
2014,3,81,Phillies,OF,Aaron Brown,Pepperdine,4YR,CA,Y,"$750,000"
2014,3,82,Rockies,LHP,Sam Howard,Georgia Southern,4YR,GA,Y,"$672,100"
2014,3,83,Blue Jays,LHP,Nick Wells,"Battlefield HS, Haymarket, Va.",HS,VA,Y,"$661,800"
2014,3,84,Mets,SS,Milton Ramos,"American Heritage HS, Plantation, Fla.",HS,FL,Y,"$750,000"
2014,3,85,Brewers,RHP,Cy Sneed,Dallas Baptist,4YR,TX,Y,"$400,000"
2014,3,86,Padres,RHP,Zech Lemond,Rice,4YR,TX,Y,"$600,000"
2014,3,87,Giants,OF,Dylan Davis,Oregon State,4YR,OR,Y,"$650,000"
2014,3,88,Angels,RHP,Chris Ellis,Mississippi,4YR,MS,Y,"$575,000"
2014,3,89,Diamondbacks,OF,Matt Railey,"North Florida Christian HS, Tallahassee, Fla.",HS,FL,Y,"$600,000"
2014,3,90,Orioles,LHP,Brian Gonzalez,"Archbishop McCarthy HS, Southwest Ranches, Fla.",HS,FL,Y,"$700,000"
2014,3,91,Yankees,RHP,Austin DeCarr,Salisbury (Conn.) School,HS,CT,Y,"$1,000,000"
2014,3,92,Royals,LHP,Eric Skoglund,Central Florida,4YR,FL,Y,"$576,100"
2014,3,93,Nationals,C,Jakson Reetz,"Norris HS, Firth, Neb.",HS,NE,Y,"$800,000"
2014,3,94,Reds,RHP,Wyatt Strahan,Southern California,4YR,CA,Y,"$558,700"
2014,3,95,Rangers,SS,Josh Morgan,Orange (Calif.) Lutheran HS,HS,CA,Y,"$800,000"
2014,3,96,Rays,LHP,Brock Burke,Evergreen (Colo.) HS,HS,CO,Y,"$897,500"
2014,3,97,Indians,1B,Bobby Bradley,"Harrison Central HS, Gulfport, Miss.",HS,MS,Y,"$912,500"
2014,3,98,Dodgers,RHP,John Richy,Nevada-Las Vegas,4YR,NV,Y,"$534,400"
2014,3,99,Tigers,C,Grayson Greiner,South Carolina,4YR,SC,Y,"$529,400"
2014,3,100,Pirates,OF,Jordan Luplow,Fresno State,4YR,CA,Y,"$500,000"
2014,3,101,Athletics,RHP,Brett Graves,Missouri,4YR,MO,Y,"$510,000"
2014,3,102,Braves,RHP,Max Povse,UNC Greensboro,4YR,NC,Y,"$425,000"
2014,3,103,Red Sox,RHP,Jake Cosart,Seminole State (Fla.) JC,JC,FL,Y,"$450,000"
2014,3,104,Cardinals,RHP,Trevor Megill,Loyola Marymount,4YR,CA,N,
2014,3s,105,Marlins,LHP,Michael Mader,Chipola (Fla.) JC,JC,FL,Y,"$499,500"
2014,4,106,Astros,RHP,Daniel Mengden,Texas A&M,4YR,TX,Y,"$470,000"
2014,4,107,Marlins,SS,Brian Schales,"Edison HS, Huntington Beach, Calif.",HS,CA,Y,"$490,000"
2014,4,108,White Sox,C,Brett Austin,North Carolina State,4YR,NC,Y,"$450,000"
2014,4,109,Cubs,LHP,Carson Sands,"North Florida Christian HS, Tallahassee, Fla.",HS,FL,Y,"$1,100,000"
2014,4,110,Twins,LHP,Sam Clay,Georgia Tech,4YR,GA,Y,"$400,000"
2014,4,111,Mariners,LHP,Ryan Yarbrough,Old Dominion,4YR,VA,Y,"$40,000"
2014,4,112,Phillies,RHP,Chris Oliver,Arkansas,4YR,AR,Y,"$550,000"
2014,4,113,Rockies,OF,Wes Rogers,Spartanburg Methodist (S.C.) JC,JC,SC,Y,"$360,000"
2014,4,114,Blue Jays,C,Matt Morgan,Thorsby (Ala.) HS,HS,AL,Y,"$300,000"
2014,4,115,Mets,3B,Eudor Garcia,El Paso JC,JC,TX,Y,"$305,000"
2014,4,116,Brewers,OF,Troy Stokes,"Calvert Hall College HS, Baltimore",HS,MD,Y,"$400,000"
2014,4,117,Padres,OF,Nick Torres,Cal Poly,4YR,CA,Y,"$406,700"
2014,4,118,Giants,RHP,Logan Webb,Rocklin (Calif.) HS,HS,CA,Y,"$600,000"
2014,4,119,Angels,RHP,Jeremy Rhoades,Illinois State,4YR,IL,Y,"$400,000"
2014,4,120,Diamondbacks,RHP,Brent Jones,Cornell,4YR,NY,Y,"$350,000"
2014,4,121,Orioles,RHP,Pat Connaughton,Notre Dame,4YR,IN,Y,"$428,100"
2014,4,122,Yankees,LHP,Jordan Montgomery,South Carolina,4YR,SC,Y,"$424,000"
2014,4,123,Royals,SS,D.J. Burt,Fuquay-Varina (N.C.) HS,HS,NC,Y,"$200,000"
2014,4,124,Nationals,RHP,Robbie Dickey,Blinn (Texas) JC,JC,TX,Y,"$400,000"
2014,4,125,Reds,3B,Gavin LaValley,"Albert HS, Midwest City, Okla.",HS,OK,Y,"$525,000"
2014,4,126,Rangers,LHP,Brett Martin,Walters State (Tenn.) JC,JC,TN,Y,"$475,000"
2014,4,127,Rays,RHP,Blake Bivens,"Washington HS, Danville, Va.",HS,VA,Y,"$462,500"
2014,4,128,Indians,LHP,Sam Hentges,"Mounds View HS, Arden Hills, Minn.",HS,MN,Y,"$700,000"
2014,4,129,Dodgers,RHP,Jeff Brigham,Washington,4YR,WA,Y,"$396,300"
2014,4,130,Tigers,RHP,Adam Ravenelle,Vanderbilt,4YR,TN,Y,"$412,400"
2014,4,131,Pirates,C,Taylor Gushue,Florida,4YR,FL,Y,"$388,800"
2014,4,132,Athletics,RHP,Jordan Schwartz,Niagara,4YR,NY,Y,"$175,000"
2014,4,133,Braves,RHP,Chad Sobotka,South Carolina-Upstate,4YR,SC,Y,"$400,000"
2014,4,134,Red Sox,RHP,Kevin McAvoy,Bryant,4YR,RI,Y,"$300,000"
2014,4,135,Cardinals,LHP,Austin Gomber,Florida Atlantic,4YR,FL,Y,"$374,100"
2014,5,136,Astros,RHP,Jacob Nix,Los Alamitos (Calif.) HS,HS,CA,N,
2014,5,137,Marlins,OF,Casey Soltis,"Granada HS, Livermore, Calif.",HS,CA,Y,"$450,000"
2014,5,138,White Sox,RHP,Zach Thompson,Texas-Arlington,4YR,TX,Y,"$363,400"
2014,5,139,Cubs,LHP,Justin Steele,"George County HS, Lucedale, Miss.",HS,MS,Y,"$1,000,000"
2014,5,140,Twins,RHP,Jake Reed,Oregon,4YR,OR,Y,"$350,000"
2014,5,141,Mariners,RHP,Dan Altavilla,Mercyhurst (Pa.),4YR,PA,Y,"$250,000"
2014,5,142,Phillies,1B,Rhys Hoskins,Sacramento State,4YR,CA,Y,"$349,700"
2014,5,143,Rockies,3B,Kevin Padlo,"Murrieta Valley HS, Murietta, Calif.",HS,CA,Y,"$650,000"
2014,5,144,Blue Jays,OF,Lane Thomas,"Bearden HS, Knoxville",HS,TN,Y,"$750,000"
2014,5,145,Mets,RHP,Josh Prevost,Seton Hall,4YR,NJ,Y,"$100,000"
2014,5,146,Brewers,3B,Dustin DeMuth,Indiana,4YR,IN,Y,"$50,000"
2014,5,147,Padres,OF,Auston Bousfield,Mississippi,4YR,MS,Y,"$200,000"
2014,5,148,Giants,RHP,Sam Coonrod,Southern Illinois,4YR,IL,Y,"$330,000"
2014,5,149,Angels,RHP,Jake Jewell,Northeastern Oklahoma A&M JC,JC,OK,Y,"$250,000"
2014,5,150,Diamondbacks,RHP,Mason McCullough,Lander (S.C.),4YR,SC,Y,"$323,700"
2014,5,151,Orioles,RHP,David Hess,Tennessee Tech,4YR,TN,Y,"$280,000"
2014,5,152,Yankees,RHP,Jordan Foley,Central Michigan,4YR,MI,Y,"$317,500"
2014,5,153,Royals,RHP,Corey Ray,Texas A&M,4YR,TX,Y,"$150,000"
2014,5,154,Nationals,RHP,Drew Van Orden,Duke,4YR,NC,Y,"$75,000"
2014,5,155,Reds,RHP,Tejay Antone,Weatherford (Texas) JC,JC,TX,Y,"$308,400"
2014,5,156,Rangers,LHP,Wes Benjamin,Kansas,4YR,KS,Y,"$125,000"
2014,5,157,Rays,SS,Michael Russell,North Carolina,4YR,NC,Y,"$250,000"
2014,5,158,Indians,RHP,Julian Merryweather,Oklahoma Baptist,4YR,OK,Y,"$20,000"
2014,5,159,Dodgers,3B,Jared Walker,"McEachern HS, Powder Springs, Ga.",HS,GA,Y,"$296,700"
2014,5,160,Tigers,C,Shane Zeile,UCLA,4YR,CA,Y,"$293,900"
2014,5,161,Pirates,OF,Michael Suchy,Florida Gulf Coast,4YR,FL,Y,"$275,000"
2014,5,162,Athletics,RHP,Heath Fillmyer,Mercer County (N.J.) JC,JC,NJ,Y,"$305,000"
2014,5,163,Braves,LHP,Chris Diaz,Miami,4YR,FL,Y,"$285,500"
2014,5,164,Red Sox,1B,Josh Ockimey,"Neumann-Goretti HS, Philadelphia",HS,PA,Y,"$450,000"
2014,5,165,Cardinals,2B,Darren Seferina,Miami Dade JC,JC,FL,Y,"$100,000"
2014,6,166,Astros,RHP,Brock Dykxhoorn,Central Arizona JC,JC,AZ,Y,"$250,000"
2014,6,167,Marlins,LHP,Chris Sadberry,Texas Tech,4YR,TX,Y,"$200,000"
2014,6,168,White Sox,OF,Louie Lechich,San Diego,4YR,CA,Y,"$40,000"
2014,6,169,Cubs,RHP,Dylan Cease,Milton (Ga.) HS,HS,GA,Y,"$1,500,000"
2014,6,170,Twins,RHP,John Curtiss,Texas,4YR,TX,Y,"$266,900"
2014,6,171,Mariners,LHP,Lane Ratliff,Jones County (Miss.) JC,JC,MS,Y,"$150,000"
2014,6,172,Phillies,LHP,Brandon Leibrandt,Florida State,4YR,FL,Y,"$261,800"
2014,6,173,Rockies,SS,Max George,"Regis Jesuit HS, Aurora, Colo.",HS,CO,Y,"$620,000"
2014,6,174,Blue Jays,LHP,Grayson Huffman,Grayson County (Texas) JC,JC,TX,Y,"$225,000"
2014,6,175,Mets,C,Tyler Moore,Louisiana State,4YR,LA,Y,"$280,000"
2014,6,176,Brewers,RHP,David Burkhalter,Ruston (La.) HS,HS,LA,Y,"$200,000"
2014,6,177,Padres,C,Zach Risedorf,"Northwestern Regional HS, Winchester, Conn.",HS,CT,Y,"$175,000"
2014,6,178,Giants,1B,Skyler Ewing,Rice,4YR,TX,Y,"$247,000"
2014,6,179,Angels,OF,Alex Abbott,"Tift County HS, Tifton, Ga.",HS,GA,Y,"$375,000"
2014,6,180,Diamondbacks,LHP,Zac Curtis,Middle Tennessee State,4YR,TN,Y,"$40,000"
2014,6,181,Orioles,LHP,Tanner Scott,Howard (Texas) JC,JC,TX,Y,"$650,000"
2014,6,182,Yankees,RHP,Jonathan Holder,Mississippi State,4YR,MS,Y,"$170,000"
2014,6,183,Royals,OF,Logan Moon,Missouri Southern State,4YR,MO,Y,"$5,000"
2014,6,184,Nationals,RHP,Austen Williams,Texas State,4YR,TX,Y,"$233,000"
2014,6,185,Reds,RHP,Jose Lopez,Seton Hall,4YR,NJ,Y,"$85,000"
2014,6,186,Rangers,3B,Jose Trevino,Oral Roberts,4YR,OK,Y,"$200,000"
2014,6,187,Rays,C,Mac James,Oklahoma,4YR,OK,Y,"$175,000"
2014,6,188,Indians,OF,Greg Allen,San Diego State,4YR,CA,Y,"$200,000"
2014,6,189,Dodgers,RHP,Brock Stewart,Illinois State,4YR,IL,Y,"$190,000"
2014,6,190,Tigers,OF,Ross Kivett,Kansas State,4YR,KS,Y,"$110,000"
2014,6,191,Pirates,RHP,Tyler Eppler,Sam Houston State,4YR,TX,Y,"$200,000"
2014,6,192,Athletics,SS,Trace Loehr,"Putnam HS, Milwaukie, Ore.",HS,OR,Y,"$600,000"
2014,6,193,Braves,OF,Keith Curcio,Florida Southern,4YR,FL,Y,"$225,000"
2014,6,194,Red Sox,OF,Danny Mars,Chipola (Fla.) JC,JC,FL,Y,"$211,800"
2014,6,195,Cardinals,SS,Andrew Sohn,Western Michigan,4YR,MI,Y,"$209,700"
2014,7,196,Astros,RHP,Derick Velazquez,Fresno State,4YR,CA,Y,"$207,800"
2014,7,197,Marlins,SS,Anfernee Seymour,"American Heritage HS, Delray Beach, Fla.",HS,FL,Y,"$400,000"
2014,7,198,White Sox,SS,Jake Peter,Creighton,4YR,NE,Y,"$203,800"
2014,7,199,Cubs,RHP,James Norwood,Saint Louis,4YR,MO,Y,"$175,000"
2014,7,200,Twins,RHP,Andro Cutura,Southeastern Louisiana,4YR,LA,Y,"$175,000"
2014,7,201,Mariners,LHP,Taylor Byrd,Nicholls State,4YR,LA,Y,"$5,000"
2014,7,202,Phillies,SS,Emmanuel Marrero,Alabama State,4YR,AL,Y,"$175,000"
2014,7,203,Rockies,OF,Drew Weeks,North Florida,4YR,FL,Y,"$194,300"
2014,7,204,Blue Jays,OF,Zach Zehner,Cal Poly,4YR,CA,N,
2014,7,205,Mets,LHP,Brad Wieck,Oklahoma City,4YR,OK,Y,"$100,000"
2014,7,206,Brewers,OF,Mitch Meyer,Kansas State,4YR,KS,Y,"$10,000"
2014,7,207,Padres,RHP,Ryan Butler,Charlotte,4YR,NC,Y,"$186,900"
2014,7,208,Giants,OF,Seth Harrison,Louisiana-Lafayette,4YR,LA,Y,"$110,000"
2014,7,209,Angels,OF,Bo Way,Kennesaw State,4YR,GA,Y,"$20,000"
2014,7,210,Diamondbacks,3B,Tyler Humphreys,St. Johns River State (Fla.) JC,JC,FL,Y,"$150,000"
2014,7,211,Orioles,LHP,Max Schuh,UCLA,4YR,CA,Y,"$175,000"
2014,7,212,Yankees,OF,Mark Payton,Texas,4YR,TX,Y,"$45,000"
2014,7,213,Royals,OF,Brandon Downes,Virginia,4YR,VA,Y,"$150,000"
2014,7,214,Nationals,OF,D.K. Carey,Miami,4YR,FL,Y,"$60,000"
2014,7,215,Reds,2B,Shane Mardirosian,"King HS, Riverside, Calif.",HS,CA,Y,"$350,000"
2014,7,216,Rangers,RHP,Nick Green,Indian Hills (Iowa) JC,JC,IA,Y,"$5,000"
2014,7,217,Rays,RHP,Mike Franco,Florida International,4YR,FL,Y,"$100,000"
2014,7,218,Indians,C,Simeon Lucas,"Grant Community HS, Fox Lake, Ill.",HS,IL,Y,"$168,200"
2014,7,219,Dodgers,RHP,Trevor Oaks,California Baptist,4YR,CA,Y,"$161,600"
2014,7,220,Tigers,3B,Joey Pankake,South Carolina,4YR,SC,Y,"$165,000"
2014,7,221,Pirates,SS,Nelson Jorge,"International Baseball Academy, Ceiba, P.R.",HS,PR,Y,"$125,000"
2014,7,222,Athletics,SS,Branden Cogswell,Virginia,4YR,VA,Y,"$200,000"
2014,7,223,Braves,2B,Luke Dykstra,"Westlake HS, Westlake Village, Calif.",HS,CA,Y,"$163,900"
2014,7,224,Red Sox,RHP,Reed Reilly,Cal Poly,4YR,CA,Y,"$107,500"
2014,7,225,Cardinals,C,Brian O'Keefe,St. Joseph's,4YR,PA,Y,"$150,000"
2014,8,226,Astros,OF,Bobby Boyd,West Virginia,4YR,WV,Y,"$140,000"
2014,8,227,Marlins,OF,Stone Garrett,"George Ranch HS, Richmond, Texas",HS,TX,Y,"$162,400"
2014,8,228,White Sox,SS,John Ziznewski,Long Island,4YR,NY,Y,"$10,000"
2014,8,229,Cubs,LHP,Tommy Thorpe,Oregon,4YR,OR,Y,"$135,000"
2014,8,230,Twins,RHP,Keaton Steele,Missouri,4YR,MO,Y,"$115,000"
2014,8,231,Mariners,RHP,Kody Kerski,Sacred Heart,4YR,CT,Y,"$30,000"
2014,8,232,Phillies,RHP,Sam McWilliams,"Beech HS, Hendersonville, Tenn.",HS,TN,Y,"$200,000"
2014,8,233,Rockies,LHP,Harrison Musgrave,West Virginia,4YR,WV,Y,"$160,200"
2014,8,234,Blue Jays,RHP,Justin Shafer,Florida,4YR,FL,Y,"$125,000"
2014,8,235,Mets,1B,Dash Winningham,"Trinity Catholic HS, Ocala, Fla.",HS,FL,Y,"$175,000"
2014,8,236,Brewers,RHP,J.B. Kole,Villanova,4YR,PA,Y,"$159,100"
2014,8,237,Padres,RHP,Mitch Watrous,Utah,4YR,UT,Y,"$120,000"
2014,8,238,Giants,OF,Austin Slater,Stanford,4YR,CA,Y,"$200,000"
2014,8,239,Angels,SS,Jake Yacinich,Iowa,4YR,IA,Y,"$150,000"
2014,8,240,Diamondbacks,OF,Grant Heyman,JC of Southern Nevada,JC,NV,Y,"$157,500"
2014,8,241,Orioles,2B,Steve Wilkerson,Clemson,4YR,SC,Y,"$10,000"
2014,8,242,Yankees,1B,Connor Spencer,UC Irvine,4YR,CA,Y,"$125,000"
2014,8,243,Royals,1B,Ryan O'Hearn,Sam Houston State,4YR,TX,Y,"$125,000"
2014,8,244,Nationals,OF,Jeff Gardner,Louisville,4YR,KY,Y,"$40,000"
2014,8,245,Reds,1B,Brian O'Grady,Rutgers,4YR,NJ,Y,"$10,000"
2014,8,246,Rangers,RHP,Erik Swanson,Iowa Western JC,JC,IA,Y,"$155,600"
2014,8,247,Rays,3B,Daniel Miles,Tennessee Tech,4YR,TN,Y,"$7,500"
2014,8,248,Indians,RHP,Micah Miniard,"Boyle County HS, Danville, Ky.",HS,KY,Y,"$350,000"
2014,8,249,Dodgers,C,Hunter Redman,Texas Tech,4YR,TX,Y,"$30,000"
2014,8,250,Tigers,RHP,Artie Lewicki,Virginia,4YR,VA,Y,"$60,000"
2014,8,251,Pirates,RHP,Austin Coley,Belmont,4YR,TN,Y,"$125,000"
2014,8,252,Athletics,RHP,Branden Kelliher,Lake Stevens (Wash.) HS,HS,WA,Y,"$450,000"
2014,8,253,Braves,RHP,Bradley Roney,Southern Mississippi,4YR,MS,Y,"$153,000"
2014,8,254,Red Sox,C,Ben Moore,Alabama,4YR,AL,Y,"$152,700"
2014,8,255,Cardinals,OF,Nick Thompson,William & Mary,4YR,VA,Y,"$67,500"
2014,9,256,Astros,LHP,Bryan Radziewski,Miami,4YR,FL,Y,"$125,000"
2014,9,257,Marlins,LHP,Ben Holmes,Oregon State,4YR,OR,Y,"$30,500"
2014,9,258,White Sox,LHP,Brian Clark,Kent State,4YR,OH,Y,"$151,400"
2014,9,259,Cubs,RHP,James Farris,Arizona,4YR,AZ,Y,"$3,000"
2014,9,260,Twins,OF,Max Murphy,Bradley,4YR,IL,Y,"$130,000"
2014,9,261,Mariners,RHP,Peter Miller,Florida State,4YR,FL,Y,"$5,000"
2014,9,262,Phillies,RHP,Matt Hockenberry,Temple,4YR,PA,Y,"$5,000"
2014,9,263,Rockies,RHP,Andrew Rohrbach,Long Beach State,4YR,CA,Y,"$149,700"
2014,9,264,Blue Jays,2B,Ryan Metzler,South Carolina-Aiken,4YR,SC,Y,"$10,000"
2014,9,265,Mets,OF,Michael Katz,William & Mary,4YR,VA,Y,"$100,000"
2014,9,266,Brewers,C,Greg McCall,Texas-Arlington,4YR,VA,Y,"$10,000"
2014,9,267,Padres,SS,Nick Vilter,UC Riverside,4YR,CA,Y,"$150,000"
2014,9,268,Giants,RHP,Stetson Woods,"Liberty HS, Madera, Calif.",HS,CA,Y,"$175,000"
2014,9,269,Angels,RHP,Jordan Kipper,Texas Christian,4YR,TX,Y,"$147,700"
2014,9,270,Diamondbacks,SS,Justin Gonzalez,Florida State,4YR,FL,Y,"$25,000"
2014,9,271,Orioles,3B,Austin Anderson,Mississippi,4YR,MS,Y,"$10,000"
2014,9,272,Yankees,SS,Vince Conde,Vanderbilt,4YR,TN,Y,"$155,000"
