rank,team,name,salary,year
1,,"
Kobe Bryant
Small Forward
","$23,500,000  ",2014
2,,"
Joe Johnson
Shooting Guard
","$23,180,790  ",2014
3,,"
Carmelo Anthony
Small Forward
","$22,458,401  ",2014
4,,"
Dwight Howard
Center
","$21,436,271  ",2014
5,,"
Chris Bosh
Power Forward
","$20,644,400  ",2014
,,"
LeBron James
Small Forward
","$20,644,400  ",2014
7,,"
Chris Paul
Point Guard
","$20,068,563  ",2014
8,,"
Deron Williams
Point Guard
","$19,754,465  ",2014
9,,"
Rudy Gay
Small Forward
","$19,317,326  ",2014
10,,"
Kevin Durant
Small Forward
","$18,995,624  ",2014
11,,"
Derrick Rose
Point Guard
","$18,862,876  ",2014
12,,"
Blake Griffin
Power Forward
","$17,674,613  ",2014
13,,"
Zach Randolph
Power Forward
","$16,500,000  ",2014
14,,"
LaMarcus Aldridge
Power Forward
","$16,256,000  ",2014
15,,"
Paul George
Small Forward
","$15,925,680  ",2014
16,,"
Marc Gasol
Center
","$15,829,688  ",2014
17,,"
Brook Lopez
Center
","$15,719,063  ",2014
,,"
Kevin Love
Center
","$15,719,063  ",2014
19,,"
Russell Westbrook
Point Guard
","$15,719,062  ",2014
20,,"
David Lee
Power Forward
","$15,012,000  ",2014
21,,"
Dwyane Wade
Shooting Guard
","$15,000,000  ",2014
22,,"
Roy Hibbert
Center
","$14,898,938  ",2014
,,"
Eric Gordon
Shooting Guard
","$14,898,938  ",2014
24,,"
Tyson Chandler
Center
","$14,846,887  ",2014
25,,"
DeMarcus Cousins
Center
","$14,746,000  ",2014
,,"
Gordon Hayward
Small Forward
","$14,746,000  ",2014
,,"
John Wall
Point Guard
","$14,746,000  ",2014
28,,"
James Harden
Shooting Guard
","$14,728,844  ",2014
29,,"
Chandler Parsons
Small Forward
","$14,700,000  ",2014
30,,"
Al Jefferson
Center
","$13,500,000  ",2014
31,,"
Eric Bledsoe
Point Guard
","$13,000,000  ",2014
,,"
Nene Hilario
Center
","$13,000,000  ",2014
33,,"
Andrew Bogut
Center
","$12,972,973  ",2014
34,,"
Derrick Favors
Power Forward
","$12,950,000  ",2014
35,,"
Rajon Rondo
Point Guard
","$12,909,090  ",2014
36,,"
Joakim Noah
Center
","$12,700,000  ",2014
37,,"
Nicolas Batum
Shooting Guard
","$12,655,057  ",2014
38,,"
Tony Parker
Point Guard
","$12,500,000  ",2014
39,,"
Serge Ibaka
Power Forward
","$12,350,000  ",2014
40,,"
Andre Iguodala
Small Forward
","$12,289,544  ",2014
41,,"
Nikola Pekovic
Center
","$12,100,000  ",2014
42,,"
David West
Power Forward
","$12,000,000  ",2014
,,"
Al Horford
Center
","$12,000,000  ",2014
,,"
Kevin Garnett
Power Forward
","$12,000,000  ",2014
,,"
Kyle Lowry
Point Guard
","$12,000,000  ",2014
46,,"
Ty Lawson
Point Guard
","$11,595,506  ",2014
47,,"
Andrea Bargnani
Center
","$11,500,000  ",2014
48,,"
DeAndre Jordan
Center
","$11,440,123  ",2014
49,,"
Tyreke Evans
Shooting Guard
","$11,265,416  ",2014
50,,"
Danilo Gallinari
Small Forward
","$10,854,850  ",2014
51,,"
Stephen Curry
Point Guard
","$10,629,213  ",2014
52,,"
Marcin Gortat
Center
","$10,434,782  ",2014
53,,"
Tim Duncan
Power Forward
","$10,361,446  ",2014
54,,"
Gerald Wallace
Small Forward
","$10,105,855  ",2014
55,,"
DeMar DeRozan
Shooting Guard
","$10,100,000  ",2014
56,,"
Jrue Holiday
Point Guard
","$9,904,495  ",2014
57,,"
Luol Deng
Small Forward
","$9,714,461  ",2014
58,,"
Anderson Varejao
Power Forward
","$9,704,545  ",2014
59,,"
Thaddeus Young
Power Forward
","$9,660,869  ",2014
60,,"
Paul Millsap
Power Forward
","$9,500,000  ",2014
61,,"
Tiago Splitter
Power Forward
","$9,250,000  ",2014
62,,"
Jeff Green
Small Forward
","$9,200,000  ",2014
63,,"
Jordan Hill
Center
","$9,000,000  ",2014
,,"
Lance Stephenson
Shooting Guard
","$9,000,000  ",2014
65,,"
Mike Conley
Point Guard
","$8,694,216  ",2014
66,,"
Trevor Ariza
Small Forward
","$8,579,089  ",2014
67,,"
Channing Frye
Power Forward
","$8,579,088  ",2014
68,,"
Marcus Thornton
Shooting Guard
","$8,575,000  ",2014
69,,"
Ryan Anderson
Power Forward
","$8,491,500  ",2014
70,,"
Jeremy Lin
Point Guard
","$8,374,646  ",2014
,,"
Omer Asik
Center
","$8,374,646  ",2014
72,,"
Monta Ellis
Shooting Guard
","$8,360,000  ",2014
73,,"
George Hill
Point Guard
","$8,000,000  ",2014
,,"
Jeff Teague
Point Guard
","$8,000,000  ",2014
,,"
Taj Gibson
Power Forward
","$8,000,000  ",2014
,,"
O.J. Mayo
Shooting Guard
","$8,000,000  ",2014
,,"
Boris Diaw
Center
","$8,000,000  ",2014
,,"
Brandon Jennings
Point Guard
","$8,000,000  ",2014
79,,"
Dirk Nowitzki
Power Forward
","$7,974,482  ",2014
80,,"
Ersan Ilyasova
Power Forward
","$7,900,000  ",2014
81,,"
Arron Afflalo
Shooting Guard
","$7,750,000  ",2014
82,,"
Tayshaun Prince
Small Forward
","$7,707,865  ",2014
83,,"
Goran Dragic
Point Guard
","$7,500,000  ",2014
84,,"
Wesley Matthews
Shooting Guard
","$7,245,640  ",2014
85,,"
Isaiah Thomas
Point Guard
","$7,238,606  ",2014
86,,"
Avery Bradley
Shooting Guard
","$7,191,011  ",2014
87,,"
Pau Gasol
Power Forward
","$7,128,000  ",2014
88,,"
Jose Calderon
Point Guard
","$7,097,191  ",2014
89,,"
Kyrie Irving
Point Guard
","$7,070,730  ",2014
90,,"
Marvin Williams
Power Forward
","$7,000,000  ",2014
,,"
Manu Ginobili
Shooting Guard
","$7,000,000  ",2014
,,"
Amir Johnson
Power Forward
","$7,000,000  ",2014
93,,"
Brandon Bass
Power Forward
","$6,900,000  ",2014
94,,"
J.J. Redick
Shooting Guard
","$6,792,500  ",2014
,,"
Kevin Martin
Shooting Guard
","$6,792,500  ",2014
96,,"
Wilson Chandler
Small Forward
","$6,757,913  ",2014
97,,"
Jason Richardson
Shooting Guard
","$6,601,125  ",2014
98,,"
J.R. Smith
Shooting Guard
","$6,515,510  ",2014
99,,"
Carl Landry
Power Forward
","$6,500,000  ",2014
100,,"
Greivis Vasquez
Point Guard
","$6,400,000  ",2014
101,,"
Derrick Williams
Power Forward
","$6,331,404  ",2014
102,,"
Jarrett Jack
Point Guard
","$6,300,000  ",2014
103,,"
Kyle Korver
Shooting Guard
","$6,253,521  ",2014
104,,"
Landry Fields
Small Forward
","$6,250,000  ",2014
105,,"
Robin Lopez
Center
","$6,124,729  ",2014
106,,"
Jason Thompson
Power Forward
","$6,037,500  ",2014
107,,"
Gerald Henderson
Shooting Guard
","$6,000,000  ",2014
,,"
Jodie Meeks
Shooting Guard
","$6,000,000  ",2014
109,,"
Chuck Hayes
Power Forward
","$5,958,750  ",2014
110,,"
Spencer Hawes
Power Forward
","$5,871,309  ",2014
111,,"
Jason Terry
Shooting Guard
","$5,850,313  ",2014
112,,"
Patrick Patterson
Power Forward
","$5,831,326  ",2014
113,,"
P.J. Tucker
Small Forward
","$5,700,000  ",2014
114,,"
Enes Kanter
Center
","$5,694,674  ",2014
115,,"
Anthony Davis
Power Forward
","$5,607,240  ",2014
116,,"
Anthony Bennett
Power Forward
","$5,563,920  ",2014
117,,"
Andrew Wiggins
Small Forward
","$5,510,640  ",2014
118,,"
Greg Monroe
Center
","$5,479,933  ",2014
119,,"
Jamal Crawford
Shooting Guard
","$5,450,000  ",2014
,,"
Courtney Lee
Shooting Guard
","$5,450,000  ",2014
,,"
Louis Williams
Shooting Guard
","$5,450,000  ",2014
122,,"
J.J Hickson
Power Forward
","$5,381,750  ",2014
,,"
Martell Webster
Small Forward
","$5,381,750  ",2014
124,,"
Chris Andersen
Power Forward
","$5,375,000  ",2014
125,,"
Shaun Livingston
Point Guard
","$5,305,000  ",2014
,,"
Josh McRoberts
Power Forward
","$5,305,000  ",2014
,,"
Nikola Mirotic
Power Forward
","$5,305,000  ",2014
,,"
Paul Pierce
Small Forward
","$5,305,000  ",2014
129,,"
Zaza Pachulia
Center
","$5,200,000  ",2014
130,,"
Tristan Thompson
Center
","$5,138,430  ",2014
131,,"
Michael Kidd-Gilchrist
Small Forward
","$5,016,960  ",2014
132,,"
Brandan Wright
Power Forward
","$5,000,000  ",2014
,,"
Chase Budinger
Small Forward
","$5,000,000  ",2014
,,"
Trevor Booker
Power Forward
","$5,000,000  ",2014
135,,"
Nick Young
Shooting Guard
","$4,994,420  ",2014
136,,"
Victor Oladipo
Shooting Guard
","$4,978,200  ",2014
137,,"
Jabari Parker
Power Forward
","$4,930,560  ",2014
138,,"
Luis Scola
Power Forward
","$4,868,499  ",2014
139,,"
Tony Allen
Shooting Guard
","$4,831,461  ",2014
140,,"
Chris Kaman
Center
","$4,800,000  ",2014
141,,"
Kostas Papanikolaou
Small Forward
","$4,797,664  ",2014
,,"
Darren Collison
Point Guard
","$4,797,664  ",2014
143,,"
Corey Brewer
Shooting Guard
","$4,702,500  ",2014
144,,"
Ricky Rubio
Point Guard
","$4,660,479  ",2014
145,,"
Timofey Mozgov
Center
","$4,650,000  ",2014
146,,"
Andre Miller
Point Guard
","$4,625,000  ",2014
147,,"
Bradley Beal
Shooting Guard
","$4,505,280  ",2014
148,,"
Ben Gordon
Shooting Guard
","$4,500,000  ",2014
,,"
Jonas Jerebko
Power Forward
","$4,500,000  ",2014
,,"
Caron Butler
Small Forward
","$4,500,000  ",2014
151,,"
Otto Porter Jr.
Small Forward
","$4,470,480  ",2014
152,,"
Joel Embiid
Center
","$4,427,640  ",2014
153,,"
Luc Richard Mbah a Moute
Power Forward
","$4,382,576  ",2014
154,,"
Jared Dudley
Small Forward
","$4,250,000  ",2014
