Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
2201,Rishaw Johnson\JohnRi02,2014,25,,4TM,NFL,0,,1,0,0,
2202,Shelton Johnson\JohnSh00,2014,24,,TAM,NFL,0,,1,0,0,
2203,Chandler Jones\JoneCh07,2014,23,,2TM,NFL,0,,1,0,0,
2204,Howard Jones\JoneHo01,2014,24,,PIT,NFL,0,,1,0,0,
2205,Kadeem Jones\JoneKa00,2014,,,STL,NFL,0,,1,0,0,
2206,Landry Jones\JoneLa02,2014,25,4-115,PIT,NFL,0,,1,0,0,
2207,Marcel Jones\JoneMa03,2014,26,7-234,BAL,NFL,0,,1,0,0,
2208,Marvin Jones\JoneMa02,2014,24,5-166,CIN,NFL,0,,1,0,0,
2209,Seantavius Jones\JoneSe01,2014,22,,NOR,NFL,0,,1,0,0,
2210,T.J. Jones\JoneT.00,2014,22,6-189,DET,NFL,0,,1,0,0,
2211,Henry Josey\JoseHe00,2014,23,,2TM,NFL,0,,1,0,0,
2212,Mike Kafka\KafkMi00,2014,27,4-122,TAM,NFL,0,,1,0,0,
2213,Nick Kasa\KasaNi00,2014,24,6-172,OAK,NFL,0,,1,0,0,
2214,Vernon Kearney\KearVe01,2014,25,,OAK,NFL,0,,1,0,0,
2215,Wade Keliikipi\KeliWa00,2014,23,,PHI,NFL,0,,1,0,0,
2216,Jeremy Kelley\KellJe00,2014,26,,DEN,NFL,0,,1,0,0,
2217,Zac Kerin\KeriZa00,2014,23,,MIN,NFL,0,,1,0,0,
2218,Eric Kettani\KettEr00,2014,27,,JAX,NFL,0,,1,0,0,
2219,Darren Keyton\KeytDa00,2014,24,,DET,NFL,0,,1,0,0,
2220,G.J. Kinne\KinnG.00,2014,26,,PHI,NFL,0,,1,0,0,
2221,Danny Kistler\KistDa00,2014,23,,OAK,NFL,0,,1,0,0,
2222,Corey Knox\KnoxCo00,2014,,,BUF,NFL,0,,1,0,0,
2223,Troy Kropog\KropTr20,2014,28,4-135,NYG,NFL,0,,1,0,0,
2224,Joe Kruger\KrugJo00,2014,22,7-212,2TM,NFL,0,,1,0,0,
2225,Edmund Kugbila\KugbEd00,2014,24,4-108,CAR,NFL,0,,1,0,0,
2226,Alex Kupper\KuppAl00,2014,24,,HOU,NFL,0,,1,0,0,
2227,Eric Kush\KushEr00,2014,25,6-170,KAN,NFL,0,,1,0,0,
2228,Travis Labhart\LabhTr00,2014,23,,HOU,NFL,0,,1,0,0,
2229,Austen Lane\LaneAu99,2014,27,5-153,CHI,NFL,0,,1,0,0,
