Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
1,Louis Vasquez\VasqLo20,2013,26,3-78,DEN,NFL,16,16,1,1,1,20
2,Peyton Manning\MannPe00,2013,37,1-1,DEN,NFL,16,16,1,1,1,19
3,Richard Sherman\SherRi00,2013,25,5-154,SEA,NFL,16,16,1,1,1,19
4,NaVorro Bowman\BowmNa99,2013,25,3-91,SFO,NFL,16,16,1,1,1,18
5,Luke Kuechly\KuecLu00,2013,22,1-9,CAR,NFL,16,16,1,1,1,18
6,Drew Brees\BreeDr00,2013,34,2-32,NOR,NFL,16,16,1,1,0,17
7,Vontaze Burfict\BurfVo00,2013,23,,CIN,NFL,16,16,1,1,0,17
8,Jamaal Charles\CharJa00,2013,27,3-73,KAN,NFL,15,15,1,1,1,16
9,Karlos Dansby\DansKa20,2013,32,2-33,ARI,NFL,16,16,1,0,0,16
10,Cam Newton\NewtCa00,2013,24,1-1,CAR,NFL,16,16,1,1,0,16
11,Robert Quinn\QuinRo00,2013,23,1-14,STL,NFL,16,16,1,1,1,16
12,Philip Rivers\RivePh00,2013,32,1-4,SDG,NFL,16,16,1,1,0,16
13,J.J. Watt\WattJ.00,2013,24,1-11,HOU,NFL,16,16,1,1,1,16
14,Muhammad Wilkerson\WilkMu00,2013,24,1-30,NYJ,NFL,16,16,1,0,0,16
15,Russell Wilson\WilsRu00,2013,25,3-75,SEA,NFL,16,16,1,1,0,16
16,Matt Forte\FortMa00,2013,28,2-44,CHI,NFL,16,16,1,1,0,15
17,Colin Kaepernick\KaepCo00,2013,26,2-36,SFO,NFL,16,16,1,0,0,15
18,Andrew Luck\LuckAn00,2013,24,1-1,IND,NFL,16,16,1,1,0,15
19,Robert Mathis\MathRo20,2013,32,5-138,IND,NFL,16,16,1,1,1,15
20,LeSean McCoy\McCoLe01,2013,25,2-53,PHI,NFL,16,16,1,1,1,15
21,Patrick Peterson\PetePa00,2013,23,1-5,ARI,NFL,16,16,1,1,1,15
22,Ndamukong Suh\SuhxNd99,2013,26,1-2,DET,NFL,16,16,1,1,1,15
23,Antonio Brown\BrowAn04,2013,25,6-195,PIT,NFL,16,14,1,1,0,14
24,Andy Dalton\DaltAn00,2013,26,2-35,CIN,NFL,16,16,1,0,0,14
25,Lavonte David\DaviLa00,2013,23,2-58,TAM,NFL,16,16,1,0,1,14
26,Tamba Hali\HaliTa20,2013,30,1-20,KAN,NFL,15,15,1,1,0,14
27,Greg Hardy\HardGr99,2013,25,6-175,CAR,NFL,16,13,1,1,0,14
28,Alshon Jeffery\JeffAl00,2013,23,2-45,CHI,NFL,16,14,1,1,0,14
29,Ryan Kalil\KaliRy20,2013,28,2-59,CAR,NFL,16,16,1,1,1,14
30,Logan Mankins\MankLo20,2013,31,1-32,NWE,NFL,16,16,1,1,0,14
31,Evan Mathis\MathEv20,2013,32,3-79,PHI,NFL,16,16,1,1,1,14
32,Jason Peters\PeteJa21,2013,31,,PHI,NFL,16,16,1,1,1,14
33,Josh Sitton\SittJo20,2013,27,4-135,GNB,NFL,16,16,1,0,0,14
34,Alex Smith\SmitAl03,2013,29,1-1,KAN,NFL,15,15,1,1,0,14
35,Demaryius Thomas\ThomDe03,2013,26,1-22,DEN,NFL,16,16,1,1,0,14
36,Earl Thomas\ThomEa99,2013,24,1-14,SEA,NFL,16,16,1,1,1,14
37,Tom Brady\BradTo00,2013,36,6-199,NWE,NFL,16,16,1,1,0,13
38,Ahmad Brooks\BrooAh21,2013,29,3-0,SFO,NFL,16,16,1,1,0,13
39,Eric Decker\DeckEr00,2013,26,3-87,DEN,NFL,16,16,1,0,0,13
40,A.J. Green\GreeA.00,2013,25,1-4,CIN,NFL,16,16,1,1,0,13
41,Cameron Jordan\JordCa00,2013,24,1-24,NOR,NFL,16,16,1,1,0,13
42,Gerald McCoy\McCoGe99,2013,25,1-3,TAM,NFL,16,16,1,1,1,13
43,Knowshon Moreno\MoreKn00,2013,26,1-12,DEN,NFL,16,15,1,0,0,13
44,DeMarco Murray\MurrDe00,2013,25,3-71,DAL,NFL,14,14,1,1,0,13
45,Dontari Poe\PoexDo00,2013,23,1-11,KAN,NFL,15,15,1,1,0,13
46,Ben Roethlisberger\RoetBe00,2013,31,1-11,PIT,NFL,16,16,1,0,0,13
47,Tony Romo\RomoTo00,2013,33,,DAL,NFL,15,15,1,0,0,13
48,Matt Ryan\RyanMa00,2013,28,1-3,ATL,NFL,16,16,1,0,0,13
49,Justin Smith\SmitJu20,2013,34,1-4,SFO,NFL,16,16,1,1,0,13
50,Tyron Smith\SmitTy00,2013,23,1-9,DAL,NFL,16,16,1,1,0,13
51,Matthew Stafford\StafMa00,2013,25,1-1,DET,NFL,16,16,1,0,0,13
52,Joe Staley\StalJo20,2013,29,1-28,SFO,NFL,16,16,1,1,0,13
53,Mario Williams\WillMa22,2013,28,1-1,BUF,NFL,16,16,1,1,0,13
54,Anquan Boldin\BoldAn00,2013,33,2-54,SFO,NFL,16,16,1,0,0,12
55,Dez Bryant\BryaDe01,2013,25,1-24,DAL,NFL,16,16,1,1,0,12
56,Jurrell Casey\CaseJu00,2013,24,3-77,TEN,NFL,15,14,1,0,0,12
57,Jahri Evans\EvanJa21,2013,30,4-108,NOR,NFL,14,14,1,1,0,12
58,Calvin Johnson\JohnCa00,2013,28,1-2,DET,NFL,14,14,1,1,1,12
59,Derrick Johnson\JohnDe25,2013,31,1-15,KAN,NFL,15,15,1,1,0,12
60,Marshawn Lynch\LyncMa00,2013,27,1-12,SEA,NFL,16,16,1,1,0,12
61,Brandon Marshall\MarsBr00,2013,29,4-119,CHI,NFL,16,16,1,1,0,12
62,Antrel Rolle\RollAn20,2013,31,1-8,NYG,NFL,16,16,1,1,0,12
63,Terrell Suggs\SuggTe99,2013,31,1-10,BAL,NFL,16,16,1,1,0,12
64,Alterraun Verner\VernAl99,2013,25,4-104,TEN,NFL,16,16,1,1,0,12
65,Eric Berry\BerrEr99,2013,25,1-5,KAN,NFL,15,15,1,1,1,11
66,Kam Chancellor\ChanKa99,2013,25,5-133,SEA,NFL,16,16,1,1,0,11
67,Nick Foles\FoleNi00,2013,24,3-88,PHI,NFL,13,10,1,1,0,11
68,Josh Gordon\GordJo02,2013,22,2-1,CLE,NFL,14,14,1,1,1,11
69,Jimmy Graham\GrahJi00,2013,27,3-95,NOR,NFL,16,12,1,1,1,11
70,Ben Grubbs\GrubBe20,2013,29,1-29,NOR,NFL,16,16,1,1,0,11
71,Joe Haden\HadeJo99,2013,24,1-7,CLE,NFL,15,15,1,1,0,11
72,DeSean Jackson\JackDe00,2013,27,2-49,PHI,NFL,16,16,1,1,0,11
73,Kyle Long\LongKy00,2013,25,1-20,CHI,NFL,16,16,1,1,0,11
74,Ryan Mathews\MathRy00,2013,26,1-12,SDG,NFL,16,14,1,0,0,11
75,Jordy Nelson\NelsJo00,2013,28,2-36,GNB,NFL,16,16,1,0,0,11
76,Haloti Ngata\NgatHa20,2013,29,1-12,BAL,NFL,15,15,1,1,0,11
77,Carson Palmer\PalmCa00,2013,34,1-1,ARI,NFL,16,16,1,0,0,11
78,Adrian Peterson\PeteAd01,2013,28,1-7,MIN,NFL,14,14,1,1,0,11
79,Aqib Talib\TaliAq99,2013,27,1-20,NWE,NFL,13,13,1,1,0,11
80,Kyle Williams\WillKy20,2013,30,5-134,BUF,NFL,16,16,1,1,0,11
81,Keenan Allen\AlleKe00,2013,21,3-76,SDG,NFL,15,14,1,0,0,10
82,Zane Beadles\BeadZa20,2013,27,2-45,DEN,NFL,16,16,1,0,0,10
83,Reggie Bush\BushRe00,2013,28,1-2,DET,NFL,14,14,1,0,0,10
84,Jeromey Clary\ClarJe20,2013,30,6-187,SDG,NFL,15,15,1,0,0,10
85,Marcell Dareus\DareMa00,2013,23,1-3,BUF,NFL,16,14,1,1,0,10
86,Thomas Davis\DaviTh20,2013,30,1-14,CAR,NFL,16,16,1,0,0,10
87,Carlos Dunlap\DunlCa99,2013,24,2-54,CIN,NFL,16,15,1,0,0,10
88,D.J. Fluker\FlukDJ00,2013,22,1-11,SDG,NFL,15,15,1,0,0,10
89,Orlando Franklin\FranOr00,2013,26,2-46,DEN,NFL,15,15,1,0,0,10
90,Robert Griffin\GrifRo01,2013,23,1-2,WAS,NFL,13,13,1,0,0,10
91,Brent Grimes\GrimBr20,2013,30,,MIA,NFL,16,16,1,1,0,10
92,Jordan Gross\GrosJo20,2013,33,1-8,CAR,NFL,16,16,1,1,0,10
93,Nick Hardwick\HardNi55,2013,32,3-66,SDG,NFL,16,16,1,0,0,10
94,T.Y. Hilton\HiltT.00,2013,24,3-92,IND,NFL,16,10,1,0,0,10
95,Vincent Jackson\JackVi00,2013,30,2-61,TAM,NFL,16,16,1,0,0,10
