Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
1901,Trevin Wade\WadeTr00,2013,24,7-245,NOR,NFL,2,0,1,0,0,0
1902,Martin Wallace\WallMa00,2013,23,,CLE,NFL,1,0,1,0,0,0
1903,Seneca Wallace\WallSe00,2013,33,4-110,GNB,NFL,2,1,1,0,0,0
1904,Bryan Walters\WaltBr00,2013,26,,SEA,NFL,4,1,1,0,0,0
1905,Spencer Ware\WareSp00,2013,22,6-194,SEA,NFL,2,0,1,0,0,0
1906,Brandon Washington\WashBr00,2013,25,6-200,STL,NFL,1,0,1,0,0,0
1907,Cornelius Washington\WashCo00,2013,24,6-188,CHI,NFL,2,0,1,0,0,0
1908,Leon Washington\WashLe00,2013,31,4-117,2TM,NFL,7,0,1,0,0,0
1909,Danny Watkins\WatkDa00,2013,29,1-23,MIA,NFL,1,0,1,0,0,0
1910,Joe Webb\WebbJo00,2013,27,6-199,MIN,NFL,16,1,1,0,0,0
1911,Darrion Weems\WeemDa00,2013,25,,DAL,NFL,1,0,1,0,0,0
1912,Eric Weems\WeemEr00,2013,28,,CHI,NFL,16,0,1,0,0,0
1913,Ryan Whalen\WhalRy00,2013,24,6-167,CIN,NFL,4,0,1,0,0,0
1914,Cody White\WhitCo02,2013,25,,HOU,NFL,1,0,1,0,0,0
1915,Charlie Whitehurst\WhitCh02,2013,31,3-81,SDG,NFL,2,0,1,0,0,0
1916,Brandon Williams\WillBr04,2013,26,,CAR,NFL,9,0,1,0,0,0
1917,D.J. Williams\WillD.00,2013,25,5-141,2TM,NFL,9,1,1,0,0,0
1918,Garry Williams\WillGa23,2013,27,,CAR,NFL,1,1,1,0,0,0
1919,Kerwynn Williams\WillKe05,2013,22,7-230,2TM,NFL,2,0,1,0,0,0
1920,Nick Williams\WillNi02,2013,23,7-223,WAS,NFL,5,0,1,0,0,0
1921,Stephen Williams\WillSt01,2013,27,,2TM,NFL,6,0,1,0,0,0
1922,Teddy Williams\WillTe00,2013,25,,ARI,NFL,3,0,1,0,0,0
1923,C.J. Wilson\WilsC.00,2013,24,,CHI,NFL,2,0,1,0,0,0
1924,Marquess Wilson\WilsMa02,2013,21,7-236,CHI,NFL,10,1,1,0,0,0
1925,Martez Wilson\WilsMa01,2013,25,3-72,3TM,NFL,9,0,1,0,0,0
1926,Ronnie Wingo\WingRo00,2013,22,,BUF,NFL,2,0,1,0,0,0
1927,Cierre Wood\WoodCi00,2013,22,,2TM,NFL,5,0,1,0,0,0
1928,Jerel Worthy\WortJe00,2013,23,2-51,GNB,NFL,2,0,1,0,0,0
1929,Devon Wylie\WyliDe00,2013,25,4-107,TEN,NFL,2,0,1,0,0,0
1930,T.J. Yates\YateT.00,2013,26,5-152,HOU,NFL,3,0,1,0,0,0
1931,Kirk Cousins\CousKi00,2013,25,4-102,WAS,NFL,5,3,1,0,0,-2
