Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
401,Chris Clemons\ClemCh97,2013,28,5-165,MIA,NFL,16,16,1,0,0,6
402,Barry Cofield\CofiBa20,2013,29,4-124,WAS,NFL,16,16,1,0,0,6
403,Colin Cole\ColeCo20,2013,33,,CAR,NFL,15,13,1,0,0,6
404,Jared Cook\CookJa02,2013,26,3-89,STL,NFL,16,13,1,0,0,6
405,Victor Cruz\CruzVi00,2013,27,,NYG,NFL,14,12,1,0,0,6
406,Vontae Davis\DaviVo99,2013,25,1-25,IND,NFL,16,16,1,0,0,6
407,Louis Delmas\DelmLo99,2013,26,2-33,DET,NFL,16,15,1,0,0,6
408,Mike DeVito\DeViMi99,2013,29,,KAN,NFL,14,13,1,0,0,6
409,Eric Fisher\FishEr00,2013,22,1-1,KAN,NFL,14,13,1,0,0,6
410,Coby Fleener\FleeCo00,2013,25,2-34,IND,NFL,16,12,1,0,0,6
411,Bradley Fletcher\FletBr99,2013,27,3-66,PHI,NFL,13,13,1,0,0,6
412,Moise Fokou\FokoMo99,2013,28,7-230,TEN,NFL,12,12,1,0,0,6
413,Mason Foster\FostMa00,2013,24,3-84,TAM,NFL,15,13,1,0,0,6
414,Aubrayo Franklin\FranAu20,2013,33,5-146,IND,NFL,16,15,1,0,0,6
415,Marcus Gilchrist\GilcMa00,2013,25,2-50,SDG,NFL,16,16,1,0,0,6
416,Ted Ginn\GinnTe00,2013,28,1-9,CAR,NFL,16,2,1,0,0,6
417,Tashaun Gipson\GipsTa00,2013,23,,CLE,NFL,16,15,1,0,0,6
418,Gino Gradkowski\GradGi00,2013,25,4-98,BAL,NFL,16,16,1,0,0,6
419,DeAngelo Hall\HallDe99,2013,30,1-8,WAS,NFL,16,16,1,0,0,6
420,Chris Harris\HarrCh01,2013,24,,DEN,NFL,16,15,1,0,0,6
421,James Harrison\HarrJa23,2013,35,,CIN,NFL,15,10,1,0,0,6
422,Nick Hayden\HaydNi99,2013,27,6-181,DAL,NFL,16,16,1,0,0,6
423,Geno Hayes\HayeGe98,2013,26,6-175,JAX,NFL,14,14,1,0,0,6
424,Chad Henne\HennCh01,2013,28,2-57,JAX,NFL,15,13,1,0,0,6
425,Duke Ihenacho\IhenDu00,2013,24,,DEN,NFL,15,14,1,0,0,6
426,Malcolm Jenkins\JenkMa99,2013,26,1-14,NOR,NFL,14,14,1,0,0,6
427,Rashad Jennings\JennRa00,2013,28,7-250,OAK,NFL,15,8,1,0,0,6
428,Trumaine Johnson\JohnTr05,2013,23,3-65,STL,NFL,16,12,1,0,0,6
429,Brad Jones\JoneBr99,2013,27,7-218,GNB,NFL,12,12,1,0,0,6
430,Chris Jones\JoneCh04,2013,23,6-198,NWE,NFL,13,11,1,0,0,6
431,Reshad Jones\JoneRe99,2013,25,5-163,MIA,NFL,16,16,1,0,0,6
432,Johnathan Joseph\JoseJo20,2013,29,1-24,HOU,NFL,15,15,1,0,0,6
433,Brett Keisel\KeisBr20,2013,35,7-242,PIT,NFL,12,12,1,0,0,6
434,Mathias Kiwanuka\KiwaMa20,2013,30,1-32,NYG,NFL,16,10,1,0,0,6
435,Brandon LaFell\LaFeBr00,2013,27,3-78,CAR,NFL,16,16,1,0,0,6
436,Dawan Landry\LandDa21,2013,31,5-146,NYJ,NFL,16,16,1,0,0,6
437,Jason McCourty\McCoJa99,2013,26,6-203,TEN,NFL,16,16,1,0,0,6
438,Bryant McKinnie\McKiBr21,2013,34,1-7,2TM,NFL,15,15,1,0,0,6
439,Brad Meester\MeesBr20,2013,36,2-60,JAX,NFL,16,16,1,0,0,6
440,Koa Misi\MisiKo99,2013,26,2-40,MIA,NFL,15,12,1,0,0,6
441,Earl Mitchell\MitcEa99,2013,26,3-81,HOU,NFL,16,14,1,0,0,6
442,William Moore\MoorWi99,2013,28,2-55,ATL,NFL,16,16,1,0,0,6
443,Chris Myers\MyerCh20,2013,32,6-200,HOU,NFL,16,16,1,0,0,6
444,Derek Newton\NewtDe00,2013,26,7-214,HOU,NFL,16,16,1,0,0,6
445,Hakeem Nicks\NickHa01,2013,25,1-29,NYG,NFL,15,15,1,0,0,6
446,Uche Nwaneri\NwanUc20,2013,29,5-149,JAX,NFL,16,16,1,0,0,6
447,Michael Oher\OherMi20,2013,27,1-23,BAL,NFL,16,16,1,0,0,6
448,Spencer Paysinger\PaysSp00,2013,25,,NYG,NFL,16,10,1,0,0,6
449,Corey Peters\PeteCo00,2013,25,3-83,ATL,NFL,15,15,1,0,0,6
450,Ryan Pickett\PickRy20,2013,34,1-29,GNB,NFL,16,16,1,0,0,6
451,Ropati Pitoitua\PitoRo00,2013,28,,TEN,NFL,16,13,1,0,0,6
452,Bernard Pollard\PollBe20,2013,29,2-54,TEN,NFL,16,16,1,0,0,6
453,Christian Ponder\PondCh00,2013,25,1-12,MIN,NFL,9,9,1,0,0,6
454,Tracy Porter\PortTr99,2013,27,2-40,OAK,NFL,16,16,1,0,0,6
455,Terrelle Pryor\PryoTe00,2013,24,3-1,OAK,NFL,11,9,1,0,0,6
456,Justin Pugh\PughJu00,2013,23,1-19,NYG,NFL,16,16,1,0,0,6
457,B.J. Raji\RajiBJ99,2013,27,1-9,GNB,NFL,16,16,1,0,0,6
458,Sheldon Richardson\RichSh00,2013,23,1-13,NYJ,NFL,16,15,1,0,0,6
459,Stevan Ridley\RidlSt00,2013,24,3-73,NWE,NFL,14,6,1,0,0,6
460,Chad Rinehart\RineCh20,2013,28,3-96,SDG,NFL,11,10,1,0,0,6
461,Dominique Rodgers-Cromartie\RodgDo99,2013,27,1-16,DEN,NFL,15,13,1,0,0,6
462,Carlos Rogers\RogeCa20,2013,32,1-9,SFO,NFL,16,16,1,0,0,6
463,Eddie Royal\RoyaEd00,2013,27,2-42,SDG,NFL,15,3,1,0,0,6
464,Ahtyba Rubin\RubiAh99,2013,27,6-190,CLE,NFL,14,14,1,0,0,6
465,George Selvie\SelvGe99,2013,26,7-226,DAL,NFL,16,16,1,0,0,6
466,Jabaal Sheard\SheaJa00,2013,24,2-37,CLE,NFL,13,13,1,0,0,6
467,Antonio Smith\SmitAn22,2013,32,5-135,HOU,NFL,15,15,1,0,0,6
468,Wade Smith\SmitWa21,2013,32,3-78,HOU,NFL,16,16,1,0,0,6
469,Brandon Spikes\SpikBr99,2013,26,2-62,NWE,NFL,16,11,1,0,0,6
470,David Stewart\StewDa21,2013,31,4-113,TEN,NFL,12,12,1,0,0,6
471,Kenny Stills\StilKe00,2013,21,5-144,NOR,NFL,16,10,1,0,0,6
472,Phil Taylor\TaylPh00,2013,25,1-21,CLE,NFL,15,15,1,0,0,6
473,Johnnie Troutman\TrouJo00,2013,26,5-149,SDG,NFL,14,9,1,0,0,6
474,Jeremy Trueblood\TrueJe20,2013,30,2-59,ATL,NFL,15,10,1,0,0,6
475,Osi Umenyiora\UmenOs99,2013,32,2-56,ATL,NFL,16,13,1,0,0,6
476,Kenny Vaccaro\VaccKe00,2013,22,1-15,NOR,NFL,14,14,1,0,0,6
477,Vance Walker\WalkVa99,2013,26,7-210,OAK,NFL,15,15,1,0,0,6
478,Scott Wells\WellSc20,2013,32,7-251,STL,NFL,12,12,1,0,0,6
479,Travelle Wharton\WharTr20,2013,32,3-94,CAR,NFL,16,12,1,0,0,6
480,Roddy White\WhitRo00,2013,32,1-27,ATL,NFL,13,13,1,0,0,6
481,Kevin Williams\WillKe98,2013,33,1-9,MIN,NFL,15,15,1,0,0,6
482,Tramon Williams\WillTr99,2013,30,,GNB,NFL,16,16,1,0,0,6
483,Stefen Wisniewski\WisnSt01,2013,24,2-48,OAK,NFL,14,14,1,0,0,6
