Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
2001,Josh McCown\McCoJo01,2012,33,3-81,CHI,NFL,,,1,0,0,0
2002,Luke McCown\McCoLu00,2012,31,4-106,ATL,NFL,2,0,1,0,0,0
2003,Colt McCoy\McCoCo00,2012,26,3-85,CLE,NFL,3,0,1,0,0,0
2004,Greg McCoy\McCoGr00,2012,24,7-220,ARI,NFL,,,1,0,0,0
2005,Jamie McCoy\McCoJa00,2012,25,,PIT,NFL,1,0,1,0,0,0
2006,Kelcie McCray\McCrKe00,2012,24,,MIA,NFL,,,1,0,0,0
2007,Andrew McDonald\McDoAn01,2012,24,,MIA,NFL,,,1,0,0,0
2008,Marshall McFadden\McFaMa00,2012,26,,PIT,NFL,1,0,1,0,0,0
2009,Walter McFadden\McFaWa99,2012,25,5-138,PIT,NFL,,,1,0,0,0
2010,Terrence McGee\McGeTe99,2012,32,4-111,BUF,NFL,7,0,1,0,0,0
2011,Sean McGrath\McGrSe00,2012,25,,SEA,NFL,2,0,1,0,0,0
2012,Kamaal McIlwain\McIlKa00,2012,24,,CAR,NFL,,,1,0,0,0
2013,Corey McIntyre\McInCo00,2012,33,,BUF,NFL,16,3,1,0,0,0
2014,Brandon McKinney\McKiBr20,2012,29,,IND,NFL,,,1,0,0,0
2015,Randy McMichael\McMiRa01,2012,33,4-114,SDG,NFL,16,10,1,0,0,0
2016,Mike McNeill\McNeMi00,2012,24,,STL,NFL,14,1,1,0,0,0
2017,Marvin McNutt\McNuMa00,2012,23,6-194,PHI,NFL,4,0,1,0,0,0
2018,Gerald McRath\McRaGe99,2012,26,4-130,TEN,NFL,,,1,0,0,0
2019,Caleb McSurdy\McSuCa00,2012,22,7-222,DAL,NFL,,,1,0,0,0
2020,Davin Meggett\MeggDa01,2012,22,,IND,NFL,,,1,0,0,0
2021,Kerry Meier\MeieKe00,2012,26,5-165,ATL,NFL,,,1,0,0,0
2022,Nate Menkin\MenkNa00,2012,24,,PHI,NFL,,,1,0,0,0
2023,DeQuan Menzie\MenzDe00,2012,22,5-146,KAN,NFL,,,1,0,0,0
2024,Brandon Meriweather\MeriBr99,2012,28,1-24,WAS,NFL,1,1,1,0,0,0
2025,Phillip Merling\MerlPh99,2012,27,2-32,GNB,NFL,3,0,1,0,0,0
2026,Carmen Messina\MessCa00,2012,24,,DET,NFL,,,1,0,0,0
2027,Brit Miller\MillBr01,2012,26,,STL,NFL,9,1,1,0,0,0
2028,Colin Miller\MillCo00,2012,25,,NWE,NFL,,,1,0,0,0
2029,Gabe Miller\MillGa00,2012,25,5-140,CHI,NFL,,,1,0,0,0
2030,Jordan Miller\MillJo01,2012,24,,GNB,NFL,1,0,1,0,0,0
2031,Justin Miller\MillJu99,2012,28,2-57,DET,NFL,2,0,1,0,0,0
2032,Kyle Miller\MillKy00,2012,24,,2TM,NFL,1,0,1,0,0,0
2033,Lonyae Miller\MillLo00,2012,24,,BAL,NFL,,,1,0,0,0
2034,Prince Miller\MillPr00,2012,24,,CLE,NFL,2,0,1,0,0,0
2035,Ryan Miller\MillRy00,2012,23,5-160,CLE,NFL,8,0,1,0,0,0
2036,David Mims\MimsDa01,2012,29,,KAN,NFL,,,1,0,0,0
2037,Chase Minnifield\MinnCh00,2012,23,,WAS,NFL,,,1,0,0,0
2038,Dontay Moch\MochDo00,2012,24,3-66,CIN,NFL,1,0,1,0,0,0
2039,Mike Mohamed\MohaMi00,2012,24,6-189,2TM,NFL,1,0,1,0,0,0
2040,Antwaun Molden\MoldAn99,2012,27,3-79,JAX,NFL,3,0,1,0,0,0
2041,Nick Mondek\MondNi00,2012,24,6-195,HOU,NFL,,,1,0,0,0
2042,Collin Mooney\MoonCo00,2012,26,,TEN,NFL,2,0,1,0,0,0
2043,Devin Moore\MoorDe01,2012,27,,DET,NFL,,,1,0,0,0
2044,Evan Moore\MoorEv00,2012,27,,2TM,NFL,15,1,1,0,0,0
2045,Kashif Moore\MoorKa00,2012,24,,2TM,NFL,,,1,0,0,0
2046,Kellen Moore\MoorKe02,2012,23,,DET,NFL,,,1,0,0,0
2047,Matt Moore\MoorMa01,2012,28,,MIA,NFL,2,0,1,0,0,0
2048,Cameron Morrah\MorrCa00,2012,25,7-248,SEA,NFL,,,1,0,0,0
2049,Kirk Morrison\MorrKi20,2012,30,3-78,BUF,NFL,2,0,1,0,0,0
2050,Brandon Mosley\MoslBr00,2012,24,4-131,NYG,NFL,,,1,0,0,0
2051,Dale Moss\MossDa00,2012,24,,CHI,NFL,,,1,0,0,0
2052,Adrian Moten\MoteAd00,2012,24,,2TM,NFL,1,0,1,0,0,0
2053,Jonas Mouton\MoutJo00,2012,24,2-61,SDG,NFL,3,0,1,0,0,0
2054,Derek Moye\MoyeDe00,2012,24,,PIT,NFL,,,1,0,0,0
2055,Daniel Muir\MuirDa20,2012,29,,NYJ,NFL,3,0,1,0,0,0
2056,Jerome Murphy\MurpJe99,2012,25,3-65,3TM,NFL,8,0,1,0,0,0
2057,Kevin Murphy\MurpKe00,2012,22,,MIN,NFL,,,1,0,0,0
2058,Richard Murphy\MurpRi00,2012,26,,JAX,NFL,5,0,1,0,0,0
2059,Legedu Naanee\NaanLe00,2012,29,5-172,MIA,NFL,4,1,1,0,0,0
2060,Bill Nagy\NagyBi00,2012,25,7-252,DET,NFL,,,1,0,0,0
2061,Chris Neild\NeilCh00,2012,25,7-253,WAS,NFL,,,1,0,0,0
2062,Cory Nelms\NelmCo00,2012,24,,OAK,NFL,1,0,1,0,0,0
2063,David Nelson\NelsDa01,2012,26,,BUF,NFL,1,1,1,0,0,0
2064,Jerico Nelson\NelsJe00,2012,23,,NOR,NFL,3,0,1,0,0,0
2065,Kyle Nelson\NelsKy00,2012,26,,SDG,NFL,6,0,1,0,0,0
2066,Nate Ness\NessNa00,2012,26,,CAR,NFL,,,1,0,0,0
2067,Jamar Newsome\NewsJa00,2012,25,,KAN,NFL,6,2,1,0,0,0
2068,Adam Nissley\NissAd00,2012,24,,ATL,NFL,,,1,0,0,0
2069,Lucas Nix\NixxLu00,2012,23,,OAK,NFL,1,0,1,0,0,0
2070,James Nixon\NixoJa00,2012,24,,GNB,NFL,,,1,0,0,0
2071,Danny Noble\NoblDa00,2012,23,,TAM,NFL,4,0,1,0,0,0
2072,Drew Nowak\NowaDr00,2012,22,,JAX,NFL,,,1,0,0,0
2073,Ty Nsekhe\NsekTy00,2012,27,,STL,NFL,2,0,1,0,0,0
2074,Ogemdi Nwagbuo\NwagOg00,2012,27,,DET,NFL,1,0,1,0,0,0
2075,Jake O'Connell\OConJa00,2012,27,7-237,KAN,NFL,8,0,1,0,0,0
2076,Adewale Ojomo\OjomAd00,2012,24,,NYG,NFL,1,0,1,0,0,0
2077,Jamize Olawale\OlawJa00,2012,23,,OAK,NFL,3,0,1,0,0,0
2078,Kenny Onatolu\OnatKe00,2012,30,,CAR,NFL,4,0,1,0,0,0
2079,Dan Orlovsky\OrloDa00,2012,29,5-145,TAM,NFL,1,0,1,0,0,0
2080,Greg Orton\OrtoGr00,2012,26,,DEN,NFL,,,1,0,0,0
2081,Kyle Orton\OrtoKy00,2012,30,4-106,DAL,NFL,1,0,1,0,0,0
2082,Kassim Osgood\OsgoKa00,2012,32,,DET,NFL,16,0,1,0,0,0
2083,Brock Osweiler\OsweBr00,2012,22,2-57,DEN,NFL,5,0,1,0,0,0
2084,Nathan Overbay\OverNa00,2012,25,,DET,NFL,,,1,0,0,0
