Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
1501,Julian Stanford\StanJu00,2014,24,,DET,NFL,14,0,1,0,0,1
1502,R.J. Stanford\StanR.00,2014,26,7-223,MIA,NFL,5,1,1,0,0,1
1503,Donald Stephenson\StepDo00,2014,26,3-74,KAN,NFL,12,0,1,0,0,1
1504,Devon Still\StilDe00,2014,25,2-53,CIN,NFL,12,0,1,0,0,1
1505,Rod Streater\StreRo00,2014,26,,OAK,NFL,3,3,1,0,0,1
1506,Nathan Stupar\StupNa01,2014,26,7-230,ATL,NFL,15,0,1,0,0,1
1507,Xavier Su'a-Filo\Sua-Xa00,2014,23,2-33,HOU,NFL,13,1,1,0,0,1
1508,Zach Sudfeld\SudfZa00,2014,25,,NYJ,NFL,16,3,1,0,0,1
1509,Nick Sundberg\SundNi00,2014,27,,WAS,NFL,16,0,1,0,0,1
1510,Will Svitek\SvitWi20,2014,32,6-187,TEN,NFL,5,3,1,0,0,1
1511,Alameda Ta'amu\Ta'aAl00,2014,24,4-109,ARI,NFL,7,0,1,0,0,1
1512,Jacob Tamme\TammJa00,2014,29,4-127,DEN,NFL,15,0,1,0,0,1
1513,Keith Tandy\TandKe00,2014,25,6-174,TAM,NFL,15,0,1,0,0,1
1514,Jeff Tarpinian\TarpJe00,2014,27,,HOU,NFL,14,0,1,0,0,1
1515,Adarius Taylor\GlanAd00,2014,24,,CAR,NFL,10,2,1,0,0,1
1516,Jamar Taylor\TaylJa01,2014,24,2-54,MIA,NFL,12,3,1,0,0,1
1517,Adam Thielen\ThieAd00,2014,24,,MIN,NFL,16,2,1,0,0,1
1518,Marcus Thigpen\ThigMa00,2014,28,,3TM,NFL,9,0,1,0,0,1
1519,Michael Thomas\ThomMi02,2014,24,,MIA,NFL,8,2,1,0,0,1
1520,Shamarko Thomas\ThomSh00,2014,23,4-111,PIT,NFL,11,0,1,0,0,1
1521,Brandon Thompson\ThomBr01,2014,25,3-93,CIN,NFL,11,0,1,0,0,1
1522,Neiko Thorpe\ThorNe00,2014,24,,OAK,NFL,14,0,1,0,0,1
1523,Charles Tillman\TillCh20,2014,33,2-35,CHI,NFL,2,2,1,0,0,1
1524,Carson Tinker\TinkCa00,2014,25,,JAX,NFL,16,0,1,0,0,1
1525,Zurlon Tipton\TiptZu01,2014,24,,IND,NFL,6,0,1,0,0,1
1526,Mike Tolbert\TolbMi00,2014,29,,CAR,NFL,8,6,1,0,0,1
