Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
301,Josh Norman\NormJo01,2018,31,5-143,WAS,NFL,16,16,1,0,0,7
302,Emmanuel Ogbah\OgbaEm00,2018,25,2-32,CLE,NFL,14,14,1,0,0,7
303,Alex Okafor\OkafAl00,2018,27,4-103,NOR,NFL,16,16,1,0,0,7
304,Romeo Okwara\OkwaRo01,2018,23,,DET,NFL,15,14,1,0,0,7
305,Brian Orakpo\OrakBr99,2018,32,1-13,TEN,NFL,13,13,1,0,0,7
306,Domata Peko\PekoDo20,2018,34,4-123,DEN,NFL,16,16,1,0,0,7
307,Michael Person\PersMi00,2018,30,7-239,SFO,NFL,16,16,1,0,0,7
308,Corey Peters\PeteCo00,2018,30,3-83,ARI,NFL,15,15,1,0,0,7
309,Adrian Peterson\PeteAd01,2018,33,1-7,WAS,NFL,16,16,1,0,0,7
310,Adrian Phillips\PhilAd00,2018,26,,LAC,NFL,16,7,1,1,1,7
311,Darius Philon\PhilDa01,2018,24,6-192,LAC,NFL,16,13,1,0,0,7
312,Robert Quinn\QuinRo00,2018,28,1-14,MIA,NFL,16,16,1,0,0,7
313,Frank Ragnow\RagnFr00,2018,22,1-20,DET,NFL,16,16,1,0,0,7
314,Sheldon Rankins\RankSh00,2018,24,1-12,NOR,NFL,16,16,1,0,0,7
315,Alex Redmond\RedmAl01,2018,23,,CIN,NFL,15,15,1,0,0,7
316,Riley Reiff\ReifRi00,2018,30,1-23,MIN,NFL,13,13,1,0,0,7
317,Mike Remmers\RemmMi00,2018,29,,MIN,NFL,16,16,1,0,0,7
318,Calvin Ridley\RidlCa00,2018,24,1-26,ATL,NFL,16,5,1,0,0,7
319,Allen Robinson\RobiAl02,2018,25,2-61,CHI,NFL,13,12,1,0,0,7
320,Emmanuel Sanders\SandEm00,2018,31,3-82,DEN,NFL,12,12,1,0,0,7
321,Mohamed Sanu\SanuMo00,2018,29,3-83,ATL,NFL,16,16,1,0,0,7
322,Joe Schobert\SchoJo00,2018,25,4-99,CLE,NFL,13,13,1,0,0,7
323,Wes Schweitzer\SchwWe00,2018,25,6-195,ATL,NFL,15,13,1,0,0,7
324,Sterling Shepard\ShepSt00,2018,25,2-40,NYG,NFL,16,16,1,0,0,7
325,Justin Simmons\SimmJu00,2018,25,3-98,DEN,NFL,16,16,1,0,0,7
326,Akeem Spence\SpenAk00,2018,27,4-100,MIA,NFL,16,16,1,0,0,7
327,Ndamukong Suh\SuhxNd99,2018,31,1-2,LAR,NFL,16,16,1,0,0,7
328,D.J. Swearinger\SweaDJ00,2018,27,2-57,WAS,NFL,15,15,1,0,0,7
329,J.R. Sweezy\SweeJ.00,2018,29,7-225,SEA,NFL,15,15,1,0,0,7
330,Dalvin Tomlinson\TomlDa00,2018,24,2-55,NYG,NFL,16,16,1,0,0,7
331,Laken Tomlinson\TomlLa01,2018,26,1-28,SFO,NFL,16,16,1,0,0,7
332,J.C. Tretter\TretJC00,2018,27,4-122,CLE,NFL,16,16,1,0,0,7
333,Stephon Tuitt\TuitSt00,2018,25,2-46,PIT,NFL,14,14,1,0,0,7
334,Laremy Tunsil\TunsLa00,2018,24,1-13,MIA,NFL,15,15,1,0,0,7
