Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
1801,Ty Powell\PoweTy00,2013,25,7-231,BUF,NFL,5,0,1,0,0,0
1802,Jordan Poyer\PoyeJo00,2013,22,7-218,2TM,NFL,12,0,1,0,0,0
1803,Michael Preston\PresMi00,2013,24,,TEN,NFL,7,0,1,0,0,0
1804,Jordan Pugh\PughJo99,2013,25,6-202,WAS,NFL,4,0,1,0,0,0
1805,Chris Rainey\RainCh00,2013,25,5-159,IND,NFL,2,0,1,0,0,0
1806,Caesar Rayford\RayfCa00,2013,27,,DAL,NFL,7,0,1,0,0,0
1807,Isaac Redman\RedmIs20,2013,29,,PIT,NFL,3,1,1,0,0,0
1808,David Reed\ReedDa00,2013,26,5-156,IND,NFL,7,0,1,0,0,0
1809,Allen Reisner\ReisAl00,2013,25,,JAX,NFL,5,3,1,0,0,0
1810,Mike Remmers\RemmMi00,2013,24,,SDG,NFL,1,0,1,0,0,0
1811,Konrad Reuland\ReulKo00,2013,26,,NYJ,NFL,10,0,1,0,0,0
1812,Darius Reynaud\ReynDa00,2013,29,,2TM,NFL,9,0,1,0,0,0
1813,Chase Reynolds\ReynCh00,2013,26,,STL,NFL,16,0,1,0,0,0
1814,Dallas Reynolds\ReynDa01,2013,29,,NYG,NFL,3,0,1,0,0,0
1815,Barry Richardson\RichBa20,2013,27,6-170,DET,NFL,1,0,1,0,0,0
1816,Jay Richardson\RichJa99,2013,29,5-138,NOR,NFL,4,0,1,0,0,0
1817,Sean Richardson\RichSe00,2013,23,,GNB,NFL,6,0,1,0,0,0
1818,Theo Riddick\RiddTh00,2013,22,6-199,DET,NFL,14,0,1,0,0,0
1819,Gerald Rivers\RiveGe00,2013,23,,2TM,NFL,3,0,1,0,0,0
1820,Tracy Robertson\RobeTr01,2013,24,,CHI,NFL,1,0,1,0,0,0
1821,Travian Robertson\RobeTr00,2013,25,7-249,ATL,NFL,5,0,1,0,0,0
1822,Adrian Robinson\RobiAd01,2013,24,,3TM,NFL,10,0,1,0,0,0
1823,Adrien Robinson\RobiAd00,2013,25,4-127,NYG,NFL,1,0,1,0,0,0
1824,Denard Robinson\RobiDe00,2013,23,5-135,JAX,NFL,16,0,1,0,0,0
1825,Michael Robinson\RobiMi00,2013,30,4-100,SEA,NFL,9,3,1,0,0,0
1826,Patrick Robinson\RobiPa99,2013,26,1-32,NOR,NFL,2,0,1,0,0,0
1827,Brian Robiskie\RobiBr00,2013,26,2-36,ATL,NFL,1,0,1,0,0,0
1828,Evan Rodriguez\RodrEv00,2013,25,4-111,BUF,NFL,7,0,1,0,0,0
1829,Dennis Roland\RolaDe20,2013,30,,CIN,NFL,5,0,1,0,0,0
1830,Dante Rosario\RosaDa00,2013,29,5-155,CHI,NFL,15,3,1,0,0,0
1831,Jay Ross\RossJa00,2013,26,,BUF,NFL,5,0,1,0,0,0
1832,Evan Royster\RoysEv00,2013,26,6-177,WAS,NFL,10,0,1,0,0,0
1833,Weslye Saunders\SaunWe00,2013,24,,IND,NFL,6,1,1,0,0,0
1834,Shann Schillinger\SchiSh99,2013,27,6-171,2TM,NFL,6,0,1,0,0,0
1835,Caleb Schlauderaff\SchlCa00,2013,26,6-179,NYJ,NFL,6,0,1,0,0,0
1836,Bernard Scott\ScotBe00,2013,29,6-209,BAL,NFL,2,0,1,0,0,0
1837,Trevor Scott\ScotTr99,2013,29,6-169,TAM,NFL,4,0,1,0,0,0
1838,DeShawn Shead\SheaDe00,2013,24,,SEA,NFL,5,0,1,0,0,0
1839,Russell Shepard\ShepRu00,2013,23,,TAM,NFL,14,0,1,0,0,0
1840,Visanthe Shiancoe\ShiaVi00,2013,33,3-91,TEN,NFL,1,1,1,0,0,0
1841,Dion Sims\SimsDi00,2013,22,4-106,MIA,NFL,15,5,1,0,0,0
1842,Matthew Slater\SlatMa00,2013,28,5-153,NWE,NFL,12,0,1,1,0,0
1843,Brad Smelley\SmelBr00,2013,24,7-247,HOU,NFL,2,0,1,0,0,0
1844,Alex Smith\SmitAl02,2013,31,3-71,CIN,NFL,16,1,1,0,0,0
1845,Andre Smith\SmitAn02,2013,25,,2TM,NFL,5,0,1,0,0,0
1846,Armond Smith\SmitAr00,2013,27,,CAR,NFL,5,0,1,0,0,0
1847,Brandon Smith\SmitBr04,2013,26,,BUF,NFL,2,0,1,0,0,0
1848,D'Anthony Smith\SmitDA99,2013,25,3-74,2TM,NFL,4,0,1,0,0,0
1849,D.J. Smith\SmitD.00,2013,24,6-186,HOU,NFL,1,0,1,0,0,0
1850,Rodney Smith\SmitRo05,2013,23,,MIN,NFL,4,0,1,0,0,0
1851,Willie Smith\SmitWi00,2013,27,,SDG,NFL,1,0,1,0,0,0
1852,Vic So'oto\SootVi00,2013,26,,ARI,NFL,1,0,1,0,0,0
1853,Scott Solomon\SoloSc00,2013,25,7-211,NYJ,NFL,1,0,1,0,0,0
1854,Ryan Spadola\SpadRy00,2013,22,,2TM,NFL,4,0,1,0,0,0
1855,Matt Spaeth\SpaeMa00,2013,30,3-77,PIT,NFL,4,2,1,0,0,0
1856,Chad Spann\SpanCh00,2013,25,,HOU,NFL,1,0,1,0,0,0
