Rk,Player,From,To,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
101,Mike Iupati\IupaMi20,2010,2018,1-17,TOT,NFL,114,114,9,4,1,69
102,Linval Joseph\JoseLi99,2010,2018,2-46,TOT,NFL,128,121,9,2,0,69
103,Reggie Nelson\NelsRe99,2009,2018,1-21,TOT,NFL,152,136,10,2,0,69
104,Nate Solder\SoldNa00,2011,2018,1-17,TOT,NFL,114,111,8,0,0,69
105,Mike Wallace\WallMi00,2009,2018,3-84,TOT,NFL,144,124,10,1,0,69
106,Jared Allen\AlleJa22,2009,2015,4-126,TOT,NFL,110,110,7,3,2,68
107,David Bakhtiari\BakhDa00,2013,2018,4-109,GNB,NFL,90,90,6,1,1,68
108,Jamaal Charles\CharJa00,2009,2018,3-73,TOT,NFL,103,67,10,4,2,68
109,James Harrison\HarrJa23,2009,2017,,TOT,NFL,118,78,9,3,1,68
110,Andy Levitre\LeviAn20,2009,2018,2-51,TOT,NFL,143,143,10,0,0,68
111,Jason Pierre-Paul\PierJa99,2010,2018,1-15,TOT,NFL,127,101,9,2,1,68
112,Mitchell Schwartz\SchwMi00,2012,2018,2-37,TOT,NFL,112,112,7,0,1,68
113,Chris Harris\HarrCh01,2011,2018,,DEN,NFL,123,105,8,4,1,67
114,Mario Williams\WillMa22,2009,2016,1-1,TOT,NFL,110,102,8,3,1,67
115,Jason Witten\WittJa00,2009,2017,3-69,DAL,NFL,144,144,9,6,1,67
116,Michael Bennett\BennMi99,2009,2018,,TOT,NFL,141,100,10,3,0,66
117,Pierre Garcon\GarcPi00,2009,2018,6-205,TOT,NFL,134,131,10,0,0,66
118,Jimmy Graham\GrahJi00,2010,2018,3-95,TOT,NFL,137,101,9,5,1,66
119,Justin Houston\HousJu00,2011,2018,3-70,KAN,NFL,102,96,8,4,1,66
120,Andre Johnson\JohnAn02,2009,2016,1-3,TOT,NFL,107,101,8,4,1,66
121,Jason Kelce\KelcJa00,2011,2018,6-191,PHI,NFL,110,110,8,2,2,66
122,Devin McCourty\McCoDe99,2010,2018,1-27,NWE,NFL,139,139,9,2,0,66
123,Darren Sproles\SproDa00,2009,2018,4-130,TOT,NFL,131,30,10,3,0,66
124,John Sullivan\SullJo24,2009,2018,6-187,TOT,NFL,137,125,9,0,0,66
125,Charles Woodson\WoodCh00,2009,2015,1-4,TOT,NFL,102,102,7,4,2,66
