Rk,Player,WAR/pos,Year,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos
1201,Adam Engel\engelad01,-0.8,2017,25,CHW,AL,97,336,301,34,50,11,3,6,21,19,0,117,8,8,0,1,8,1,.166,.235,.282,.517,*8/H7
1202,Mike Freeman\freemmi01,-0.8,2017,29,TOT,ML,35,66,60,6,6,2,0,1,1,6,1,19,0,0,0,1,0,0,.100,.182,.183,.365,*H6/4351D
1203,Phil Gosselin\gosseph01,-0.8,2017,28,TOT,ML,40,50,48,3,7,2,0,0,2,2,0,12,0,0,0,1,0,1,.146,.180,.188,.368,*H4/65D3
1204,Jose Peraza\perazjo01,-0.8,2017,23,CIN,NL,143,518,487,50,126,9,4,5,37,20,1,70,7,3,1,7,23,8,.259,.297,.324,.622,*46H/8
1205,Justin Ruggiano\ruggiju01,-0.8,2017,35,SFG,NL,19,63,60,2,13,1,0,2,4,1,0,17,1,0,1,0,1,1,.217,.238,.333,.571,*9/7H8
1206,Cody Asche\ascheco01,-0.9,2017,27,CHW,AL,19,62,57,5,6,1,0,1,4,3,1,21,2,0,0,1,0,0,.105,.177,.175,.353,*D/H375
1207,Matt Davidson\davidma02,-0.9,2017,26,CHW,AL,118,443,414,43,91,16,1,26,68,19,0,165,5,0,5,12,0,1,.220,.260,.452,.711,*D53H
1208,Aaron Hill\hillaa01,-0.9,2017,35,SFG,NL,34,80,68,7,9,2,1,1,7,11,0,13,0,0,1,2,0,0,.132,.250,.235,.485,*H/457
1209,Pete Kozma\kozmape01,-0.9,2017,29,TOT,AL,39,51,45,6,5,0,0,1,2,3,0,20,2,1,0,0,0,1,.111,.200,.178,.378,65H/43
1210,Brandon Moss\mossbr01,-0.9,2017,33,KCR,AL,118,401,362,41,75,14,0,22,50,37,0,128,0,0,2,7,2,0,.207,.279,.428,.707,*D3H/79
1211,Cameron Perkins\perkica01,-0.9,2017,26,PHI,NL,42,97,88,9,16,5,0,1,8,5,0,23,2,0,2,1,0,0,.182,.237,.273,.510,H79/83
1212,Austin Romine\rominau01,-0.9,2017,28,NYY,AL,80,252,229,19,50,9,1,2,21,16,0,57,2,2,3,7,0,0,.218,.272,.293,.565,*23/HD
1213,Tyler Saladino\saladty01,-0.9,2017,27,CHW,AL,79,281,253,23,45,9,2,0,10,23,0,67,3,2,0,5,5,4,.178,.254,.229,.484,45D6/H3
1214,Michael Saunders\saundmi01,-0.9,2017,30,TOT,ML,73,234,218,26,44,9,2,6,21,15,2,55,1,0,0,2,0,1,.202,.256,.344,.600,*9H/7D
1215,Jose Lobaton\lobatjo01,-1.0,2017,32,WSN,NL,51,158,141,11,24,3,0,4,11,14,1,35,1,1,1,5,0,0,.170,.248,.277,.525,*2/H
