Rk,Player,WAR/pos,Year,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos
901,Ryne Stanek\stanery01,0.0,2018,26,TBR,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
902,Drew Steckenrider\steckdr01,0.0,2018,27,MIA,NL,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
903,Jackson Stephens\stephja01,0.0,2018,24,CIN,NL,28,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,.000,.333,.000,.333,*1
904,Robert Stephenson\stephro01,0.0,2018,25,CIN,NL,4,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,.000,.333,.000,.333,/*1
905,Brock Stewart\stewabr01,0.0,2018,26,LAD,NL,9,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,.000,.000,.000,/*1
906,Robert Stock\stockro01,0.0,2018,28,SDP,NL,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
907,Stephen Strasburg\strasst01,0.0,2018,29,WSN,NL,22,51,41,0,5,0,0,0,1,2,0,12,0,8,0,3,0,0,.122,.163,.122,.285,*1
908,Chris Stratton\stratch01,0.0,2018,27,SFG,NL,28,50,43,0,6,1,0,0,5,0,0,26,0,6,1,0,0,0,.140,.136,.163,.299,*1
909,Hunter Strickland\strichu01,0.0,2018,29,SFG,NL,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
910,Ross Stripling\stripro01,0.0,2018,28,LAD,NL,35,37,33,0,3,0,0,0,2,0,0,13,0,4,0,0,1,0,.091,.091,.091,.182,*1/H
911,Marcus Stroman\stromma01,0.0,2018,27,TOR,AL,1,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,.333,.333,.333,.667,*1
912,Daniel Stumpf\stumpda01,0.0,2018,27,DET,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
913,Wander Suero\suerowa01,0.0,2018,26,WSN,NL,38,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.000,.000,.000,*1
914,Anthony Swarzak\swarzan01,0.0,2018,32,NYM,NL,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
915,Noah Syndergaard\syndeno01,0.0,2018,25,NYM,NL,23,52,47,0,6,2,0,0,3,1,0,32,0,3,1,0,0,0,.128,.143,.170,.313,*1
916,Masahiro Tanaka\tanakma01,0.0,2018,29,NYY,AL,3,6,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.000,.000,.000,*1
917,Raimel Tapia\tapiara01,0.0,2018,24,COL,NL,25,27,25,6,5,2,1,1,6,2,0,7,0,0,0,0,0,0,.200,.259,.480,.739,*H/8D79
918,Beau Taylor\taylobe11,0.0,2018,28,OAK,AL,7,6,5,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,.200,.333,.400,.733,/*2*HD
919,Junichi Tazawa\tazawju01,0.0,2018,32,TOT,ML,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
920,Ryan Tepera\teperry01,0.0,2018,30,TOR,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
921,Jake Thompson\thompja03,0.0,2018,24,PHI,NL,9,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,.000,.000,.000,/*1
922,Josh Tomlin\tomlijo01,0.0,2018,33,CLE,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
923,Carlos Torres\torreca01,0.0,2018,35,WSN,NL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
924,Ramon Torres\torrera01,0.0,2018,25,KCR,AL,9,29,28,4,5,1,0,0,1,1,0,3,0,0,0,1,0,0,.179,.207,.214,.421,/*54
925,Touki Toussaint\toussto01,0.0,2018,22,ATL,NL,8,10,10,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,.100,.100,.100,.200,/*1H
926,Blake Treinen\treinbl01,0.0,2018,30,OAK,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
927,Lou Trivino\trivilo01,0.0,2018,26,OAK,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
928,Jen-Ho Tseng\tsengje01,0.0,2018,23,CHC,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
