Rk,Player,WAR/pos,Year,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos
901,Mark Buehrle\buehrma01,-0.1,2013,34,TOR,AL,2,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.000,.000,.000,*1
902,Chris Capuano\capuach01,-0.1,2013,34,LAD,NL,21,29,24,1,1,0,0,0,0,1,0,8,0,4,0,0,0,0,.042,.080,.042,.122,*1
903,Roberto Hernandez\carmofa01,-0.1,2013,32,TBR,AL,2,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,.000,.000,.000,.000,*1
904,David Carpenter\carpeda01,-0.1,2013,27,ATL,NL,55,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,.000,.000,.000,.000,*1
905,Steve Clevenger\clevest01,-0.1,2013,27,TOT,ML,12,24,23,2,5,1,0,0,2,1,0,5,0,0,0,1,0,0,.217,.250,.261,.511,/*H25
906,Alex Cobb\cobbal01,-0.1,2013,25,TBR,AL,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,*1
907,Chris Colabello\colabch01,-0.1,2013,29,MIN,AL,55,181,160,14,31,3,0,7,17,20,0,58,1,0,0,5,0,1,.194,.287,.344,.631,3D9/H
908,Josh Collmenter\collmjo01,-0.1,2013,27,ARI,NL,46,12,11,1,1,0,0,0,0,0,0,5,1,0,0,0,0,0,.091,.167,.091,.258,*1
909,Bartolo Colon\colonba01,-0.1,2013,40,OAK,AL,3,6,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,.000,.000,.000,.000,*1
910,Jose Constanza\constjo01,-0.1,2013,29,ATL,NL,21,31,31,2,8,0,0,0,3,0,0,5,0,0,0,1,0,3,.258,.258,.258,.516,*H/78
911,Manny Corpas\corpama01,-0.1,2013,30,COL,NL,29,4,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,.000,.000,.000,.000,*1
912,Scott Cousins\cousisc01,-0.1,2013,28,LAA,AL,7,5,4,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,.000,.200,.000,.200,/*H79
913,Trevor Crowe\crowetr01,-0.1,2013,29,HOU,AL,60,181,165,18,36,7,1,1,13,16,0,39,0,0,0,3,6,1,.218,.287,.291,.578,978H/D
914,Johnny Cueto\cuetojo01,-0.1,2013,27,CIN,NL,9,22,20,1,3,0,0,0,1,0,0,5,0,2,0,0,0,0,.150,.150,.150,.300,*1
915,Todd Cunningham\cunnito01,-0.1,2013,24,ATL,NL,8,8,8,2,2,0,0,0,0,0,0,3,0,0,0,1,0,0,.250,.250,.250,.500,/*7H9
916,John Danks\danksjo01,-0.1,2013,28,CHW,AL,2,4,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,.000,.000,.000,.000,*1
917,Wade Davis\daviswa01,-0.1,2013,27,KCR,AL,3,4,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,.000,.000,.000,.000,*1
918,Ross Detwiler\detwiro01,-0.1,2013,27,WSN,NL,13,25,22,1,2,0,0,0,0,1,0,17,0,2,0,0,0,0,.091,.130,.091,.221,*1
919,Jonathan Diaz\diazjo02,-0.1,2013,28,BOS,AL,5,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,/*5H4
920,Matt Diaz\diazma02,-0.1,2013,35,MIA,NL,10,19,18,1,3,1,0,0,1,1,0,3,0,0,0,1,0,0,.167,.211,.222,.433,/*H7
