Rk,Player,WAR/pos,Year,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos
301,Luke Maile\mailelu01,0.4,2016,25,TBR,AL,42,126,119,10,27,7,0,3,15,4,1,36,0,3,0,2,0,0,.227,.252,.361,.613,*2/3HD
302,Ketel Marte\marteke01,0.4,2016,22,SEA,AL,119,466,437,55,113,21,2,1,33,18,0,84,2,3,6,10,11,5,.259,.287,.323,.610,*6/H
303,Jeff Mathis\mathije01,0.4,2016,33,MIA,NL,41,132,126,12,30,4,1,2,15,4,0,36,1,1,0,1,0,0,.238,.267,.333,.601,*2/H
304,Derek Norris\norride01,0.4,2016,27,SDP,NL,125,458,415,50,77,17,0,14,42,36,5,139,4,0,3,9,9,2,.186,.255,.328,.583,*2/H3
305,Hunter Renfroe\renfrhu01,0.4,2016,24,SDP,NL,11,36,35,8,13,3,0,4,14,1,1,5,0,0,0,1,0,0,.371,.389,.800,1.189,/*9H
306,Joe Ross\rossjo01,0.4,2016,23,WSN,NL,22,44,41,2,10,2,0,0,1,3,0,15,0,0,0,1,0,0,.244,.295,.293,.588,*1/H
307,Josh Rutledge\rutlejo01,0.4,2016,27,BOS,AL,28,56,49,9,13,6,0,0,3,6,0,19,0,1,0,3,2,0,.265,.345,.388,.733,*5/H46
308,Geovany Soto\sotoge01,0.4,2016,33,LAA,AL,26,86,78,11,21,5,0,4,9,6,0,21,0,2,0,1,0,0,.269,.321,.487,.809,*2/H35
309,Cory Spangenberg\spangco01,0.4,2016,25,SDP,NL,14,53,48,6,11,1,1,1,8,4,0,13,1,0,0,0,1,0,.229,.302,.354,.656,*4/H
310,Ronald Torreyes\torrero01,0.4,2016,23,NYY,AL,72,169,155,20,40,7,4,1,12,10,0,20,1,1,1,4,2,1,.258,.305,.374,.680,564H/D9
311,Michael Bourn\bournmi01,0.3,2016,33,TOT,ML,113,413,375,48,99,13,6,5,38,28,0,92,0,8,2,3,15,5,.264,.314,.371,.684,*879H
312,Marlon Byrd\byrdma01,0.3,2016,38,CLE,AL,34,129,115,11,31,6,0,5,19,11,1,38,0,0,3,1,0,0,.270,.326,.452,.778,*97/HD
313,Shin-Soo Choo\choosh01,0.3,2016,33,TEX,AL,48,210,178,27,43,7,0,7,17,25,1,46,7,0,0,1,6,3,.242,.357,.399,.756,*9/DH
314,Coco Crisp\crispco01,0.3,2016,36,TOT,AL,122,498,446,54,103,27,4,13,55,46,2,78,0,4,2,7,10,5,.231,.302,.397,.698,*78DH
315,Matt den Dekker\dendema01,0.3,2016,28,WSN,NL,19,39,34,3,6,1,0,1,4,4,0,10,1,0,0,0,1,0,.176,.282,.294,.576,/H897
316,Wilmer Difo\difowi01,0.3,2016,24,WSN,NL,31,66,58,14,16,3,0,1,7,8,1,12,0,0,0,0,3,0,.276,.364,.379,.743,*H/465
317,Wilmer Flores\florewi01,0.3,2016,24,NYM,NL,103,335,307,38,82,14,0,16,49,23,0,48,2,0,3,9,1,1,.267,.319,.469,.788,534H/6
318,Tyler Flowers\flowety01,0.3,2016,30,ATL,NL,83,325,281,27,76,18,0,8,41,29,1,91,11,0,4,3,0,0,.270,.357,.420,.777,*2/H
319,Adonis Garcia\garciad01,0.3,2016,31,ATL,NL,134,563,532,65,145,29,0,14,65,24,4,93,6,0,0,18,3,2,.273,.311,.406,.717,*5/H7D
320,Phil Gosselin\gosseph01,0.3,2016,27,ARI,NL,122,240,220,26,61,12,1,2,13,15,0,46,1,2,2,0,3,0,.277,.324,.368,.692,*H45/37D9
321,Franklin Gutierrez\gutiefr01,0.3,2016,33,SEA,AL,98,283,248,33,61,9,0,14,39,29,0,85,3,0,3,6,1,0,.246,.329,.452,.780,*9HD/7
322,Jason Hammel\hammeja01,0.3,2016,33,CHC,NL,35,69,65,6,16,3,0,0,7,1,0,24,0,3,0,0,0,0,.246,.258,.292,.550,*1/H
323,J.A. Happ\happja01,0.3,2016,33,TOR,AL,4,10,7,2,2,0,0,0,0,0,0,3,0,3,0,0,0,0,.286,.286,.286,.571,*1
324,Teoscar Hernandez\hernate01,0.3,2016,23,HOU,AL,41,112,100,15,23,7,0,4,11,11,1,28,0,0,1,5,0,2,.230,.304,.420,.724,*78/H9
325,Matt Holliday\hollima01,0.3,2016,36,STL,NL,110,426,382,48,94,20,1,20,62,35,1,71,8,0,1,9,0,0,.246,.322,.461,.782,*7H3/D
326,Edwin Jackson\jacksed01,0.3,2016,32,TOT,NL,23,27,23,2,5,1,0,0,2,3,0,11,0,1,0,0,1,0,.217,.308,.261,.569,*1/H
327,Howie Kendrick\kendrho01,0.3,2016,32,LAD,NL,146,543,487,65,124,26,2,8,40,50,2,96,3,0,3,20,10,2,.255,.326,.366,.691,*74H53/D
328,Jose Lobaton\lobatjo01,0.3,2016,31,WSN,NL,39,114,99,10,23,3,1,3,8,12,1,18,1,1,1,4,0,0,.232,.319,.374,.692,*2/H
329,Trey Mancini\mancitr01,0.3,2016,24,BAL,AL,5,15,14,3,5,1,0,3,5,0,0,4,1,0,0,0,0,0,.357,.400,1.071,1.471,/*DH
330,Omar Narvaez\narvaom01,0.3,2016,24,CHW,AL,34,117,101,13,27,4,0,1,10,14,1,14,0,0,2,0,0,0,.267,.350,.337,.687,*2/H
331,Shawn O'Malley\omallsh01,0.3,2016,28,SEA,AL,89,232,210,24,48,9,2,2,17,18,0,59,3,1,0,4,6,2,.229,.299,.319,.618,69H74/58D
332,Jarrett Parker\parkeja03,0.3,2016,27,SFG,NL,63,151,127,22,30,3,1,5,14,19,1,44,5,0,0,3,0,1,.236,.358,.394,.751,H97/D8
333,Chris Parmelee\parmech01,0.3,2016,28,NYY,AL,6,8,8,4,4,1,0,2,4,0,0,3,0,0,0,0,0,0,.500,.500,1.375,1.875,/*3
334,Ramiro Pena\penara02,0.3,2016,30,SFG,NL,30,91,87,9,26,6,1,1,10,2,1,16,2,0,0,0,0,0,.299,.330,.425,.755,*45/H6
335,Cliff Pennington\pennicl01,0.3,2016,32,LAA,AL,74,188,172,18,36,4,2,3,10,13,0,55,0,3,0,4,1,0,.209,.265,.308,.573,*46H/3D5
336,Trevor Plouffe\plouftr01,0.3,2016,30,MIN,AL,84,344,319,35,83,13,1,12,47,19,0,60,2,1,3,11,1,0,.260,.303,.420,.723,*53/DH
337,Robbie Ray\rayro02,0.3,2016,24,ARI,NL,29,60,53,3,10,2,0,1,2,1,0,26,0,6,0,0,0,0,.189,.204,.283,.487,*1
338,Hector Sanchez\sanchhe01,0.3,2016,26,TOT,ML,28,54,49,3,13,1,0,3,8,4,0,10,1,0,0,0,0,0,.265,.333,.469,.803,*2*H
339,Stephen Strasburg\strasst01,0.3,2016,27,WSN,NL,22,57,48,3,10,1,0,0,2,2,0,11,0,7,0,2,0,0,.208,.240,.229,.469,*1
340,Kurt Suzuki\suzukku01,0.3,2016,32,MIN,AL,106,373,345,34,89,24,1,8,49,18,0,48,5,1,4,9,0,0,.258,.301,.403,.704,*2/HD
341,Blake Swihart\swihabl01,0.3,2016,24,BOS,AL,19,74,62,9,16,0,3,0,5,11,0,17,0,0,1,0,0,1,.258,.365,.355,.720,*7/2
342,Matt Szczur\szczuma01,0.3,2016,26,CHC,NL,107,200,185,30,48,9,1,5,24,13,2,39,1,1,0,2,2,4,.259,.312,.400,.712,*H798
343,Joey Wendle\wendljo01,0.3,2016,26,OAK,AL,28,104,96,11,25,1,0,1,11,6,0,16,0,0,2,3,2,0,.260,.298,.302,.600,*4/H
344,Nick Ahmed\ahmedni01,0.2,2016,26,ARI,NL,90,308,284,26,62,9,1,4,20,15,3,58,4,2,3,9,5,2,.218,.265,.299,.564,*6/H
345,Ty Blach\blachty01,0.2,2016,25,SFG,NL,4,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,/*1
346,Jason Coats\coatsja01,0.2,2016,26,CHW,AL,28,58,50,8,10,4,0,1,4,5,0,12,2,1,0,1,1,0,.200,.298,.340,.638,9H/7D
347,Gerrit Cole\colege01,0.2,2016,25,PIT,NL,21,43,40,3,8,1,0,1,3,0,0,19,1,2,0,0,0,0,.200,.220,.300,.520,*1
348,Tyler Cravy\cravyty01,0.2,2016,26,MIL,NL,17,5,4,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,.250,.250,1.000,1.250,*1
349,Nick Franklin\frankni01,0.2,2016,25,TBR,AL,60,191,174,18,47,10,1,6,26,12,1,42,3,2,0,1,6,1,.270,.328,.443,.771,7H/34D96
350,Yovani Gallardo\gallayo01,0.2,2016,30,BAL,AL,3,6,4,1,2,0,0,0,0,1,0,1,0,1,0,0,0,0,.500,.600,.500,1.100,*1/H
351,Dillon Gee\geedi01,0.2,2016,30,KCR,AL,4,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,.000,.000,.000,.000,*1
352,Carlos Gomez\gomezca01,0.2,2016,30,TOT,AL,118,453,411,45,95,22,1,13,53,34,2,136,5,3,0,11,18,5,.231,.298,.384,.682,*87/9HD
353,Terrance Gore\gorete01,0.2,2016,25,KCR,AL,17,3,3,6,0,0,0,0,0,0,0,1,0,0,0,0,11,2,.000,.000,.000,.000,*H/D7
354,Yuli Gurriel\gourryu01,0.2,2016,32,HOU,AL,36,137,130,13,34,7,0,3,15,5,0,12,1,0,1,7,1,1,.262,.292,.385,.677,*5/D3H7
355,Juan Graterol\grateju01,0.2,2016,27,LAA,AL,9,15,14,2,4,2,0,0,3,0,0,3,0,1,0,0,0,0,.286,.286,.429,.714,/*2
356,Zack Greinke\greinza01,0.2,2016,32,ARI,NL,25,60,52,4,11,1,0,0,3,3,0,9,0,3,2,0,1,0,.212,.246,.231,.476,*1/H
357,Robbie Grossman\grossro01,0.2,2016,26,MIN,AL,99,389,332,49,93,19,1,11,37,55,0,96,2,0,0,3,2,3,.280,.386,.443,.828,*7D/H8
358,Junior Guerra\guerrju02,0.2,2016,31,MIL,NL,19,43,35,2,8,2,0,0,0,0,0,13,0,8,0,0,0,0,.229,.229,.286,.514,*1
359,Jeremy Hazelbaker\hazelje01,0.2,2016,28,STL,NL,114,224,200,35,47,7,3,12,28,18,2,64,0,4,2,1,5,2,.235,.295,.480,.775,*H78/9
360,Jeremy Hellickson\hellije01,0.2,2016,29,PHI,NL,31,66,54,3,9,1,0,0,4,4,0,24,0,8,0,1,0,0,.167,.224,.185,.409,*1
361,Bryan Holaday\holadbr01,0.2,2016,28,TOT,AL,43,129,117,17,27,7,1,2,14,7,0,28,2,1,2,1,0,1,.231,.281,.359,.640,*2/H71D5
362,Nick Hundley\hundlni01,0.2,2016,32,COL,NL,83,317,289,30,75,20,1,10,48,25,3,65,1,1,1,12,0,0,.260,.320,.439,.759,*2/H
363,Chris Iannetta\iannech01,0.2,2016,33,SEA,AL,94,338,295,23,62,14,0,7,24,38,0,83,2,1,2,4,0,0,.210,.303,.329,.631,*2/D
364,Hernan Iribarren\iribahe01,0.2,2016,32,CIN,NL,24,45,45,6,14,0,3,0,2,0,0,11,0,0,0,2,1,0,.311,.311,.444,.756,*H/8439
