Rk,Player,WAR/pos,Year,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos
301,Matt Treanor\treanma01,0.5,2011,35,TOT,AL,72,242,196,24,42,6,0,3,22,34,0,53,4,5,3,3,2,2,.214,.338,.291,.628,*2/H
302,Mike Trout\troutmi01,0.5,2011,19,LAA,AL,40,135,123,20,27,6,0,5,16,9,0,30,2,0,1,2,4,0,.220,.281,.390,.672,897/HD
303,Ryan Vogelsong\vogelry01,0.5,2011,33,SFG,NL,30,61,53,7,12,1,0,0,2,2,0,15,1,5,0,1,0,0,.226,.268,.245,.513,*1/H
304,Wilson Betemit\betemwi01,0.4,2011,29,TOT,AL,97,359,323,40,92,22,4,8,46,31,6,105,0,0,5,7,4,1,.285,.343,.452,.795,*5H/D34
305,Zack Britton\brittza01,0.4,2011,23,BAL,AL,3,8,8,3,5,1,0,1,2,0,0,1,0,0,0,0,0,0,.625,.625,1.125,1.750,*1
306,Eric Chavez\chaveer01,0.4,2011,33,NYY,AL,58,175,160,16,42,7,1,2,26,14,3,34,0,0,1,4,0,0,.263,.320,.356,.676,*5H/D3
307,Esteban German\germaes01,0.4,2011,33,TEX,AL,11,13,11,6,5,1,0,1,4,1,0,1,0,0,1,0,1,0,.455,.462,.818,1.280,/*H54D
308,Paul Goldschmidt\goldspa01,0.4,2011,23,ARI,NL,48,177,156,28,39,9,1,8,26,20,0,53,0,0,1,4,4,0,.250,.333,.474,.808,*3/H
309,Scott Hairston\hairssc01,0.4,2011,31,NYM,NL,79,145,132,20,31,8,1,7,24,11,2,34,2,0,0,2,1,1,.235,.303,.470,.773,*H987/D4
310,J.A. Happ\happja01,0.4,2011,28,HOU,NL,28,53,43,3,7,1,0,1,4,3,0,17,0,7,0,0,0,0,.163,.217,.256,.473,*1/H
311,Brett Hayes\hayesbr01,0.4,2011,27,FLA,NL,64,144,130,19,30,9,0,5,16,11,2,39,0,3,0,2,0,0,.231,.291,.415,.706,*2H/379
312,Jonathan Herrera\herrejo03,0.4,2011,26,COL,NL,104,320,281,28,68,5,1,3,14,28,0,40,1,10,0,7,4,4,.242,.313,.299,.612,*4H6/5
