Rk,Player,WAR/pos,Year,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos
1201,Mike Foltynewicz\foltymi01,-0.5,2018,26,ATL,NL,30,66,58,3,3,1,0,0,4,0,0,41,0,8,0,0,0,0,.052,.052,.069,.121,*1
1202,Carson Kelly\kellyca02,-0.5,2018,23,STL,NL,19,42,35,1,4,0,0,0,3,3,0,7,1,3,0,0,0,0,.114,.205,.114,.319,*2/H
1203,Kevin Kramer\krameke01,-0.5,2018,24,PIT,NL,21,40,37,5,5,0,0,0,4,2,0,20,0,0,1,0,0,0,.135,.175,.135,.310,*H/54
1204,Jose Lobaton\lobatjo01,-0.5,2018,33,NYM,NL,22,57,49,3,7,2,1,0,4,7,0,15,0,0,1,2,0,0,.143,.246,.224,.470,*2/H
1205,Deven Marrero\marrede01,-0.5,2018,27,ARI,NL,49,85,78,11,13,1,1,0,7,6,0,23,0,0,1,5,3,0,.167,.224,.205,.429,*5H/4
1206,James McCann\mccanja02,-0.5,2018,28,DET,AL,118,457,427,31,94,16,0,8,39,26,0,116,2,0,2,9,0,3,.220,.267,.314,.581,*2/DH
1207,John Ryan Murphy\murphjr01,-0.5,2018,27,ARI,NL,87,223,208,19,42,9,0,9,24,11,1,71,1,2,1,1,0,0,.202,.244,.375,.619,*2H/D
1208,Tomas Nido\nidoto01,-0.5,2018,24,NYM,NL,34,90,84,10,14,3,0,1,9,4,0,27,0,0,2,4,0,0,.167,.200,.238,.438,*2/H
1209,Aaron Nola\nolaaa01,-0.5,2018,25,PHI,NL,32,70,62,0,3,1,0,0,4,1,0,36,0,7,0,3,0,0,.048,.063,.065,.128,*1
1210,Roberto Perez\perezro02,-0.5,2018,29,CLE,AL,62,210,179,16,30,9,1,2,19,21,0,70,1,7,2,6,1,0,.168,.256,.263,.519,*2/HD
1211,Jose Quintana\quintjo01,-0.5,2018,29,CHC,NL,30,58,52,0,4,0,0,0,0,0,0,26,0,6,0,3,0,0,.077,.077,.077,.154,*1
1212,Drew Robinson\robindr01,-0.5,2018,26,TEX,AL,47,125,109,20,20,3,0,3,9,16,0,57,0,0,0,0,2,1,.183,.288,.294,.582,8H/745D69
1213,Miguel Sano\sanomi01,-0.5,2018,25,MIN,AL,71,299,266,32,53,14,0,13,41,31,0,115,0,0,2,7,0,0,.199,.281,.398,.679,*53/DH
1214,Anthony Santander\santaan02,-0.5,2018,23,BAL,AL,33,108,101,8,20,5,1,1,6,6,0,21,1,0,0,1,1,0,.198,.250,.297,.547,*9/HD7
1215,Ichiro Suzuki\suzukic01,-0.5,2018,44,SEA,AL,15,47,44,5,9,0,0,0,0,3,0,7,0,0,0,0,0,0,.205,.255,.205,.460,*7/HD9
1216,Mike Tauchman\tauchmi01,-0.5,2018,27,COL,NL,21,37,32,5,3,1,0,0,0,4,0,15,0,1,0,0,1,0,.094,.194,.125,.319,*H/879
1217,Abraham Almonte\almonab01,-0.6,2018,29,KCR,AL,50,151,134,15,24,1,2,3,9,15,0,36,0,1,1,6,2,2,.179,.260,.284,.544,*8H/9D7
1218,Greg Bird\birdgr01,-0.6,2018,25,NYY,AL,82,311,272,23,54,16,1,11,38,30,1,78,5,0,4,4,0,0,.199,.286,.386,.672,*3/HD
1219,Willie Calhoun\calhowi01,-0.6,2018,23,TEX,AL,35,108,99,8,22,5,0,2,11,6,0,24,1,0,2,2,0,0,.222,.269,.333,.602,*7/HD
1220,Ryan Cordell\cordery01,-0.6,2018,26,CHW,AL,19,40,37,3,4,1,0,1,4,0,0,15,1,0,2,0,0,0,.108,.125,.216,.341,/98H
1221,Ian Desmond\desmoia01,-0.6,2018,32,COL,NL,160,619,555,82,131,21,8,22,88,53,0,146,6,1,4,17,20,6,.236,.307,.422,.729,*37H/68D
1222,Adrian Gonzalez\gonzaad01,-0.6,2018,36,NYM,NL,54,187,169,15,40,5,0,6,26,15,3,34,1,0,2,5,0,0,.237,.299,.373,.672,*3/H
1223,Ryon Healy\healyry01,-0.6,2018,26,SEA,AL,133,524,493,51,116,15,0,24,73,27,0,113,2,0,2,21,0,0,.235,.277,.412,.688,*3/H5
1224,Ivan Nova\novaiv01,-0.6,2018,31,PIT,NL,27,56,53,1,1,0,0,0,0,0,0,30,0,3,0,1,0,0,.019,.019,.019,.038,*1
1225,Yadiel Rivera\riverya01,-0.6,2018,26,MIA,NL,111,160,139,13,24,3,0,1,9,19,3,51,0,0,2,3,2,1,.173,.269,.216,.485,H564/7389
1226,Dominic Smith\smithdo02,-0.6,2018,23,NYM,NL,56,149,143,14,32,11,1,5,11,4,0,47,2,0,0,2,0,0,.224,.255,.420,.675,*3H7/D
1227,Chris Young\youngch04,-0.6,2018,34,LAA,AL,56,128,113,17,19,2,1,6,13,11,0,37,2,1,1,1,2,0,.168,.252,.363,.615,987H/D
1228,Carlos Asuaje\asuajca01,-0.7,2018,26,SDP,NL,79,218,189,15,37,8,1,2,19,24,1,46,1,1,3,5,1,1,.196,.286,.280,.566,*4H/5
1229,Daniel Castro\castrda01,-0.7,2018,25,COL,NL,18,47,46,2,8,1,0,1,6,1,1,7,0,0,0,2,0,0,.174,.191,.261,.452,*4/H6
1230,J.D. Davis\davisjd01,-0.7,2018,25,HOU,AL,42,113,103,9,18,2,0,1,5,10,0,29,0,0,0,3,0,0,.175,.248,.223,.471,*53/H71
