Rk,Player,WAR/pos,Year,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos
601,Jeanmar Gomez\gomezje01,0.0,2012,24,CLE,AL,2,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,.250,.250,.250,.500,*1
602,Mike Gonzalez\gonzami02,0.0,2012,34,WSN,NL,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
603,Jeff Gray\grayje02,0.0,2012,30,MIN,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
604,Adam Greenberg\greenad01,0.0,2012,31,MIA,NL,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.000,.000,.000,/*H
605,Luke Gregerson\gregelu01,0.0,2012,28,SDP,NL,74,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.000,.000,.000,*1
606,Kevin Gregg\greggke01,0.0,2012,34,BAL,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
607,Jason Grilli\grillja01,0.0,2012,35,PIT,NL,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
608,Javy Guerra\guerrja01,0.0,2012,26,LAD,NL,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
609,Matt Guerrier\guerrma02,0.0,2012,33,LAD,NL,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
610,Eric Hacker\hackeer01,0.0,2012,29,SFG,NL,4,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.000,.000,.000,/*1
611,Nick Hagadone\hagadni01,0.0,2012,26,CLE,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
612,Roy Halladay\hallaro01,0.0,2012,35,PHI,NL,25,57,53,4,9,0,0,0,2,0,0,26,0,4,0,0,0,0,.170,.170,.170,.340,*1
613,Bill Hall\hallbi03,0.0,2012,32,BAL,AL,7,14,9,2,2,0,0,1,1,5,1,7,0,0,0,0,0,0,.222,.500,.556,1.056,/*HD79
614,Justin Hampson\hampsju01,0.0,2012,32,NYM,NL,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,*1
615,Brad Hand\handbr01,0.0,2012,22,MIA,NL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,/*1
616,Joel Hanrahan\hanrajo01,0.0,2012,30,PIT,NL,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
