Rk,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
701,Mario Chalmers\chalmma01,2015-16,29,TOT,NBA,17.3,61,7,1373,182,444,136,295,46,149,218,262,24,133,157,230,88,13,110,181,628,.410,.461,.309,.462,.832,.561
702,Jamal Crawford\crawfja01,2013-14,33,LAC,NBA,17.3,69,24,2094,421,1011,260,565,161,446,279,322,34,124,158,223,59,12,135,120,1282,.416,.460,.361,.496,.866,.556
703,Roy Hibbert\hibbero01,2012-13,26,IND,NBA,17.3,79,79,2269,385,859,384,855,1,4,166,224,296,360,656,113,39,206,162,279,937,.448,.449,.250,.449,.741,.489
704,John Jenkins\jenkijo01,2016-17,25,PHO,NBA,17.3,4,0,13,2,5,1,3,1,2,2,2,0,1,1,1,0,0,0,0,7,.400,.333,.500,.500,1.000,.595
705,Amir Johnson\johnsam01,2012-13,25,TOR,NBA,17.3,81,38,2325,336,606,331,593,5,13,136,187,227,384,611,122,81,110,117,301,813,.554,.558,.385,.559,.727,.591
706,Chris Kaman\kamanch01,2014-15,32,POR,NBA,17.3,74,13,1398,283,549,283,549,0,0,72,102,149,335,484,65,18,54,108,140,638,.515,.515,,.515,.706,.537
707,Kosta Koufos\koufoko01,2011-12,22,DEN,NBA,17.3,48,24,792,115,192,115,192,0,0,33,55,95,163,258,15,24,41,33,96,263,.599,.599,,.599,.600,.608
708,Lucas Nogueira\noguelu01,2017-18,25,TOR,NBA,17.3,49,3,418,49,80,44,61,5,19,19,28,18,69,87,22,23,43,16,49,122,.613,.721,.263,.644,.679,.661
709,Otto Porter\porteot01,2016-17,23,WAS,NBA,17.3,80,80,2605,414,803,266,462,148,341,99,119,118,396,514,121,116,42,44,193,1075,.516,.576,.434,.608,.832,.628
710,Zach Randolph\randoza01,2017-18,36,SAC,NBA,17.3,59,57,1508,361,763,310,616,51,147,84,107,97,300,397,127,42,10,116,119,857,.473,.503,.347,.507,.785,.529
711,Thomas Robinson\robinth01,2016-17,25,LAL,NBA,17.3,48,1,560,105,196,105,195,0,1,31,66,84,139,223,31,26,9,46,76,241,.536,.538,.000,.536,.470,.535
712,Dennis Schroder\schrode01,2017-18,24,ATL,NBA,17.3,67,67,2078,500,1146,424,884,76,262,225,265,44,164,208,417,72,6,183,147,1301,.436,.480,.290,.469,.849,.515
713,Marreese Speights\speigma01,2012-13,25,TOT,NBA,17.3,79,3,1300,260,584,257,574,3,10,135,175,146,240,386,47,24,53,80,175,658,.445,.448,.300,.448,.771,.498
714,Amar'e Stoudemire\stoudam01,2015-16,33,MIA,NBA,17.3,52,36,762,125,221,125,221,0,0,50,67,65,157,222,27,18,41,47,92,300,.566,.566,,.566,.746,.599
715,Ryan Anderson\anderry01,2015-16,27,NOP,NBA,17.2,66,7,2008,397,929,266,571,131,358,199,228,131,265,396,73,38,25,90,109,1124,.427,.466,.366,.498,.873,.546
716,J.J. Barea\bareajo01,2016-17,32,DAL,NBA,17.2,35,6,771,142,343,89,195,53,148,44,51,9,75,84,193,14,1,63,30,381,.414,.456,.358,.491,.863,.521
717,Gorgui Dieng\dienggo01,2014-15,25,MIN,NBA,17.2,73,49,2193,259,512,258,506,1,6,191,244,223,386,609,146,71,126,126,188,710,.506,.510,.167,.507,.783,.573
718,Devin Harris\harride01,2010-11,27,TOT,NBA,17.2,71,70,2254,343,813,285,633,58,180,335,402,17,152,169,503,70,7,207,163,1079,.422,.450,.322,.458,.833,.545
719,Andre Iguodala\iguodan01,2010-11,27,PHI,NBA,17.2,67,67,2469,338,759,277,578,61,181,208,300,61,326,387,422,101,38,138,109,945,.445,.479,.337,.486,.693,.530
720,Reggie Jackson\jacksre01,2014-15,24,TOT,NBA,17.2,77,40,2268,432,996,360,755,72,241,181,218,56,271,327,462,62,9,186,167,1117,.434,.477,.299,.470,.830,.511
721,Brice Johnson\johnsbr02,2016-17,22,LAC,NBA,17.2,3,0,9,2,7,2,7,0,0,0,0,1,2,3,1,2,1,1,0,4,.286,.286,,.286,,.286
722,DeAndre Jordan\jordade01,2012-13,24,LAC,NBA,17.2,82,82,2010,314,488,314,488,0,0,96,249,210,384,594,28,48,112,100,192,724,.643,.643,,.643,.386,.606
723,Kosta Koufos\koufoko01,2012-13,23,DEN,NBA,17.2,81,81,1817,295,508,295,507,0,1,58,104,211,351,562,32,44,103,53,246,648,.581,.582,.000,.581,.558,.585
724,Johnathan Motley\motlejo01,2017-18,22,DAL,NBA,17.2,11,4,176,40,75,39,69,1,6,15,28,14,35,49,7,3,2,9,18,96,.533,.565,.167,.540,.536,.550
725,Elfrid Payton\paytoel01,2016-17,22,ORL,NBA,17.2,82,58,2412,430,912,390,766,40,146,146,211,89,298,387,529,88,40,178,177,1046,.471,.509,.274,.493,.692,.520
726,Mason Plumlee\plumlma01,2015-16,25,POR,NBA,17.2,82,82,2084,267,517,267,513,0,4,215,335,201,427,628,226,68,85,154,253,749,.516,.520,.000,.516,.642,.564
727,Derrick Williams\willide02,2015-16,24,NYK,NBA,17.2,80,9,1435,254,565,210,415,44,150,194,256,47,249,296,75,29,9,61,69,746,.450,.506,.293,.488,.758,.550
728,DeJuan Blair\blairde01,2010-11,21,SAS,NBA,17.1,81,65,1734,292,583,292,581,0,2,90,137,215,350,565,77,95,42,113,213,674,.501,.503,.000,.501,.657,.524
729,Carlos Boozer\boozeca01,2012-13,31,CHI,NBA,17.1,79,79,2546,544,1140,544,1138,0,2,193,264,175,596,771,179,66,28,176,239,1281,.477,.478,.000,.477,.731,.510
730,Gorgui Dieng\dienggo01,2015-16,26,MIN,NBA,17.1,82,39,2220,308,579,302,559,6,20,205,248,157,428,585,143,94,96,140,219,827,.532,.540,.300,.537,.827,.601
731,Derrick Favors\favorde01,2011-12,20,UTA,NBA,17.1,65,9,1376,222,445,222,445,0,0,126,194,158,267,425,43,38,65,103,145,570,.499,.499,,.499,.649,.537
732,Tobias Harris\harrito02,2017-18,25,TOT,NBA,17.1,80,80,2668,562,1221,379,776,183,445,179,216,58,379,437,192,71,35,105,164,1486,.460,.488,.411,.535,.829,.565
733,Jrue Holiday\holidjr01,2013-14,23,NOP,NBA,17.1,34,34,1143,203,454,173,377,30,77,51,63,28,114,142,268,56,12,105,92,487,.447,.459,.390,.480,.810,.505
