Rk,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
3701,Tibor Pleiss\pleisti01,2015-16,26,UTA,NBA,3.5,12,0,82,11,25,11,23,0,2,2,2,6,9,15,2,1,2,8,19,24,.440,.478,.000,.440,1.000,.464
3702,Josh Smith\smithjo03,2017-18,32,NOP,NBA,3.5,3,0,12,1,4,1,4,0,0,0,0,3,1,4,0,0,0,0,3,2,.250,.250,,.250,,.250
3703,Ronnie Brewer\brewero02,2013-14,28,TOT,NBA,3.4,24,3,160,3,15,2,7,1,8,0,2,2,12,14,10,6,1,2,4,7,.200,.286,.125,.233,.000,.220
3704,Joe Harris\harrijo01,2015-16,24,CLE,NBA,3.4,5,0,15,1,4,0,0,1,4,0,0,0,3,3,2,0,0,1,1,3,.250,,.250,.375,,.375
3705,Darrun Hilliard\hillida01,2017-18,24,SAS,NBA,3.4,14,0,95,5,19,5,13,0,6,6,7,0,7,7,11,2,0,4,7,16,.263,.385,.000,.263,.857,.362
3706,Furkan Korkmaz\korkmfu01,2017-18,20,PHI,NBA,3.4,14,0,80,8,28,3,11,5,17,2,4,2,9,11,4,2,1,2,12,23,.286,.273,.294,.375,.500,.386
3707,Ognjen Kuzmic\kuzmiog01,2013-14,23,GSW,NBA,3.4,21,0,92,5,13,5,13,0,0,5,11,10,11,21,2,3,4,10,17,15,.385,.385,,.385,.455,.420
3708,Jamario Moon\moonja01,2011-12,31,CHA,NBA,3.4,8,0,123,7,24,5,14,2,10,2,2,2,20,22,5,1,5,8,5,18,.292,.357,.200,.333,1.000,.362
3709,Robert Sacre\sacrero01,2012-13,23,LAL,NBA,3.4,32,3,203,18,48,18,48,0,0,7,11,9,25,34,6,0,10,10,38,43,.375,.375,,.375,.636,.407
3710,Hedo Turkoglu\turkohe01,2012-13,33,ORL,NBA,3.4,11,1,189,14,53,13,29,1,24,3,6,4,22,26,23,7,1,12,11,32,.264,.448,.042,.274,.500,.288
3711,Luke Walton\waltolu01,2011-12,31,TOT,NBA,3.4,30,0,364,24,65,17,45,7,20,0,0,13,36,49,35,5,1,27,41,55,.369,.378,.350,.423,,.423
3712,Malik Allen\allenma01,2010-11,32,ORL,NBA,3.3,18,0,178,11,31,11,31,0,0,1,2,12,20,32,4,1,4,3,30,23,.355,.355,,.355,.500,.361
3713,Brian Cardinal\cardibr01,2011-12,34,DAL,NBA,3.3,44,0,277,14,55,4,6,10,49,5,6,4,30,34,16,8,2,8,38,43,.255,.667,.204,.345,.833,.373
3714,Chris Douglas-Roberts\douglch01,2014-15,28,LAC,NBA,3.3,12,0,103,5,21,4,14,1,7,8,8,1,11,12,4,1,0,0,14,19,.238,.286,.143,.262,1.000,.387
3715,Joel Przybilla\przybjo01,2012-13,33,MIL,NBA,3.3,12,1,68,1,4,1,4,0,0,0,2,5,16,21,4,1,2,4,10,2,.250,.250,,.250,.000,.205
3716,Miroslav Raduljica\radulmi01,2014-15,27,MIN,NBA,3.3,5,0,23,3,8,3,8,0,0,2,2,2,3,5,0,1,0,2,8,8,.375,.375,,.375,1.000,.450
3717,Josh Selby\selbyjo01,2011-12,20,MEM,NBA,3.3,28,0,237,25,72,23,57,2,15,11,14,2,13,15,30,7,0,29,17,63,.347,.404,.133,.361,.786,.403
3718,Elliot Williams\williel01,2015-16,26,MEM,NBA,3.3,5,0,45,2,10,1,6,1,4,3,4,1,3,4,4,0,0,1,2,8,.200,.167,.250,.250,.750,.340
3719,Omer Asik\asikom01,2017-18,31,TOT,NBA,3.1,18,0,182,9,22,9,22,0,0,4,13,9,38,47,3,2,4,9,20,22,.409,.409,,.409,.308,.397
3720,Alonzo Gee\geeal01,2016-17,29,DEN,NBA,3.1,13,0,89,3,14,3,11,0,3,5,9,4,11,15,6,5,1,4,14,11,.214,.273,.000,.214,.556,.306
3721,Lazar Hayward\haywala01,2011-12,25,OKC,NBA,3.1,26,0,141,13,38,9,24,4,14,7,12,2,14,16,4,3,1,9,18,37,.342,.375,.286,.395,.583,.427
3722,Jason Collins\collija04,2012-13,34,TOT,NBA,3.0,38,9,384,9,29,9,29,0,0,23,32,22,38,60,8,12,10,18,85,41,.310,.310,,.310,.719,.476
3723,Matt Carroll\carroma01,2012-13,32,CHA,NBA,2.9,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,
3724,Larry Drew\drewla02,2017-18,27,TOT,NBA,2.9,10,0,70,7,24,4,15,3,9,0,0,3,0,3,10,0,0,3,6,17,.292,.267,.333,.354,,.354
3725,Hamady N'Diaye\ndiayha01,2013-14,27,SAC,NBA,2.9,14,0,74,3,9,3,9,0,0,0,1,5,13,18,3,0,4,3,15,6,.333,.333,,.333,.000,.318
3726,Tim Quarterman\quartti01,2017-18,23,HOU,NBA,2.9,3,0,13,1,3,1,1,0,2,2,2,0,3,3,1,0,0,2,1,4,.333,1.000,.000,.333,1.000,.515
3727,C.J. Wilcox\wilcocj01,2016-17,26,ORL,NBA,2.9,22,0,108,8,31,5,16,3,15,2,2,4,8,12,12,2,1,6,8,21,.258,.313,.200,.306,1.000,.329
3728,Andrei Kirilenko\kirilan01,2014-15,33,BRK,NBA,2.8,7,0,36,0,5,0,5,0,0,3,4,2,6,8,1,1,0,1,1,3,.000,.000,,.000,.750,.222
3729,Jamaal Magloire\magloja01,2011-12,33,TOR,NBA,2.7,34,1,374,17,45,17,45,0,0,7,27,25,88,113,6,4,10,22,66,41,.378,.378,,.378,.259,.360
3730,Kadeem Allen\allenka01,2017-18,25,BOS,NBA,2.6,18,1,107,6,22,6,11,0,11,7,9,4,7,11,12,3,2,9,15,19,.273,.545,.000,.273,.778,.366
3731,Nate Robinson\robinna01,2015-16,31,NOP,NBA,2.6,2,1,23,0,1,0,0,0,1,0,0,0,0,0,4,1,0,0,5,0,.000,,.000,.000,,.000
3732,Hasheem Thabeet\thabeha01,2013-14,26,OKC,NBA,2.6,23,0,192,13,23,13,23,0,0,1,5,9,31,40,1,4,9,14,47,27,.565,.565,,.565,.200,.536
3733,Josh Powell\poweljo01,2013-14,31,HOU,NBA,2.5,1,0,19,2,6,2,6,0,0,0,0,0,5,5,0,0,1,1,1,4,.333,.333,,.333,,.333
3734,Andris Biedrins\biedran01,2013-14,27,UTA,NBA,2.4,6,0,45,1,1,1,1,0,0,1,6,2,15,17,0,0,0,2,6,3,1.000,1.000,,1.000,.167,.412
