Rk,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
2901,Johan Petro\petrojo01,2010-11,25,NJN,NBA,9.9,77,1,893,129,290,129,286,0,4,15,28,62,150,212,44,34,34,46,178,273,.445,.451,.000,.445,.536,.452
2902,Quincy Pondexter\pondequ01,2014-15,26,TOT,NBA,9.9,75,30,1793,188,447,97,203,91,244,71,96,53,142,195,94,19,24,51,150,538,.421,.478,.373,.522,.740,.550
2903,Terrence Ross\rosste01,2017-18,26,ORL,NBA,9.9,24,20,600,76,191,46,98,30,93,27,36,10,63,73,38,27,11,29,45,209,.398,.469,.323,.476,.750,.505
2904,Jonathon Simmons\simmojo02,2016-17,27,SAS,NBA,9.9,78,8,1392,177,421,147,319,30,102,99,132,20,140,160,126,47,25,76,146,483,.420,.461,.294,.456,.750,.504
2905,Evan Turner\turneev01,2017-18,29,POR,NBA,9.9,79,40,2034,258,577,216,445,42,132,91,107,30,214,244,173,47,29,99,163,649,.447,.485,.318,.484,.850,.520
2906,Joe Young\youngjo01,2015-16,23,IND,NBA,9.9,41,0,384,62,169,52,123,10,46,20,25,6,44,50,65,15,0,33,30,154,.367,.423,.217,.396,.800,.428
2907,Omer Asik\asikom01,2016-17,30,NOP,NBA,9.8,31,19,482,31,65,31,65,0,0,23,39,48,115,163,15,5,10,14,51,85,.477,.477,,.477,.590,.517
2908,Luke Babbitt\babbilu01,2017-18,28,TOT,NBA,9.8,50,14,715,91,215,31,59,60,156,17,22,7,89,96,31,8,7,19,54,259,.423,.525,.385,.563,.773,.576
2909,Harrison Barnes\barneha02,2013-14,21,GSW,NBA,9.8,78,24,2204,271,679,205,489,66,190,130,181,66,245,311,116,65,20,84,158,738,.399,.419,.347,.448,.718,.486
2910,Steve Blake\blakest01,2015-16,35,DET,NBA,9.8,58,2,986,93,240,41,89,52,151,16,20,9,80,89,200,24,5,81,70,254,.388,.461,.344,.496,.800,.510
2911,Aaron Brooks\brookaa01,2017-18,33,MIN,NBA,9.8,32,1,189,28,69,17,38,11,31,8,11,7,10,17,20,6,0,11,28,75,.406,.447,.355,.486,.727,.508
2912,Dillon Brooks\brookdi01,2017-18,22,MEM,NBA,9.8,82,74,2350,340,772,246,508,94,264,124,166,49,208,257,135,73,17,124,233,898,.440,.484,.356,.501,.747,.531
2913,Torrey Craig\craigto01,2017-18,27,DEN,NBA,9.8,39,5,629,62,137,45,79,17,58,22,35,40,87,127,25,12,15,20,63,163,.453,.570,.293,.515,.629,.535
2914,Troy Daniels\danietr01,2017-18,26,PHO,NBA,9.8,79,15,1622,232,575,49,117,183,458,56,64,12,115,127,48,26,5,56,137,703,.403,.419,.400,.563,.875,.583
