Rk,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
3501,Ricky Ledo\ledori01,2014-15,22,TOT,NBA,6.3,17,0,244,32,96,22,69,10,27,16,22,16,20,36,19,6,1,26,21,90,.333,.319,.370,.385,.727,.426
3502,Darius Miller\milleda01,2012-13,22,NOH,NBA,6.3,52,2,694,44,108,22,52,22,56,8,8,8,70,78,44,17,12,23,89,118,.407,.423,.393,.509,1.000,.529
3503,Mikki Moore\mooremi01,2011-12,36,GSW,NBA,6.3,7,0,118,9,20,9,20,0,0,6,7,7,15,22,5,3,3,7,24,24,.450,.450,,.450,.857,.520
3504,Kendrick Perkins\perkike01,2013-14,29,OKC,NBA,6.3,62,62,1207,87,193,87,192,0,1,37,67,82,223,305,67,26,32,90,177,211,.451,.453,.000,.451,.552,.474
3505,Tayshaun Prince\princta01,2015-16,35,MIN,NBA,6.3,77,44,1462,102,229,98,206,4,23,13,19,32,115,147,73,36,13,27,62,221,.445,.476,.174,.454,.684,.466
3506,Vladimir Radmanovic\radmavl01,2012-13,32,CHI,NBA,6.3,25,0,144,13,43,8,16,5,27,2,3,10,18,28,8,8,4,7,29,33,.302,.500,.185,.360,.667,.372
3507,Damjan Rudez\rudezda01,2016-17,30,ORL,NBA,6.3,45,0,314,31,88,11,24,20,64,0,0,5,20,25,20,12,1,9,31,82,.352,.458,.313,.466,,.466
3508,Lance Thomas\thomala01,2017-18,29,NYK,NBA,6.3,73,31,1353,102,267,52,143,50,124,44,53,44,131,175,44,30,14,40,134,298,.382,.364,.403,.476,.830,.513
3509,Earl Barron\barroea01,2010-11,29,TOT,NBA,6.2,21,7,305,32,99,32,99,0,0,15,24,32,44,76,11,8,6,16,46,79,.323,.323,,.323,.625,.361
3510,Reggie Bullock\bullore01,2014-15,23,TOT,NBA,6.2,36,2,338,24,70,9,24,15,46,6,9,1,49,50,8,10,4,8,19,69,.343,.375,.326,.450,.667,.466
3511,Rasual Butler\butlera01,2010-11,31,TOT,NBA,6.2,47,2,770,79,237,33,101,46,136,18,27,10,67,77,27,8,15,24,37,222,.333,.327,.338,.430,.667,.446
3512,Eric Maynor\maynoer01,2013-14,26,TOT,NBA,6.2,31,0,327,32,101,20,64,12,37,6,11,9,30,39,52,9,3,29,17,82,.317,.313,.324,.376,.545,.387
3513,Sasha Pavlovic\pavloal01,2012-13,29,POR,NBA,6.2,39,1,528,42,119,24,59,18,60,1,6,7,49,56,32,24,5,14,59,103,.353,.407,.300,.429,.167,.423
3514,Joel Przybilla\przybjo01,2010-11,31,TOT,NBA,6.2,36,9,519,25,44,25,44,0,0,14,27,37,108,145,13,5,15,29,79,64,.568,.568,,.568,.519,.573
3515,Samardo Samuels\samuesa01,2012-13,24,CLE,NBA,6.2,18,1,196,22,60,22,59,0,1,14,24,10,18,28,8,3,3,6,30,58,.367,.373,.000,.367,.583,.411
3516,Tyshawn Taylor\tayloty01,2012-13,22,BRK,NBA,6.2,38,0,221,32,87,26,74,6,13,15,27,2,16,18,21,13,0,25,25,85,.368,.351,.462,.402,.556,.430
3517,Axel Toupane\toupaax01,2016-17,24,TOT,NBA,6.2,4,0,47,5,9,4,5,1,4,0,0,0,1,1,0,1,1,0,6,11,.556,.800,.250,.611,,.611
3518,Jeremy Tyler\tylerje01,2012-13,21,TOT,NBA,6.2,21,0,68,9,24,9,24,0,0,4,6,6,14,20,1,1,2,6,10,22,.375,.375,,.375,.667,.413
3519,Gerald Wallace\wallage01,2014-15,32,BOS,NBA,6.2,32,0,286,14,34,13,31,1,3,6,15,17,40,57,11,15,4,18,19,35,.412,.419,.333,.426,.400,.431
3520,Damion James\jamesda01,2011-12,24,NJN,NBA,6.1,7,7,170,13,35,13,34,0,1,8,12,7,26,33,3,7,7,12,17,34,.371,.382,.000,.371,.667,.422
3521,Doug McDermott\mcderdo01,2014-15,23,CHI,NBA,6.1,36,0,321,43,107,30,66,13,41,10,15,6,37,43,6,4,1,17,29,109,.402,.455,.317,.463,.667,.480
3522,James Nunnally\nunnaja01,2013-14,23,TOT,NBA,6.1,13,0,165,15,46,7,21,8,25,6,9,1,18,19,8,6,2,7,11,44,.326,.333,.320,.413,.667,.440
3523,Cole Aldrich\aldrico01,2017-18,29,MIN,NBA,6.0,21,0,49,5,15,5,15,0,0,2,6,3,12,15,3,2,1,1,11,12,.333,.333,,.333,.333,.340
3524,James Anderson\anderja01,2015-16,26,SAC,NBA,6.0,51,15,721,67,178,44,92,23,86,22,29,13,73,86,41,21,14,42,54,179,.376,.478,.267,.441,.759,.469
3525,Keith Benson\bensoke02,2011-12,23,GSW,NBA,6.0,3,0,9,0,1,0,1,0,0,0,0,2,1,3,0,0,0,0,0,0,.000,.000,,.000,,.000
3526,Lester Hudson\hudsole01,2010-11,26,WAS,NBA,6.0,11,0,73,6,24,2,9,4,15,2,4,1,4,5,17,4,1,7,10,18,.250,.222,.267,.333,.500,.349
3527,DeAndre Liggins\liggide01,2017-18,29,TOT,NBA,6.0,58,4,724,40,106,21,53,19,53,2,5,7,68,75,48,37,14,20,81,101,.377,.396,.358,.467,.400,.467
3528,Scott Machado\machasc01,2012-13,22,HOU,NBA,6.0,6,0,21,3,6,3,5,0,1,2,2,0,1,1,6,2,0,8,0,8,.500,.600,.000,.500,1.000,.581
3529,Nazr Mohammed\mohamna01,2015-16,38,OKC,NBA,6.0,5,0,19,3,5,3,5,0,0,2,2,1,3,4,0,0,0,3,4,8,.600,.600,,.600,1.000,.680
3530,Kostas Papanikolaou\papanko01,2015-16,25,DEN,NBA,6.0,26,6,294,24,66,14,34,10,32,9,14,8,32,40,16,13,5,21,24,67,.364,.412,.313,.439,.643,.464
3531,Sasha Pavlovic\pavloal01,2010-11,27,TOT,NBA,6.0,31,7,362,29,72,17,41,12,31,6,10,1,31,32,16,10,7,12,34,76,.403,.415,.387,.486,.600,.497
3532,Kendrick Perkins\perkike01,2015-16,31,NOP,NBA,6.0,37,5,542,40,75,40,75,0,0,11,25,25,103,128,31,11,11,41,64,91,.533,.533,,.533,.440,.529
3533,Mickael Pietrus\pietrmi01,2012-13,30,TOR,NBA,6.0,19,16,386,34,98,14,34,20,64,12,18,5,31,36,9,12,6,16,33,100,.347,.412,.313,.449,.667,.472
3534,Otto Porter\porteot01,2013-14,20,WAS,NBA,6.0,37,0,319,33,91,29,70,4,21,8,12,21,36,57,10,8,1,14,26,78,.363,.414,.190,.385,.667,.405
3535,Joel Przybilla\przybjo01,2011-12,32,POR,NBA,6.0,27,19,449,22,48,22,48,0,0,11,18,29,109,138,6,4,16,22,66,55,.458,.458,,.458,.611,.492
3536,Bobby Simmons\simmobo01,2011-12,31,LAC,NBA,6.0,28,0,418,28,90,8,30,20,60,4,7,17,38,55,11,15,3,10,41,80,.311,.267,.333,.422,.571,.430
3537,Jerry Stackhouse\stackje01,2010-11,36,MIA,NBA,6.0,7,1,50,3,12,2,8,1,4,5,7,1,6,7,3,0,2,2,3,12,.250,.250,.250,.292,.714,.398
3538,Jared Sullinger\sullija01,2016-17,24,TOR,NBA,6.0,11,1,118,15,47,12,29,3,18,4,8,10,17,27,3,4,1,4,17,37,.319,.414,.167,.351,.500,.366
3539,Marquis Teague\teaguma01,2012-13,19,CHI,NBA,6.0,48,0,392,43,113,39,90,4,23,9,16,3,41,44,63,9,7,35,47,99,.381,.433,.174,.398,.563,.412
3540,Jared Cunningham\cunnija01,2015-16,24,TOT,NBA,5.9,44,3,410,36,105,24,66,12,39,36,55,3,35,38,20,14,2,21,41,120,.343,.364,.308,.400,.655,.464
3541,Bryn Forbes\forbebr01,2016-17,23,SAS,NBA,5.9,36,0,285,36,99,19,46,17,53,5,6,2,21,23,23,1,0,11,20,94,.364,.413,.321,.449,.833,.462
3542,Darrun Hilliard\hillida01,2016-17,23,DET,NBA,5.9,39,1,381,47,126,35,80,12,46,21,28,2,31,33,33,11,2,28,39,127,.373,.438,.261,.421,.750,.459
3543,John Holland\hollajo02,2017-18,29,CLE,NBA,5.9,24,0,174,17,59,6,23,11,36,9,13,6,18,24,5,7,2,8,10,54,.288,.261,.306,.381,.692,.417
3544,Devyn Marble\marblde01,2014-15,22,ORL,NBA,5.9,16,7,208,14,44,10,22,4,22,5,16,5,26,31,17,9,2,9,14,37,.318,.455,.182,.364,.313,.362
3545,Quincy Miller\millequ01,2012-13,20,DEN,NBA,5.9,7,0,26,4,12,4,11,0,1,1,2,1,1,2,3,1,0,1,3,9,.333,.364,.000,.333,.500,.349
3546,Andrew Nicholson\nichoan01,2016-17,27,TOT,NBA,5.9,38,0,342,43,111,38,84,5,27,9,14,15,46,61,10,16,6,17,55,100,.387,.452,.185,.410,.643,.427
3547,Ronnie Price\pricero01,2016-17,33,PHO,NBA,5.9,14,0,134,4,24,1,7,3,17,3,4,3,8,11,18,11,1,3,14,14,.167,.143,.176,.229,.750,.272
3548,Malachi Richardson\richama01,2017-18,22,TOT,NBA,5.9,26,4,324,30,90,18,50,12,40,17,22,5,29,34,13,10,1,10,27,89,.333,.360,.300,.400,.773,.446
3549,Austin Rivers\riverau01,2012-13,20,NOH,NBA,5.9,61,26,1418,145,390,117,304,28,86,59,108,16,93,109,127,26,9,74,122,377,.372,.385,.326,.408,.546,.431
3550,Mike Scott\scottmi01,2016-17,28,ATL,NBA,5.9,18,0,195,17,59,13,32,4,27,7,8,10,27,37,17,4,3,8,12,45,.288,.406,.148,.322,.875,.360
3551,Kyle Singler\singlky01,2017-18,29,OKC,NBA,5.9,12,0,59,7,21,5,16,2,5,7,13,1,9,10,2,1,0,3,4,23,.333,.313,.400,.381,.538,.430
3552,Kyle Singler\singlky01,2016-17,28,OKC,NBA,5.9,32,2,385,34,83,27,46,7,37,13,17,8,40,48,9,7,5,11,29,88,.410,.587,.189,.452,.765,.486
3553,Jeffery Taylor\tayloje03,2013-14,24,CHA,NBA,5.9,26,8,629,82,218,64,151,18,67,26,47,15,45,60,22,13,5,25,62,208,.376,.424,.269,.417,.553,.436
3554,Martell Webster\webstma02,2014-15,28,WAS,NBA,5.9,32,0,352,24,91,14,48,10,43,48,64,10,36,46,17,7,1,22,24,106,.264,.292,.233,.319,.750,.445
3555,Arron Afflalo\afflaar01,2017-18,32,ORL,NBA,5.8,53,3,682,65,162,38,92,27,70,22,26,4,62,66,30,4,9,21,56,179,.401,.413,.386,.485,.846,.516
3556,Dwayne Bacon\bacondw01,2017-18,22,CHO,NBA,5.8,53,6,713,72,192,61,149,11,43,20,25,4,120,124,38,16,2,23,46,175,.375,.409,.256,.404,.800,.431
