Rk,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
1901,Frank Kaminsky\kaminfr01,2016-17,23,CHO,NBA,13.0,75,16,1954,320,802,204,448,116,354,118,156,57,279,336,162,46,34,76,139,874,.399,.455,.328,.471,.756,.502
1902,Kyle Korver\korveky01,2010-11,29,CHI,NBA,13.0,82,0,1649,242,557,122,268,120,289,77,87,12,138,150,124,35,20,60,156,681,.434,.455,.415,.542,.885,.572
1903,Courtney Lee\leeco01,2017-18,32,NYK,NBA,13.0,76,69,2310,343,755,230,477,113,278,114,124,30,194,224,180,80,17,84,109,913,.454,.482,.406,.529,.919,.564
1904,Shaun Livingston\livinsh01,2012-13,27,TOT,NBA,13.0,66,16,1455,166,346,166,342,0,4,85,98,31,127,158,215,48,31,76,127,417,.480,.485,.000,.480,.867,.536
1905,John Lucas III\lucasjo02,2014-15,32,DET,NBA,13.0,21,0,272,42,104,33,75,9,29,5,5,4,12,16,60,8,0,16,18,98,.404,.440,.310,.447,1.000,.461
1906,Frank Mason\masonfr01,2017-18,23,SAC,NBA,13.0,52,2,984,144,380,113,294,31,86,94,115,30,100,130,147,34,10,65,72,413,.379,.384,.360,.420,.817,.480
1907,C.J. Miles\milescj01,2017-18,30,TOR,NBA,13.0,70,3,1337,227,599,63,145,164,454,81,97,18,134,152,55,37,21,39,134,699,.379,.434,.361,.516,.835,.545
1908,Patty Mills\millspa02,2014-15,26,SAS,NBA,13.0,51,0,801,128,336,66,154,62,182,33,40,21,54,75,87,28,2,35,58,351,.381,.429,.341,.473,.825,.496
1909,Patty Mills\millspa02,2010-11,22,POR,NBA,13.0,64,0,783,135,328,88,195,47,133,36,47,19,32,51,109,27,1,62,63,353,.412,.451,.353,.483,.766,.506
1910,Byron Mullens\mulleby01,2011-12,22,CHA,NBA,13.0,65,25,1465,251,591,239,540,12,51,92,112,96,231,327,57,21,52,74,137,606,.425,.443,.235,.435,.821,.473
1911,Travis Outlaw\outlatr01,2012-13,28,SAC,NBA,13.0,38,2,444,74,177,60,127,14,50,38,52,17,44,61,21,11,8,19,35,200,.418,.472,.280,.458,.731,.500
1912,Tony Parker\parketo01,2016-17,34,SAS,NBA,13.0,63,63,1587,265,569,242,500,23,69,85,117,9,104,113,285,34,2,89,92,638,.466,.484,.333,.486,.726,.514
1913,Pablo Prigioni\prigipa01,2013-14,36,NYK,NBA,13.0,66,27,1283,88,191,23,51,65,140,11,12,36,93,129,228,67,2,60,132,252,.461,.451,.464,.631,.917,.642
1914,Pablo Prigioni\prigipa01,2012-13,35,NYK,NBA,13.0,78,18,1263,100,220,47,86,53,134,22,25,41,102,143,236,69,2,86,127,275,.455,.547,.396,.575,.880,.595
1915,Luke Ridnour\ridnolu01,2012-13,31,MIN,NBA,13.0,82,82,2474,367,811,301,599,66,212,139,164,41,165,206,311,82,15,130,187,939,.453,.503,.311,.493,.848,.532
1916,Julyan Stone\stoneju01,2011-12,23,DEN,NBA,13.0,22,2,179,13,31,11,20,2,11,8,11,5,20,25,37,8,6,11,18,36,.419,.550,.182,.452,.727,.502
1917,Rodney Stuckey\stuckro01,2012-13,26,DET,NBA,13.0,76,24,2171,304,748,249,566,55,182,213,272,43,169,212,270,51,17,134,127,876,.406,.440,.302,.443,.783,.505
1918,Jeremy Tyler\tylerje01,2013-14,22,NYK,NBA,13.0,41,0,398,60,116,60,116,0,0,26,48,38,71,109,8,6,20,26,70,146,.517,.517,,.517,.542,.532
1919,Tyler Ulis\ulisty01,2016-17,21,PHO,NBA,13.0,61,15,1123,184,437,163,358,21,79,55,71,20,75,95,226,48,5,77,73,444,.421,.455,.266,.445,.775,.474
1920,Casper Ware\wareca01,2013-14,24,PHI,NBA,13.0,9,0,116,18,42,11,21,7,21,5,6,0,9,9,10,8,0,5,11,48,.429,.524,.333,.512,.833,.538
1921,C.J. Watson\watsocj01,2013-14,29,IND,NBA,13.0,63,5,1193,146,334,93,189,53,145,69,88,19,82,101,107,60,8,60,66,414,.437,.492,.366,.516,.784,.555
1922,Andrew Wiggins\wiggian01,2017-18,22,MIN,NBA,13.0,82,82,2979,569,1300,457,962,112,338,202,314,82,276,358,160,91,51,138,163,1452,.438,.475,.331,.481,.643,.505
1923,Tyler Zeller\zellety01,2016-17,27,BOS,NBA,13.0,51,5,525,78,158,78,157,0,1,22,39,43,81,124,42,7,21,20,61,178,.494,.497,.000,.494,.564,.508
1924,Alexis Ajinca\ajincal01,2016-17,28,NOP,NBA,12.9,39,15,584,89,178,89,174,0,4,29,40,46,131,177,12,20,22,31,77,207,.500,.511,.000,.500,.725,.529
1925,Tony Allen\allento01,2015-16,34,MEM,NBA,12.9,64,57,1620,215,469,200,427,15,42,90,138,104,192,296,70,110,18,78,175,535,.458,.468,.357,.474,.652,.505
1926,Kyle Anderson\anderky01,2015-16,22,SAS,NBA,12.9,78,11,1245,138,295,126,258,12,37,62,83,25,219,244,123,60,29,59,97,350,.468,.488,.324,.488,.747,.528
1927,Trevor Ariza\arizatr01,2015-16,30,HOU,NBA,12.9,81,81,2859,357,859,172,360,185,499,126,161,67,299,366,188,160,26,113,177,1025,.416,.478,.371,.523,.783,.551
1928,Gustavo Ayon\ayongu01,2013-14,28,ATL,NBA,12.9,26,14,429,52,102,52,102,0,0,8,20,42,83,125,28,25,10,29,47,112,.510,.510,,.510,.400,.505
1929,Davis Bertans\bertada01,2016-17,24,SAS,NBA,12.9,67,6,808,103,234,34,61,69,173,28,34,22,76,98,46,20,28,32,75,303,.440,.557,.399,.588,.824,.609
1930,MarShon Brooks\brookma01,2011-12,23,NJN,NBA,12.9,56,47,1648,274,640,227,490,47,150,113,148,70,130,200,131,52,15,118,116,708,.428,.463,.313,.465,.764,.502
1931,Derrick Brown\brownde04,2010-11,23,TOT,NBA,12.9,49,1,576,74,131,69,121,5,10,32,60,41,58,99,33,20,10,35,59,185,.565,.570,.500,.584,.533,.588
1932,Omri Casspi\casspom01,2013-14,25,HOU,NBA,12.9,71,2,1283,173,410,112,234,61,176,83,122,55,205,260,88,44,14,72,100,490,.422,.479,.347,.496,.680,.528
1933,Omri Casspi\casspom01,2012-13,24,CLE,NBA,12.9,43,1,503,63,160,38,84,25,76,22,41,20,94,114,28,25,12,22,45,173,.394,.452,.329,.472,.537,.486
1934,Nick Collison\collini01,2016-17,36,OKC,NBA,12.9,20,0,128,14,23,14,22,0,1,5,8,9,22,31,12,2,2,4,17,33,.609,.636,.000,.609,.625,.622
1935,Robert Covington\covinro01,2017-18,27,PHI,NBA,12.9,80,80,2532,345,836,142,286,203,550,116,136,55,378,433,156,137,72,126,238,1009,.413,.497,.369,.534,.853,.563
1936,Austin Daye\dayeau01,2012-13,24,TOT,NBA,12.9,55,0,676,90,208,49,110,41,98,26,34,16,107,123,42,14,22,29,82,247,.433,.445,.418,.531,.765,.554
1937,Raymond Felton\feltora01,2013-14,29,NYK,NBA,12.9,65,65,2017,240,608,178,413,62,195,88,122,54,143,197,365,78,27,129,157,630,.395,.431,.318,.446,.721,.476
1938,Channing Frye\fryech01,2015-16,32,TOT,NBA,12.9,70,32,1200,152,347,61,112,91,235,30,35,35,199,234,71,29,28,43,127,425,.438,.545,.387,.569,.857,.586
