Rk,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
2501,Cole Aldrich\aldrico01,2012-13,24,TOT,NBA,11.1,45,0,388,44,80,44,80,0,0,12,20,30,90,120,9,5,23,23,60,100,.550,.550,,.550,.600,.563
2502,Jeff Ayres\pendeje02,2013-14,26,SAS,NBA,11.1,73,10,952,101,174,101,174,0,0,38,55,89,169,258,60,13,25,63,146,240,.580,.580,,.580,.691,.605
2503,Luke Babbitt\babbilu01,2014-15,25,NOP,NBA,11.1,63,19,830,92,192,33,77,59,115,13,19,12,99,111,24,17,11,26,63,256,.479,.429,.513,.633,.684,.639
2504,Jerryd Bayless\bayleje01,2014-15,26,MIL,NBA,11.1,77,4,1717,220,516,183,396,37,120,121,137,22,189,211,233,59,12,133,163,598,.426,.462,.308,.462,.883,.519
2505,Kwame Brown\brownkw01,2011-12,29,GSW,NBA,11.1,9,3,187,21,40,21,40,0,0,15,34,16,41,57,4,8,0,14,21,57,.525,.525,,.525,.441,.519
2506,Isaiah Canaan\canaais01,2015-16,24,PHI,NBA,11.1,77,39,1966,260,722,84,237,176,485,150,180,20,154,174,137,56,12,91,133,846,.360,.354,.363,.482,.833,.528
2507,DeMarre Carroll\carrode01,2011-12,25,TOT,NBA,11.1,24,9,348,43,105,36,86,7,19,14,16,28,25,53,18,12,1,11,37,107,.410,.419,.368,.443,.875,.478
2508,Josh Childress\childjo01,2011-12,28,PHO,NBA,11.1,34,0,491,48,99,44,75,4,24,0,2,31,64,95,34,14,6,9,38,100,.485,.587,.167,.505,.000,.501
2509,Marquese Chriss\chrisma01,2017-18,20,PHO,NBA,11.1,72,49,1527,202,477,146,287,56,190,96,158,76,319,395,83,51,70,107,205,556,.423,.509,.295,.482,.608,.509
2510,Dionte Christmas\chrisdi01,2013-14,27,PHO,NBA,11.1,31,0,198,22,62,13,31,9,31,18,24,13,25,38,8,2,3,6,19,71,.355,.419,.290,.427,.750,.489
2511,Nando De Colo\decolna01,2012-13,25,SAS,NBA,11.1,72,6,920,105,241,74,159,31,82,35,44,23,115,138,138,41,6,81,87,276,.436,.465,.378,.500,.795,.530
2512,Joey Dorsey\dorsejo01,2014-15,31,HOU,NBA,11.1,69,17,854,80,145,80,144,0,1,24,83,103,176,279,25,40,25,41,157,184,.552,.556,.000,.552,.289,.507
2513,Tyler Ennis\ennisty01,2017-18,23,LAL,NBA,11.1,54,11,683,94,224,80,168,14,56,22,29,19,76,95,105,30,10,38,75,224,.420,.476,.250,.451,.759,.473
2514,Jeff Foster\fosteje01,2011-12,35,IND,NBA,11.1,11,0,141,9,18,8,17,1,1,6,9,18,24,42,4,8,1,7,26,25,.500,.471,1.000,.528,.667,.569
2515,Archie Goodwin\goodwar01,2015-16,21,PHO,NBA,11.1,57,13,1114,176,422,153,323,23,99,130,193,27,115,142,118,27,13,100,84,505,.417,.474,.232,.444,.674,.498
2516,Aaron Gray\grayaa01,2011-12,27,TOR,NBA,11.1,49,40,813,83,161,83,161,0,0,25,47,83,198,281,27,22,17,51,127,191,.516,.516,,.516,.532,.526
2517,Richard Jefferson\jefferi01,2011-12,31,TOT,NBA,11.1,63,44,1748,203,488,90,219,113,269,59,85,26,193,219,88,37,19,50,121,578,.416,.411,.420,.532,.694,.550
2518,Eugene Jeter\jetereu01,2010-11,27,SAC,NBA,11.1,62,1,858,106,259,100,229,6,30,37,41,9,61,70,162,29,2,51,54,255,.409,.437,.200,.421,.902,.460
2519,Wesley Johnson\johnswe01,2014-15,27,LAL,NBA,11.1,76,59,2245,286,691,195,432,91,259,90,112,67,252,319,124,59,45,87,162,753,.414,.451,.351,.480,.804,.509
2520,James Jones\jonesja02,2016-17,36,CLE,NBA,11.1,48,2,381,44,92,13,26,31,66,13,20,3,34,37,14,6,10,10,37,132,.478,.500,.470,.647,.650,.655
2521,James Jones\jonesja02,2014-15,34,CLE,NBA,11.1,57,2,669,74,201,11,26,63,175,39,46,9,53,62,24,13,8,13,67,250,.368,.423,.360,.525,.848,.565
2522,James Jones\jonesja02,2010-11,30,MIA,NBA,11.1,81,8,1549,146,346,23,59,123,287,60,72,23,137,160,43,29,19,21,129,475,.422,.390,.429,.600,.833,.629
2523,Kevin Jones\joneske01,2012-13,23,CLE,NBA,11.1,32,0,334,43,107,43,107,0,0,9,15,38,40,78,10,9,5,8,25,95,.402,.402,,.402,.600,.418
2524,Chris Kaman\kamanch01,2015-16,33,POR,NBA,11.1,16,2,112,20,43,19,39,1,4,3,3,7,17,24,11,1,1,8,15,44,.465,.487,.250,.477,1.000,.496
