Rk,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
1701,Victor Oladipo\oladivi01,2016-17,24,OKC,NBA,13.6,67,67,2222,412,932,285,580,127,352,116,154,39,252,291,176,78,21,119,155,1067,.442,.491,.361,.510,.753,.534
1702,Jannero Pargo\pargoja01,2011-12,32,ATL,NBA,13.6,50,0,671,105,253,52,115,53,138,19,20,9,64,73,96,20,2,49,64,282,.415,.452,.384,.520,.950,.539
1703,Chandler Parsons\parsoch01,2017-18,29,MEM,NBA,13.6,36,8,691,108,234,57,113,51,121,17,27,14,76,90,69,18,11,35,53,284,.462,.504,.421,.571,.630,.578
1704,Chasson Randle\randlch01,2016-17,23,TOT,NBA,13.6,26,0,299,40,98,24,51,16,47,41,43,6,26,32,34,9,2,19,39,137,.408,.471,.340,.490,.953,.586
1705,Josh Richardson\richajo01,2017-18,24,MIA,NBA,13.6,81,81,2689,399,885,272,549,127,336,120,142,69,216,285,231,121,75,140,199,1045,.451,.495,.378,.523,.845,.551
1706,Luke Ridnour\ridnolu01,2011-12,30,MIN,NBA,13.6,53,53,1750,242,550,193,398,49,152,106,119,19,122,141,252,56,16,96,136,639,.440,.485,.322,.485,.891,.530
1707,Rajon Rondo\rondora01,2016-17,30,CHI,NBA,13.6,69,42,1843,229,561,179,428,50,133,30,50,73,282,355,461,99,11,169,144,538,.408,.418,.376,.453,.600,.461
1708,Luis Scola\scolalu01,2015-16,35,TOR,NBA,13.6,76,76,1636,269,598,204,437,65,161,61,84,84,276,360,66,46,27,68,178,664,.450,.467,.404,.504,.726,.523
1709,Craig Smith\smithcr01,2011-12,28,POR,NBA,13.6,47,0,464,59,117,59,116,0,1,38,53,33,77,110,19,16,5,24,55,156,.504,.509,.000,.504,.717,.556
1710,J.R. Smith\smithjr01,2014-15,29,TOT,NBA,13.6,70,51,2080,315,755,152,329,163,426,54,72,30,188,218,195,82,22,97,163,847,.417,.462,.383,.525,.750,.538
1711,Jason Smith\smithja02,2016-17,30,WAS,NBA,13.6,74,3,1068,174,329,137,251,37,78,35,51,64,194,258,37,21,54,58,168,420,.529,.546,.474,.585,.686,.598
1712,Greg Stiemsma\stiemgr01,2011-12,26,BOS,NBA,13.6,55,3,766,66,121,66,121,0,0,29,41,48,129,177,28,37,85,33,144,161,.545,.545,,.545,.707,.579
1713,Jason Thompson\thompja02,2010-11,24,SAC,NBA,13.6,75,39,1748,271,534,271,531,0,3,121,200,144,310,454,88,28,44,99,212,663,.507,.510,.000,.507,.605,.533
1714,Tristan Thompson\thomptr01,2017-18,26,CLE,NBA,13.6,53,22,1072,132,235,132,235,0,0,43,79,126,226,352,33,16,17,36,102,307,.562,.562,,.562,.544,.569
