Rk,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
2801,Wesley Johnson\johnswe01,2010-11,23,MIN,NBA,10.2,79,63,2069,271,682,168,393,103,289,64,92,51,189,240,148,58,54,95,163,709,.397,.427,.356,.473,.696,.491
2802,Ian Mahinmi\mahinia01,2013-14,27,IND,NBA,10.2,77,1,1248,91,189,91,188,0,1,90,145,107,150,257,24,41,72,58,207,272,.481,.484,.000,.481,.621,.538
2803,Thon Maker\makerth01,2017-18,20,MIL,NBA,10.2,74,12,1238,130,316,99,212,31,104,65,93,75,150,225,46,38,53,44,162,356,.411,.467,.298,.460,.699,.499
2804,Luc Mbah a Moute\mbahalu01,2016-17,30,LAC,NBA,10.2,80,76,1787,191,378,148,268,43,110,59,87,44,126,170,39,81,35,46,122,484,.505,.552,.391,.562,.678,.581
2805,Luc Mbah a Moute\mbahalu01,2017-18,31,HOU,NBA,10.2,61,15,1564,166,345,103,172,63,173,65,95,22,164,186,55,72,25,68,100,460,.481,.599,.364,.572,.684,.595
2806,JaVale McGee\mcgeeja01,2013-14,26,DEN,NBA,10.2,5,5,79,17,38,17,38,0,0,1,1,10,7,17,2,1,7,8,16,35,.447,.447,,.447,1.000,.455
2807,Josh McRoberts\mcrobjo01,2014-15,27,MIA,NBA,10.2,17,4,296,28,53,20,34,8,19,8,13,7,38,45,33,12,3,22,41,72,.528,.588,.421,.604,.615,.613
2808,Raul Neto\netora01,2015-16,23,UTA,NBA,10.2,81,53,1499,180,418,116,256,64,162,52,70,17,103,120,174,62,2,109,122,476,.431,.453,.395,.507,.743,.530
2809,Ronnie Price\pricero01,2014-15,31,LAL,NBA,10.2,43,20,982,77,223,46,114,31,109,36,45,19,50,69,165,67,4,52,118,221,.345,.404,.284,.415,.800,.455
2810,Pablo Prigioni\prigipa01,2015-16,38,LAC,NBA,10.2,59,3,823,55,147,27,52,28,95,7,8,38,76,114,130,53,1,49,82,145,.374,.519,.295,.469,.875,.482
2811,Tim Quarterman\quartti01,2016-17,22,POR,NBA,10.2,16,0,80,13,29,8,16,5,13,0,3,4,10,14,11,2,3,11,6,31,.448,.500,.385,.534,.000,.511
2812,Andre Roberson\roberan03,2015-16,24,OKC,NBA,10.2,70,70,1553,136,274,104,171,32,103,33,54,79,172,251,47,53,42,35,133,337,.496,.608,.311,.555,.611,.566
2813,John Salmons\salmojo01,2012-13,33,SAC,NBA,10.2,76,72,2278,244,612,145,345,99,267,85,110,33,174,207,226,51,25,85,143,672,.399,.420,.371,.480,.773,.509
2814,Alexey Shved\shvedal01,2013-14,25,MIN,NBA,10.2,63,0,664,76,237,46,135,30,102,68,90,21,60,81,68,26,16,48,36,250,.321,.341,.294,.384,.756,.452
2815,Greg Smith\smithgr02,2014-15,24,DAL,NBA,10.2,42,2,363,30,49,30,49,0,0,20,39,26,53,79,9,7,11,11,53,80,.612,.612,,.612,.513,.605
2816,Tony Snell\snellto01,2014-15,23,CHI,NBA,10.2,72,22,1412,159,371,86,174,73,197,44,55,31,145,176,62,32,11,48,86,435,.429,.494,.371,.527,.800,.550
2817,Garrett Temple\templga01,2017-18,31,SAC,NBA,10.2,65,35,1615,199,476,110,249,89,227,60,78,22,130,152,124,57,27,79,135,547,.418,.442,.392,.512,.769,.536
2818,Jason Terry\terryja01,2015-16,38,HOU,NBA,10.2,72,7,1258,151,376,58,115,93,261,27,33,14,65,79,103,47,9,49,91,422,.402,.504,.356,.525,.818,.540
2819,Jason Thompson\thompja02,2014-15,28,SAC,NBA,10.2,81,63,1991,201,428,201,427,0,1,89,143,139,391,530,85,33,57,84,239,491,.470,.471,.000,.470,.622,.500
2820,Anthony Tolliver\tollian01,2015-16,30,DET,NBA,10.2,72,5,1341,128,332,30,60,98,272,29,47,39,190,229,52,26,16,28,86,383,.386,.500,.360,.533,.617,.543
2821,Earl Watson\watsoea01,2010-11,31,UTA,NBA,10.2,80,13,1567,126,307,90,200,36,107,55,82,52,130,182,278,61,17,116,146,343,.410,.450,.336,.469,.671,.500
2822,Sonny Weems\weemsso01,2010-11,24,TOR,NBA,10.2,59,28,1413,228,513,211,452,17,61,72,94,39,114,153,104,34,2,86,87,545,.444,.467,.279,.461,.766,.492
2823,Alex Abrines\abrinal01,2016-17,23,OKC,NBA,10.1,68,6,1055,134,341,40,94,94,247,44,49,18,68,86,40,37,8,33,114,406,.393,.426,.381,.531,.898,.560
2824,Quincy Acy\acyqu01,2013-14,23,TOT,NBA,10.1,63,0,847,66,141,62,126,4,15,35,53,72,144,216,28,23,26,30,122,171,.468,.492,.267,.482,.660,.520
2825,Maurice Ager\agerma01,2010-11,26,MIN,NBA,10.1,4,0,29,6,11,3,7,3,4,0,0,0,2,2,1,1,0,4,4,15,.545,.429,.750,.682,,.682
2826,Bismack Biyombo\biyombi01,2012-13,20,CHA,NBA,10.1,80,65,2186,156,346,156,346,0,0,74,142,194,388,582,35,28,143,82,195,386,.451,.451,,.451,.521,.472
2827,Antonio Blakeney\blakean01,2017-18,21,CHI,NBA,10.1,19,0,314,53,143,38,91,15,52,30,39,4,29,33,20,7,1,11,19,151,.371,.418,.288,.423,.769,.471
2828,Matt Bonner\bonnema01,2014-15,34,SAS,NBA,10.1,72,19,935,94,230,48,104,46,126,30,37,29,86,115,47,10,12,11,65,264,.409,.462,.365,.509,.811,.536
2829,Earl Clark\clarkea01,2010-11,23,TOT,NBA,10.1,42,0,464,68,158,68,153,0,5,27,47,37,64,101,9,8,18,28,45,163,.430,.444,.000,.430,.574,.456
2830,Luol Deng\denglu01,2016-17,31,LAL,NBA,10.1,56,49,1486,164,424,113,259,51,165,46,63,63,232,295,74,48,20,43,61,425,.387,.436,.309,.447,.730,.470
2831,Mike Dunleavy\dunlemi02,2016-17,36,TOT,NBA,10.1,53,2,841,93,220,40,86,53,134,36,45,18,97,115,50,15,7,28,67,275,.423,.465,.396,.543,.800,.573
2832,Wayne Ellington\ellinwa01,2015-16,28,BRK,NBA,10.1,76,41,1615,218,561,122,293,96,268,54,63,20,154,174,83,48,5,45,82,586,.389,.416,.358,.474,.857,.498
2833,Derek Fisher\fishede01,2013-14,39,OKC,NBA,10.1,81,0,1428,141,361,53,132,88,229,55,71,12,110,122,117,70,3,49,157,425,.391,.402,.384,.512,.775,.542
2834,Jerami Grant\grantje01,2016-17,22,TOT,NBA,10.1,80,4,1531,152,328,109,212,43,116,90,147,38,167,205,46,33,79,44,149,437,.463,.514,.371,.529,.612,.556
2835,Danny Green\greenda02,2016-17,29,SAS,NBA,10.1,68,68,1807,176,449,58,138,118,311,27,32,31,193,224,124,70,57,76,120,497,.392,.420,.379,.523,.844,.537
2836,Gerald Green\greenge01,2015-16,30,MIA,NBA,10.1,69,14,1557,230,587,146,327,84,260,72,92,25,138,163,56,38,19,46,123,616,.392,.446,.323,.463,.783,.491
