Rk,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
501,Jordan Hill\hilljo01,2012-13,25,LAL,NBA,18.5,29,1,458,77,155,77,153,0,2,40,61,82,84,166,13,8,19,26,55,194,.497,.503,.000,.497,.656,.533
502,James Johnson\johnsja01,2013-14,26,MEM,NBA,18.5,52,4,956,143,308,121,221,22,87,76,90,60,106,166,111,42,57,66,102,384,.464,.548,.253,.500,.844,.552
503,Ty Lawson\lawsoty01,2014-15,27,DEN,NBA,18.5,75,75,2665,404,926,334,721,70,205,265,363,42,192,234,720,92,9,185,128,1143,.436,.463,.341,.474,.730,.526
504,David Lee\leeda02,2016-17,33,SAS,NBA,18.5,79,10,1477,248,420,248,420,0,0,80,113,149,292,441,124,31,40,82,125,576,.590,.590,,.590,.708,.613
505,Zach Randolph\randoza01,2016-17,35,MEM,NBA,18.5,73,5,1786,433,964,412,870,21,94,141,193,182,416,598,122,38,10,99,136,1028,.449,.474,.223,.460,.731,.490
506,Myles Turner\turnemy01,2016-17,20,IND,NBA,18.5,81,81,2541,444,869,404,754,40,115,245,303,139,450,589,106,74,172,105,262,1173,.511,.536,.348,.534,.809,.585
507,Dwyane Wade\wadedw01,2016-17,35,CHI,NBA,18.5,60,59,1792,414,955,369,810,45,145,223,281,63,207,270,228,86,41,138,112,1096,.434,.456,.310,.457,.794,.508
508,Brandan Wright\wrighbr03,2016-17,29,MEM,NBA,18.5,28,5,447,83,135,83,134,0,1,23,35,31,47,78,15,11,20,10,42,189,.615,.619,.000,.615,.657,.628
509,Bradley Beal\bealbr01,2017-18,24,WAS,NBA,18.4,82,82,2977,683,1484,484,954,199,530,292,369,61,302,363,373,96,36,214,160,1857,.460,.507,.375,.527,.791,.564
510,Eric Bledsoe\bledser01,2014-15,25,PHO,NBA,18.4,81,81,2800,468,1046,380,774,88,272,353,441,72,351,423,493,127,45,274,189,1377,.447,.491,.324,.489,.800,.555
511,Tyson Chandler\chandty01,2010-11,28,DAL,NBA,18.4,74,74,2059,266,407,266,407,0,0,216,295,206,486,692,32,36,80,88,240,748,.654,.654,,.654,.732,.697
512,DeMar DeRozan\derozde01,2013-14,24,TOR,NBA,18.4,79,79,3017,604,1407,540,1197,64,210,519,630,51,292,343,313,86,28,176,197,1791,.429,.451,.305,.452,.824,.532
513,Tyreke Evans\evansty01,2013-14,24,NOP,NBA,18.4,72,22,2028,391,897,370,802,21,95,239,310,76,265,341,363,84,21,175,155,1042,.436,.461,.221,.448,.771,.504
514,Kenneth Faried\farieke01,2014-15,25,DEN,NBA,18.4,75,71,2086,373,736,372,728,1,8,199,288,242,426,668,89,62,57,118,211,946,.507,.511,.125,.507,.691,.548
