Rk,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
1401,Miles Plumlee\plumlmi01,2013-14,25,PHO,NBA,14.6,80,79,1964,286,553,286,553,0,0,74,132,198,428,626,43,50,90,111,185,646,.517,.517,,.517,.561,.529
1402,Brian Roberts\roberbr01,2012-13,27,NOH,NBA,14.6,78,5,1324,213,511,154,358,59,153,70,77,17,80,97,219,37,3,71,108,555,.417,.430,.386,.475,.909,.509
1403,Ricky Rubio\rubiori01,2011-12,21,MIN,NBA,14.6,41,31,1404,139,389,107,295,32,94,126,157,21,150,171,336,91,8,131,97,436,.357,.363,.340,.398,.803,.476
1404,Jason Smith\smithja02,2015-16,29,ORL,NBA,14.6,76,2,1181,244,503,240,487,4,16,54,67,53,166,219,62,33,65,57,163,546,.485,.493,.250,.489,.806,.513
1405,Jeff Teague\teaguje01,2010-11,22,ATL,NBA,14.6,70,7,963,133,304,115,256,18,48,77,97,11,91,102,138,45,25,64,82,361,.438,.449,.375,.467,.794,.521
1406,Jason Thompson\thompja02,2012-13,26,SAC,NBA,14.6,82,81,2285,374,745,374,742,0,3,143,206,172,377,549,84,48,61,101,227,891,.502,.504,.000,.502,.694,.533
1407,Deron Williams\willide01,2015-16,31,DAL,NBA,14.6,65,63,2106,321,775,224,493,97,282,179,206,19,171,190,378,61,14,150,155,918,.414,.454,.344,.477,.869,.530
1408,Jeff Ayres\pendeje02,2012-13,25,IND,NBA,14.5,37,0,369,61,126,59,122,2,4,21,23,29,75,104,15,6,12,23,44,145,.484,.484,.500,.492,.913,.533
1409,Andrea Bargnani\bargnan01,2013-14,28,NYK,NBA,14.5,42,39,1257,222,502,192,394,30,108,84,102,69,153,222,45,14,52,58,100,558,.442,.487,.278,.472,.824,.510
1410,Kent Bazemore\bazemke01,2017-18,28,ATL,NBA,14.5,65,65,1789,284,676,176,402,108,274,160,201,25,223,248,228,100,45,157,147,836,.420,.438,.394,.500,.796,.547
1411,Bryce Cotton\cottobr01,2014-15,22,UTA,NBA,14.5,15,0,159,29,69,22,49,7,20,15,18,3,15,18,15,4,0,12,6,80,.420,.449,.350,.471,.833,.520
1412,Jordan Crawford\crawfjo02,2011-12,23,WAS,NBA,14.5,64,32,1753,349,872,270,599,79,273,161,203,44,124,168,190,59,5,141,111,938,.400,.451,.289,.446,.793,.488
1413,DeMar DeRozan\derozde01,2010-11,21,TOR,NBA,14.5,82,82,2851,539,1154,534,1102,5,52,327,402,75,240,315,148,85,31,144,217,1410,.467,.485,.096,.469,.813,.530
1414,Kris Dunn\dunnkr01,2017-18,23,CHI,NBA,14.5,52,43,1525,286,666,243,532,43,134,84,114,24,197,221,310,104,27,150,174,699,.429,.457,.321,.462,.737,.488
1415,Aaron Gordon\gordoaa01,2016-17,21,ORL,NBA,14.5,80,72,2298,393,865,316,598,77,267,156,217,116,289,405,150,65,40,89,172,1019,.454,.528,.288,.499,.719,.530
1416,Jarrett Jack\jackja01,2015-16,32,BRK,NBA,14.5,32,32,1027,140,358,109,256,31,102,100,112,9,127,136,236,34,7,94,77,411,.391,.426,.304,.434,.893,.505
1417,James Johnson\johnsja01,2011-12,24,TOR,NBA,14.5,62,40,1561,233,518,214,458,19,60,81,115,74,218,292,122,71,84,101,177,566,.450,.467,.317,.468,.704,.498
1418,Enes Kanter\kanteen01,2011-12,19,UTA,NBA,14.5,66,0,874,117,236,117,235,0,1,70,105,107,171,278,8,18,23,54,87,304,.496,.498,.000,.496,.667,.539
1419,Shaun Livingston\livinsh01,2013-14,28,BRK,NBA,14.5,76,54,1974,235,487,234,481,1,6,158,191,67,179,246,245,93,31,105,172,629,.483,.486,.167,.484,.827,.551
1420,T.J. McConnell\mccontj01,2015-16,23,PHI,NBA,14.5,81,17,1606,218,464,187,375,31,89,26,41,43,207,250,367,95,10,140,114,493,.470,.499,.348,.503,.634,.511
1421,Nikola Mirotic\mirotni01,2016-17,25,CHI,NBA,14.5,70,15,1679,258,625,129,248,129,377,99,128,61,323,384,75,53,55,80,128,744,.413,.520,.342,.516,.773,.546
1422,Marcus Morris\morrima03,2017-18,28,BOS,NBA,14.5,54,21,1447,262,611,176,377,86,234,124,154,43,246,289,72,35,12,65,100,734,.429,.467,.368,.499,.805,.541
