Rk,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
2201,Jabari Bird\birdja01,2017-18,23,BOS,NBA,12.1,13,1,115,15,26,12,19,3,7,6,13,6,13,19,8,3,1,8,7,39,.577,.632,.429,.635,.462,.615
2202,Clint Capela\capelca01,2014-15,20,HOU,NBA,12.1,12,0,90,14,29,14,29,0,0,4,23,10,26,36,2,1,9,5,14,32,.483,.483,,.483,.174,.409
2203,Nick Collison\collini01,2011-12,31,OKC,NBA,12.1,63,0,1307,120,201,120,200,0,1,44,62,119,155,274,82,33,28,61,153,284,.597,.600,.000,.597,.710,.622
2204,Tim Hardaway\hardati02,2014-15,22,NYK,NBA,12.1,70,30,1681,279,717,158,363,121,354,125,156,12,144,156,127,20,14,82,119,804,.389,.435,.342,.474,.801,.512
2205,Justin Holiday\holidju01,2014-15,25,GSW,NBA,12.1,59,4,657,91,235,56,126,35,109,37,45,12,61,73,48,40,12,29,54,254,.387,.444,.321,.462,.822,.498
2206,Brandon Jennings\jennibr01,2016-17,27,TOT,NBA,12.1,81,13,1802,192,535,113,283,79,252,114,152,29,167,196,395,70,4,128,116,577,.359,.399,.313,.433,.750,.479
2207,Luke Kennard\kennalu01,2017-18,21,DET,NBA,12.1,73,9,1463,206,465,125,270,81,195,65,76,21,155,176,124,44,13,69,86,558,.443,.463,.415,.530,.855,.560
2208,Kyle Korver\korveky01,2016-17,35,TOT,NBA,12.1,67,22,1753,239,515,77,156,162,359,38,42,7,179,186,110,34,21,69,107,678,.464,.494,.451,.621,.905,.635
2209,Meyers Leonard\leoname01,2012-13,20,POR,NBA,12.1,69,9,1206,151,277,148,270,3,7,72,89,80,175,255,33,11,38,49,168,377,.545,.548,.429,.551,.809,.596
2210,Roger Mason\masonro01,2011-12,31,WAS,NBA,12.1,52,0,697,103,258,44,104,59,154,21,27,7,62,69,47,13,5,32,33,286,.399,.423,.383,.514,.778,.530
2211,E'Twaun Moore\mooreet01,2016-17,27,NOP,NBA,12.1,73,22,1820,283,619,206,411,77,208,57,74,33,119,152,164,50,32,62,131,700,.457,.501,.370,.519,.770,.537
2212,E'Twaun Moore\mooreet01,2017-18,28,NOP,NBA,12.1,82,80,2586,423,832,295,531,128,301,48,68,57,181,238,187,79,12,102,182,1022,.508,.556,.425,.585,.706,.593
2213,Markieff Morris\morrima02,2011-12,22,PHO,NBA,12.1,63,7,1227,174,436,131,312,43,124,76,106,69,210,279,65,41,42,70,179,467,.399,.420,.347,.448,.717,.484
2214,Anthony Morrow\morroan01,2010-11,25,NJN,NBA,12.1,58,47,1856,279,620,169,360,110,260,96,107,37,135,172,68,19,7,54,135,764,.450,.469,.423,.539,.897,.573
2215,Jameer Nelson\nelsoja01,2014-15,32,TOT,NBA,12.1,63,29,1407,205,504,116,246,89,258,24,36,33,113,146,253,47,6,109,136,523,.407,.472,.345,.495,.667,.503
2216,Robert Sacre\sacrero01,2013-14,24,LAL,NBA,12.1,65,13,1089,143,300,143,300,0,0,64,94,82,172,254,51,24,47,44,134,350,.477,.477,,.477,.681,.513
2217,Evan Turner\turneev01,2012-13,24,PHI,NBA,12.1,82,82,2892,441,1053,383,894,58,159,154,208,56,461,517,354,71,17,187,197,1094,.419,.428,.365,.446,.740,.478
2218,Denzel Valentine\valende01,2017-18,24,CHI,NBA,12.1,77,37,2095,301,721,158,351,143,370,38,51,48,345,393,244,65,11,99,185,783,.417,.450,.386,.517,.745,.527
2219,Julian Wright\wrighju01,2010-11,23,TOR,NBA,12.1,52,6,766,82,160,80,150,2,10,22,43,47,71,118,58,39,20,43,45,188,.513,.533,.200,.519,.512,.525
2220,Furkan Aldemir\aldemfu01,2014-15,23,PHI,NBA,12.0,41,9,540,40,78,40,73,0,5,13,27,78,98,176,28,17,16,17,96,93,.513,.548,.000,.513,.481,.517
2221,Al-Farouq Aminu\aminual01,2017-18,27,POR,NBA,12.0,69,67,2072,230,582,105,243,125,339,59,80,97,428,525,84,79,40,79,136,644,.395,.432,.369,.503,.738,.522
2222,Matt Barnes\barnema02,2013-14,33,LAC,NBA,12.0,63,40,1735,231,527,134,244,97,283,66,90,60,232,292,125,56,28,85,185,625,.438,.549,.343,.530,.733,.552
2223,Jerryd Bayless\bayleje01,2013-14,25,TOT,NBA,12.0,72,19,1686,248,617,172,405,76,212,94,118,22,123,145,194,60,9,82,161,666,.402,.425,.358,.464,.797,.498
2224,Reggie Bullock\bullore01,2015-16,24,DET,NBA,12.0,37,0,429,43,98,21,45,22,53,14,15,14,54,68,27,10,2,8,29,122,.439,.467,.415,.551,.933,.583
2225,Jamal Crawford\crawfja01,2016-17,36,LAC,NBA,12.0,82,1,2157,359,870,243,548,116,322,174,203,17,112,129,214,61,14,134,115,1008,.413,.443,.360,.479,.857,.525
2226,Landry Fields\fieldla01,2011-12,23,NYK,NBA,12.0,66,62,1894,236,513,205,392,31,121,77,137,59,219,278,169,79,17,102,99,580,.460,.523,.256,.490,.562,.506
2227,Jimmer Fredette\fredeji01,2015-16,26,TOT,NBA,12.0,6,0,18,2,5,1,3,1,2,4,5,0,0,0,1,1,0,2,2,9,.400,.333,.500,.500,.800,.625
2228,Joe Johnson\johnsjo02,2015-16,34,TOT,NBA,12.0,81,81,2703,377,859,257,546,120,313,118,142,49,243,292,318,61,4,159,146,992,.439,.471,.383,.509,.831,.538
2229,Tyler Johnson\johnsty01,2014-15,22,MIA,NBA,12.0,32,2,603,70,167,52,119,18,48,32,47,14,67,81,42,33,9,30,42,190,.419,.437,.375,.473,.681,.506
