rank,team,name,salary,year
1,,"
Kobe Bryant
Small Forward
","$25,000,000  ",2015
2,,"
LeBron James
Small Forward
","$22,970,500  ",2015
3,,"
Carmelo Anthony
Small Forward
","$22,875,000  ",2015
4,,"
Dwight Howard
Center
","$22,359,364  ",2015
5,,"
Chris Bosh
Power Forward
","$22,192,730  ",2015
6,,"
Chris Paul
Point Guard
","$21,468,696  ",2015
7,,"
Kevin Durant
Small Forward
","$20,158,622  ",2015
8,,"
Derrick Rose
Point Guard
","$20,093,064  ",2015
9,,"
Dwyane Wade
Shooting Guard
","$20,000,000  ",2015
10,,"
Kevin Love
Center
","$19,689,000  ",2015
,,"
DeAndre Jordan
Center
","$19,689,000  ",2015
,,"
Brook Lopez
Center
","$19,689,000  ",2015
,,"
Marc Gasol
Center
","$19,689,000  ",2015
,,"
LaMarcus Aldridge
Power Forward
","$19,689,000  ",2015
15,,"
Blake Griffin
Power Forward
","$18,907,725  ",2015
16,,"
Paul Millsap
Power Forward
","$18,671,659  ",2015
17,,"
Paul George
Small Forward
","$17,120,106  ",2015
18,,"
Russell Westbrook
Point Guard
","$16,744,218  ",2015
19,,"
Kyrie Irving
Point Guard
","$16,407,500  ",2015
,,"
Greg Monroe
Center
","$16,407,500  ",2015
,,"
Wesley Matthews
Shooting Guard
","$16,407,500  ",2015
,,"
Enes Kanter
Center
","$16,407,500  ",2015
,,"
Jimmy Butler
Shooting Guard
","$16,407,500  ",2015
,,"
Kawhi Leonard
Small Forward
","$16,407,500  ",2015
25,,"
Tobias Harris
Small Forward
","$16,000,000  ",2015
26,,"
John Wall
Point Guard
","$15,851,950  ",2015
,,"
DeMarcus Cousins
Center
","$15,851,950  ",2015
28,,"
James Harden
Shooting Guard
","$15,756,438  ",2015
29,,"
Roy Hibbert
Center
","$15,592,216  ",2015
30,,"
Eric Gordon
Shooting Guard
","$15,514,031  ",2015
31,,"
Klay Thompson
Shooting Guard
","$15,501,000  ",2015
32,,"
Gordon Hayward
Small Forward
","$15,409,570  ",2015
33,,"
Chandler Parsons
Small Forward
","$15,361,500  ",2015
34,,"
Goran Dragic
Point Guard
","$14,783,000  ",2015
35,,"
Khris Middleton
Small Forward
","$14,700,000  ",2015
36,,"
Tristan Thompson
Center
","$14,260,870  ",2015
,,"
Draymond Green
Power Forward
","$14,260,870  ",2015
38,,"
Danilo Gallinari
Small Forward
","$14,000,000  ",2015
39,,"
Reggie Jackson
Point Guard
","$13,913,043  ",2015
40,,"
Andrew Bogut
Center
","$13,800,000  ",2015
41,,"
DeMarre Carroll
Small Forward
","$13,600,000  ",2015
42,,"
Eric Bledsoe
Point Guard
","$13,500,000  ",2015
,,"
Brandon Knight
Point Guard
","$13,500,000  ",2015
,,"
Al Jefferson
Center
","$13,500,000  ",2015
45,,"
Tony Parker
Point Guard
","$13,437,500  ",2015
46,,"
Joakim Noah
Center
","$13,400,000  ",2015
47,,"
Nicolas Batum
Shooting Guard
","$13,125,307  ",2015
48,,"
Nene Hilario
Center
","$13,000,000  ",2015
,,"
Tyson Chandler
Center
","$13,000,000  ",2015
50,,"
Ricky Rubio
Point Guard
","$12,700,000  ",2015
51,,"
Robin Lopez
Center
","$12,650,000  ",2015
52,,"
Rudy Gay
Small Forward
","$12,403,101  ",2015
53,,"
Serge Ibaka
Power Forward
","$12,250,000  ",2015
54,,"
Nikola Pekovic
Center
","$12,100,000  ",2015
55,,"
Kyle Lowry
Point Guard
","$12,000,000  ",2015
,,"
Derrick Favors
Power Forward
","$12,000,000  ",2015
,,"
Al Horford
Center
","$12,000,000  ",2015
,,"
Amir Johnson
Power Forward
","$12,000,000  ",2015
,,"
Kemba Walker
Point Guard
","$12,000,000  ",2015
60,,"
Andre Iguodala
Small Forward
","$11,710,456  ",2015
61,,"
Stephen Curry
Point Guard
","$11,370,786  ",2015
62,,"
Nikola Vucevic
Center
","$11,250,000  ",2015
63,,"
Kenneth Faried
Power Forward
","$11,235,955  ",2015
