,index,Player,state
2622,University of Michigan,Caris LeVert,MI
2623,University of Minnesota,Don Carlson,MN
2624,University of Minnesota,Bud Grant,MN
2625,University of Minnesota,Kleggie Hermsen,MN
2626,University of Minnesota,Tony Jaros,MN
2627,University of Minnesota,Whitey Skoog,MN
2628,University of Minnesota,Ed Kalafat,MN
2629,University of Minnesota,Dick Garmaker,MN
2630,University of Minnesota,Chuck Mencel,MN
2631,University of Minnesota,Doug Bolstorff,MN
2632,University of Minnesota,Ron Johnson,MN
2633,University of Minnesota,Archie Clark,MN
2634,University of Minnesota,Lou Hudson,MN
2635,University of Minnesota,Larry Mikan,MN
2636,University of Minnesota,Ron Behagen,MN
2637,University of Minnesota,Jim Brewer,MN
2638,University of Minnesota,Don Smith,MN
2639,University of Minnesota,Mark Olberding,MN
2640,University of Minnesota,Ray Williams,MN
2641,University of Minnesota,Mychal Thompson,MN
2642,University of Minnesota,Kevin McHale*,MN
2643,University of Minnesota,Trent Tucker,MN
2644,University of Minnesota,Randy Breuer,MN
2645,University of Minnesota,Jim Petersen,MN
2646,University of Minnesota,John Shasky,MN
2647,University of Minnesota,Willie Burton,MN
2648,University of Minnesota,Richard Coffey,MN
2649,University of Minnesota,Kevin Lynch,MN
2650,University of Minnesota,Doug Smith,MN
2651,University of Minnesota,Walter Bond,MN
2652,University of Minnesota,Melvin Newbern,MN
2653,University of Minnesota,Bob Martin,MN
2654,University of Minnesota,Voshon Lenard,MN
2655,University of Minnesota,Bobby Jackson,MN
2656,University of Minnesota,Sam Jacobson,MN
2657,University of Minnesota,Trevor Winter,MN
2658,University of Minnesota,Quincy Lewis,MN
2659,University of Minnesota,Joel Przybilla,MN
2660,University of Minnesota,Kris Humphries,MN
2661,University of Minnesota,Donta Smith,MN
2662,University of Minnesota,Kevin Burleson,MN
2663,University of Minnesota,Mychel Thompson,MN
2664,University of Minnesota Duluth,Jay Guidinger,
2665,University of Mississippi,Johnny Neumann,MS
2666,University of Mississippi,John Stroud,MS
2667,University of Mississippi,Elston Turner,MS
2668,University of Mississippi,Carlos Clark,MS
2669,University of Mississippi,Gerald Glass,MS
2670,University of Mississippi,Patrick Eddie,MS
2671,University of Mississippi,Ansu Sesay,MS
2672,University of Mississippi,Justin Reed,MS
2673,University of Missouri,Jerry Fowler,
2674,University of Missouri,Med Park,
2675,University of Missouri,Norm Stewart,
2676,University of Missouri,John Brown,
2677,University of Missouri,Al Eberhard,
2678,University of Missouri,Scott Sims,
2679,University of Missouri,Kim Anderson,
2680,University of Missouri,Larry Drew,
2681,University of Missouri,Steve Stipanovich,
2682,University of Missouri,Jon Sundvold,
2683,University of Missouri,Derrick Chievous,
2684,University of Missouri,Byron Irvin,
2685,University of Missouri,Gary Leonard,
2686,University of Missouri,Anthony Peeler,
2687,University of Missouri,Melvin Booker,
2688,University of Missouri,Derek Grimm,
2689,University of Missouri,Keyon Dooling,
2690,University of Missouri,Kareem Rush,
2691,University of Missouri,Linas Kleiza,
2692,University of Missouri,Thomas Gardner,
2693,University of Missouri,DeMarre Carroll,
2694,University of Missouri,Kim English,
2695,University of Missouri,Phil Pressey,
2696,University of Missouri,Jabari Brown,
2697,University of Missouri,Jordan Clarkson,
2698,University of Missouri,Jaylen Brown,
2699,University of Missouri-Kansas City,Tony Dumas,
2700,University of Montana,Larry Krystkowiak,
2701,University of Montana,John Stroeder,
2702,University of Montana,Will Cherry,
2703,University of Montevallo,Nate Driggers,AL
2704,University of Nebraska,Stu Lantz,
2705,University of Nebraska,Dave Hoppen,
2706,University of Nebraska,Eric Johnson,
2707,University of Nebraska,Henry Turner,
2708,University of Nebraska,Rich King,
2709,University of Nebraska,Ervin Johnson,
2710,University of Nebraska,Eric Piatkowski,
2711,University of Nebraska,Erick Strickland,
2712,University of Nebraska,Tony Farmer,
2713,University of Nebraska,Tyronn Lue,
2714,University of Nebraska,Mikki Moore,
2715,University of Nebraska at Kearney,Tom Kropp,NE
2716,University of Nebraska at Kearney,Bart Kofoed,NE
2717,"University of Nevada, Las Vegas",John Trapp,
2718,"University of Nevada, Las Vegas",Odis Allison,
2719,"University of Nevada, Las Vegas",Ricky Sobers,
2720,"University of Nevada, Las Vegas",Glen Gondrezick,
2721,"University of Nevada, Las Vegas",Larry Moffett,
2722,"University of Nevada, Las Vegas",Eddie Owens,
2723,"University of Nevada, Las Vegas",Robert Smith,
2724,"University of Nevada, Las Vegas",Jackie Robinson,
2725,"University of Nevada, Las Vegas",Reggie Theus,
2726,"University of Nevada, Las Vegas",Earl Evans,
2727,"University of Nevada, Las Vegas",Brett Vroman,
2728,"University of Nevada, Las Vegas",Anthony Jones,
2729,"University of Nevada, Las Vegas",Armen Gilliam,
2730,"University of Nevada, Las Vegas",Mark Wade,
2731,"University of Nevada, Las Vegas",Gerald Paddio,
2732,"University of Nevada, Las Vegas",Greg Anthony,
2733,"University of Nevada, Las Vegas",Stacey Augmon,
2734,"University of Nevada, Las Vegas",Elmore Spencer,
2735,"University of Nevada, Las Vegas",Isaiah Rider,
2736,"University of Nevada, Las Vegas",James Robinson,
2737,"University of Nevada, Las Vegas",Dexter Boney,
2738,"University of Nevada, Las Vegas",Evric Gray,
2739,"University of Nevada, Las Vegas",Keon Clark,
2740,"University of Nevada, Las Vegas",Tyrone Nesby,
2741,"University of Nevada, Las Vegas",Shawn Marion,
2742,"University of Nevada, Las Vegas",Jamal Robinson,
2743,"University of Nevada, Las Vegas",Marcus Banks,
2744,"University of Nevada, Las Vegas",Lou Amundson,
2745,"University of Nevada, Las Vegas",Joel Anthony,
2746,"University of Nevada, Las Vegas",Anthony Bennett,
2747,"University of Nevada, Las Vegas",Rashad Vaughn,
2748,"University of Nevada, Las Vegas",Christian Wood,
2749,"University of Nevada, Las Vegas",Patrick McCaw,
2750,"University of Nevada, Las Vegas",Stephen Zimmerman,
2751,"University of Nevada, Reno",Johnny High,
2752,"University of Nevada, Reno",Edgar Jones,
2753,"University of Nevada, Reno",David Wood,
2754,"University of Nevada, Reno",Eddie Jones,
2755,"University of Nevada, Reno",Kirk Snyder,
2756,"University of Nevada, Reno",Kevinn Pinkney,
2757,"University of Nevada, Reno",Nick Fazekas,
2758,"University of Nevada, Reno",Ramon Sessions,
2759,"University of Nevada, Reno",JaVale McGee,
2760,"University of Nevada, Reno",Luke Babbitt,
2761,University of New Mexico,Greg Howard,NM
2762,University of New Mexico,Mel Daniels*,NM
2763,University of New Mexico,Michael Cooper,NM
2764,University of New Mexico,Jerome Henderson,NM
2765,University of New Mexico,Luc Longley,NM
2766,University of New Mexico,Kenny Thomas,NM
2767,University of New Mexico,Danny Granger,NM
2768,University of New Mexico,Darington Hobson,NM
2769,University of New Mexico,Tony Snell,NM
2770,University of New Mexico,Cameron Bairstow,NM
2771,University of New Mexico,Drew Gordon,NM
2772,University of New Mexico,Alex Kirk,NM
2773,University of New Orleans,Wilbur Holland,LA
2774,University of New Orleans,Wayne Cooper,LA
2775,University of New Orleans,Ledell Eackles,LA
2776,University of New Orleans,Ron Grandison,LA
2777,University of New Orleans,Tony Harris,LA
2778,University of New Orleans,Michael McDonald,LA
2779,University of New Orleans,Tobias Harris,LA
2780,University of North Carolina,Hook Dillon,
2781,University of North Carolina,Bones McKinney,
2782,University of North Carolina,Lennie Rosenbluth,
2783,University of North Carolina,Pete Brennan,
2784,University of North Carolina,Tommy Kearns,
2785,University of North Carolina,York Larese,
2786,University of North Carolina,Lee Shaffer,
2787,University of North Carolina,Billy Cunningham*,
2788,University of North Carolina,Bobby Lewis,
2789,University of North Carolina,Charlie Scott,
2790,University of North Carolina,Bob McAdoo*,
2791,University of North Carolina,Bill Chamberlain,
2792,University of North Carolina,Darrell Elston,
2793,University of North Carolina,Bobby Jones,
2794,University of North Carolina,George Karl,
2795,University of North Carolina,Mitch Kupchak,
2796,University of North Carolina,John Kuester,
2797,University of North Carolina,Tom LaGarde,
2798,University of North Carolina,Geoff Crompton,
2799,University of North Carolina,Phil Ford,
2800,University of North Carolina,Dudley Bradley,
2801,University of North Carolina,Mike O'Koren,
2802,University of North Carolina,Al Wood,
2803,University of North Carolina,Rich Yonakor,
2804,University of North Carolina,James Worthy*,
2805,University of North Carolina,Michael Jordan*,
2806,University of North Carolina,Sam Perkins,
2807,University of North Carolina,Brad Daugherty,
2808,University of North Carolina,Keith Smith,
2809,University of North Carolina,Kenny Smith,
2810,University of North Carolina,Joe Wolf,
2811,University of North Carolina,Dave Popson,
2812,University of North Carolina,Steve Bucknall,
2813,University of North Carolina,Jeff Lebo,
2814,University of North Carolina,Scott Williams,
2815,University of North Carolina,Pete Chilcutt,
2816,University of North Carolina,Rick Fox,
2817,University of North Carolina,Hubert Davis,
2818,University of North Carolina,George Lynch,
2819,University of North Carolina,Matt Wenstrom,
2820,University of North Carolina,Eric Montross,
2821,University of North Carolina,Derrick Phelps,
2822,University of North Carolina,Jerry Stackhouse,
2823,University of North Carolina,Rasheed Wallace,
2824,University of North Carolina,Jeff McInnis,
2825,University of North Carolina,Kevin Salvadori,
2826,University of North Carolina,Vince Carter,
2827,University of North Carolina,Antawn Jamison,
2828,University of North Carolina,Makhtar N'Diaye,
2829,University of North Carolina,Shammond Williams,
2830,University of North Carolina,Mamadou N'Diaye,
2831,University of North Carolina,Joseph Forte,
2832,University of North Carolina,Brendan Haywood,
2833,University of North Carolina,Raymond Felton,
2834,University of North Carolina,Sean May,
2835,University of North Carolina,Rashad McCants,
2836,University of North Carolina,David Noel,
2837,University of North Carolina,Shawne Williams,
2838,University of North Carolina,Shelden Williams,
2839,University of North Carolina,Wayne Ellington,
2840,University of North Carolina,Tyler Hansbrough,
2841,University of North Carolina,Ty Lawson,
2842,University of North Carolina,Ed Davis,
2843,University of North Carolina,John Henson,
2844,University of North Carolina,Kendall Marshall,
2845,University of North Carolina,Tyler Zeller,
2846,University of North Carolina,Reggie Bullock,
2847,University of North Carolina at Charlotte,Cedric Maxwell,NC
2848,University of North Carolina at Charlotte,Chad Kinch,NC
2849,University of North Carolina at Charlotte,Byron Dinkins,NC
2850,University of North Carolina at Charlotte,Cedric Ball,NC
2851,University of North Carolina at Charlotte,Sean Colson,NC
2852,University of North Carolina at Charlotte,Eddie Basden,NC
2853,University of North Carolina at Wilmington,Brian Rowsom,NC
2854,University of North Carolina at Wilmington,Matt Fish,NC
2855,University of North Dakota,Phil Jackson*,ND
2856,University of North Dakota,Jerome Beasley,ND
2857,University of North Texas,Lee Winfield,TX
2858,University of North Texas,Jordan Hamilton,TX
2859,University of Northern Colorado,Mike Higgins,CO
2860,University of Notre Dame,Leo Barnhorst,IN
2861,University of Notre Dame,Fran Curran,IN
2862,University of Notre Dame,Paul Gordon,IN
2863,University of Notre Dame,Billy Hassett,IN
2864,University of Notre Dame,Leo Klier,IN
2865,University of Notre Dame,Richie Niemiera,IN
2866,University of Notre Dame,Chips Sobek,IN
2867,University of Notre Dame,Kevin O'Shea,IN
2868,University of Notre Dame,Dick Rosenthal,IN
2869,University of Notre Dame,Jack Stephens,IN
2870,University of Notre Dame,Tom Hawkins,IN
2871,University of Notre Dame,Ron Reed,IN
2872,University of Notre Dame,Jay Miller,IN
2873,University of Notre Dame,Bob Arnzen,IN
2874,University of Notre Dame,Austin Carr,IN
2875,University of Notre Dame,Sid Catlett,IN
2876,University of Notre Dame,Gary Brokaw,IN
2877,University of Notre Dame,John Shumate,IN
2878,University of Notre Dame,Adrian Dantley*,IN
2879,University of Notre Dame,Toby Knight,IN
2880,University of Notre Dame,Duck Williams,IN
2881,University of Notre Dame,Bill Hanzlik,IN
2882,University of Notre Dame,Bill Laimbeer,IN
2883,University of Notre Dame,Tracy Jackson,IN
2884,University of Notre Dame,Kelly Tripucka,IN
2885,University of Notre Dame,Orlando Woolridge,IN
2886,University of Notre Dame,Dave Batton,IN
2887,University of Notre Dame,Bruce Flowers,IN
2888,University of Notre Dame,John Paxson,IN
2889,University of Notre Dame,Tom Sluby,IN
2890,University of Notre Dame,Tim Kempton,IN
2891,University of Notre Dame,David Rivers,IN
2892,University of Notre Dame,Donald Royal,IN
2893,University of Notre Dame,Gary Voce,IN
2894,University of Notre Dame,LaPhonso Ellis,IN
2895,University of Notre Dame,Keith Tower,IN
2896,University of Notre Dame,Elmer Bennett,IN
2897,University of Notre Dame,Monty Williams,IN
2898,University of Notre Dame,Pat Garrity,IN
2899,University of Notre Dame,Troy Murphy,IN
2900,University of Notre Dame,Ryan Humphrey,IN
2901,University of Notre Dame,Matt Carroll,IN
2902,University of Notre Dame,Mo Williams,IN
2903,University of Notre Dame,Chris Quinn,IN
2904,University of Notre Dame,Rob Kurz,IN
2905,University of Notre Dame,Luke Harangody,IN
2906,University of Notre Dame,Ben Hansbrough,IN
2907,University of Notre Dame,Luke Zeller,IN
2908,University of Notre Dame,Jack Cooley,IN
2909,University of Notre Dame,Pat Connaughton,IN
2910,University of Notre Dame,Demetrius Jackson,IN
2911,University of Oklahoma,Gar Heard,OK
2912,University of Oklahoma,Clifford Ray,OK
2913,University of Oklahoma,Vester Marshall,OK
2914,University of Oklahoma,Alvan Adams,OK
2915,University of Oklahoma,John McCullough,OK
2916,University of Oklahoma,Wayman Tisdale,OK
2917,University of Oklahoma,Anthony Bowie,OK
2918,University of Oklahoma,Harvey Grant,OK
2919,University of Oklahoma,Mookie Blaylock,OK
2920,University of Oklahoma,Stacey King,OK
2921,University of Oklahoma,Brent Price,OK
2922,University of Oklahoma,Ricky Grace,OK
2923,University of Oklahoma,Skeeter Henry,OK
2924,University of Oklahoma,Jeff Webster,OK
2925,University of Oklahoma,Eduardo Najera,OK
2926,University of Oklahoma,Taylor Griffin,OK
2927,University of Oklahoma,Blake Griffin,OK
2928,University of Oklahoma,Willie Warren,OK
2929,University of Oklahoma,Buddy Hield,OK
2930,University of Oregon,Bob Peterson,OR
2931,University of Oregon,Jim Loscutoff,OR
2932,University of Oregon,Nick Jones,OR
2933,University of Oregon,Stan Love,OR
2934,University of Oregon,Al Carlson,OR
2935,University of Oregon,Steve Jones,OR
2936,University of Oregon,Ron Lee,OR
2937,University of Oregon,Greg Ballard,OR
2938,University of Oregon,Rock Lee,OR
2939,University of Oregon,John Greig,OR
2940,University of Oregon,Blair Rasmussen,OR
2941,University of Oregon,Anthony Taylor,OR
2942,University of Oregon,Terrell Brandon,OR
2943,University of Oregon,Fred Jones,OR
2944,University of Oregon,Luke Ridnour,OR
2945,University of Oregon,Alex Scales,OR
2946,University of Oregon,Aaron Brooks,OR
2947,University of Oregon,Malik Hairston,OR
2948,University of Oregon,Ivan Johnson,OR
2949,University of Oregon,Joe Young,OR
2950,University of Pennsylvania,Chink Crossin,PA
2951,University of Pennsylvania,Jack McCloskey,PA
2952,University of Pennsylvania,Ernie Beck,PA
2953,University of Pennsylvania,Dave Wohl,PA
2954,University of Pennsylvania,Corky Calhoun,PA
2955,University of Pennsylvania,Phil Hankinson,PA
2956,University of Pennsylvania,Bob Bigelow,PA
2957,University of Pennsylvania,Tony Price,PA
2958,University of Pennsylvania,Jerome Allen,PA
2959,University of Pennsylvania,Matt Maloney,PA
2960,University of Pennsylvania,Ira Bowman,PA
2961,University of Pittsburgh,Mel Bennett,PA
2962,University of Pittsburgh,Billy Knight,PA
2963,University of Pittsburgh,Keith Starr,PA
2964,University of Pittsburgh,Jerome Lane,PA
2965,University of Pittsburgh,Charles Smith,PA
2966,University of Pittsburgh,Chris Smith,PA
2967,University of Pittsburgh,Darren Morningstar,PA
2968,University of Pittsburgh,Eric Mobley,PA
2969,University of Pittsburgh,Thomas Hamilton,PA
2970,University of Pittsburgh,Vonteego Cummings,PA
2971,University of Pittsburgh,Mark Blount,PA
2972,University of Pittsburgh,Chris Taft,PA
2973,University of Pittsburgh,Aaron Gray,PA
2974,University of Pittsburgh,DeJuan Blair,PA
2975,University of Pittsburgh,Sam Young,PA
2976,University of Pittsburgh,Steven Adams,PA
2977,University of Pittsburgh,Lamar Patterson,PA
2978,University of Portland,Andy Johnson,OR
2979,University of Portland,Ray Scott,OR
2980,University of Portland,Darwin Cook,OR
2981,University of Portland,Bill Garnett,OR
2982,University of Portland,Jose Slaughter,OR
2983,University of Portland,Anthony Johnson,OR
2984,University of Portland,Daequan Cook,OR
2985,University of Portland,Eugene Jeter,OR
2986,University of Puget Sound,Charlie Lowery,WA
2987,University of Rhode Island,Johnny Ezersky,RI
2988,University of Rhode Island,Claude English,RI
2989,University of Rhode Island,Sly Williams,RI
2990,University of Rhode Island,Tom Garrick,RI
2991,University of Rhode Island,Cuttino Mobley,RI
2992,University of Rhode Island,Tyson Wheeler,RI
2993,University of Rhode Island,Lamar Odom,RI
2994,University of Richmond,John Schweitz,VA
2995,University of Richmond,Johnny Newman,VA
2996,University of Richmond,Justin Harper,VA
2997,University of Rochester,Dave Deutsch,NY
2998,University of San Diego,Stan Washington,CA
2999,University of San Francisco,Fred Scolari,CA
3000,University of San Francisco,Don Lofgran,CA
3001,University of San Francisco,Joe McNamee,CA
3002,University of San Francisco,Bill Russell*,CA
3003,University of San Francisco,Mike Farmer,CA
3004,University of San Francisco,Fred LaCour,CA
3005,University of San Francisco,Joe Ellis,CA
3006,University of San Francisco,Erwin Mueller,CA
3007,University of San Francisco,Pete Cross,CA
3008,University of San Francisco,Kevin Restani,CA
3009,University of San Francisco,Phil Smith,CA
3010,University of San Francisco,Eric Fernsten,CA
3011,University of San Francisco,Winford Boynes,CA
3012,University of San Francisco,James Hardy,CA
3013,University of San Francisco,Marlon Redmond,CA
3014,University of San Francisco,Bill Cartwright,CA
3015,University of San Francisco,Billy Reid,CA
3016,University of San Francisco,Chubby Cox,CA
3017,University of San Francisco,Quintin Dailey,CA
3018,University of San Francisco,Wallace Bryant,CA
3019,University of San Francisco,David Lee,CA
3020,University of South Alabama,Ed Rains,AL
3021,University of South Alabama,Rory White,AL
3022,University of South Alabama,Terry Catledge,AL
3023,University of South Alabama,Dexter Shouse,AL
3024,University of South Alabama,Rodney White,AL
3025,University of South Alabama,Royce White,AL
3026,University of South Carolina,Jim Slaughter,SC
3027,University of South Carolina,Jim Fox,SC
3028,University of South Carolina,Gary Gregor,SC
3029,University of South Carolina,Skip Harlicka,SC
3030,University of South Carolina,Tom Riker,SC
3031,University of South Carolina,Brian Winters,SC
3032,University of South Carolina,Tom Boswell,SC
3033,University of South Carolina,John Roche,SC
3034,University of South Carolina,Mike Dunleavy,SC
3035,University of South Carolina,Alex English*,SC
3036,University of South Carolina,Tom Owens,SC
3037,University of South Carolina,Cedrick Hordges,SC
3038,University of South Carolina,Mike Brittain,SC
3039,University of South Carolina,Terry Dozier,SC
3040,University of South Carolina,Jamie Watson,SC
3041,University of South Carolina,Ryan Stack,SC
3042,University of South Carolina,Renaldo Balkman,SC
3043,University of South Carolina,Tarence Kinsey,SC
3044,University of South Carolina,Jason Thompson,SC
3045,University of South Carolina Upstate,Mike Gibson,SC
3046,University of South Florida,Curtis Kitchen,FL
3047,University of South Florida,Jim Grandholm,FL
3048,University of South Florida,Gary Alexander,FL
3049,University of South Florida,Chucky Atkins,FL
3050,University of South Florida,Solomon Jones,FL
3051,University of Southern California,Alex Hannum*,CA
3052,University of Southern California,Jim Seminoff,CA
3053,University of Southern California,Bill Sharman*,CA
3054,University of Southern California,John Rudometkin,CA
3055,University of Southern California,John Block,CA
3056,University of Southern California,Bill Hewitt,CA
3057,University of Southern California,Mo Layton,CA
3058,University of Southern California,Jim Marsh,CA
3059,University of Southern California,Ron Riley,CA
3060,University of Southern California,Paul Westphal,CA
3061,University of Southern California,John Lambert,CA
3062,University of Southern California,Gus Williams,CA
3063,University of Southern California,Mack Calvin,CA
3064,University of Southern California,Cliff Robinson,CA
3065,University of Southern California,Dwight Anderson,CA
3066,University of Southern California,Guy Williams,CA
3067,University of Southern California,Clifford Robinson,CA
3068,University of Southern California,Chris Munk,CA
3069,University of Southern California,Robert Pack,CA
3070,University of Southern California,Duane Cooper,CA
3071,University of Southern California,Harold Miner,CA
3072,University of Southern California,Rodrick Rhodes,CA
3073,University of Southern California,Brian Scalabrine,CA
3074,University of Southern California,Jeff Trepagnier,CA
3075,University of Southern California,Desmon Farmer,CA
3076,University of Southern California,Gabe Pruitt,CA
3077,University of Southern California,Nick Young,CA
3078,University of Southern California,DeMar DeRozan,CA
3079,University of Southern California,Taj Gibson,CA
3080,University of Southern California,Nikola Vucevic,CA
3081,University of Southern California,Dewayne Dedmon,CA
3082,University of Southern California,Alex Stepheson,CA
3083,University of Southern Colorado,Joe Smith,
3084,University of Southern Colorado,Josh Smith,
3085,University of Southern Mississippi,Randolph Keys,MS
3086,University of Southern Mississippi,Joe Courtney,MS
3087,University of Southern Mississippi,Clarence Weatherspoon,MS
3088,University of Southern Mississippi,Kelly McCarty,MS
3089,University of Tampa,Nate Johnston,FL
3090,University of Tennessee,Marshall Hawkins,TN
3091,University of Tennessee,Dick Mehen,TN
3092,University of Tennessee,Paul Walther,TN
3093,University of Tennessee,Art Burris,TN
3094,University of Tennessee,Bob Hogsett,TN
3095,University of Tennessee,Tom Boerwinkle,TN
3096,University of Tennessee,Len Kosmalski,TN
3097,University of Tennessee,Ernie Grunfeld,TN
3098,University of Tennessee,Bernard King*,TN
3099,University of Tennessee,Terry Crosby,TN
3100,University of Tennessee,Reggie Johnson,TN
3101,University of Tennessee,Howard Wood,TN
3102,University of Tennessee,Dale Ellis,TN
3103,University of Tennessee,Tony White,TN
3104,University of Tennessee,Dyron Nix,TN
3105,University of Tennessee,Doug Roth,TN
3106,University of Tennessee,Ian Lockhart,TN
3107,University of Tennessee,Allan Houston,TN
3108,University of Tennessee,Steve Hamer,TN
3109,University of Tennessee,Marcus Haislip,TN
3110,University of Tennessee,Vincent Yarbrough,TN
3111,University of Tennessee,Scotty Hopson,TN
3112,University of Tennessee,Jarnell Stokes,TN
3113,University of Tennessee,Jordan McRae,TN
3114,University of Tennessee,Josh Richardson,TN
3115,University of Tennessee at Chattanooga,Russ Schoene,TN
3116,University of Tennessee at Chattanooga,Willie White,TN
3117,University of Tennessee at Chattanooga,Gerald Wilkins,TN
3118,University of Tennessee at Chattanooga,Johnny Taylor,TN
3119,University of Tennessee at Martin,Lester Hudson,
3120,University of Texas at Austin,John Hargis,TX
3121,University of Texas at Austin,Slater Martin*,TX
3122,University of Texas at Austin,Danny Wagner,TX
3123,University of Texas at Austin,Jay Arnette,TX
3124,University of Texas at Austin,Johnny Moore,TX
3125,University of Texas at Austin,LaSalle Thompson,TX
3126,University of Texas at Austin,Lance Blanks,TX
3127,University of Texas at Austin,Travis Mays,TX
3128,University of Texas at Austin,Dexter Cambridge,TX
3129,University of Texas at Austin,Alvin Heggs,TX
3130,University of Texas at Austin,Terrence Rencher,TX
3131,University of Texas at Austin,Chris Mihm,TX
3132,University of Texas at Austin,Maurice Evans,TX
3133,University of Texas at Austin,Chris Owens,TX
3134,University of Texas at Austin,Dajuan Wagner,TX
3135,University of Texas at Austin,Royal Ivey,TX
3136,University of Texas at Austin,LaMarcus Aldridge,TX
3137,University of Texas at Austin,Daniel Gibson,TX
3138,University of Texas at Austin,Kevin Durant,TX
3139,University of Texas at Austin,Avery Bradley,TX
3140,University of Texas at Austin,Damion James,TX
3141,University of Texas at Austin,Dexter Pittman,TX
3142,University of Texas at Austin,Cory Joseph,TX
3143,University of Texas at Austin,Trey Thompkins,TX
3144,University of Texas at Austin,Tristan Thompson,TX
3145,University of Texas at Austin,Myles Turner,TX
3146,University of Texas at Austin,Isaiah Taylor,TX
3147,University of Texas at El Paso,Jim Barnes,TX
3148,University of Texas at El Paso,Jim Barnett,TX
3149,University of Texas at El Paso,Dave Lattin,TX
3150,University of Texas at El Paso,Tiny Archibald*,TX
3151,University of Texas at El Paso,Dick Gibbs,TX
3152,University of Texas at El Paso,Scott English,TX
3153,University of Texas at El Paso,Gus Bailey,TX
3154,University of Texas at El Paso,Dave Feitl,TX
3155,University of Texas at El Paso,Tim Hardaway,TX
3156,University of Texas at El Paso,Greg Foster,TX
3157,University of Texas at El Paso,Marlon Maxey,TX
3158,University of Texas at El Paso,Antonio Davis,TX
3159,University of Texas at El Paso,Derrick Caracter,TX
3160,University of Texas at El Paso,Julyan Stone,TX
3161,University of Texas at El Paso,Anthony Davis,TX
3162,University of Texas at San Antonio,Derrick Gervin,
3163,University of Texas-Pan American,Howie Montgomery,
3164,University of Texas-Pan American,Luke Jackson,
3165,University of Texas-Pan American,Otto Moore,
3166,University of Texas-Pan American,Fred Taylor,
3167,University of Texas-Pan American,Marshall Rogers,
3168,University of Texas-Pan American,Ken Green,
3169,University of Texas-Pan American,Kenny Green,
3170,University of Toledo,Paul Seymour,OH
3171,University of Toledo,Cal Christensen,OH
3172,University of Toledo,Phil Martin,OH
3173,University of Toledo,Jim Ray,OH
3174,University of Toledo,Larry Jones,OH
3175,University of Toledo,George Patterson,OH
3176,University of Toledo,Steve Mix,OH
3177,University of Toledo,John Brisker,OH
3178,University of Toledo,Tom Kozelko,OH
3179,University of Toledo,Dick Miller,OH
3180,University of Toledo,Casey Shaw,OH
3181,University of Tulsa,Jim King,OK
3182,University of Tulsa,Steve Bracey,OK
3183,University of Tulsa,Paul Pressey,OK
3184,University of Tulsa,Steve Harris,OK
3185,University of Tulsa,Tracy Moore,OK
3186,University of Tulsa,Jimmy King,OK
3187,University of Tulsa,Shea Seals,OK
3188,University of Tulsa,Michael Ruffin,OK
3189,University of Tulsa,Ben Uzoh,OK
3190,University of Tulsa,Jerome Jordan,OK
3191,University of Utah,Arnie Ferrin,UT
3192,University of Utah,Vern Gardner,UT
3193,University of Utah,Gary Bergen,UT
3194,University of Utah,Bill McGill,UT
3195,University of Utah,Jerry Chambers,UT
3196,University of Utah,Mike Newlin,UT
3197,University of Utah,Mike Sojourner,UT
3198,University of Utah,Ticky Burden,UT
3199,University of Utah,Jeff Judkins,UT
3200,University of Utah,Greg Deane,UT
3201,University of Utah,Tom Chambers,UT
3202,University of Utah,Danny Vranes,UT
3203,University of Utah,Derek Smith,UT
3204,University of Utah,Pace Mannion,UT
3205,University of Utah,Kelvin Upshaw,UT
3206,University of Utah,Josh Grant,UT
3207,University of Utah,Michael Doleac,UT
3208,University of Utah,Hanno Mottola,UT
3209,University of Utah,Britton Johnsen,UT
3210,University of Utah,Andrew Bogut,UT
3211,University of Utah,Delon Wright,UT
3212,University of Utah,Brice Johnson,UT
3213,University of Utah,Jakob Poeltl,UT
3214,University of Virginia,Gus Gerard,VA
3215,University of Virginia,Wally Walker,VA
3216,University of Virginia,Jeff Lamp,VA
3217,University of Virginia,Marc Iavaroni,VA
3218,University of Virginia,Ralph Sampson*,VA
3219,University of Virginia,Rick Carlisle,VA
3220,University of Virginia,Kenton Edelin,VA
3221,University of Virginia,Othell Wilson,VA
3222,University of Virginia,Olden Polynice,VA
3223,University of Virginia,John Crotty,VA
3224,University of Virginia,Bryant Stith,VA
3225,University of Virginia,Cory Alexander,VA
3226,University of Virginia,Junior Burrough,VA
3227,University of Virginia,Courtney Alexander,VA
3228,University of Virginia,Roger Mason,VA
3229,University of Virginia,Sean Singletary,VA
3230,University of Virginia,Mike Scott,VA
3231,University of Virginia,Joe Harris,VA
3232,University of Virginia,Justin Anderson,VA
3233,University of Virginia,Malcolm Brogdon,VA
3234,University of Virginia,Mike Tobey,VA
3235,University of Washington,Chuck Gilmur,WA
3236,University of Washington,Jack Nichols,WA
3237,University of Washington,Bob Houbregs*,WA
3238,University of Washington,Charles Dudley,WA
3239,University of Washington,Louie Nelson,WA
3240,University of Washington,Steve Hawes,WA
3241,University of Washington,James Edwards,WA
3242,University of Washington,Lars Hansen,WA
3243,University of Washington,Lorenzo Romar,WA
3244,University of Washington,Petur Gudmundsson,WA
3245,University of Washington,Detlef Schrempf,WA
3246,University of Washington,Chris Dudley,WA
3247,University of Washington,Chris Welp,WA
