,index,college,name,state
10498,Syracuse University,Syracuse,Jim Steen,NY
10499,Syracuse University,Syracuse,Kevin Mitchell ,NY
10500,Syracuse University,Syracuse,Steve Gregory,NY
10501,Syracuse University,Syracuse,Red Heater,NY
10502,Syracuse University,Syracuse,Mike Williams,NY
10503,Syracuse University,Syracuse,Ray Witter,NY
10504,Syracuse University,Syracuse,Dave Meggyesy,NY
10505,Syracuse University,Syracuse,Carl Karilivacz,NY
10506,Syracuse University,Syracuse,Rob Moore,NY
10507,Syracuse University,Syracuse,Jerome Smith,NY
10508,Syracuse University,Syracuse,Tebucky Jones,NY
10509,Syracuse University,Syracuse,Keith Bulluck,NY
10510,Syracuse University,Syracuse,Lynwood Alford,NY
10511,Syracuse University,Syracuse,Tam Rose,NY
10512,Syracuse University,Syracuse,Taj Smith,NY
10513,Syracuse University,Syracuse,John Bayley,NY
10514,Syracuse University,Syracuse,Joe Kowalewski,NY
10515,Syracuse University,Syracuse,Stan Walters,NY
10516,Syracuse University,Syracuse,Irv Constantine,NY
10517,Syracuse University,Syracuse,Tommy Kane,NY
10518,Syracuse University,Syracuse,Harvey Levy,NY
10519,Syracuse University,Syracuse,Tony Fiammetta,NY
10520,Syracuse University,Syracuse,Vic Whitmarsh,NY
10521,Syracuse University,Syracuse,Larry Ellis,NY
10522,Syracuse University,Syracuse,Fred Foster ,NY
10523,Syracuse University,Syracuse,Ray White,NY
10524,Taft College,Taft,Steve Alvers,CA
10525,Tarkio College,Tarkio,Al Reynolds,MO
10526,Tarkio College,Tarkio,Brick Travis,MO
10527,Temple College,Temple,Muhammad Wilkerson,TX
10528,Temple College,Temple,Dominique Harris,TX
10529,Temple College,Temple,Mathias Nkwenti,TX
10530,Temple College,Temple,Jack Bravyak,TX
10531,Temple College,Temple,Al Drulis,TX
10532,Temple College,Temple,Swede Hanson,TX
10533,Temple College,Temple,Adrian Robinson,TX
10534,Temple College,Temple,Steve Maneri,TX
10535,Temple College,Temple,Larry Brahm,TX
10536,Temple College,Temple,Michael Stromberg,TX
10537,Temple College,Temple,Andre Neblett,TX
10538,Temple College,Temple,Bill Singletary ,TX
10539,Temple College,Temple,Jon Clark,TX
10540,Temple College,Temple,Bernard Pierce,TX
10541,Temple College,Temple,Tim Terry,TX
10542,Temple College,Temple,Anthony Young,TX
10543,Temple College,Temple,Dion Dawkins,TX
10544,Temple College,Temple,Joe Tyrrell,TX
10545,Temple College,Temple,Alphonso Taylor,TX
10546,Temple College,Temple,Anthony Anderson ,TX
10547,Temple College,Temple,Maurice Johnson,TX
10548,Temple College,Temple,Chuck Drulis,TX
10549,Temple College,Temple,Johnny Shultz,TX
10550,Temple College,Temple,Len Gudd,TX
10551,Temple College,Temple,Mike Jarmoluk,TX
10552,Temple College,Temple,Ralph Jarvis,TX
10553,Temple College,Temple,Roger Chanoine ,TX
10554,Temple College,Temple,Alex Joseph,TX
10555,Temple College,Temple,Robby Anderson,TX
10556,Temple College,Temple,Jason McKie,TX
10557,Temple College,Temple,Evan Rodriguez,TX
10558,Temple College,Temple,Randy Grossman ,TX
10559,Temple College,Temple,Henry Burris,TX
10560,Temple College,Temple,Gorham Getchell,TX
10561,Temple College,Temple,Tavon Young,TX
10562,Temple College,Temple,Paul Palmer,TX
10563,Temple College,Temple,Shelley Poole,TX
10564,Temple College,Temple,Rian Wallace,TX
10565,Temple College,Temple,Jim Cooper,TX
10566,Temple College,Temple,Tre' Johnson,TX
10567,Temple College,Temple,Stacey Mack,TX
10568,Temple College,Temple,Ed Kolman,TX
10569,Temple College,Temple,Terry Wright,TX
10570,Temple College,Temple,Nate Hairston,TX
10571,Temple College,Temple,Wendell Davis ,TX
10572,Temple College,Temple,Martin Wallace,TX
10573,Temple College,Temple,Brandon McManus,TX
10574,Temple College,Temple,Matthew Ioannidis,TX
10575,Temple College,Temple,James Parrish,TX
10576,Temple College,Temple,John Sylvester,TX
10577,Temple College,Temple,Tyler Matakevich,TX
10578,Temple College,Temple,Leslie Shepherd,TX
10579,Temple College,Temple,Les Grace,TX
10580,Temple College,Temple,John Lipski,TX
10581,Temple College,Temple,Tahir Whitehead,TX
10582,Temple College,Temple,Ed McGee,TX
10583,Temple College,Temple,Mike Hinnant,TX
10584,Temple College,Temple,Bill Davidson,TX
10585,Temple College,Temple,Glenn Frey,TX
10586,Temple College,Temple,Joe Sutton,TX
10587,Temple College,Temple,Antwon Burton,TX
10588,Temple College,Temple,Michael Campbell,TX
10589,Temple College,Temple,Santo Stephens,TX
10590,Temple College,Temple,Chris Fletcher,TX
10591,Temple College,Temple,Mike Curcio,TX
10592,Temple College,Temple,Dave Yovanovits,TX
10593,Temple College,Temple,John Rienstra,TX
10594,Temple College,Temple,Lance Johnstone,TX
10595,Temple College,Temple,Hank Reese,TX
10596,Temple College,Temple,Jim Russell,TX
10597,Temple College,Temple,Terrance Knighton,TX
10598,Temple College,Temple,John Kusko,TX
10599,Temple College,Temple,Eric Coss,TX
10600,Temple College,Temple,Derek Dennis,TX
10601,Temple College,Temple,Alshermond Singleton,TX
10602,Temple College,Temple,Jaiquawn Jarrett,TX
10603,Temple College,Temple,Dan Klecko,TX
10604,Temple College,Temple,Gene Hubka,TX
10605,Temple College,Temple,Nick Mike-Mayer,TX
10606,Temple College,Temple,Stan Batinski,TX
10607,Temple College,Temple,Larry Chester,TX
10608,Temple College,Temple,James Harris,TX
10609,Temple College,Temple,Haason Reddick ,TX
10610,Temple College,Temple,Joe Klecko,TX
10611,Temple College,Temple,Rod Streater,TX
10612,Temple College,Temple,Allen Nichols,TX
10613,Temple College,Temple,Zachary Dixon,TX
10614,Temple College,Temple,Pete Stevens,TX
10615,Temple College,Temple,Kevin Ross,TX
10616,Temple College,Temple,Don Bitterlich,TX
10617,Temple College,Temple,Lorne Johnson,TX
10618,Temple College,Temple,Raheem Brock ,TX
10619,Temple College,Temple,Todd McNair,TX
10620,Temple College,Temple,Junior Galette,TX
10621,Temple College,Temple,Phil Slosburg,TX
10622,Temple College,Temple,Henry Hynoski,TX
10623,Temple College,Temple,Tim Riordan,TX
10624,Temple College,Temple,Brian Sanford,TX
10625,Temple College,Temple,Todd Bowles,TX
10626,Temple College,Temple,Wayne Colman,TX
10627,Temple College,Temple,Andy Tomasic,TX
10628,Temple College,Temple,Joe Pilconis,TX
10629,Temple College,Temple,Tom Graham,TX
10630,Temple College,Temple,Steve Watson,TX
10631,Tennessee Technological University,Tennessee Tech,Frank Omiyale,TN
10632,Tennessee Technological University,Tennessee Tech,Howard Stidham,TN
10633,Tennessee Technological University,Tennessee Tech,Larry Schreiber,TN
10634,Tennessee Technological University,Tennessee Tech,Elois Grooms,TN
10635,Tennessee Technological University,Tennessee Tech,Corey Chamblin,TN
10636,Tennessee Technological University,Tennessee Tech,Tim Benford,TN
10637,Tennessee Technological University,Tennessee Tech,John Tanner,TN
10638,Tennessee Technological University,Tennessee Tech,Da'Rick Rogers,TN
10639,Tennessee Technological University,Tennessee Tech,Josh Symonette,TN
10640,Tennessee Technological University,Tennessee Tech,Jim Youngblood,TN
10641,Tennessee Wesleyan College,Tennessee Wesleyan,Aaron Grant,TN
10642,Tennessee Wesleyan College,Tennessee Wesleyan,Ray Graves,TN
10643,Texas Tech University,Texas Tech,Stan David,TX
10644,Texas Tech University,Texas Tech,Mac Percival,TX
10645,Texas Tech University,Texas Tech,Anthony McDowell,TX
10646,Texas Tech University,Texas Tech,Brandon Williams,TX
10647,Texas Tech University,Texas Tech,Lawrence Williams,TX
10648,Texas Tech University,Texas Tech,Shaud Williams,TX
10649,Texas Tech University,Texas Tech,Le'Raven Clark,TX
10650,Texas Tech University,Texas Tech,Bam Morris ,TX
10651,Texas Tech University,Texas Tech,Bill Herchman,TX
10652,Texas Tech University,Texas Tech,Louis Vasquez,TX
10653,Texas Tech University,Texas Tech,Carlos Francis ,TX
10654,Texas Tech University,Texas Tech,Daniel Loper,TX
10655,Texas Tech University,Texas Tech,Mule Dowell,TX
10656,Texas Tech University,Texas Tech,Bake Turner,TX
10657,Texas Tech University,Texas Tech,Walt Rankin,TX
10658,Texas Tech University,Texas Tech,Bill Davis,TX
10659,Texas Tech University,Texas Tech,Tom Howard,TX
10660,Texas Tech University,Texas Tech,King Simmons ,TX
10661,Texas Tech University,Texas Tech,Elmer Arterburn,TX
10662,Texas Tech University,Texas Tech,Bill Kelley,TX
10663,Texas Tech University,Texas Tech,Gaines Davis,TX
10664,Texas Tech University,Texas Tech,Pete Robertson,TX
10665,Texas Tech University,Texas Tech,John Carrell,TX
10666,Texas Tech University,Texas Tech,Brandon Carter,TX
10667,Texas Tech University,Texas Tech,Prince Scott,TX
10668,Texas Tech University,Texas Tech,Monte McGuire,TX
10669,Texas Tech University,Texas Tech,Bob Kilcullen,TX
10670,Texas Tech University,Texas Tech,Derrell Mitchell ,TX
10671,Texas Tech University,Texas Tech,Wes Welker,TX
10672,Texas Tech University,Texas Tech,Michael Crabtree,TX
10673,Texas Tech University,Texas Tech,Timmy Smith,TX
10674,Texas Tech University,Texas Tech,Cody Davis ,TX
10675,Texas Tech University,Texas Tech,Jamall Broussard,TX
10676,Texas Tech University,Texas Tech,Bradley Marquez,TX
10677,Texas Tech University,Texas Tech,Darcel McBath,TX
10678,Texas Tech University,Texas Tech,Anthony Lynn,TX
10679,Texas Tech University,Texas Tech,Jim Krahl,TX
10680,Texas Tech University,Texas Tech,Joselio Hanson,TX
10681,Texas Tech University,Texas Tech,Gabe Rivera ,TX
10682,Texas Tech University,Texas Tech,Billy Taylor,TX
10683,Texas Tech University,Texas Tech,Bob Bryant,TX
10684,Texas Tech University,Texas Tech,Derek Dorris,TX
10685,Texas Tech University,Texas Tech,Eric Everett,TX
10686,Texas Tech University,Texas Tech,Sammy Morris ,TX
10687,Texas Tech University,Texas Tech,Glen Amerson,TX
10688,Texas Tech University,Texas Tech,Graham Harrell,TX
10689,Texas Tech University,Texas Tech,Lemuel Stinson ,TX
10690,Texas Tech University,Texas Tech,Don Rives,TX
10691,Texas Tech University,Texas Tech,Dave Lloyd,TX
10692,Texas Tech University,Texas Tech,George Webb,TX
10693,Texas Tech University,Texas Tech,Larry Flowers,TX
10694,Texas Tech University,Texas Tech,Baron Batch,TX
10695,Texas Tech University,Texas Tech,Jodie Marek,TX
10696,Texas Tech University,Texas Tech,Ken Vinyard,TX
10697,Texas Tech University,Texas Tech,Pat Holmes,TX
10698,Texas Tech University,Texas Tech,Marcus Coleman,TX
10699,Texas Tech University,Texas Tech,Bront Bird,TX
10700,Texas Tech University,Texas Tech,Leonard Jones,TX
10701,Texas Tech University,Texas Tech,Dave Parks,TX
10702,Texas Tech University,Texas Tech,Ed Mooney,TX
10703,Texas Tech University,Texas Tech,Ricky Williams,TX
10704,Texas Tech University,Texas Tech,Roland Nabors,TX
10705,Texas Tech University,Texas Tech,Dylan Gandy,TX
10706,Texas Tech University,Texas Tech,Anthony Malbrough,TX
10707,Texas Tech University,Texas Tech,Maury Buford,TX
10708,Texas Tech University,Texas Tech,Bill Brown,TX
10709,Texas Tech University,Texas Tech,Rex Williams,TX
10710,Texas Tech University,Texas Tech,Tom Duniven,TX
10711,Texas Tech University,Texas Tech,Charles Jackson,TX
10712,Texas Tech University,Texas Tech,Montae Reagor,TX
10713,Texas Tech University,Texas Tech,Zach Thomas,TX
10714,Texas Tech University,Texas Tech,James Hadnot ,TX
10715,Texas Tech University,Texas Tech,Tex Holcomb,TX
10716,Texas Tech University,Texas Tech,Keyunta Dawson,TX
10717,Texas Tech University,Texas Tech,Kliff Kingsbury,TX
10718,Texas Tech University,Texas Tech,Danny Amendola,TX
10719,Texas Tech University,Texas Tech,Eric Felton,TX
10720,Texas Tech University,Texas Tech,Lin Elliott,TX
10721,Texas Tech University,Texas Tech,Wayne Walker,TX
10722,Texas Tech University,Texas Tech,Roland Mitchell ,TX
10723,Texas Tech University,Texas Tech,Lew Jones,TX
10724,Texas Tech University,Texas Tech,Tim Crawford ,TX
10725,Texas Tech University,Texas Tech,Van Hughes,TX
10726,Texas Tech University,Texas Tech,Branden Jackson,TX
10727,Texas Tech University,Texas Tech,Carl Carter,TX
10728,Texas Tech University,Texas Tech,Mike Mock,TX
10729,Texas Tech University,Texas Tech,Sammy Walker,TX
10730,Texas Tech University,Texas Tech,Jim Callahan,TX
10731,Texas Tech University,Texas Tech,Devin Lemons,TX
10732,Texas Tech University,Texas Tech,Roger Gill,TX
10733,Texas Tech University,Texas Tech,Tony Darden,TX
10734,Texas Tech University,Texas Tech,Dwayne Jiles,TX
10735,Texas Tech University,Texas Tech,Walt Schlinkman,TX
10736,Texas Tech University,Texas Tech,Byron Hanspard,TX
10737,Texas Tech University,Texas Tech,Pete Owens,TX
10738,Texas Tech University,Texas Tech,Joe Barnes,TX
10739,Texas Tech University,Texas Tech,Kris Kocurek,TX
10740,Texas Tech University,Texas Tech,Kerry Hyder,TX
10741,Texas Tech University,Texas Tech,Mike Smith,TX
10742,Texas Tech University,Texas Tech,Dick Stafford,TX
10743,Texas Tech University,Texas Tech,Manuel Ramirez,TX
10744,Texas Tech University,Texas Tech,Donny Anderson ,TX
10745,Texas Tech University,Texas Tech,Joe Walter,TX
10746,Texas Tech University,Texas Tech,E.J. Holub,TX
10747,Texas Tech University,Texas Tech,Billy Joe Tolliver,TX
10748,Texas Tech University,Texas Tech,Zebbie Lethridge,TX
10749,Texas Tech University,Texas Tech,Jamar Wall,TX
10750,Texas Tech University,Texas Tech,Frank Sachse,TX
10751,Texas Tech University,Texas Tech,Jakeem Grant,TX
10752,Texas Tech University,Texas Tech,Jace Amaro,TX
10753,Texas Tech University,Texas Tech,Anthony Hutchison,TX
10754,Texas Tech University,Texas Tech,LaAdrian Waddle ,TX
10755,Texas Tech University,Texas Tech,Ted Watts,TX
10756,Texas Tech University,Texas Tech,Tim Baker,TX
10757,Texas Tech University,Texas Tech,Jim Neill,TX
10758,Texas Tech University,Texas Tech,Victor Burnett,TX
10759,Texas Tech University,Texas Tech,Red Ramsey,TX
10760,Texas Tech University,Texas Tech,DeAndre Washington,TX
10761,Texas Tech University,Texas Tech,Curtis Jordan,TX
10762,Texas Tech University,Texas Tech,Tate Randle ,TX
10763,The Citadel,The Citadel,Angelo Coia,SC
10764,The Citadel,The Citadel,Bobby Curtis,SC
10765,The Citadel,The Citadel,Corey Harris,SC
10766,The Citadel,The Citadel,Nehemiah Broughton,SC
10767,The Citadel,The Citadel,Andy Sabados,SC
10768,The Citadel,The Citadel,Jimmy Lesane,SC
10769,The Citadel,The Citadel,Stump Mitchell ,SC
10770,The Citadel,The Citadel,Byron Walker,SC
10771,The Citadel,The Citadel,Paul Maguire,SC
10772,The Citadel,The Citadel,Pete Davidson,SC
10773,The Citadel,The Citadel,Greg Davis ,SC
10774,The Citadel,The Citadel,Andre Roberts,SC
10775,The Citadel,The Citadel,Al Bansavage,SC
10776,The Citadel,The Citadel,Cortez Allen,SC
10777,The Citadel,The Citadel,John Small,SC
10778,The Citadel,The Citadel,Travis Jervey ,SC
10779,The Citadel,The Citadel,Brad Keeney,SC
10780,Thiel College,Thiel,Woodie Pippens,PA
10781,Thiel College,Thiel,Al Mitchell ,PA
10782,Thiel College,Thiel,Floyd Christman ,PA
10783,Towson University,Towson,Sean Landeta,MD
10784,Towson University,Towson,Tye Smith,MD
10785,Towson University,Towson,Marc Brown,MD
10786,Towson University,Towson,Terrance West ,MD
10787,Towson University,Towson,Ryan Delaire,MD
10788,Towson University,Towson,Jermon Bushrod,MD
10789,Towson University,Towson,Madieu Williams,MD
10790,Towson University,Towson,Chad Scott,MD
10791,Towson University,Towson,Stan Eisenhooth,MD
10792,Towson University,Towson,Jordan Dangerfield,MD
10793,Troy University,Troy,Chandler Worthy,AL
10794,Troy University,Troy,Leodis McKelvin,AL
10795,Troy University,Troy,Rayshun Reed,AL
10796,Troy University,Troy,Perry Griggs,AL
10797,Troy University,Troy,DuJuan Harris,AL
10798,Troy University,Troy,Orlando Parker,AL
10799,Troy University,Troy,Elbert Mack,AL
10800,Troy University,Troy,Anthony Henton,AL
10801,Troy University,Troy,Sherrill Busby,AL
10802,Troy University,Troy,Brandon Lang,AL
10803,Troy University,Troy,Jerrel Jernigan,AL
10804,Troy University,Troy,Virgil Seay,AL
10805,Troy University,Troy,Levi Brown,AL
10806,Troy University,Troy,Lawrence Tynes,AL
10807,Troy University,Troy,Rod Walker,AL
10808,Troy University,Troy,Brannon Condren,AL
10809,Troy University,Troy,Alfred Malone ,AL
10810,Troy University,Troy,Mareno Philyaw,AL
10811,Troy University,Troy,DeMarcus Ware,AL
10812,Troy University,Troy,Sherrod Martin ,AL
10813,Troy University,Troy,Matt Allen,AL
10814,Troy University,Troy,Jimmy McClain,AL
10815,Troy University,Troy,Gary Banks,AL
10816,Troy University,Troy,Al Lucas,AL
10817,Troy University,Troy,Chad Lucas,AL
10818,Troy University,Troy,Brandon Burks,AL
10819,Troy University,Troy,Kanorris Davis ,AL
10820,Troy University,Troy,Trevor Ford,AL
10821,Troy University,Troy,Derrick Moore,AL
10822,Troy University,Troy,Jonathan Massaquoi,AL
10823,Troy University,Troy,Dion Gales,AL
10824,Troy University,Troy,Jonathan Carter,AL
10825,Troy University,Troy,Mario Addison,AL
10826,Troy University,Troy,James Brown,AL
10827,Troy University,Troy,Titus Dixon,AL
10828,Troy University,Troy,Cameron Sheffield,AL
10829,Troy University,Troy,Steve McLendon,AL
10830,Troy University,Troy,Jorrick Calvin,AL
10831,Troy University,Troy,Osi Umenyiora,AL
10832,Troy University,Troy,Brynden Trawick,AL
10833,Troy University,Troy,Reggie Lowe,AL
10834,Tufts University,Tufts,Joe Gillis,MA
10835,Tufts University,Tufts,Nate Share,MA
10836,Tufts University,Tufts,Tom McNamara,MA
10837,Tufts University,Tufts,Dinger Doane,MA
10838,Tufts University,Tufts,Doc Haggerty,MA
10839,Tufts University,Tufts,Pete Watson,MA
10840,Tufts University,Tufts,Harrie Dadmun,MA
10841,Tufts University,Tufts,Mark Buben,MA
10842,Tulane University,Tulane,Joe Silipo,LA
10843,Tulane University,Tulane,Elton Veals,LA
10844,Tulane University,Tulane,James Campen,LA
10845,Tulane University,Tulane,Nolan Franz,LA
10846,Tulane University,Tulane,Dalton Truax,LA
10847,Tulane University,Tulane,Dan Rogas,LA
10848,Tulane University,Tulane,Rick Kingrea,LA
10849,Tulane University,Tulane,Orleans Darkwa,LA
10850,Tulane University,Tulane,Tommy Mason,LA
10851,Tulane University,Tulane,Devin Holland ,LA
10852,Tulane University,Tulane,Eddie Murray,LA
10853,Tulane University,Tulane,Tanzel Smart,LA
10854,Tulane University,Tulane,Steve Foley,LA
10855,Tulane University,Tulane,Curt Baham,LA
10856,Tulane University,Tulane,Anthony Cannon,LA
10857,Tulane University,Tulane,Jim Gueno,LA
10858,Tulane University,Tulane,Shaun King,LA
10859,Tulane University,Tulane,Jerry Helluin,LA
10860,Tulane University,Tulane,Jerald Sowell,LA
10861,Tulane University,Tulane,Eric Thomas,LA
10862,Tulane University,Tulane,Jeff Wenzel,LA
10863,Tulane University,Tulane,Patrick Ramsey,LA
10864,Tulane University,Tulane,Bill Hornick,LA
10865,Tulane University,Tulane,Roydell Williams,LA
10866,Tulane University,Tulane,Eddie Price,LA
10867,Tulane University,Tulane,Bernard Robertson,LA
10868,Tulane University,Tulane,Tim Carter,LA
10869,Tulane University,Tulane,Marty Comer,LA
10870,Tulane University,Tulane,Harley McCollum ,LA
10871,Tulane University,Tulane,Bubby Brister,LA
10872,Tulane University,Tulane,Len Teeuws,LA
10873,Tulane University,Tulane,Marvin Lewis,LA
10874,Tulane University,Tulane,Lionel Washington,LA
10875,Tulane University,Tulane,Julius Warmsley,LA
10876,Tulane University,Tulane,Rusty Chambers,LA
10877,Tulane University,Tulane,Eric Laakso,LA
10878,Tulane University,Tulane,Taurean Nixon,LA
10879,Tulane University,Tulane,John Scafide,LA
10880,Tulane University,Tulane,Jeff Alexander,LA
10881,Tulane University,Tulane,Tony Sardisco,LA
10882,Tulane University,Tulane,Cory Geason,LA
10883,Tulane University,Tulane,Roman Bentz,LA
10884,Tulane University,Tulane,Kevin Young,LA
10885,Tulane University,Tulane,Darin Shoulders,LA
10886,Tulane University,Tulane,Rodney Holman,LA
10887,Tulane University,Tulane,Ruffin Hamilton,LA
10888,Tulane University,Tulane,Alton Alexis,LA
10889,Tulane University,Tulane,Lonnie Marts,LA
10890,Tulane University,Tulane,Pete Johns,LA
10891,Tulane University,Tulane,Jim Thibaut,LA
10892,Tulane University,Tulane,Michael Batiste,LA
10893,Tulane University,Tulane,Bernie Darre,LA
10894,Tulane University,Tulane,Fred Gloden,LA
10895,Tulane University,Tulane,Walt McDonald,LA
10896,Tulane University,Tulane,Mike Walker,LA
10897,Tulane University,Tulane,Matt Forte ,LA
10898,Tulane University,Tulane,Dub Jones,LA
10899,Tulane University,Tulane,Andre' Anderson ,LA
10900,Tulane University,Tulane,Robert Kelley ,LA
10901,Tulane University,Tulane,Paul Lea,LA
10902,Tulane University,Tulane,Don Maggs,LA
10903,Tulane University,Tulane,Ernie Blandin,LA
10904,Tulane University,Tulane,JaJuan Dawson,LA
10905,Tulane University,Tulane,Jerry Baker,LA
10906,Tulane University,Tulane,Sylvester McGrew,LA
10907,Tulane University,Tulane,Mewelde Moore,LA
10908,Tulane University,Tulane,Mark Mitchell ,LA
10909,Tulane University,Tulane,Dennis O'Sullivan,LA
10910,Tulane University,Tulane,Marcus Anderson ,LA
10911,Tulane University,Tulane,Corey Dowden,LA
10912,Tulane University,Tulane,Marvin Allen,LA
10913,Tulane University,Tulane,Ryan Grant,LA
10914,Tulane University,Tulane,Phil Nugent,LA
10915,Tulane University,Tulane,Bobby Duhon,LA
10916,Tulane University,Tulane,Jonathan Quinn,LA
10917,Tulane University,Tulane,George Kinek,LA
10918,Tulane University,Tulane,Don Joyce,LA
10919,Tulane University,Tulane,Leroy Schneider,LA
10920,Tulane University,Tulane,Richard Harvey,LA
10921,Tulane University,Tulane,Chuck Pitcock,LA
10922,Tulane University,Tulane,Marty Wetzel,LA
10923,Tulane University,Tulane,Burnell Dent ,LA
10924,Tulane University,Tulane,Dick Fugler,LA
10925,Tulane University,Tulane,Cairo Santos,LA
10926,Tulane University,Tulane,Ralph Wenzel,LA
10927,Tulane University,Tulane,Seth Marler ,LA
10928,Tulane University,Tulane,Freeman Rexer,LA
10929,Tulane University,Tulane,Warren Bankston,LA
10930,Tulane University,Tulane,Maury Bodenger,LA
10931,Tulane University,Tulane,Max McGee,LA
10932,Tulane University,Tulane,Dezman Moses,LA
10933,Tulane University,Tulane,Ellsworth Kingery,LA
10934,Tulane University,Tulane,Bill Svoboda,LA
10935,Tulane University,Tulane,Lorenzo Doss,LA
10936,Tulane University,Tulane,Joe Caravello,LA
10937,Tulane University,Tulane,P.J. Franklin,LA
10938,Tulane University,Tulane,Ray Hester,LA
10939,Tulane University,Tulane,Treg Songy,LA
10940,Tulane University,Tulane,Troy Kropog,LA
10941,Tulane University,Tulane,Jim Boyle,LA
10942,Tusculum College,Tusculum,Ricardo Colclough,TN
10943,Tuskegee University,Tuskegee,Walter Johnson,AL
10944,Tuskegee University,Tuskegee,Art May,AL
10945,Tuskegee University,Tuskegee,Ken Woodard,AL
10946,Tuskegee University,Tuskegee,Ricky Jones,AL
10947,Tuskegee University,Tuskegee,Frank Walker,AL
10948,Tuskegee University,Tuskegee,Ken Jordan,AL
10949,Tuskegee University,Tuskegee,Leon Crenshaw,AL
10950,Tuskegee University,Tuskegee,Gerald Bess,AL
10951,Tuskegee University,Tuskegee,Roosevelt Williams,AL
10952,Tuskegee University,Tuskegee,Harry Williams,AL
10953,Tuskegee University,Tuskegee,Cecil Leonard,AL
10954,Tuskegee University,Tuskegee,Anthony Mitchell ,AL
10955,University of Akron,Akron,Mike Teifke,OH
10956,University of Akron,Akron,Scotty Bierce,OH
10957,University of Akron,Akron,Victor Green,OH
10958,University of Akron,Akron,Ron Pasquale,OH
10959,University of Akron,Akron,Jarrod Pughsley,OH
10960,University of Akron,Akron,Chase Blackburn,OH
10961,University of Akron,Akron,Shawn Vincent,OH
10962,University of Akron,Akron,Art Haley,OH
10963,University of Akron,Akron,Reggie Corner,OH
10964,University of Akron,Akron,Jatavis Brown,OH
10965,University of Akron,Akron,Charlie Frye ,OH
10966,University of Akron,Akron,Brandon Anderson ,OH
10967,University of Akron,Akron,Spark Clark,OH
10968,University of Akron,Akron,Robert Lyons,OH
10969,University of Akron,Akron,Andy Alleman,OH
10970,University of Akron,Akron,Ed Grimsley,OH
10971,University of Akron,Akron,Jake Schifino,OH
10972,University of Akron,Akron,Justin March-Lillard,OH
10973,University of Akron,Akron,Chris Kelley,OH
10974,University of Akron,Akron,Red Daum,OH
10975,University of Akron,Akron,Domenik Hixon,OH
10976,University of Akron,Akron,Dan Callahan,OH
10977,University of Akron,Akron,Dwight Smith,OH
10978,University of Akron,Akron,Jamie Reader,OH
10979,University of Akron,Akron,Louis Mackey,OH
10980,University of Akron,Akron,Ralph Waldsmith,OH
10981,University of Akron,Akron,Ara Parseghian ,OH
10982,University of Akron,Akron,James Black,OH
10983,University of Akron,Akron,Jason Taylor,OH
10984,University of Alabama,Alabama,Billy Jackson,AL
10985,University of Alabama,Alabama,Rolando McClain,AL
10986,University of Alabama,Alabama,Ken Reese,AL
10987,University of Alabama,Alabama,Mike Washington,AL
10988,University of Alabama,Alabama,Tommy Johnson,AL
10989,University of Alabama,Alabama,Nico Johnson,AL
10990,University of Alabama,Alabama,Norm Mosley,AL
10991,University of Alabama,Alabama,D.J. Fluker,AL
10992,University of Alabama,Alabama,A.J. McCarron,AL
10993,University of Alabama,Alabama,Mike Johnson,AL
10994,University of Alabama,Alabama,Glen Coffee,AL
10995,University of Alabama,Alabama,Riley Smith,AL
10996,University of Alabama,Alabama,Sylvester Croom ,AL
10997,University of Alabama,Alabama,Bull Wesley,AL
10998,University of Alabama,Alabama,Tony Nathan,AL
10999,University of Alabama,Alabama,Sam Shade,AL
11000,University of Alabama,Alabama,Quinton Dial,AL
11001,University of Alabama,Alabama,Chance Warmack,AL
11002,University of Alabama,Alabama,Jeremiah Castille,AL
11003,University of Alabama,Alabama,Ed Culpepper,AL
11004,University of Alabama,Alabama,Jeff Rutledge,AL
11005,University of Alabama,Alabama,Michael Moore,AL
11006,University of Alabama,Alabama,Charley Hannah,AL
11007,University of Alabama,Alabama,Chris Mohr,AL
11008,University of Alabama,Alabama,Johnny Musso,AL
11009,University of Alabama,Alabama,Kenneth Darby,AL
11010,University of Alabama,Alabama,Cyrus Jones,AL
11011,University of Alabama,Alabama,Billy Neighbors,AL
11012,University of Alabama,Alabama,Roman Harper,AL
11013,University of Alabama,Alabama,Mike Raines,AL
11014,University of Alabama,Alabama,Ray Abruzzese,AL
11015,University of Alabama,Alabama,Reggie Ragland,AL
11016,University of Alabama,Alabama,Eddie Jackson,AL
11017,University of Alabama,Alabama,Steve Wright,AL
11018,University of Alabama,Alabama,George Gulyanics,AL
11019,University of Alabama,Alabama,Scott Hunter,AL
11020,University of Alabama,Alabama,Jim Whatley,AL
11021,University of Alabama,Alabama,Herb Hannah,AL
11022,University of Alabama,Alabama,Jess Eberdt,AL
11023,University of Alabama,Alabama,Joe Domnanovich,AL
11024,University of Alabama,Alabama,Joe Namath,AL
11025,University of Alabama,Alabama,Russ Craft,AL
11026,University of Alabama,Alabama,Ben Smith,AL
11027,University of Alabama,Alabama,Shaun Alexander ,AL
11028,University of Alabama,Alabama,Carson Tinker,AL
11029,University of Alabama,Alabama,Keith McCants,AL
11030,University of Alabama,Alabama,Dre Kirkpatrick,AL
11031,University of Alabama,Alabama,Howard Cross,AL
11032,University of Alabama,Alabama,Cornelius Griffin,AL
11033,University of Alabama,Alabama,Chris Samuels,AL
