Rk,Player,From,To,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
1201,T.J. Carrie\CarrTr00,2014,2018,7-219,TOT,NFL,76,44,5,0,0,18
1202,Kenny Clark\ClarKe01,2016,2018,1-27,GNB,NFL,44,30,3,0,0,18
1203,Aaron Curry\CurrAa99,2009,2012,1-4,TOT,NFL,48,39,4,0,0,18
1204,Akeem Dent\DentAk00,2011,2016,3-91,TOT,NFL,90,32,6,0,0,18
1205,Ed Dickson\DickEd00,2010,2018,3-70,TOT,NFL,134,86,9,0,0,18
1206,Reed Doughty\DougRe20,2009,2013,6-173,WAS,NFL,77,45,5,0,0,18
1207,Kyle Emanuel\EmanKy00,2015,2018,5-153,SDG,NFL,63,33,4,0,0,18
1208,Chris Gamble\GambCh20,2009,2012,1-28,CAR,NFL,46,45,4,0,0,18
1209,Myles Garrett\GarrMy00,2017,2018,1-1,CLE,NFL,27,25,2,1,0,18
1210,Joe Haeg\HaegJo00,2016,2018,5-155,CLT,NFL,39,35,3,0,0,18
1211,Mike Harris\HarrMi01,2012,2015,,TOT,NFL,48,33,4,0,0,18
1212,Bobby Hart\HartBo00,2015,2018,7-226,TOT,NFL,49,37,4,0,0,18
1213,Jeff Heath\HeatJe00,2013,2018,,DAL,NFL,93,41,6,0,0,18
1214,Anthony Herrera\HerrAn20,2009,2011,,MIN,NFL,36,36,3,0,0,18
1215,Ronnie Hillman\HillRo00,2012,2016,3-67,TOT,NFL,56,16,5,0,0,18
1216,Wes Horton\HortWe00,2013,2018,,CAR,NFL,77,35,6,0,0,18
1217,Davon House\HousDa00,2011,2018,4-131,TOT,NFL,87,46,8,0,0,18
1218,Jaye Howard\HowaJa00,2012,2016,4-114,TOT,NFL,45,30,5,0,0,18
1219,Adam Humphries\HumpAd00,2015,2018,,TAM,NFL,60,17,4,0,0,18
1220,Jordan Jenkins\JenkJo01,2016,2018,3-83,NYJ,NFL,46,37,3,0,0,18
1221,Lamarcus Joyner\JoynLa00,2014,2018,2-41,RAM,NFL,67,42,5,0,0,18
1222,Dustin Keller\KellDu00,2009,2012,1-30,NYJ,NFL,56,42,4,0,0,18
1223,Lance Kendricks\KendLa00,2011,2018,2-47,TOT,NFL,125,91,8,0,0,18
1224,Olin Kreutz\KreuOl00,2009,2011,3-64,TOT,NFL,36,36,3,0,0,18
1225,Marqise Lee\LeexMa00,2014,2017,2-39,JAX,NFL,53,29,4,0,0,18
1226,Doug Legursky\LeguDo00,2009,2015,,TOT,NFL,75,30,7,0,0,18
1227,Darius Leonard\LeonDa00,2018,2018,2-36,CLT,NFL,15,15,1,0,1,18
1228,Sherrod Martin\MartSh99,2009,2015,2-59,TOT,NFL,83,38,6,0,0,18
1229,Josh Mauga\MaugJo00,2010,2015,,TOT,NFL,59,31,5,0,0,18
1230,Shea McClellin\McClSh00,2012,2016,1-19,TOT,NFL,66,35,5,0,0,18
1231,Joe Mixon\MixoJo00,2017,2018,2-48,CIN,NFL,28,20,2,0,0,18
1232,Mike Neal\NealMi99,2010,2015,2-56,GNB,NFL,68,29,6,0,0,18
1233,Emmanuel Ogbah\OgbaEm00,2016,2018,2-32,CLE,NFL,40,40,3,0,0,18
1234,Austin Pasztor\PaszAu00,2012,2018,,TOT,NFL,67,43,7,0,0,18
1235,Denzel Perryman\PerrDe00,2015,2018,2-48,SDG,NFL,42,35,4,0,0,18
1236,Terrelle Pryor\PryoTe00,2011,2018,3-1,TOT,NFL,51,30,7,0,0,18
1237,D.J. Reader\ReadD.00,2016,2018,5-166,HTX,NFL,46,37,3,0,0,18
1238,Trent Richardson\RichTr00,2012,2014,1-3,TOT,NFL,46,37,3,0,0,18
1239,Elandon Roberts\RobeEl00,2016,2018,6-214,NWE,NFL,44,30,3,0,0,18
1240,Joe Schobert\SchoJo00,2016,2018,4-99,CLE,NFL,45,33,3,1,0,18
1241,O'Brien Schofield\SchoOB99,2010,2016,4-130,TOT,NFL,84,22,7,0,0,18
1242,Geoff Schwartz\SchwGe20,2009,2015,7-241,TOT,NFL,74,39,6,0,0,18
1243,George Selvie\SelvGe99,2010,2015,7-226,TOT,NFL,80,32,6,0,0,18
1244,Darren Sharper\SharDa00,2009,2010,2-60,NOR,NFL,22,15,2,1,1,18
1245,Jerome Simpson\SimpJe00,2009,2015,2-46,TOT,NFL,56,36,6,0,0,18
1246,Darryl Tapp\TappDa20,2009,2017,2-63,TOT,NFL,117,12,9,0,0,18
1247,T.J. Watt\WattT.00,2017,2018,1-30,PIT,NFL,31,31,2,1,0,18
1248,Corey Williams\WillCo21,2009,2012,6-179,TOT,NFL,54,38,4,0,0,18
1249,Madieu Williams\WillMa20,2009,2012,2-56,TOT,NFL,61,48,4,0,0,18
1250,Ricky Williams\WillRi00,2009,2011,1-5,TOT,NFL,48,7,3,0,0,18
1251,Ricardo Allen\AlleRi00,2014,2018,5-147,ATL,NFL,49,48,5,0,0,17
1252,Robby Anderson\AndeRo04,2016,2018,,NYJ,NFL,46,32,3,0,0,17
1253,Bryan Anger\AngeBr00,2012,2018,3-70,TOT,NFL,112,0,7,0,0,17
1254,O.J. Atogwe\AtogO.20,2009,2011,3-66,TOT,NFL,41,35,3,0,0,17
1255,Remi Ayodele\AyodRe99,2009,2011,,TOT,NFL,47,42,3,0,0,17
1256,James Bradberry\BradJa00,2016,2018,2-62,CAR,NFL,45,45,3,0,0,17
1257,Ronnie Brown\BrowRo05,2009,2014,1-2,TOT,NFL,81,28,6,0,0,17
1258,Tom Compton\CompTo00,2012,2018,6-193,TOT,NFL,85,30,7,0,0,17
1259,Ronald Darby\DarbRo00,2015,2018,2-50,TOT,NFL,46,45,4,0,0,17
1260,Quinton Dial\DialQu00,2013,2017,5-157,TOT,NFL,59,34,5,0,0,17
1261,Braylon Edwards\EdwaBr00,2009,2012,1-3,TOT,NFL,54,39,4,0,0,17
1262,Ron Edwards\EdwaRo20,2009,2012,3-76,TOT,NFL,43,40,3,0,0,17
1263,Cameron Erving\ErviCa00,2015,2018,1-19,TOT,NFL,56,34,4,0,0,17
1264,Jeff Faine\FainJe20,2009,2012,1-21,TOT,NFL,43,42,4,0,0,17
1265,Cameron Fleming\FlemCa00,2014,2018,4-140,TOT,NFL,61,23,5,0,0,17
1266,Scott Fujita\FujiSc20,2009,2012,5-143,TOT,NFL,34,32,4,0,0,17
1267,Blaine Gabbert\GabbBl00,2011,2018,1-10,TOT,NFL,56,48,8,0,0,17
1268,Max Garcia\GarcMa00,2015,2018,4-133,DEN,NFL,56,41,4,0,0,17
1269,Toby Gerhart\GerhTo00,2010,2015,2-51,TOT,NFL,82,14,6,0,0,17
1270,Marquise Goodwin\GoodMa00,2013,2018,3-78,TOT,NFL,66,34,6,0,0,17
1271,Rodney Gunter\GuntRo00,2015,2018,4-116,CRD,NFL,64,25,4,0,0,17
1272,Gary Guyton\GuytGa99,2009,2012,,TOT,NFL,46,31,4,0,0,17
1273,Mario Haggan\HaggMa20,2009,2012,7-228,TOT,NFL,59,35,4,0,0,17
1274,Jonotthan Harrison\HarrJo03,2014,2018,,TOT,NFL,68,32,5,0,0,17
1275,Derrick Henry\HenrDe00,2016,2018,2-45,OTI,NFL,47,16,3,0,0,17
1276,Xavien Howard\HowaXa00,2016,2018,2-38,MIA,NFL,35,34,3,1,0,17
1277,Chris Hubbard\HubbCh00,2014,2018,,TOT,NFL,56,30,5,0,0,17
1278,Dontrelle Inman\InmaDo00,2014,2018,,TOT,NFL,58,34,5,0,0,17
1279,Brandon Jacobs\JacoBr00,2009,2013,4-110,TOT,NFL,54,27,5,0,0,17
1280,Jelani Jenkins\JenkJe00,2013,2017,4-104,TOT,NFL,60,35,5,0,0,17
1281,Dhani Jones\JoneDh20,2009,2010,6-177,CIN,NFL,32,32,2,0,0,17
1282,Thomas Jones\JoneTh00,2009,2011,1-7,TOT,NFL,48,34,3,0,0,17
1283,Ryan Kelly\KellRy00,2016,2018,1-18,CLT,NFL,35,35,3,0,0,17
1284,Peter Konz\KonzPe00,2012,2014,2-55,ATL,NFL,39,28,3,0,0,17
1285,Nevin Lawson\LawsNe00,2014,2018,4-133,DET,NFL,62,54,5,0,0,17
1286,Deuce Lutui\LutuDe20,2009,2012,2-41,TOT,NFL,55,40,4,0,0,17
1287,Robert McClain\McClRo98,2010,2017,7-249,TOT,NFL,94,32,7,0,0,17
1288,Terrell McClain\McClTe00,2011,2018,3-65,TOT,NFL,87,34,8,0,0,17
1289,Stacy McGee\McGeSt01,2013,2018,6-205,TOT,NFL,75,29,6,0,0,17
1290,Matt Moore\MoorMa01,2009,2017,,TOT,NFL,40,27,9,0,0,17
1291,Ryan Mundy\MundRy00,2009,2014,6-194,TOT,NFL,96,30,6,0,0,17
1292,Mike Nugent\nugenmik01,2009,2018,2-47,TOT,NFL,115,0,10,0,0,17
1293,Frank Omiyale\OmiyFr20,2009,2012,5-163,TOT,NFL,64,32,4,0,0,17
1294,Zach Orr\OrrxZa00,2014,2016,,RAV,NFL,46,15,3,0,0,17
1295,Dennis Pitta\PittDe00,2010,2016,4-114,RAV,NFL,66,23,6,0,0,17
1296,Bradley Roby\RobyBr00,2014,2018,1-31,DEN,NFL,79,29,5,0,0,17
1297,Sterling Shepard\ShepSt00,2016,2018,2-40,NYG,NFL,43,42,3,0,0,17
1298,Amini Silatolu\SilaAm00,2012,2018,2-40,CAR,NFL,53,31,6,0,0,17
1299,Steve Smith\SmitSt02,2009,2012,2-51,TOT,NFL,43,25,4,1,0,17
1300,Bradley Sowell\SoweBr00,2012,2018,,TOT,NFL,100,24,7,0,0,17
