Rk,Player,From,To,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
3801,Mister Alexander\AlexMi01,2011,2014,,TOT,NFL,14,0,3,0,0,1
3802,Mo Alie-Cox\AlieMo00,2018,2018,,CLT,NFL,9,1,1,0,0,1
3803,Anthony Allen\AlleAn01,2011,2012,7-225,RAV,NFL,21,0,2,0,0,1
3804,Armando Allen\AlleAr00,2011,2012,,CHI,NFL,17,0,2,0,0,1
3805,Brian Allen\AlleBr02,2018,2018,4-111,RAM,NFL,13,0,1,0,0,1
3806,Brian Allen\AlleBr01,2017,2018,5-173,PIT,NFL,16,0,2,0,0,1
3807,Kyle Allen\AlleKy00,2018,2018,,CAR,NFL,2,1,1,0,0,1
3808,Colin Allred\AllrCo99,2009,2010,,OTI,NFL,17,2,2,0,0,1
3809,Charlie Anderson\AndeCh21,2009,2010,6-200,TOT,NFL,18,1,2,0,0,1
3810,Josh Andrews\AndrJo01,2014,2018,,TOT,NFL,19,0,4,0,0,1
3811,Eli Ankou\AnkoEl00,2017,2018,,JAX,NFL,11,0,2,0,0,1
3812,Alex Armah\ArmaAl00,2017,2018,6-192,CAR,NFL,25,2,2,0,0,1
3813,Cornell Armstrong\ArmsCo00,2018,2018,6-209,MIA,NFL,15,0,1,0,0,1
3814,Stanley Arnoux\ArnoSt99,2010,2010,4-118,NOR,NFL,9,0,1,0,0,1
3815,Adrian Arrington\ArriAd00,2010,2012,7-237,NOR,NFL,5,0,3,0,0,1
3816,K.C. Asiodu\AsioK.00,2009,2010,,TOT,NFL,11,0,2,0,0,1
3817,Marcell Ateman\AtemMa00,2018,2018,7-228,RAI,NFL,7,6,1,0,0,1
3818,David Ausberry\AusbDa00,2011,2014,7-241,RAI,NFL,34,0,3,0,0,1
3819,Terrence Austin\AustTe00,2010,2011,7-219,WAS,NFL,18,0,2,0,0,1
3820,Thomas Austin\AustTh00,2011,2013,,TOT,NFL,8,1,3,0,0,1
3821,Anthony Averett\AverAn00,2018,2018,4-118,RAV,NFL,11,0,1,0,0,1
3822,Dion Bailey\BailDi00,2014,2015,,TOT,NFL,7,2,2,0,0,1
3823,Edwin Baker\BakeEd01,2012,2014,7-250,TOT,NFL,6,2,3,0,0,1
3824,Ryan Baker\BakeRy00,2009,2012,,MIA,NFL,17,0,4,0,0,1
3825,Marcus Ball\BallMa00,2014,2016,,TOT,NFL,18,2,2,0,0,1
3826,Neiron Ball\BallNe00,2015,2015,5-161,RAI,NFL,6,2,1,0,0,1
3827,Brandon Banks\BankBr00,2010,2012,,WAS,NFL,41,0,3,0,0,1
3828,Joe Banyard\BanyJo00,2012,2017,,TOT,NFL,27,0,6,0,0,1
3829,Adairius Barnes\BarnAd01,2016,2016,,DET,NFL,7,1,1,0,0,1
3830,Tavaris Barnes\BarnTa00,2015,2015,,NOR,NFL,13,0,1,0,0,1
3831,Baron Batch\BatcBa00,2012,2012,7-232,PIT,NFL,12,0,1,0,0,1
3832,Trevor Bates\BateTr00,2016,2018,7-239,TOT,NFL,10,0,2,0,0,1
3833,Cameron Batson\BatsCa00,2018,2018,,OTI,NFL,11,2,1,0,0,1
3834,De'Vante Bausby\BausDe00,2016,2018,,TOT,NFL,10,1,2,0,0,1
3835,Anthony Becht\BechAn00,2009,2011,1-27,TOT,NFL,25,15,2,0,0,1
3836,B.J. Bello\BellB.00,2017,2018,,TOT,NFL,19,0,2,0,0,1
3837,Michael Bennett\BennMi01,2015,2018,6-180,TOT,NFL,16,0,3,0,0,1
3838,Michael Bennett\BennMi00,2009,2010,1-27,TOT,NFL,13,0,2,0,0,1
3839,Mitch Berger\BergMi20,2009,2009,6-193,DEN,NFL,10,0,1,0,0,1
3840,Keishawn Bierria\BierKe00,2018,2018,6-217,DEN,NFL,16,0,1,0,0,1
3841,Christo Bilukidi\BiluCh00,2012,2014,6-189,TOT,NFL,24,0,3,0,0,1
