Rk,Player,From,To,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
4501,Mehdi Abdesmad\AbdeMe00,2016,2016,,OTI,NFL,2,0,1,0,0,0
4502,Darvin Adams\AdamDa00,2011,2011,,CAR,NFL,2,0,1,0,0,0
4503,Jamar Adams\AdamJa20,2009,2010,,TOT,NFL,7,1,2,0,0,0
4504,Joe Adams\AdamJo01,2012,2012,4-104,CAR,NFL,9,0,1,0,0,0
4505,Johnny Adams\AdamJo02,2013,2013,,BUF,NFL,4,0,1,0,0,0
4506,Kendrick Adams\AdamKe01,2012,2012,,2TM,NFL,,,1,0,0,0
4507,Kris Adams\AdamKr00,2012,2012,,CLT,NFL,3,0,1,0,0,0
4508,Kyle Adams\AdamKy00,2011,2013,,TOT,NFL,29,3,3,0,0,0
4509,Rodney Adams\AdamRo01,2017,2017,5-170,MIN,NFL,1,0,1,0,0,0
4510,Titus Adams\AdamTi00,2009,2009,7-220,NWE,NFL,2,0,1,0,0,0
4511,Tyrell Adams\AdamTy00,2016,2018,,TOT,NFL,16,0,3,0,0,0
4512,Levy Adcock\AdcoLe00,2012,2012,,NYG,NFL,,,1,0,0,0
4513,Bralon Addison\AddiBr01,2016,2016,,CHI,NFL,2,0,1,0,0,0
4514,Quincy Adeboyejo\AdebQu00,2017,2017,,RAV,NFL,1,0,1,0,0,0
4515,Olasunkanmi Adeniyi\AdenOl00,2018,2018,,PIT,NFL,1,0,1,0,0,0
4516,Daniel Adongo\AdonDa00,2013,2015,,CLT,NFL,5,0,3,0,0,0
4517,Ray Agnew\AgneRa00,2014,2014,,CLE,NFL,12,9,1,0,0,0
4518,Vince Agnew\AgneVi00,2012,2012,,DAL,NFL,4,0,1,0,0,0
4519,Roberto Aguayo\AguaRo00,2016,2016,2-59,TAM,NFL,16,0,1,0,0,0
4520,Victor Aiyewa\AiyeVi00,2013,2013,,GNB,NFL,5,0,1,0,0,0
4521,Bryson Albright\AlbrBr00,2016,2017,,TOT,NFL,8,0,2,0,0,0
4522,Chas Alecxih\AlecCh00,2012,2014,,TOT,NFL,0,,2,0,0,0
4523,Alvester Alexander\AlexAl00,2012,2012,,2TM,NFL,,,1,0,0,0
4524,Kevin Alexander\AlexKe02,2010,2010,,DEN,NFL,8,0,1,0,0,0
4525,Dominic Alford\AlfoDo00,2012,2012,,CAR,NFL,,,1,0,0,0
4526,Jay Alford\AlfoJa99,2010,2010,3-81,RAI,NFL,4,0,1,0,0,0
4527,Mario Alford\AlfoMa00,2015,2016,7-238,TOT,NFL,4,0,2,0,0,0
4528,Jake Allen\AlleJa24,2009,2009,,2TM,NFL,3,0,1,0,0,0
4529,Josh Allen\AlleJo00,2014,2014,,TAM,NFL,3,0,1,0,0,0
4530,Marcus Allen\AlleMa03,2018,2018,5-148,PIT,NFL,2,0,1,0,0,0
4531,Rashaun Allen\AlleRa00,2014,2014,,SEA,NFL,1,0,1,0,0,0
4532,Roger Allen\AlleRo20,2009,2012,,TOT,NFL,6,1,2,0,0,0
4533,Andre' Anderson\AndeAn23,2010,2010,,BUF,NFL,2,0,1,0,0,0
4534,Brandon Anderson\AndeBr23,2009,2009,,TAM,NFL,3,0,1,0,0,0
4535,Deon Anderson\AndeDe01,2009,2010,6-195,DAL,NFL,17,9,2,0,0,0
4536,Joe Anderson\AndeJo00,2012,2013,,CHI,NFL,9,0,2,0,0,0
4537,Justin Anderson\AndeJu00,2012,2012,7-208,CLT,NFL,,,1,0,0,0
4538,Justin Anderson\AndeJu01,2014,2014,,2TM,NFL,2,0,1,0,0,0
4539,Vince Anderson\AndeVi00,2010,2010,,TAM,NFL,3,0,1,0,0,0
4540,Shane Andrus\AndrSh00,2009,2010,,TOT,NFL,7,0,2,0,0,0
4541,Jason Ankrah\AnkrJa00,2014,2014,,HTX,NFL,2,0,1,0,0,0
4542,Blake Annen\AnneBl01,2014,2014,,CHI,NFL,5,0,1,0,0,0
4543,Kenny Anunike\AnunKe00,2014,2015,,DEN,NFL,3,0,2,0,0,0
4544,Chigbo Anunoby\AnunCh00,2012,2014,,TOT,NFL,0,,2,0,0,0
4545,Troy Apke\ApkeTr00,2018,2018,4-109,WAS,NFL,2,0,1,0,0,0
4546,Emmanuel Arceneaux\ArceEm00,2011,2011,,MIN,NFL,3,0,1,0,0,0
4547,Dri Archer\ArchDr00,2014,2015,3-97,PIT,NFL,20,0,2,0,0,0
4548,David Arkin\ArkiDa00,2012,2016,4-110,TOT,NFL,4,0,4,0,0,0
4549,Brian Arnfelt\ArnfBr00,2013,2013,,PIT,NFL,2,0,1,0,0,0
4550,Isaac Asiata\AsiaIs00,2017,2018,5-164,MIA,NFL,2,0,2,0,0,0
4551,Johan Asiata\AsiaJo20,2010,2010,,CHI,NFL,2,0,1,0,0,0
4552,B.J. Askew\AskeB.00,2009,2009,3-85,TAM,NFL,5,2,1,0,0,0
4553,Mark Asper\AspeMa00,2012,2014,6-178,TOT,NFL,7,0,3,0,0,0
4554,Tim Atchison\AtchTi00,2011,2011,,RAM,NFL,1,0,1,0,0,0
4555,John Atkins\AtkiJo01,2018,2018,,DET,NFL,2,0,1,0,0,0
4556,George Atkinson\AtkiGe01,2014,2016,,TOT,NFL,21,0,2,0,0,0
4557,Josh Aubrey\AubrJo00,2013,2015,,TOT,NFL,9,0,3,0,0,0
4558,Antony Auclair\AuclAn00,2017,2018,,TAM,NFL,24,13,2,0,0,0
4559,Rodney Austin\AustRo00,2012,2014,,DET,NFL,1,0,3,0,0,0
4560,Adrian Awasom\AwasAd20,2011,2011,,MIN,NFL,1,0,1,0,0,0
4561,Demarcus Ayers\AyerDe00,2016,2016,7-229,PIT,NFL,2,1,1,0,0,0
4562,Jeff Baca\BacaJe00,2013,2014,6-196,TOT,NFL,4,0,2,0,0,0
4563,Kennard Backman\BackKe00,2015,2015,6-213,GNB,NFL,7,0,1,0,0,0
4564,Chase Baker\BakeCh01,2012,2013,,MIN,NFL,5,0,2,0,0,0
4565,Josh Baker\BakeJo01,2011,2011,,NYJ,NFL,11,0,1,0,0,0
4566,Sean Baker\BakeSe00,2012,2014,,TOT,NFL,5,0,2,0,0,0
