k,Player,WAR/pos,From,To,Age,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos,Tm
748,Garrett Jones\jonesga02,0.4,2011,2015,30-34,640,2132,1941,231,480,121,9,78,265,166,8,461,5,0,19,31,10,4,.247,.305,.439,.745,*39H/D71,PIT-MIA-NYY
749,Jason Marquis\marquja01,0.4,2011,2015,32-36,71,145,136,8,25,6,0,0,7,0,0,42,1,8,0,1,0,0,.184,.190,.228,.418,/*1H,WSN-ARI-SDP-MIN-CIN
750,Juan Perez\perezju02,0.4,2013,2015,26-28,117,246,228,26,51,15,0,2,13,12,0,52,2,3,1,7,3,1,.224,.267,.316,.583,/*78H94,SFG
751,Corey Brown\brownco01,0.4,2011,2014,25-28,39,46,41,6,7,3,0,2,4,4,0,16,0,1,0,1,1,0,.171,.244,.390,.635,/*H798D,WSN-BOS
752,Juan Francisco\francju02,0.4,2011,2014,24-27,354,1007,920,103,211,46,4,46,138,74,6,348,7,0,6,15,2,5,.229,.290,.438,.728,*5H/3D,CIN-ATL-MIL-TOR
753,Jason Bay\bayja01,0.4,2011,2013,32-34,261,960,844,110,183,27,1,31,97,101,4,229,4,2,9,17,19,3,.217,.301,.361,.662,*7/9HD8,NYM-SEA
754,Jeff Keppinger\keppije01,0.4,2011,2013,31-33,331,1269,1187,123,337,48,2,19,115,56,1,96,6,5,13,39,1,2,.284,.316,.376,.692,4/53DH,SFG-HOU-TBR-CHW
755,Travis Buck\bucktr01,0.4,2011,2012,27-28,83,241,223,25,50,16,1,2,24,14,0,48,3,0,1,5,1,1,.224,.278,.332,.610,/79HD8,CLE-HOU
756,Luke Hughes\hughelu01,0.4,2011,2012,26-27,104,341,310,31,67,12,0,7,32,24,0,89,3,2,2,2,4,2,.216,.277,.323,.600,/43H5D,MIN-OAK
757,Jack Wilson\wilsoja02,0.4,2011,2012,33-34,119,309,285,29,64,10,1,0,15,12,1,51,0,9,3,3,5,2,.225,.253,.267,.520,/64H5,ATL-SEA
758,Esteban German\germaes01,0.4,2011,2011,33-33,11,13,11,6,5,1,0,1,4,1,0,1,0,0,1,0,1,0,.455,.462,.818,1.280,/*H54D,TEX
759,Ivan Rodriguez\rodriiv01,0.4,2011,2011,39-39,44,137,124,14,27,7,0,2,19,10,2,28,1,2,0,6,0,0,.218,.281,.323,.604,/*2H3,WSN
760,Yordan Alvarez\alvaryo01,0.3,2019,2019,22-22,3,14,9,4,2,0,0,2,4,5,0,4,0,0,0,0,0,0,.222,.500,.889,1.389,/*D,HOU
761,Aramis Garcia\garciar01,0.3,2018,2019,25-26,25,82,79,11,21,1,0,6,12,3,0,39,0,0,0,2,0,0,.266,.293,.506,.799,/23H,SFG
762,Tyler Glasnow\glasnty01,0.3,2016,2019,22-25,69,35,29,1,6,0,0,0,3,4,0,15,1,1,0,0,0,0,.207,.324,.207,.530,/*1H,PIT-TBR
763,Ben Lively\livelbe01,0.3,2017,2019,25-27,21,33,33,2,6,0,0,2,8,0,0,11,0,0,0,0,0,0,.182,.182,.364,.545,/*1H,PHI-KCR
764,Steven Matz\matzst01,0.3,2015,2019,24-28,88,158,138,5,21,3,1,2,12,7,0,40,0,12,1,4,0,0,.152,.192,.232,.424,/*1H,NYM
765,Wade Miley\mileywa01,0.3,2011,2019,24-32,140,275,239,12,37,5,0,1,12,9,0,66,0,27,0,4,0,0,.155,.185,.188,.374,*1/H,ARI-BOS-SEA-BAL-MIL-HOU
766,Max Moroff\morofma01,0.3,2016,2019,23-26,104,244,213,29,39,6,1,7,34,25,1,85,3,2,1,0,1,1,.183,.277,.319,.596,/*46H5,PIT-CLE
767,Jacob Nottingham\nottija01,0.3,2018,2019,23-24,15,29,25,3,6,1,0,1,4,4,0,10,0,0,0,0,0,0,.240,.345,.400,.745,/*2H3,MIL
768,Tanner Roark\roarkta01,0.3,2013,2019,26-32,183,337,295,11,44,7,1,1,14,8,0,108,1,33,0,3,0,0,.149,.174,.190,.364,*1,WSN-CIN
769,Anthony Santander\santaan02,0.3,2017,2019,22-24,53,169,157,14,38,10,1,2,12,9,0,33,2,0,1,1,1,0,.242,.290,.357,.647,/*97HD,BAL
770,Nick Senzel\senzeni01,0.3,2019,2019,24-24,35,164,148,23,40,11,2,5,15,14,0,38,0,0,1,2,5,3,.270,.331,.473,.804,/*8H,CIN
771,Pedro Severino\severpe01,0.3,2015,2019,21-25,143,415,366,33,78,18,0,12,40,39,5,87,7,1,2,3,1,0,.213,.300,.361,.660,*2/HD,WSN-BAL
772,Will Smith\smithwi05,0.3,2019,2019,24-24,6,23,21,3,6,1,0,2,3,2,1,6,0,0,0,1,1,0,.286,.348,.619,.967,/*2,LAD
773,Jacob Stallings\stallja01,0.3,2016,2019,26-29,37,105,97,8,26,3,0,0,10,7,2,23,0,0,1,2,1,0,.268,.314,.299,.613,/*2H,PIT
774,Marcus Stroman\stromma01,0.3,2014,2019,23-28,15,18,17,5,3,1,0,1,1,0,0,7,0,1,0,0,0,0,.176,.176,.412,.588,*1/HD,TOR
775,Lane Thomas\thomala02,0.3,2019,2019,23-23,9,11,10,1,4,0,0,1,4,1,0,1,0,0,0,0,1,0,.400,.455,.700,1.155,/*8H9,STL
776,Josh Tomlin\tomlijo01,0.3,2011,2019,26-34,35,21,20,2,7,1,0,0,1,0,0,8,0,1,0,0,0,0,.350,.350,.400,.750,*1/HD,CLE-ATL
777,Richard Urena\urenari01,0.3,2017,2019,21-23,77,226,207,18,53,11,0,2,10,14,0,73,0,5,0,3,3,1,.256,.303,.338,.641,/*64H57,TOR
778,Alex Blandino\blandal01,0.3,2018,2018,25-25,69,147,128,14,30,4,0,1,8,13,1,41,4,2,0,4,0,0,.234,.324,.289,.613,/H4563791,CIN
779,Jose Miguel Fernandez\fernajo03,0.3,2018,2018,30-30,36,123,116,9,31,8,0,2,11,6,0,15,1,0,0,2,1,0,.267,.309,.388,.697,/*3HD54,LAA
780,Johnny Field\fieldjo04,0.3,2018,2018,26-26,83,233,221,28,49,13,0,9,21,7,0,72,3,1,1,3,4,0,.222,.254,.403,.657,/798HD1,TBR-MIN
781,Juan Graterol\grateju01,0.3,2016,2018,27-29,61,111,106,9,23,6,0,0,13,2,0,16,0,1,2,4,0,0,.217,.227,.274,.501,/*2H,LAA-MIN
782,Austin Slater\slateau01,0.3,2017,2018,24-25,108,352,316,36,83,9,2,4,39,28,2,98,7,0,1,8,7,0,.263,.335,.342,.677,/*7H3985,SFG
783,Jake Smolinski\smolija01,0.3,2014,2018,25-29,234,673,608,67,143,20,5,16,67,43,0,123,15,1,6,19,3,3,.235,.299,.363,.663,/789HD1,TEX-OAK
784,Dusty Coleman\colemdu01,0.3,2015,2017,28-30,31,76,71,6,15,3,0,4,9,2,0,36,2,0,1,1,1,0,.211,.250,.423,.673,/*6H5,KCR-SDP
785,Taylor Featherston\feathta01,0.3,2015,2017,25-27,137,244,219,31,35,7,1,4,16,14,0,72,4,4,3,4,7,2,.160,.221,.256,.477,/4H563D,LAA-PHI-TBR
786,Zack Granite\graniza01,0.3,2017,2017,24-24,40,107,93,14,22,2,0,1,13,12,0,9,0,1,1,6,2,2,.237,.321,.290,.611,/*8H79D,MIN
787,Kyle Kendrick\kendrky01,0.3,2011,2017,26-32,158,264,226,12,34,6,1,1,5,10,0,96,1,27,0,4,0,0,.150,.190,.199,.389,*1/H,PHI-COL-BOS
788,Chris Young\youngch03,0.3,2011,2017,32-38,32,53,46,1,9,2,0,0,7,1,0,16,0,6,0,0,0,0,.196,.213,.239,.452,*1,NYM-SEA-KCR
789,Jason Rogers\rogerja02,0.3,2014,2016,26-28,117,212,186,24,48,7,3,4,18,23,0,44,3,0,0,3,0,0,.258,.349,.392,.742,/*H357D,MIL-PIT
790,Ryan Vogelsong\vogelry01,0.3,2011,2016,33-38,161,297,252,21,32,5,0,1,9,12,0,109,4,29,0,3,0,0,.127,.179,.159,.338,*1/H,SFG-PIT
791,Domonic Brown\browndo01,0.3,2011,2015,23-27,458,1678,1529,180,378,70,9,52,216,133,12,293,5,0,11,24,21,6,.247,.308,.407,.714,*79/HD,PHI
792,Shaun Marcum\marcush01,0.3,2011,2015,29-33,66,147,119,5,16,4,0,1,7,7,0,40,2,19,0,0,0,0,.134,.195,.193,.389,/*1H,MIL-NYM-CLE
793,Tyler Matzek\matzety01,0.3,2014,2015,23-24,26,52,46,5,10,2,0,0,0,2,0,14,0,4,0,1,0,0,.217,.250,.261,.511,/*1H,COL
794,C.J. Wilson\wilsocj01,0.3,2011,2015,30-34,12,31,25,3,4,0,1,0,0,3,0,9,0,3,0,0,0,0,.160,.250,.240,.490,*1/H,TEX-LAA
795,Irving Falu\faluir01,0.3,2012,2014,29-31,47,130,119,14,33,6,1,0,8,8,1,14,0,2,1,4,1,2,.277,.320,.345,.665,/*45H6,KCR-SDP-MIL
796,Brandon Hicks\hicksbr01,0.3,2011,2014,25-28,110,334,289,36,45,11,1,11,30,39,3,117,2,3,1,6,1,1,.156,.260,.315,.575,/*4H6537,ATL-OAK-SFG
797,Kevin Kouzmanoff\kouzmke01,0.3,2011,2014,29-32,86,308,281,32,72,17,0,9,43,14,2,53,8,0,5,6,2,0,.256,.305,.413,.718,/*5H,COL-OAK-TEX
798,Antoan Richardson\richaan01,0.3,2011,2014,27-30,22,21,20,4,7,0,0,0,1,1,0,3,0,0,0,0,6,0,.350,.381,.350,.731,/*H98D,ATL-NYY
799,Kensuke Tanaka\tanakke01,0.3,2013,2013,32-32,15,34,30,4,8,0,0,0,2,4,0,3,0,0,0,0,2,0,.267,.353,.267,.620,/*7H,SFG
800,Jake Westbrook\westbja01,0.3,2011,2013,33-35,81,160,130,9,17,5,0,1,12,11,0,59,0,19,0,2,2,0,.131,.199,.192,.391,/*1H,STL
