k,Player,WAR/pos,From,To,Age,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos,Tm
1024,Robert Carson\carsoro01,0.1,2012,2013,23-24,30,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1.000,,,/*1,NYM
1025,Barry Enright\enrigba01,0.1,2011,2013,25-27,8,15,12,1,2,0,0,1,2,2,0,2,0,1,0,2,0,0,.167,.286,.417,.702,/*1H,ARI-LAA
1026,Hector Gimenez\gimenhe01,0.1,2011,2013,28-30,35,98,86,9,19,4,0,2,11,7,1,28,2,0,3,1,0,0,.221,.286,.337,.623,/*2HD79,LAD-CHW
1027,Edgar Gonzalez\gonzaed01,0.1,2011,2013,28-30,9,12,9,0,1,0,0,0,1,2,0,5,0,1,0,0,0,0,.111,.273,.111,.384,/*1,COL-HOU-TOR
1028,Ramon Hernandez\hernara02,0.1,2011,2013,35-37,160,579,530,48,134,25,0,20,70,35,7,80,7,2,5,21,1,1,.253,.305,.413,.718,*2/H3D,CIN-COL-LAD
1029,Jeremy Horst\horstje01,0.1,2011,2013,25-27,70,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,/*1,CIN-PHI
1030,Zach Lutz\lutzza01,0.1,2012,2013,26-27,22,37,31,3,7,2,0,0,2,6,0,11,0,0,0,1,0,0,.226,.351,.290,.642,/*H53D,NYM
1031,Brandon Lyon\lyonbr01,0.1,2011,2013,31-33,87,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1.000,1.000,2.000,3.000,*1,HOU-TOR-NYM
1032,Cristhian Martinez\marticr01,0.1,2011,2013,29-31,99,11,9,0,2,1,0,0,2,0,0,2,0,2,0,0,0,0,.222,.222,.333,.556,*1,ATL
1033,Kyle McClellan\mccleky01,0.1,2011,2013,27-29,59,42,36,3,5,1,0,0,4,1,0,13,0,5,0,1,0,0,.139,.162,.167,.329,/*1H,STL-TEX
1034,James McDonald\mcdonja03,0.1,2011,2013,26-28,71,138,115,13,15,1,0,0,4,12,0,57,0,11,0,4,0,0,.130,.213,.139,.352,/*1H,PIT
1035,Melky Mesa\mesame01,0.1,2012,2013,25-26,8,16,15,2,6,2,0,0,2,1,0,2,0,0,0,0,0,1,.400,.438,.533,.971,/*H78D9,NYY
1036,Zach Miner\minerza01,0.1,2013,2013,31-31,16,6,6,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,.333,.333,.333,.667,/*1,PHI
1037,Yamaico Navarro\navarya01,0.1,2011,2013,23-25,59,153,138,15,31,3,1,2,15,12,0,35,0,1,2,3,0,2,.225,.283,.304,.587,/H57469,KCR-BOS-PIT-BAL
1038,Ramon Ortiz\ortizra02,0.1,2011,2013,38-40,23,4,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,.000,.000,.000,.000,/*1,CHC-TOR
1039,Russ Canzler\canzlru01,0.1,2011,2012,25-26,29,102,96,9,26,3,0,3,12,5,1,23,0,0,1,0,0,0,.271,.304,.396,.700,/7D3H,TBR-CLE
1040,David Cooper\coopeda01,0.1,2011,2012,24-25,72,226,211,25,57,18,0,6,23,11,0,36,2,0,2,3,0,1,.270,.310,.441,.750,/*3DH,TOR
1041,Brandon Dickson\dicksbr01,0.1,2011,2012,26-27,7,5,5,2,3,0,0,0,0,0,0,2,0,0,0,0,0,0,.600,.600,.600,1.200,/*1,STL
1042,Fred Lewis\lewisfr02,0.1,2011,2012,30-31,99,235,203,22,45,7,0,3,19,26,3,43,4,1,1,1,2,5,.222,.321,.300,.621,/7H98D,CIN-NYM
1043,Mitch Maier\maiermi01,0.1,2011,2012,29-30,76,187,159,27,33,5,4,2,14,24,0,56,1,1,2,1,3,0,.208,.312,.327,.639,/H897D1,KCR
1044,Mark Rogers\rogerma01,0.1,2012,2012,26-26,8,16,14,1,3,2,0,0,0,0,0,5,0,2,0,0,0,0,.214,.214,.357,.571,/*1H,MIL
1045,Chris Schwinden\schwich01,0.1,2011,2012,24-25,7,11,10,1,2,0,0,0,1,1,0,3,0,0,0,0,0,0,.200,.273,.200,.473,/*1,NYM
1046,Matt Treanor\treanma01,0.1,2011,2012,35-36,108,364,299,35,60,9,1,5,32,48,2,82,6,6,5,5,3,3,.201,.318,.288,.606,*2/H,TEX-KCR-LAD
1047,Alex White\whiteal01,0.1,2011,2012,22-23,34,47,41,3,6,2,0,2,5,0,0,18,0,5,1,0,0,0,.146,.143,.341,.484,/*1H,COL-CLE
1048,Eliezer Alfonzo\alfonel01,0.1,2011,2011,32-32,25,79,75,2,20,1,0,1,9,3,0,13,1,0,0,1,0,0,.267,.304,.320,.624,/*2H,COL
1049,Bryan Augenstein\augenbr01,0.1,2011,2011,24-24,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,/*1,STL
1050,Josh Bard\bardjo01,0.1,2011,2011,33-33,26,86,81,5,17,4,0,2,11,5,0,20,0,0,0,0,0,0,.210,.256,.333,.589,/*2D,SEA
1051,Joey Gathright\gathrjo01,0.1,2011,2011,30-30,7,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,,1.000,,,/*H*7D,BOS
1052,Chris Jakubauskas\jakubch01,0.1,2011,2011,32-32,2,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,.667,.667,.667,1.333,/*1*H,BAL
1053,Jason Jaramillo\jaramja01,0.1,2011,2011,28-28,23,45,43,1,14,3,0,0,6,2,0,12,0,0,0,1,1,0,.326,.356,.395,.751,/*2*H,PIT
1054,Kyle Phillips\phillky01,0.1,2011,2011,27-27,36,85,76,9,13,3,0,2,10,8,1,19,1,0,0,2,0,0,.171,.259,.289,.548,/*2H,SDP
1055,J.R. Towles\towlejr01,0.1,2011,2011,27-27,54,165,147,11,27,7,0,3,11,13,1,26,2,1,2,3,0,0,.184,.256,.293,.549,/*2H,HOU
1056,Austin Adams\adamsau02,0.0,2017,2019,26-28,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,WSN-SEA
1057,Chance Adams\adamsch01,0.0,2018,2019,23-24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,NYY
1058,Victor Alcantara\alcanvi01,0.0,2017,2019,24-26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,DET
1059,Dan Altavilla\altavda01,0.0,2016,2019,23-26,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,SEA
1060,Jose Alvarez\alvarjo02,0.0,2013,2019,24-30,44,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000,.333,.000,.333,*1,DET-LAA-PHI
1061,Brett Anderson\anderbr04,0.0,2011,2019,23-31,52,95,79,1,10,3,0,0,5,6,0,44,0,10,0,3,0,0,.127,.188,.165,.353,*1,OAK-COL-LAD-CHC-TOR
1062,Justin Anderson\anderju01,0.0,2018,2019,25-26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,LAA
1063,Nick Anderson\anderni01,0.0,2019,2019,28-28,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,MIA
1064,Victor Arano\aranovi01,0.0,2017,2019,22-24,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,PHI
1065,Shawn Armstrong\armstsh01,0.0,2015,2019,24-28,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,CLE-SEA-BAL
1066,Luis Avilan\avilalu01,0.0,2012,2019,22-29,335,9,7,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,.143,.143,.143,.286,*1,ATL-LAD-PHI-CHW-NYM
1067,Sandy Baez\baezsa01,0.0,2018,2019,24-25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,DET
1068,Luke Bard\bardlu01,0.0,2018,2019,27-28,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,LAA
1069,Scott Barlow\barlosc01,0.0,2018,2019,25-26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,KCR
1070,Jake Barrett\barreja01,0.0,2016,2019,24-27,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,ARI-NYY
1071,Anthony Bass\bassan01,0.0,2011,2019,23-31,97,39,38,3,4,0,1,0,6,0,0,17,0,1,0,0,1,0,.105,.105,.158,.263,*1/H,SDP-HOU-TEX-CHC-SEA
1072,Gerson Bautista\bautige01,0.0,2018,2019,23-24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,NYM-SEA
1073,Cam Bedrosian\bedroca01,0.0,2014,2019,22-27,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,LAA
1074,Anthony Bemboom\bemboan01,0.0,2019,2019,29-29,3,5,5,0,2,1,0,0,1,0,0,2,0,0,0,0,0,0,.400,.400,.600,1.000,/*2,TBR
1075,Travis Bergen\bergetr01,0.0,2019,2019,25-25,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,SFG
1076,Kyle Bird\birdky01,0.0,2019,2019,26-26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,TEX
1077,Richard Bleier\bleieri01,0.0,2016,2019,29-32,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,NYY-BAL
1078,Jerry Blevins\blevije01,0.0,2011,2019,27-35,297,4,4,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,.250,.250,.250,.500,*1,OAK-WSN-NYM-ATL
1079,James Bourque\bourqja01,0.0,2019,2019,25-25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,WSN
1080,Ryan Brasier\brasiry01,0.0,2013,2019,25-31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,LAA-BOS
1081,Brandon Brennan\brennbr01,0.0,2019,2019,27-27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,SEA
1082,Colten Brewer\breweco01,0.0,2018,2019,25-26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,SDP-BOS
1083,Ryan Buchter\buchtry01,0.0,2014,2019,27-32,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,ATL-SDP-KCR-OAK
1084,Aaron Bummer\bummeaa01,0.0,2017,2019,23-25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,CHW
1085,Nick Burdi\burdini01,0.0,2018,2019,25-26,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,PIT
1086,Ty Buttrey\buttrty01,0.0,2018,2019,25-26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,LAA
1087,Harold Castro\castrha01,0.0,2018,2019,24-25,21,55,51,3,14,2,0,0,2,3,0,11,0,0,1,0,2,0,.275,.309,.314,.623,/*4H69587,DET
1088,Miguel Castro\castrmi01,0.0,2015,2019,20-24,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,COL-TOR-BAL
1089,Andrew Chafin\chafian01,0.0,2014,2019,24-29,264,5,5,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,.200,.200,.200,.400,*1,ARI
1090,Alex Claudio\claudal01,0.0,2014,2019,22-27,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,TEX-MIL
1091,Taylor Cole\coleta01,0.0,2017,2019,27-29,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,TOR-LAA
1092,Tim Collins\colliti01,0.0,2011,2019,21-29,57,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,*1,KCR-WSN-CHC
1093,Sam Coonrod\coonrsa01,0.0,2019,2019,26-26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,SFG
1094,Jimmy Cordero\cordeji01,0.0,2018,2019,26-27,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,WSN-TOR
1095,Stefan Crichton\crichst01,0.0,2017,2019,25-27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,BAL-ARI
1096,Kyle Crick\crickky01,0.0,2017,2019,24-26,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,SFG-PIT
1097,Chase De Jong\dejonch01,0.0,2017,2019,23-25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,SEA-MIN
1098,Jairo Diaz\diazja01,0.0,2014,2019,23-28,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,LAA-COL
1099,Phillip Diehl\diehlph01,0.0,2019,2019,24-24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,COL
1100,Jake Diekman\diekmja01,0.0,2012,2019,25-32,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,PHI-TEX-ARI-KCR
1101,Seranthony Dominguez\dominse01,0.0,2018,2019,23-24,74,3,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,.000,.333,.000,.333,/*1,PHI
1102,Kyle Dowdy\dowdyky01,0.0,2019,2019,26-26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,TEX
1103,Danny Duffy\duffyda01,0.0,2011,2019,22-30,18,20,18,2,2,0,0,0,1,0,0,9,0,2,0,0,0,0,.111,.111,.111,.222,*1,KCR
1104,Ryan Dull\dullry01,0.0,2015,2019,25-29,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,OAK
1105,Jon Edwards\edwarjo02,0.0,2014,2019,26-31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,TEX-SDP-CLE
1106,Roenis Elias\eliasro01,0.0,2014,2019,25-30,33,6,6,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,.167,.167,.167,.333,*1,SEA-BOS
1107,Adam Engel\engelad01,0.0,2017,2019,25-27,266,857,782,90,162,30,8,13,54,41,0,266,17,16,1,3,24,10,.207,.262,.316,.577,*8/HD7,CHW
1108,Carlos Estevez\estevca01,0.0,2016,2019,23-26,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,COL
1109,Buck Farmer\farmebu01,0.0,2014,2019,23-28,10,4,4,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,.250,.250,.250,.500,*1,DET
1110,Jose Fernandez\fernajo04,0.0,2018,2019,25-26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,TOR-DET
1111,Matt Festa\festama01,0.0,2018,2019,25-26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,SEA
1112,Jace Fry\fryja01,0.0,2017,2019,23-25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,CHW
1113,Paul Fry\frypa01,0.0,2018,2019,25-26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,BAL
1114,Carson Fulmer\fulmeca01,0.0,2016,2019,22-25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,CHW
1115,Drew Gagnon\gagnodr01,0.0,2018,2019,28-29,17,6,4,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,.250,.200,.250,.450,/*1,NYM
1116,Isaac Galloway\gallois01,0.0,2018,2019,28-29,62,128,118,13,22,4,0,3,8,9,0,38,0,1,0,0,3,1,.186,.244,.297,.541,/87H9,MIA
1117,Edgar Garcia\garcied01,0.0,2019,2019,22-22,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,PHI
1118,Ryan Garton\gartory01,0.0,2016,2019,26-29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,TBR-SEA
1119,Cory Gearrin\gearrco01,0.0,2011,2019,25-33,241,3,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,.333,.333,.333,.667,*1/7,ATL-SFG-TEX-OAK-SEA
1120,Ken Giles\gileske01,0.0,2014,2019,23-28,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,PHI-HOU-TOR
1121,Jeanmar Gomez\gomezje01,0.0,2011,2019,23-31,261,20,19,0,3,0,0,0,0,0,0,11,0,1,0,0,0,0,.158,.158,.158,.316,*1,CLE-PIT-PHI-CHW-TEX
1122,Nick Goody\goodyni01,0.0,2015,2019,23-27,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,NYY-CLE
1123,Trevor Gott\gotttr01,0.0,2015,2019,22-26,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,LAA-WSN-SFG
1124,Javy Guerra\guerrja01,0.0,2011,2019,25-33,164,4,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,.000,.333,.000,.333,*1,LAD-CHW-LAA-MIA-WSN-TOR
1125,Tayron Guerrero\guerrta01,0.0,2016,2019,25-28,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,SDP-MIA
1126,J.D. Hammer\hammejd01,0.0,2019,2019,24-24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,PHI
1127,Ryne Harper\harpery01,0.0,2019,2019,30-30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,MIN
1128,Geoff Hartlieb\hartlge01,0.0,2019,2019,25-25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,PIT
1129,Joe Harvey\harvejo01,0.0,2019,2019,27-27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,NYY
1130,Kelvin Herrera\herreke01,0.0,2011,2019,21-29,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,KCR-WSN-CHW
1131,Trevor Hildenberger\hildetr01,0.0,2017,2019,26-28,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,MIN
1132,Jonathan Holder\holdejo02,0.0,2016,2019,23-26,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,NYY
1133,Greg Holland\hollagr01,0.0,2011,2019,25-33,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,KCR-COL-WSN-STL-ARI
1134,Jay Jackson\jacksja01,0.0,2015,2019,27-31,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,SDP-MIL
1135,Josh James\jamesjo02,0.0,2018,2019,25-26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,HOU
1136,Williams Jerez\jerezwi01,0.0,2018,2019,26-27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,LAA-SFG
1137,Jake Jewell\jewelja01,0.0,2018,2019,25-26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,LAA
1138,Joe Jimenez\jimenjo02,0.0,2017,2019,22-24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,DET
1139,DJ Johnson\johnsdj01,0.0,2018,2019,28-29,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,COL
1140,Nate Jones\jonesna01,0.0,2012,2019,26-33,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,CHW
1141,Ariel Jurado\juradar01,0.0,2018,2019,22-23,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,/*1,TEX
1142,Keone Kela\kelake01,0.0,2015,2019,22-26,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,TEX-PIT
1143,Tyler Kinley\kinlety01,0.0,2018,2019,27-28,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,MIA-MIN
1144,Branden Kline\klinebr01,0.0,2019,2019,27-27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,BAL
1145,Andrew Knapp\knappan01,0.0,2017,2019,25-27,170,479,405,51,90,16,3,8,30,67,6,147,2,2,3,8,2,0,.222,.333,.336,.669,*2/H3D,PHI
1146,Peter Lambert\lambepe01,0.0,2019,2019,22-22,2,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,.250,.250,.250,.500,/*1,COL
1147,Jose Leclerc\leclejo01,0.0,2016,2019,22-25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,TEX
1148,Dominic Leone\leonedo01,0.0,2014,2019,22-27,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,SEA-ARI-TOR-STL
1149,Zack Littell\litteza01,0.0,2018,2019,22-23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,MIN
1150,Shed Long\longsh01,0.0,2019,2019,23-23,19,79,69,9,16,7,0,1,5,10,0,20,0,0,0,1,3,1,.232,.329,.377,.706,/*475,SEA
1151,Yoan Lopez\lopezyo01,0.0,2018,2019,25-26,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,ARI
1152,Richard Lovelady\lovelri01,0.0,2019,2019,23-23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,KCR
1153,Josh Lucas\lucasjo02,0.0,2017,2019,26-28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,STL-OAK-BAL
1154,Tyler Lyons\lyonsty01,0.0,2013,2019,25-31,145,49,41,3,5,0,0,0,1,5,0,16,0,3,0,1,0,0,.122,.217,.122,.339,*1,STL-PIT
1155,Dillon Maples\mapledi01,0.0,2017,2019,25-27,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,CHC
1156,Evan Marshall\marshev01,0.0,2014,2019,24-29,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,ARI-SEA-CLE-CHW
1157,Brett Martin\martibr01,0.0,2019,2019,24-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,TEX
1158,Chris Martin\martich02,0.0,2014,2019,28-33,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,COL-NYY-TEX
1159,Mike Mayers\mayermi01,0.0,2016,2019,24-27,63,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,.000,.500,.000,.500,/*1,STL
