,Player,Year,Tm,AV,percentile_av,state
12522,T.J. Johnson,2016,CIN,1.0,32,SC
12523,Brett Jones,2016,NYG,1.0,32,canada
12524,Colin Jones,2016,CAR,1.0,32,TX
12525,Cyrus Jones,2016,NWE,1.0,32,AL
12526,Dominique Jones,2016,MIA,1.0,32,WV
12527,Don Jones,2016,2TM,1.0,32,WA
12528,Don Jones,2016,2TM,1.0,32,AK
12529,Howard Jones,2016,TAM,1.0,32,WV
12530,Jonathan Jones,2016,NWE,1.0,32,AL
12531,T.J. Jones,2016,DET,1.0,32,IN
12532,Mike Jordan,2016,LAR,1.0,32,MO
12533,Matt Kalil,2016,MIN,1.0,32,SC
12534,Ufomba Kamalu,2016,HOU,1.0,32,FL
12535,Jayron Kearse,2016,MIN,1.0,32,SC
12536,Zac Kerin,2016,MIN,1.0,32,OH
12537,Darius Kilgo,2016,DEN,1.0,32,MD
12538,Miles Killebrew,2016,DET,1.0,32,UT
12539,Brandon King,2016,NWE,1.0,32,AL
12540,Brandon King,2016,NWE,1.0,32,IN
12541,Arie Kouandjio,2016,WAS,1.0,32,AL
12542,Ben Koyack,2016,JAX,1.0,32,IN
12543,Casey Kreiter,2016,DEN,1.0,32,IA
12544,Tyler Kroft,2016,CIN,1.0,32,NJ
12545,John Kuhn,2016,NOR,1.0,32,PA
12546,L.P. Ladouceur,2016,DAL,1.0,32,CA
12547,Emmanuel Lamur,2016,MIN,1.0,32,KA
12548,Chris Landrum,2016,SDG,1.0,32,AL
12549,Anthony Lanier,2016,WAS,1.0,32,AL
12550,Cody Latimer,2016,DEN,1.0,32,IN
12551,Shaq Lawson,2016,BUF,1.0,32,SC
12552,Corey Lemonier,2016,2TM,1.0,32,AL
12553,Anthony Levine,2016,BAL,1.0,32,TN
12554,DeAndre Levy,2016,DET,1.0,32,WI
12555,Marcedes Lewis,2016,JAX,1.0,32,CA
12556,Roger Lewis,2016,NYG,1.0,32,OH
12557,Tommylee Lewis,2016,NOR,1.0,32,IL
12558,Chris Lewis-Harris,2016,2TM,1.0,32,TN
12559,Cory Littleton,2016,LAR,1.0,32,WA
12560,Jeff Locke,2016,MIN,1.0,32,CA
12561,Ricardo Louis,2016,CLE,1.0,32,AL
12562,Dean Lowry,2016,GNB,1.0,32,OK
12563,Aaron Lynch,2016,SFO,1.0,32,FL
12564,Cameron Lynch,2016,TAM,1.0,32,NY
12565,Paxton Lynch,2016,DEN,1.0,32,TN
12566,EJ Manuel,2016,BUF,1.0,32,FL
12567,Chris Maragos,2016,PHI,1.0,32,WI
12568,Jalin Marshall,2016,NYJ,1.0,32,OH
12569,Nick Marshall,2016,NYJ,1.0,32,AL
12570,Gabe Martin,2016,ARI,1.0,32,OH
12571,Josh Martin,2016,NYJ,1.0,32,WA
12572,Kareem Martin,2016,ARI,1.0,32,NC
12573,Marcus Martin,2016,SFO,1.0,32,SC
12574,Tyler Matakevich,2016,PIT,1.0,32,TX
12575,Evan Mathis,2016,ARI,1.0,32,AL
12576,Michael Mauti,2016,NOR,1.0,32,PA
12577,David Mayo,2016,CAR,1.0,32,TX
12578,Dexter McCoil,2016,SDG,1.0,32,OK
12579,Josh McCown,2016,CLE,1.0,32,TX
12580,Lerentee McCray,2016,BUF,1.0,32,FL
12581,Kevin McDermott,2016,MIN,1.0,32,CA
12582,Dewey McDonald,2016,SEA,1.0,32,CA
12583,Tanner McEvoy,2016,SEA,1.0,32,WI
12584,Darren McFadden,2016,DAL,1.0,32,AR
12585,Leon McFadden,2016,DAL,1.0,32,CA
12586,Keith McGill,2016,OAK,1.0,32,UT
12587,T.Y. McGill,2016,IND,1.0,32,NC
12588,Sherrick McManis,2016,CHI,1.0,32,OK
12589,Pernell McPhee,2016,CHI,1.0,32,MS
12590,Steven Means,2016,PHI,1.0,32,NY
12591,Jonathan Meeks,2016,BUF,1.0,32,SC
12592,Braxton Miller,2016,HOU,1.0,32,OH
12593,Harlan Miller,2016,ARI,1.0,32,LA
12594,Christopher Milton,2016,IND,1.0,32,GA
12595,Koa Misi,2016,MIA,1.0,32,UT
12596,Terrance Mitchell,2016,KAN,1.0,32,OR
12597,Don Muhlbach,2016,DET,1.0,32,TX
12598,Keith Mumphery,2016,HOU,1.0,32,MI
12599,Eric Murray,2016,KAN,1.0,32,MN
12600,Robert Nelson,2016,HOU,1.0,32,TX
12601,Robert Nelson,2016,HOU,1.0,32,AZ
12602,Dadi Nicolas,2016,KAN,1.0,32,VA
12603,Jared Norris,2016,CAR,1.0,32,UT
12604,Nick O'Leary,2016,BUF,1.0,32,FL
12605,Rees Odhiambo,2016,SEA,1.0,32,ID
12606,Owamagbe Odighizuwa,2016,NYG,1.0,32,CA
12607,Michael Oher,2016,CAR,1.0,32,MS
12608,Michael Ola,2016,BUF,1.0,32,VA
12609,Patrick Onwuasor,2016,BAL,1.0,32,AZ
12610,David Onyemata,2016,NOR,1.0,32,canada
12611,Matt Overton,2016,IND,1.0,32,WA
12612,Stephen Paea,2016,CLE,1.0,32,OR
12613,Michael Palardy,2016,CAR,1.0,32,TN
12614,Tenny Palepoi,2016,SDG,1.0,32,UT
12615,Nate Palmer,2016,TEN,1.0,32,IL
12616,Will Parks,2016,DEN,1.0,32,AZ
12617,Charone Peake,2016,NYJ,1.0,32,SC
12618,Mike Pennel,2016,GNB,1.0,32,AZ
12619,Joshua Perry,2016,SDG,1.0,32,OH
12620,Brian Peters,2016,HOU,1.0,32,OK
12621,Adrian Peterson,2016,MIN,1.0,32,OK
12622,Adrian Peterson,2016,MIN,1.0,32,GA
12623,Dashaun Phillips,2016,WAS,1.0,32,TX
12624,Kevin Pierre-Louis,2016,SEA,1.0,32,MA
12625,Eddie Pleasant,2016,HOU,1.0,32,OR
12626,Walt Powell,2016,BUF,1.0,32,OK
12627,Sheldon Price,2016,BAL,1.0,32,CA
12628,Chris Prosinski,2016,CHI,1.0,32,WY
12629,Hayes Pullard,2016,JAX,1.0,32,SC
12630,Spencer Pulley,2016,SDG,1.0,32,TN
12631,Tanner Purdum,2016,NYJ,1.0,32,KS
12632,Bobby Rainey,2016,NYG,1.0,32,KY
12633,Sheldon Rankins,2016,NOR,1.0,32,KY
12634,Keith Reaser,2016,SFO,1.0,32,FL
12635,Marcel Reece,2016,SEA,1.0,32,WA
12636,Trovon Reed,2016,SDG,1.0,32,AL
12637,Caraun Reid,2016,SDG,1.0,32,NJ
12638,Jah Reid,2016,KAN,1.0,32,FL
12639,Kendall Reyes,2016,2TM,1.0,32,CT
12640,Demetrius Rhaney,2016,LAR,1.0,32,TN
12641,Jordan Richards,2016,NWE,1.0,32,CA
12642,Darryl Roberts,2016,NYJ,1.0,32,PA
12643,Denard Robinson,2016,JAX,1.0,32,MI
12644,Edmond Robinson,2016,MIN,1.0,32,SC
12645,Josh Robinson,2016,TAM,1.0,32,FL
12646,Josh Robinson,2016,TAM,1.0,32,MS
12647,KeiVarae Russell,2016,CIN,1.0,32,IN
12648,Ryan Russell,2016,TAM,1.0,32,IN
12649,Greg Salas,2016,BUF,1.0,32,HI
12650,Garrison Sanborn,2016,BUF,1.0,32,FL
12651,Zack Sanchez,2016,CAR,1.0,32,OK
12652,Tom Savage,2016,HOU,1.0,32,PA
12653,Patrick Scales,2016,CHI,1.0,32,UT
12654,Brennan Scarlett,2016,HOU,1.0,32,CA
12655,Colton Schmidt,2016,BUF,1.0,32,CA
12656,Austin Seferian-Jenkins,2016,2TM,1.0,32,WA
12657,Kevon Seymour,2016,BUF,1.0,32,SC
12658,JaCorey Shepherd,2016,SFO,1.0,32,KS
12659,Cecil Shorts,2016,TAM,1.0,32,OH
12660,Sealver Siliga,2016,2TM,1.0,32,UT
12661,Tharold Simon,2016,ARI,1.0,32,LA
12662,Antone Smith,2016,TAM,1.0,32,FL
12663,Antonio Smith,2016,HOU,1.0,32,OK
12664,C.J. Smith,2016,PHI,1.0,32,ND
12665,Chris Smith,2016,JAX,1.0,32,AR
12666,Chris Smith,2016,JAX,1.0,32,IN
12667,Derron Smith,2016,CIN,1.0,32,CA
12668,Marcus Smith,2016,PHI,1.0,32,NM
12669,Marcus Smith,2016,PHI,1.0,32,KY
12670,Ryan Smith,2016,TAM,1.0,32,NC
12671,Terrance Smith,2016,KAN,1.0,32,FL
12672,Paul Soliai,2016,CAR,1.0,32,UT
12673,Brandon Spikes,2016,BUF,1.0,32,FL
12674,Julian Stanford,2016,NYJ,1.0,32,NY
12675,Drew Stanton,2016,ARI,1.0,32,MI
12676,Neal Sterling,2016,JAX,1.0,32,NJ
12677,Ed Stinson,2016,ARI,1.0,32,AL
12678,Rod Streater,2016,SFO,1.0,32,TX
12679,Jaelen Strong,2016,HOU,1.0,32,AZ
12680,Darrell Stuckey,2016,SDG,1.0,32,KS
12681,Nick Sundberg,2016,WAS,1.0,32,CA
12682,Phillip Supernaw,2016,TEN,1.0,32,AR
12683,Geoff Swaim,2016,DAL,1.0,32,TX
12684,Manti Te'o,2016,SDG,1.0,32,IN
12685,Robenson Therezie,2016,ATL,1.0,32,AL
12686,John Theus,2016,SFO,1.0,32,GA
12687,De'Anthony Thomas,2016,KAN,1.0,32,OR
12688,Lawrence Thomas,2016,NYJ,1.0,32,MI
12689,Robert Thomas,2016,NYG,1.0,32,AR
12690,Robert Thomas,2016,NYG,1.0,32,CA
12691,Robert Thomas,2016,NYG,1.0,32,AK
12692,Shamarko Thomas,2016,PIT,1.0,32,NY
12693,Peyton Thompson,2016,JAX,1.0,32,CA
12694,Neiko Thorpe,2016,SEA,1.0,32,AL
12695,Carson Tinker,2016,JAX,1.0,32,AL
12696,Matt Tobin,2016,PHI,1.0,32,IA
12697,Jordan Todman,2016,IND,1.0,32,CT
12698,Mike Tolbert,2016,CAR,1.0,32,SC
12699,Scott Tolzien,2016,IND,1.0,32,WI
12700,Fitzgerald Toussaint,2016,PIT,1.0,32,MI
12701,Justin Trattou,2016,MIN,1.0,32,FL
12702,Brynden Trawick,2016,OAK,1.0,32,AL
12703,Bryce Treggs,2016,PHI,1.0,32,CA
12704,Jordan Tripp,2016,2TM,1.0,32,MT
12705,Stephen Tulloch,2016,PHI,1.0,32,NC
12706,Billy Turner,2016,2TM,1.0,32,ND
12707,Paul Turner,2016,PHI,1.0,32,LA
12708,Destiny Vaeao,2016,PHI,1.0,32,WA
12709,Nick Vigil,2016,CIN,1.0,32,UT
12710,Aaron Wallace,2016,TEN,1.0,32,CA
12711,Aaron Wallace,2016,TEN,1.0,32,TX
12712,Darren Waller,2016,BAL,1.0,32,GA
12713,Channing Ward,2016,TAM,1.0,32,MS
12714,Terron Ward,2016,ATL,1.0,32,OR
12715,Chance Warmack,2016,TEN,1.0,32,AL
12716,Greg Warren,2016,PIT,1.0,32,NC
12717,Dekoda Watson,2016,DEN,1.0,32,FL
12718,Derek Watt,2016,SDG,1.0,32,WI
12719,Sean Weatherspoon,2016,ATL,1.0,32,MO
12720,Kayvon Webster,2016,DEN,1.0,32,FL
12721,Jon Weeks,2016,HOU,1.0,32,TX
12722,D.J. White,2016,KAN,1.0,32,GA
12723,Kevin White,2016,CHI,1.0,32,WV
12724,Lucky Whitehead,2016,DAL,1.0,32,FL
12725,Kenny Wiggins,2016,SDG,1.0,32,CA
12726,Andre Williams,2016,SDG,1.0,32,MA
12727,Duke Williams,2016,2TM,1.0,32,NV
12728,Jonathan Williams,2016,BUF,1.0,32,AR
12729,Kerwynn Williams,2016,ARI,1.0,32,UT
12730,Nick Williams,2016,2TM,1.0,32,CT
12731,Nick Williams,2016,ATL,1.0,32,CT
12732,P.J. Williams,2016,NOR,1.0,32,FL
12733,Steve Williams,2016,2TM,1.0,32,CA
12734,Steve Williams,2016,2TM,1.0,32,NC
12735,Tourek Williams,2016,SDG,1.0,32,FL
12736,Xavier Williams,2016,ARI,1.0,32,IA
12737,Luke Willson,2016,SEA,1.0,32,TX
12738,C.J. Wilson,2016,CHI,1.0,32,TX
12739,C.J. Wilson,2016,CHI,1.0,32,NC
12740,C.J. Wilson,2016,CHI,1.0,32,NC
12741,Jarrod Wilson,2016,JAX,1.0,32,MI
12742,Marquess Wilson,2016,CHI,1.0,32,WA
12743,James Winchester,2016,KAN,1.0,32,OK
12744,Mike Windt,2016,SDG,1.0,32,OH
12745,Bryan Witzmann,2016,KAN,1.0,32,SD
12746,Danny Woodhead,2016,SDG,1.0,32,NE
12747,Jerel Worthy,2016,BUF,1.0,32,MI
12748,James Wright,2016,CIN,1.0,32,TX
12749,James Wright,2016,CIN,1.0,32,LA
12750,Jarius Wright,2016,MIN,1.0,32,AR
12751,Kerry Wynn,2016,NYG,1.0,32,VA
12752,Sam Young,2016,MIA,1.0,32,IN
12753,Sam Young,2016,MIA,1.0,32,MO
12754,Anthony Zettel,2016,DET,1.0,32,PA
12755,Jared Abbrederis,2016,GNB,0.0,11,WI
12756,Tyrell Adams,2016,OAK,0.0,11,GA
12757,Bralon Addison,2016,CHI,0.0,11,OR
12758,Roberto Aguayo,2016,TAM,0.0,11,FL
12759,Bryson Albright,2016,BUF,0.0,11,OH
12760,Mario Alford,2016,CLE,0.0,11,WV
12761,Javorius Allen,2016,BAL,0.0,11,SC
12762,Colt Anderson,2016,BUF,0.0,11,MT
12763,Jonathan Anderson,2016,CHI,0.0,11,TX
12764,Antonio Andrews,2016,TEN,0.0,11,KY
12765,Josh Andrews,2016,PHI,0.0,11,OR
12766,David Arkin,2016,LAR,0.0,11,MO
12767,Richard Ash,2016,2TM,0.0,11,MI
12768,George Atkinson,2016,CLE,0.0,11,IN
12769,George Atkinson,2016,CLE,0.0,11,GA
12770,Demarcus Ayers,2016,PIT,0.0,11,TX
12771,Alex Balducci,2016,SFO,0.0,11,OR
12772,Marcus Ball,2016,2TM,0.0,11,TN
12773,Lonnie Ballentine,2016,HOU,0.0,11,TN
12774,Chris Banjo,2016,2TM,0.0,11,TX
12775,Joe Banyard,2016,JAX,0.0,11,TX
12776,T.J. Barnes,2016,KAN,0.0,11,GA
12777,Sam Barrington,2016,2TM,0.0,11,FL
12778,Joplo Bartu,2016,ARI,0.0,11,TX
12779,Trevor Bates,2016,IND,0.0,11,ME
12780,De'Vante Bausby,2016,CHI,0.0,11,PA
12781,Willie Beavers,2016,MIN,0.0,11,MI
12782,Joique Bell,2016,2TM,0.0,11,MI
12783,Brenton Bersin,2016,CAR,0.0,11,SC
12784,Brennen Beyer,2016,BAL,0.0,11,MI
12785,Brandon Bolden,2016,NWE,0.0,11,MS
12786,Brandon Bostick,2016,NYJ,0.0,11,SC
12787,Luke Bowanko,2016,JAX,0.0,11,VA
12788,Trevone Boykin,2016,SEA,0.0,11,TX
12789,Nick Boyle,2016,BAL,0.0,11,PA
12790,Carl Bradford,2016,2TM,0.0,11,AZ
12791,Ben Braunecker,2016,CHI,0.0,11,MA
12792,Daniel Braverman,2016,CHI,0.0,11,MI
12793,Quan Bray,2016,IND,0.0,11,AL
12794,Jake Brendel,2016,MIA,0.0,11,CA
12795,Chykie Brown,2016,CIN,0.0,11,TX
12796,Malcolm Brown,2016,LAR,0.0,11,TX
12797,Sergio Brown,2016,BUF,0.0,11,IN
12798,C.B. Bryant,2016,ARI,0.0,11,OH
12799,Randy Bullock,2016,3TM,0.0,11,TX
12800,Brandon Burks,2016,NYJ,0.0,11,AL
12801,Isaiah Burse,2016,SDG,0.0,11,CA
12802,Michael Burton,2016,DET,0.0,11,NJ
12803,Tyreek Burwell,2016,SDG,0.0,11,OH
12804,Crezdon Butler,2016,DET,0.0,11,SC
12805,Drew Butler,2016,ARI,0.0,11,GA
12806,Jeremy Butler,2016,SDG,0.0,11,TN
12807,Damiere Byrd,2016,CAR,0.0,11,SC
12808,Trey Caldwell,2016,CLE,0.0,11,LA
12809,Taveze Calhoun,2016,NOR,0.0,11,MS
12810,Jordan Cameron,2016,MIA,0.0,11,SC
12811,Michael Campanaro,2016,BAL,0.0,11,NC
12812,Kameron Canaday,2016,ARI,0.0,11,OR
12813,Maurice Canady,2016,BAL,0.0,11,VA
12814,Ryan Carrethers,2016,SDG,0.0,11,AK
12815,Derek Carrier,2016,WAS,0.0,11,WI
12816,Leonte Carroo,2016,MIA,0.0,11,NJ
12817,Alex Carter,2016,DET,0.0,11,CA
12818,Alex Carter,2016,DET,0.0,11,TN
12819,Jeremy Cash,2016,CAR,0.0,11,NC
12820,Jamaal Charles,2016,KAN,0.0,11,TX
12821,Orson Charles,2016,DET,0.0,11,GA
12822,Chimdi Chekwa,2016,MIA,0.0,11,OH
12823,Gerald Christian,2016,BUF,0.0,11,KY
12824,Kellen Clemens,2016,SDG,0.0,11,OR
12825,Asante Cleveland,2016,SDG,0.0,11,FL
12826,Chase Coffman,2016,IND,0.0,11,MO
12827,Deandre Coleman,2016,BUF,0.0,11,CA
12828,Shon Coleman,2016,CLE,0.0,11,AL
12829,Connor Cook,2016,OAK,0.0,11,MI
12830,Alan Cross,2016,TAM,0.0,11,TN
12831,Joe Dahl,2016,DET,0.0,11,WA
12832,Chase Daniel,2016,PHI,0.0,11,MO
12833,Robertson Daniel,2016,BAL,0.0,11,UT
12834,Akeem Davis,2016,JAX,0.0,11,TN
12835,Anthony Davis,2016,SFO,0.0,11,UT
12836,Anthony Davis,2016,SFO,0.0,11,NJ
12837,Anthony Davis,2016,SFO,0.0,11,VA
12838,Anthony Davis,2016,SFO,0.0,11,SC
12839,Geremy Davis,2016,SDG,0.0,11,CT
12840,Kellen Davis,2016,NYJ,0.0,11,MI
12841,Knile Davis,2016,2TM,0.0,11,AR
12842,Mike Davis,2016,SFO,0.0,11,CO
12843,Mike Davis,2016,SFO,0.0,11,SC
12844,Mike Davis,2016,SFO,0.0,11,OH
12845,Trevor Davis,2016,GNB,0.0,11,CA
12846,Will Davis,2016,BAL,0.0,11,IL
12847,Will Davis,2016,BAL,0.0,11,UT
12848,Paul Dawson,2016,CIN,0.0,11,TX
12849,Pierre Desir,2016,SDG,0.0,11,MO
12850,James Develin,2016,NWE,0.0,11,RI
12851,Jordan Devey,2016,KAN,0.0,11,TN
12852,K.J. Dillon,2016,HOU,0.0,11,WV
12853,Brian Dixon,2016,NOR,0.0,11,MO
12854,Travell Dixon,2016,CAR,0.0,11,WA
12855,Vontarrius Dora,2016,DEN,0.0,11,LA
12856,Makinton Dorleant,2016,GNB,0.0,11,IA
12857,Lorenzo Doss,2016,DEN,0.0,11,LA
12858,Jamil Douglas,2016,MIA,0.0,11,AZ
12859,Jim Dray,2016,2TM,0.0,11,CA
12860,Thomas Duarte,2016,MIA,0.0,11,CA
12861,Brandon Dunn,2016,HOU,0.0,11,KY
12862,Donteea Dye,2016,TAM,0.0,11,OH
12863,Nick Dzubnar,2016,SDG,0.0,11,CA
12864,Cornelius Edison,2016,CHI,0.0,11,OR
12865,Lac Edwards,2016,NYJ,0.0,11,TX
12866,Lavar Edwards,2016,2TM,0.0,11,LA
12867,Mario Edwards,2016,OAK,0.0,11,FL
12868,Mario Edwards,2016,OAK,0.0,11,FL
12869,Alex Ellis,2016,JAX,0.0,11,TN
12870,Rhett Ellison,2016,MIN,0.0,11,SC
12871,Tyler Ervin,2016,HOU,0.0,11,CA
12872,Gavin Escobar,2016,DAL,0.0,11,CA
12873,Josh Evans,2016,WAS,0.0,11,FL
12874,Josh Evans,2016,WAS,0.0,11,AL
12875,David Fales,2016,CHI,0.0,11,CA
12876,George Farmer,2016,SEA,0.0,11,AL
12877,George Farmer,2016,SEA,0.0,11,CA
12878,George Farmer,2016,SEA,0.0,11,SC
12879,Matt Feiler,2016,PIT,0.0,11,PA
12880,James Ferentz,2016,DEN,0.0,11,IA
12881,Carlos Fields,2016,SDG,0.0,11,NC
12882,Sharrif Floyd,2016,MIN,0.0,11,FL
12883,D.J. Foster,2016,NWE,0.0,11,AZ
12884,Jalston Fowler,2016,TEN,0.0,11,AL
12885,Isaac Fruechte,2016,MIN,0.0,11,MN
12886,Alani Fua,2016,ARI,0.0,11,UT
12887,Blaine Gabbert,2016,SFO,0.0,11,MO
12888,Thomas Gafford,2016,DEN,0.0,11,TX
12889,Andrew Gardner,2016,SFO,0.0,11,GA
12890,Shamiel Gary,2016,BUF,0.0,11,OK
12891,Quentin Gause,2016,DEN,0.0,11,NJ
12892,Jordan Gay,2016,BUF,0.0,11,KY
12893,Crockett Gillmore,2016,BAL,0.0,11,CO
12894,Mike Glennon,2016,TAM,0.0,11,NC
12895,Dashon Goldson,2016,ATL,0.0,11,WA
12896,Zaviar Gooden,2016,2TM,0.0,11,MO
12897,Malliciah Goodman,2016,2TM,0.0,11,SC
12898,Dillon Gordon,2016,PHI,0.0,11,LA
12899,Ben Gottschalk,2016,TAM,0.0,11,TX
12900,Dwayne Gratz,2016,2TM,0.0,11,CT
12901,Aaron Green,2016,LAR,0.0,11,TX
12902,Rashad Greene,2016,JAX,0.0,11,FL
12903,Glenn Gronkowski,2016,BUF,0.0,11,KA
12904,Aaron Grymes,2016,PHI,0.0,11,ID
12905,Winston Guy,2016,IND,0.0,11,KY
12906,Obum Gwacham,2016,NOR,0.0,11,OR
12907,Antonio Hamilton,2016,OAK,0.0,11,SC
12908,Connor Hamlett,2016,CLE,0.0,11,OR
12909,Je'Ron Hamm,2016,SFO,0.0,11,LA
12910,Russell Hansbrough,2016,TAM,0.0,11,MO
12911,Clay Harbor,2016,2TM,0.0,11,MO
12912,Cory Harkey,2016,LAR,0.0,11,CA
12913,Dwayne Harris,2016,NYG,0.0,11,NC
12914,Erik Harris,2016,NOR,0.0,11,CA
12915,Ryan Harris,2016,PIT,0.0,11,IN
12916,Taylor Hart,2016,SFO,0.0,11,OR
12917,Percy Harvin,2016,BUF,0.0,11,FL
12918,A.J. Hawk,2016,ATL,0.0,11,OH
12919,Donald Hawkins,2016,CAR,0.0,11,TX
12920,Temarrick Hemingway,2016,LAR,0.0,11,SC
12921,Seantrel Henderson,2016,BUF,0.0,11,FL
12922,A.J. Hendy,2016,MIA,0.0,11,MD
12923,Chad Henne,2016,JAX,0.0,11,MI
12924,Devin Hester,2016,2TM,0.0,11,FL
12925,Ryan Hewitt,2016,CIN,0.0,11,CA
12926,Rashard Higgins,2016,CLE,0.0,11,CO
12927,Bronson Hill,2016,JAX,0.0,11,MI
12928,Jordan Hill,2016,JAX,0.0,11,PA
12929,Rashod Hill,2016,MIN,0.0,11,MS
12930,Trey Hopkins,2016,CIN,0.0,11,TX
12931,Lamarr Houston,2016,CHI,0.0,11,TX
12932,DeAndre Houston-Carson,2016,CHI,0.0,11,VA
12933,Julian Howsare,2016,NYJ,0.0,11,PA
12934,John Hughes,2016,2TM,0.0,11,OH
12935,Montori Hughes,2016,NYG,0.0,11,TN
12936,Brett Hundley,2016,GNB,0.0,11,CA
12937,Michael Hunter,2016,NYG,0.0,11,IN
12938,Gabe Ikard,2016,BUF,0.0,11,OK
12939,Prince Charles Iworah,2016,SFO,0.0,11,KY
12940,Branden Jackson,2016,OAK,0.0,11,TX
12941,Don Jackson,2016,GNB,0.0,11,NC
12942,Don Jackson,2016,GNB,0.0,11,NV
12943,Ben Jacobs,2016,CAR,0.0,11,CA
12944,Mike James,2016,TAM,0.0,11,FL
12945,Quinton Jefferson,2016,SEA,0.0,11,MD
12946,Tony Jerod-Eddie,2016,SFO,0.0,11,TX
12947,Anthony Johnson,2016,NWE,0.0,11,IN
12948,Anthony Johnson,2016,NWE,0.0,11,LA
12949,Austin Johnson,2016,TAM,0.0,11,TN
12950,Austin Johnson,2016,TAM,0.0,11,PA
12951,Isaiah Johnson,2016,LAR,0.0,11,GA
12952,Jeron Johnson,2016,SEA,0.0,11,ID
12953,Malcolm Johnson,2016,CLE,0.0,11,IN
12954,Malcolm Johnson,2016,CLE,0.0,11,MS
12955,Randell Johnson,2016,NYJ,0.0,11,FL
12956,Steven Johnson,2016,PIT,0.0,11,KS
12957,Toby Johnson,2016,MIN,0.0,11,GA
12958,Cardale Jones,2016,BUF,0.0,11,OH
12959,Taiwan Jones,2016,OAK,0.0,11,MI
12960,Taiwan Jones,2016,OAK,0.0,11,WA
12961,Taiwan Jones,2016,NYJ,0.0,11,MI
12962,Taiwan Jones,2016,NYJ,0.0,11,WA
12963,Bryson Keeton,2016,NYJ,0.0,11,NE
12964,Joe Kerridge,2016,GNB,0.0,11,MI
12965,Josh Keyes,2016,2TM,0.0,11,MA
12966,David King,2016,KAN,0.0,11,AL
12967,David King,2016,KAN,0.0,11,OK
12968,Deon King,2016,2TM,0.0,11,VA
12969,Tavarres King,2016,NYG,0.0,11,GA
12970,Jake Lampman,2016,NOR,0.0,11,MI
12971,Daniel Lasco,2016,NOR,0.0,11,CA
12972,Paul Lasike,2016,CHI,0.0,11,UT
12973,Khari Lee,2016,DET,0.0,11,MY
12974,Matt Lengel,2016,NWE,0.0,11,IL
12975,Dezmin Lewis,2016,BUF,0.0,11,AR
12976,Kendrick Lewis,2016,BAL,0.0,11,MS
12977,Patrick Lewis,2016,BUF,0.0,11,TX
12978,Zach Line,2016,MIN,0.0,11,TX
12979,Steve Longa,2016,DET,0.0,11,NJ
12980,Lamar Louis,2016,ARI,0.0,11,LA
12981,Rick Lovato,2016,2TM,0.0,11,VA
12982,Cornelius Lucas,2016,DET,0.0,11,KA
12983,Jordan Lucas,2016,MIA,0.0,11,PA
12984,Terrence Magee,2016,SEA,0.0,11,LA
12985,Ryan Mallett,2016,BAL,0.0,11,AR
12986,Chris Manhertz,2016,2TM,0.0,11,NY
12987,Sean Mannion,2016,LAR,0.0,11,OR
12988,Marc Mariani,2016,TEN,0.0,11,MT
12989,Dean Marlowe,2016,CAR,0.0,11,VA
12990,Bradley Marquez,2016,LAR,0.0,11,TX
12991,Byron Marshall,2016,PHI,0.0,11,OR
12992,Keshawn Martin,2016,SFO,0.0,11,MI
12993,Ronald Martin,2016,NYJ,0.0,11,LA
12994,Cliff Matthews,2016,ATL,0.0,11,SC
12995,Johnny Maxey,2016,PIT,0.0,11,NC
12996,Vince Mayle,2016,DAL,0.0,11,WA
12997,Tre McBride,2016,TEN,0.0,11,VA
12998,Chris McCain,2016,NOR,0.0,11,CA
12999,A.J. McCarron,2016,CIN,0.0,11,AL
13000,Dexter McCluster,2016,SDG,0.0,11,MS
13001,Shane McDermott,2016,NYG,0.0,11,FL
13002,Dexter McDonald,2016,OAK,0.0,11,KS
13003,Dexter McDougle,2016,NYJ,0.0,11,MD
13004,Matt McGloin,2016,OAK,0.0,11,PA
13005,Sean McGrath,2016,SDG,0.0,11,AK
13006,J.D. McKissic,2016,SEA,0.0,11,AK
13007,Wynton McManis,2016,SFO,0.0,11,TN
13008,Paul McRoberts,2016,LAR,0.0,11,MO
13009,Doug Middleton,2016,NYJ,0.0,11,
13010,Ifeanyi Momah,2016,ARI,0.0,11,MA
13011,Nick Moody,2016,WAS,0.0,11,FL
13012,Chris Moore,2016,BAL,0.0,11,OH
13013,Damontre Moore,2016,SEA,0.0,11,TX
13014,Zach Moore,2016,DAL,0.0,11,MN
13015,David Morgan,2016,MIN,0.0,11,TX
13016,Dezman Moses,2016,KAN,0.0,11,LA
13017,Raheem Mostert,2016,2TM,0.0,11,IN
13018,Deiontrez Mount,2016,IND,0.0,11,KY
13019,Matthew Mulligan,2016,DET,0.0,11,ME
13020,Kyle Murphy,2016,GNB,0.0,11,CA
13021,Marcus Murphy,2016,NOR,0.0,11,MO
13022,Patrick Murray,2016,CLE,0.0,11,NY
13023,Brandon Myers,2016,TAM,0.0,11,IA
13024,Sharrod Neasman,2016,ATL,0.0,11,FL
13025,Kyle Nelson,2016,SFO,0.0,11,NM
13026,Troy Niklas,2016,ARI,0.0,11,IN
13027,Roosevelt Nix,2016,PIT,0.0,11,OH
13028,Roosevelt Nix,2016,PIT,0.0,11,OH
13029,Taurean Nixon,2016,DEN,0.0,11,LA
13030,Robert Nkemdiche,2016,ARI,0.0,11,MS
