name,salary,year
Chad Henne,"$2,600,000  ",2012
J.J. Watt,"$2,553,977  ",2012
Mario Manningham,"$2,550,000  ",2012
Parys Haralson,"$2,550,000  ",2012
Stephen Tulloch,"$2,550,000  ",2012
Tony Scheffler,"$2,550,000  ",2012
Brandon Graham,"$2,535,000  ",2012
Erik Pears,"$2,500,000  ",2012
Randy Moss,"$2,500,000  ",2012
Joe Staley,"$2,500,000  ",2012
Mike DeVito,"$2,500,000  ",2012
Eric Winston,"$2,500,000  ",2012
Ryan Lilja,"$2,500,000  ",2012
Stephen Nicholas,"$2,500,000  ",2012
Thomas Howard,"$2,500,000  ",2012
Martellus Bennett,"$2,500,000  ",2012
Jarret Johnson,"$2,500,000  ",2012
Steve Smith,"$2,500,000  ",2012
Wayne Hunter,"$2,500,000  ",2012
Israel Idonije,"$2,500,000  ",2012
Tim Jennings,"$2,500,000  ",2012
Willis McGahee,"$2,500,000  ",2012
Michael Robinson,"$2,500,000  ",2012
Scott Chandler,"$2,475,000  ",2012
Jason Smith,"$2,450,000  ",2012
London Fletcher,"$2,450,000  ",2012
Knowshon Moreno,"$2,443,800  ",2012
Greg Olsen,"$2,400,000  ",2012
Tyvon Branch,"$2,400,000  ",2012
Ryan Succop,"$2,400,000  ",2012
Mason Crosby,"$2,400,000  ",2012
John Kuhn,"$2,400,000  ",2012
Will Svitek,"$2,381,000  ",2012
T.J. Lang,"$2,360,000  ",2012
Jeff Backus,"$2,350,000  ",2012
Brandon Pettigrew,"$2,336,250  ",2012
Jeff King,"$2,333,334  ",2012
Dan Connolly,"$2,333,333  ",2012
Mike Iupati,"$2,331,000  ",2012
Christian Ponder,"$2,308,795  ",2012
Dustin Colquitt,"$2,305,000  ",2012
Ryan Tannehill,"$2,303,364  ",2012
Donald Driver,"$2,300,000  ",2012
Lance Moore,"$2,293,750  ",2012
Luke Kuechly,"$2,287,018  ",2012
Jason Pierre-Paul,"$2,275,000  ",2012
Antonio Brown,"$2,264,358  ",2012
Pierre Thomas,"$2,260,000  ",2012
Brandon Jackson,"$2,250,000  ",2012
Malcom Floyd,"$2,250,000  ",2012
Jermichael Finley,"$2,250,000  ",2012
Shaun Hill,"$2,250,000  ",2012
Breno Giacomini,"$2,250,000  ",2012
Nick Fairley,"$2,247,500  ",2012
Kenyon Coleman,"$2,245,000  ",2012
Zach Strief,"$2,225,000  ",2012
Navorro Bowman,"$2,215,562  ",2012
Jason Avant,"$2,210,000  ",2012
Ron Edwards,"$2,208,333  ",2012
Sam Koch,"$2,200,000  ",2012
Stephon Gilmore,"$2,197,120  ",2012
Cameron Wake,"$2,190,000  ",2012
Larry English,"$2,172,500  ",2012
Maurkice Pouncey,"$2,166,750  ",2012
Sione Pouha,"$2,166,667  ",2012
Ben Obomanu,"$2,166,667  ",2012
Antoine Cason,"$2,156,000  ",2012
Aqib Talib,"$2,152,500  ",2012
Kyle Arrington,"$2,150,000  ",2012
Kellen Davis,"$2,150,000  ",2012
Dan Connor,"$2,150,000  ",2012
Robert Ayers,"$2,146,250  ",2012
Robert Quinn,"$2,144,587  ",2012
Kroy Biermann,"$2,133,333  ",2012
Mike Pouncey,"$2,104,476  ",2012
Thomas Davis,"$2,100,000  ",2012
Tim Tebow,"$2,100,000  ",2012
Manny Lawson,"$2,100,000  ",2012
Jason Hatcher,"$2,100,000  ",2012
Derrick Morgan,"$2,086,668  ",2012
Dominique Rodgers-Cromartie,"$2,063,750  ",2012
Patrick Robinson,"$2,061,833  ",2012
Dontari Poe,"$2,058,182  ",2012
Eric Smith,"$2,050,000  ",2012
Percy Harvin,"$2,043,800  ",2012
Michael Oher,"$2,035,000  ",2012
Sean Weatherspoon,"$2,027,500  ",2012
Thomas Morstead,"$2,016,250  ",2012
Jermaine Gresham,"$2,011,500  ",2012
Antonio Johnson,"$2,000,000  ",2012
Frostee Rucker,"$2,000,000  ",2012
Khalif Barnes,"$2,000,000  ",2012
Thomas DeCoud,"$2,000,000  ",2012
Cedric Griffin,"$2,000,000  ",2012
Bruce Gradkowski,"$2,000,000  ",2012
Adam Snyder,"$2,000,000  ",2012
Brandon Lloyd,"$2,000,000  ",2012
Craig Stevens,"$2,000,000  ",2012
Evan Mathis,"$2,000,000  ",2012
Mike Adams,"$2,000,000  ",2012
Ryan Kerrigan,"$1,981,885  ",2012
Clay Matthews,"$1,980,000  ",2012
Lyle Sendlein,"$1,975,000  ",2012
Danny Amendola,"$1,972,000  ",2012
Andy Lee,"$1,963,000  ",2012
Kraig Urbik,"$1,960,000  ",2012
Tarvaris Jackson,"$1,950,000  ",2012
Bernard Pollard,"$1,950,000  ",2012
Peria Jerry,"$1,950,000  ",2012
Michael Bush,"$1,950,000  ",2012
Kareem Jackson,"$1,945,000  ",2012
Nate Solder,"$1,941,021  ",2012
Josh Scobee,"$1,937,500  ",2012
Lydon Murtha,"$1,927,000  ",2012
Desmond Bryant,"$1,927,000  ",2012
Dannell Ellerbe,"$1,927,000  ",2012
Cary Williams,"$1,927,000  ",2012
Jovan Belcher,"$1,927,000  ",2012
LaRod Stephens-Howling,"$1,927,000  ",2012
DeAndre Levy,"$1,927,000  ",2012
Rashad Butler,"$1,925,000  ",2012
Delanie Walker,"$1,905,000  ",2012
Rian Lindell,"$1,900,000  ",2012
Jameel McClain,"$1,900,000  ",2012
Brandon Meriweather,"$1,900,000  ",2012
Antwan Barnes,"$1,900,000  ",2012
Kyle Orton,"$1,900,000  ",2012
Corey Liuget,"$1,889,952  ",2012
Joe Berger,"$1,887,500  ",2012
Felix Jones,"$1,884,500  ",2012
Donald Brown,"$1,880,000  ",2012
Eric Wood,"$1,873,750  ",2012
Samson Satele,"$1,866,667  ",2012
Adrian Clayborn,"$1,865,947  ",2012
Fletcher Cox,"$1,862,036  ",2012
Prince Amukamara,"$1,859,295  ",2012
Jerome Simpson,"$1,858,823  ",2012
Sav Rocca,"$1,850,000  ",2012
Dylan Gandy,"$1,850,000  ",2012
Earl Thomas,"$1,848,215  ",2012
Bryan Bulaga,"$1,847,000  ",2012
Dan Williams,"$1,840,000  ",2012
Phil Taylor,"$1,839,375  ",2012
LeRon McClain,"$1,833,333  ",2012
Roberto Garza,"$1,825,000  ",2012
Anthony Castonzo,"$1,818,431  ",2012
Michael Floyd,"$1,813,000  ",2012
Matt Prater,"$1,812,500  ",2012
Mackenzy Bernadeau,"$1,812,500  ",2012
Harry Douglas,"$1,812,500  ",2012
Jared Odrick,"$1,807,602  ",2012
Tarell Brown,"$1,807,312  ",2012
Danny Watkins,"$1,803,625  ",2012
Gerald Sensabaugh,"$1,800,000  ",2012
Usama Young,"$1,800,000  ",2012
David Thomas,"$1,800,000  ",2012
Kevin Boothe,"$1,787,500  ",2012
James Laurinaitis,"$1,781,668  ",2012
Russell Allen,"$1,766,667  ",2012
Cameron Jordan,"$1,757,136  ",2012
Wesley Woodyard,"$1,750,000  ",2012
Early Doucet,"$1,750,000  ",2012
Dwight Lowery,"$1,750,000  ",2012
Jason Spitz,"$1,750,000  ",2012
Louis Delmas,"$1,747,000  ",2012
Evander Hood,"$1,743,353  ",2012
Jahvid Best,"$1,741,000  ",2012
James Carpenter,"$1,736,705  ",2012
Devin McCourty,"$1,735,000  ",2012
Will Herring,"$1,733,333  ",2012
Michael Brockers,"$1,731,272  ",2012
Hakeem Nicks,"$1,730,000  ",2012
Cory Redding,"$1,716,667  ",2012
Jonathan Baldwin,"$1,716,273  ",2012
Matt Spaeth,"$1,708,333  ",2012
Curtis Lofton,"$1,700,000  ",2012
Nate Livings,"$1,700,000  ",2012
Kevin Vickerson,"$1,700,000  ",2012
Bruce Irvin,"$1,698,582  ",2012
Jimmy Smith,"$1,695,840  ",2012
Jerry Hughes,"$1,691,250  ",2012
Shaun Suisham,"$1,687,500  ",2012
Mark Ingram,"$1,685,625  ",2012
Steve Gregory,"$1,683,333  ",2012
Adam Podlesh,"$1,675,000  ",2012
Mike Jenkins,"$1,672,000  ",2012
Joel Dreessen,"$1,666,666  ",2012
Rob Ninkovich,"$1,666,666  ",2012
Nate Garner,"$1,650,000  ",2012
Kenny Britt,"$1,649,930  ",2012
Titus Young,"$1,642,664  ",2012
Chris Kluwe,"$1,633,333  ",2012
Paul McQuistan,"$1,625,000  ",2012
Matt Birk,"$1,625,000  ",2012
Michael Johnson,"$1,623,755  ",2012
Mike Scifres,"$1,610,000  ",2012
Will Allen,"$1,605,000  ",2012
Gabe Carimi,"$1,603,647  ",2012
Quinton Coples,"$1,600,508  ",2012
Brodrick Bunkley,"$1,600,000  ",2012
Leroy Hill,"$1,600,000  ",2012
Jacoby Jones,"$1,600,000  ",2012
Lawrence Tynes,"$1,600,000  ",2012
Antonio Garay,"$1,600,000  ",2012
Earl Bennett,"$1,600,000  ",2012
Dre Kirkpatrick,"$1,567,818  ",2012
Muhammad Wilkerson,"$1,562,500  ",2012
Roy Miller,"$1,562,500  ",2012
Scott Shanle,"$1,550,000  ",2012
Aaron Ross,"$1,533,333  ",2012
Adam Carriker,"$1,531,250  ",2012
Andy Studebaker,"$1,530,000  ",2012
Matt Toeaina,"$1,530,000  ",2012
Melvin Ingram,"$1,526,952  ",2012
Cameron Heyward,"$1,523,870  ",2012
Shea McClellin,"$1,502,436  ",2012
Derek Sherrod,"$1,500,455  ",2012
Jacob Tamme,"$1,500,000  ",2012
Winston Justice,"$1,500,000  ",2012
Artis Hicks,"$1,500,000  ",2012
Tyler Thigpen,"$1,500,000  ",2012
Brady Quinn,"$1,500,000  ",2012
Will Montgomery,"$1,500,000  ",2012
JoLonn Dunbar,"$1,500,000  ",2012
Jerricho Cotchery,"$1,500,000  ",2012
Drayton Florence,"$1,500,000  ",2012
Kendall Wright,"$1,494,264  ",2012
Michael Jenkins,"$1,491,666  ",2012
Ramses Barden,"$1,490,789  ",2012
Chandler Jones,"$1,486,091  ",2012
Terrance Knighton,"$1,470,964  ",2012
Brandon Weeden,"$1,469,745  ",2012
Derek Cox,"$1,468,250  ",2012
Lavelle Hawkins,"$1,466,667  ",2012
Matthew Slater,"$1,466,666  ",2012
David Hawthorne,"$1,460,000  ",2012
Louis Vasquez,"$1,458,625  ",2012
E.J. Biggers,"$1,455,100  ",2012
Riley Reiff,"$1,453,400  ",2012
Mike Thomas,"$1,450,000  ",2012
Erin Henderson,"$1,450,000  ",2012
Steve Weatherford,"$1,450,000  ",2012
Brian Hartline,"$1,434,243  ",2012
Jarrett Bush,"$1,433,333  ",2012
Glover Quin,"$1,430,562  ",2012
Bradley Fletcher,"$1,425,276  ",2012
David DeCastro,"$1,420,709  ",2012
Austin Collie,"$1,417,388  ",2012
Mike Brisiel,"$1,410,000  ",2012
Brandon Jacobs,"$1,407,000  ",2012
Dont'a Hightower,"$1,404,364  ",2012
Yeremiah Bell,"$1,400,000  ",2012
Jordan Babineaux,"$1,400,000  ",2012
Brandon Fields,"$1,399,000  ",2012
Whitney Mercilus,"$1,388,016  ",2012
Toby Gerhart,"$1,378,500  ",2012
Ted Ginn Jr.,"$1,375,000  ",2012
Kevin Zeitler,"$1,371,673  ",2012
Ron Brace,"$1,370,120  ",2012
Nick Perry,"$1,363,500  ",2012
Tyronne Green,"$1,362,312  ",2012
Josh Johnson,"$1,358,823  ",2012
William Gay,"$1,350,000  ",2012
Chris Clemons,"$1,348,625  ",2012
Brice McCain,"$1,333,437  ",2012
Kevin Boss,"$1,333,333  ",2012
Daniel Fells,"$1,333,333  ",2012
Rodger Saffold,"$1,330,000  ",2012
Bobbie Williams,"$1,325,000  ",2012
Captain Munnerlyn,"$1,323,022  ",2012
Pat McAfee,"$1,322,500  ",2012
Johnny Knox,"$1,311,060  ",2012
Kevin Huber,"$1,308,750  ",2012
C.J. Mosley,"$1,308,333  ",2012
Jon Ryan,"$1,305,000  ",2012
Jacob Lacey,"$1,300,000  ",2012
Marcus Trufant,"$1,300,000  ",2012
Letroy Guion,"$1,300,000  ",2012
Corey Graham,"$1,300,000  ",2012
Rex Grossman,"$1,300,000  ",2012
Harrison Smith,"$1,297,918  ",2012
Jeremy Bridges,"$1,291,668  ",2012
Jon Condo,"$1,283,333  ",2012
Lance Louis,"$1,270,495  ",2012
A.J.  Jenkins,"$1,263,188  ",2012
Sammie Lee Hill,"$1,260,000  ",2012
Corey Hilliard,"$1,260,000  ",2012
Jonathan Casillas,"$1,260,000  ",2012
Steven Hauschka,"$1,260,000  ",2012
Matt Willis,"$1,260,000  ",2012
Louis Murphy,"$1,260,000  ",2012
Larry Grant,"$1,260,000  ",2012
Vance Walker,"$1,260,000  ",2012
Kory Lichtensteiger,"$1,260,000  ",2012
Clark Harris,"$1,260,000  ",2012
Dan Skuta,"$1,260,000  ",2012
Brandyn Dombrowski,"$1,260,000  ",2012
Ramon Foster,"$1,260,000  ",2012
Doug Legursky,"$1,260,000  ",2012
Keenan Lewis,"$1,260,000  ",2012
Ryan Mundy,"$1,260,000  ",2012
Rashad Johnson,"$1,260,000  ",2012
William Middleton,"$1,260,000  ",2012
Greg Toler,"$1,260,000  ",2012
Antonio Dixon,"$1,250,000  ",2012
Fred Evans,"$1,250,000  ",2012
Terrell Thomas,"$1,250,000  ",2012
Charlie Whitehurst,"$1,250,000  ",2012
Chris Williams,"$1,250,000  ",2012
Jay Feely,"$1,250,000  ",2012
Brett Kern,"$1,237,875  ",2012
Doug Martin,"$1,234,096  ",2012
Eben Britton,"$1,233,800  ",2012
Frank Omiyale,"$1,225,000  ",2012
Mike Tolbert,"$1,225,000  ",2012
Raymond Ventrone,"$1,225,000  ",2012
Drew Stanton,"$1,225,000  ",2012
Charlie Peprah,"$1,225,000  ",2012
Eric Weems,"$1,225,000  ",2012
Guy Whimper,"$1,225,000  ",2012
David Wilson,"$1,215,364  ",2012
Ryan McBean,"$1,214,286  ",2012
Ras-I Dowling,"$1,205,477  ",2012
Garret Hartley,"$1,205,200  ",2012
King Dunlap,"$1,200,000  ",2012
Pat Sims,"$1,200,000  ",2012
Craig Dahl,"$1,200,000  ",2012
Aaron Williams,"$1,195,081  ",2012
Tom Zbikowski,"$1,186,667  ",2012
Andy Dalton,"$1,185,045  ",2012
Heath Farwell,"$1,166,667  ",2012
Patrick Chung,"$1,165,000  ",2012
Colin Kaepernick,"$1,164,613  ",2012
Nate Allen,"$1,157,000  ",2012
Jabaal Sheard,"$1,156,875  ",2012
Mike Patterson,"$1,150,000  ",2012
Ropati Pitoitua,"$1,150,000  ",2012
Trevor Scott,"$1,150,000  ",2012
Rey Maualuga,"$1,149,000  ",2012
Ryan Williams,"$1,141,703  ",2012
Patrick Angerer,"$1,132,500  ",2012
Jason Trusnik,"$1,131,666  ",2012
Caleb Hanie,"$1,125,000  ",2012
Mike McGlynn,"$1,125,000  ",2012
Reed Doughty,"$1,125,000  ",2012
Nate Kaeding,"$1,125,000  ",2012
Michael Otto,"$1,125,000  ",2012
Akeem Ayers,"$1,119,663  ",2012
Chris Cook,"$1,115,000  ",2012
Adam Hayward,"$1,105,700  ",2012
Zak DeOssie,"$1,105,667  ",2012
Bruce Carter,"$1,103,318  ",2012
Derek Landri,"$1,100,000  ",2012
Chris Chamberlain,"$1,100,000  ",2012
Dexter McCluster,"$1,100,000  ",2012
Brian Jennings,"$1,096,000  ",2012
Koa Misi,"$1,093,000  ",2012
Mike Leach,"$1,091,667  ",2012
C.J. Spillman,"$1,083,333  ",2012
Keith Rivers,"$1,078,125  ",2012
Matt Slauson,"$1,075,050  ",2012
Mohamed Massaquoi,"$1,072,876  ",2012
Kirk Morrison,"$1,071,875  ",2012
Jairus Byrd,"$1,070,000  ",2012
Brooks Reed,"$1,068,867  ",2012
Patrick Mannelly,"$1,061,666  ",2012
Randy McMichael,"$1,060,000  ",2012
T.J. Ward,"$1,058,750  ",2012
Brendon Ayanbadejo,"$1,058,333  ",2012
Jason Snelling,"$1,058,333  ",2012
Kyle Rudolph,"$1,052,239  ",2012
Corey McIntyre,"$1,050,000  ",2012
Barry Church,"$1,044,000  ",2012
Quan Cosby,"$1,042,334  ",2012
Ben Hartsock,"$1,040,000  ",2012
Todd Heap,"$1,034,375  ",2012
Haruki Nakamura,"$1,033,333  ",2012
Jeremy Cain,"$1,033,333  ",2012
Anthony Collins,"$1,025,000  ",2012
Michael Adams,"$1,025,000  ",2012
Nick Eason,"$1,025,000  ",2012
Dave Ball,"$1,025,000  ",2012
Barry Richardson,"$1,020,000  ",2012
Mike Mitchell,"$1,015,000  ",2012
Aaron Maybin,"$1,015,000  ",2012
Arrelious Benn,"$1,015,000  ",2012
Sammie Stroughter,"$1,012,067  ",2012
Rahim Moore,"$1,010,938  ",2012
Jarvis Jenkins,"$1,007,878  ",2012
Garrison Sanborn,"$1,006,667  ",2012
D.J. Ware,"$1,005,000  ",2012
Chase Daniel,"$1,000,000  ",2012
Turk McBride,"$1,000,000  ",2012
Justin Bannan,"$1,000,000  ",2012
Keith Brooking,"$1,000,000  ",2012
Clark Haggans,"$1,000,000  ",2012
Gary Gibson,"$1,000,000  ",2012
Demar Dotson,"$1,000,000  ",2012
Dan Orlovsky,"$1,000,000  ",2012
Ronnie Brown,"$1,000,000  ",2012
Brandon Gibson,"$1,000,000  ",2012
Blake Costanzo,"$1,000,000  ",2012
Josh Barrett,"$1,000,000  ",2012
Aaron Curry,"$992,000  ",2012
Torell Troup,"$991,250  ",2012
Orlando Franklin,"$990,000  ",2012
Mike Peterson,"$990,000  ",2012
Tracy White,"$990,000  ",2012
John Denney,"$988,750  ",2012
Lamarr Houston,"$988,750  ",2012
Sebastian Vollmer,"$980,000  ",2012
Brian Quick,"$979,382  ",2012
Cullen Loeffler,"$975,000  ",2012
Coby Fleener,"$971,209  ",2012
Andy Levitre,"$965,000  ",2012
Courtney Upshaw,"$963,036  ",2012
Lance Kendricks,"$960,496  ",2012
Vontae Davis,"$957,500  ",2012
Josh Gordon,"$954,115  ",2012
Sean Lissemore,"$952,150  ",2012
L.P. Ladouceur,"$950,000  ",2012
Reggie Hodges,"$950,000  ",2012
Leonard Davis,"$950,000  ",2012
Adam-Pacman Jones,"$950,000  ",2012
Ryan Wendell,"$950,000  ",2012
Will Allen,"$950,000  ",2012
Ashlee Palmer,"$948,333  ",2012
Shawne Merriman,"$947,059  ",2012
Derek Wolfe,"$946,691  ",2012
Mitchell Schwartz,"$940,153  ",2012
Stefen Wisniewski,"$939,864  ",2012
Jon Dorenbos,"$933,333  ",2012
Alex Boone,"$930,000  ",2012
Patrick Bailey,"$930,000  ",2012
Tim Shaw,"$930,000  ",2012
Andre Branch,"$925,442  ",2012
Nick Harris,"$925,000  ",2012
Brian Moorman,"$925,000  ",2012
Cooper Carlisle,"$925,000  ",2012
Rocky Bernard,"$925,000  ",2012
Greg Warren,"$925,000  ",2012
Plaxico Burress,"$925,000  ",2012
John Wendling,"$923,333  ",2012
Linval Joseph,"$922,000  ",2012
Zane Beadles,"$920,000  ",2012
Benjamin Ijalana,"$919,431  ",2012
Phillip Loadholt,"$917,500  ",2012
Connor Barwin,"$917,500  ",2012
Lawrence Jackson,"$915,000  ",2012
James Sanders,"$915,000  ",2012
Janoris Jenkins,"$907,331  ",2012
Lawrence Vickers,"$900,000  ",2012
Geoff Schwartz,"$900,000  ",2012
William Hayes,"$900,000  ",2012
Dave Zastudil,"$900,000  ",2012
Marcus Gilchrist,"$899,000  ",2012
Javier Arenas,"$898,750  ",2012
Amini Silatolu,"$897,655  ",2012
Jason Worilds,"$895,000  ",2012
Danny Woodhead,"$891,668  ",2012
Donnie Jones,"$890,000  ",2012
Jordan Black,"$890,000  ",2012
Madieu Williams,"$890,000  ",2012
Sean Locklear,"$890,000  ",2012
Jacob Bell,"$890,000  ",2012
Cordy Glenn,"$884,578  ",2012
Brett Goode,"$881,250  ",2012
Da'Quan Bowers,"$876,281  ",2012
Terrance Copper,"$875,000  ",2012
Jermey Parnell,"$873,333  ",2012
Fili Moala,"$873,000  ",2012
Jonathan Martin,"$869,867  ",2012
Stefan Logan,"$865,000  ",2012
Paul Kruger,"$865,000  ",2012
Marvin Austin,"$858,136  ",2012
Stephen Hill,"$856,791  ",2012
Sherrod Martin,"$851,000  ",2012
Ryan Cook,"$850,000  ",2012
Eric Frampton,"$850,000  ",2012
Brandon McKinney,"$850,000  ",2012
Alex Smith,"$850,000  ",2012
Abram Elam,"$850,000  ",2012
Atari Bigby,"$850,000  ",2012
Jermaine Cunningham,"$849,375  ",2012
Shonn Greene,"$849,370  ",2012
Carlos Dunlap,"$847,000  ",2012
Sen'Derrick Marks,"$845,000  ",2012
William Beatty,"$845,000  ",2012
Jeff Allen,"$844,331  ",2012
Sean Lee,"$840,000  ",2012
William Moore,"$840,000  ",2012
Stephen Paea,"$837,705  ",2012
Reggie Walker,"$832,500  ",2012
Michael Neal,"$830,000  ",2012
Alshon Jeffery,"$826,879  ",2012
Ryan Pontbriand,"$826,000  ",2012
Cullen Jenkins,"$825,000  ",2012
Mat McBriar,"$825,000  ",2012
Geoff Hangartner,"$825,000  ",2012
Derrick Dockery,"$825,000  ",2012
Dan Koppen,"$825,000  ",2012
Eric Steinbach,"$825,000  ",2012
Dave Tollefson,"$825,000  ",2012
Joselio Hanson,"$825,000  ",2012
Shawntae Spencer,"$825,000  ",2012
Keyaron Fox,"$825,000  ",2012
Travis Daniels,"$825,000  ",2012
Terence Newman,"$825,000  ",2012
Chris Carr,"$825,000  ",2012
Spencer Larsen,"$825,000  ",2012
Donte Stallworth,"$825,000  ",2012
Terrence Cody,"$820,000  ",2012
Antoine Caldwell,"$816,062  ",2012
Jimmy Clausen,"$812,500  ",2012
Craig Steltz,"$812,500  ",2012
Mychal Kendricks,"$808,081  ",2012
Andrew Economos,"$805,000  ",2012
Sean Smith,"$801,250  ",2012
Andre Caldwell,"$800,000  ",2012
Lorenzo Alexander,"$800,000  ",2012
Rodney Hudson,"$796,473  ",2012
Vladimir Ducasse,"$796,250  ",2012
Darius Butler,"$795,000  ",2012
Thomas Gafford,"$791,668  ",2012
Jared Cook,"$790,000  ",2012
Golden Tate,"$790,000  ",2012
Kyle Love,"$790,000  ",2012
Christopher Owens,"$787,175  ",2012
Shane Vereen,"$786,625  ",2012
Jerraud Powers,"$784,625  ",2012
Garry Williams,"$783,333  ",2012
Bobby Wagner,"$783,236  ",2012
Daniel Thomas,"$781,435  ",2012
Mikel Leshoure,"$780,495  ",2012
Brandon Spikes,"$780,000  ",2012
Tim Masthay,"$780,000  ",2012
Matt Shaughnessy,"$778,062  ",2012
Oniel Cousins,"$775,000  ",2012
John Greco,"$775,000  ",2012
Matthew Mulligan,"$775,000  ",2012
Myron Lewis,"$772,525  ",2012
Torrey Smith,"$770,224  ",2012
Travis Beckum,"$768,250  ",2012
Jon Asamoah,"$768,030  ",2012
Tavon Wilson,"$766,891  ",2012
J.J. Jansen,"$765,000  ",2012
Antwan Applewhite,"$765,000  ",2012
Mike Pollak,"$765,000  ",2012
Dennis Roland,"$765,000  ",2012
Ed Dickson,"$760,833  ",2012
Ben Tate,"$759,250  ",2012
Morgan Burnett,"$758,775  ",2012
Greg Little,"$756,250  ",2012
Alex Carrington,"$756,000  ",2012
John Jerry,"$754,625  ",2012
Kendall Reyes,"$750,545  ",2012
Donald Thomas,"$750,000  ",2012
Jerome Felton,"$750,000  ",2012
Tim Jamison,"$750,000  ",2012
Brandon Harris,"$749,847  ",2012
Damian Williams,"$745,812  ",2012
Charles Brown,"$745,000  ",2012
Brandon LaFell,"$744,600  ",2012
Jonas Mouton,"$741,675  ",2012
Montario Hardesty,"$740,000  ",2012
James Ihedigbo,"$740,000  ",2012
Victor Butler,"$739,635  ",2012
Earl Mitchell,"$737,125  ",2012
Vaughn Martin,"$736,562  ",2012
David Bruton,"$735,600  ",2012
Devon Still,"$735,164  ",2012
Isaiah Pead,"$734,200  ",2012
Ryan Mouton,"$730,937  ",2012
Randall Cobb,"$729,414  ",2012
Colt McCoy,"$727,750  ",2012
Lawrence Sidbury,"$726,225  ",2012
Marvin Mitchell,"$725,000  ",2012
Amari Spievey,"$722,333  ",2012
Gerald McRath,"$721,531  ",2012
Andre Roberts,"$721,050  ",2012
Jerel Worthy,"$717,855  ",2012
Shawn Lauvao,"$714,250  ",2012
Jared Veldheer,"$713,750  ",2012
Major Wright,"$709,825  ",2012
Jabar Gaffney,"$707,353  ",2012
Jimmy Graham,"$706,285  ",2012
D'Anthony Smith,"$702,500  ",2012
Zach Brown,"$701,509  ",2012
Mike Johnson,"$700,553  ",2012
Keyunta Dawson,"$700,000  ",2012
Leger Douzable,"$700,000  ",2012
Evan Moore,"$700,000  ",2012
Elbert Mack,"$700,000  ",2012
Courtney Roby,"$700,000  ",2012
Ron Bartell,"$700,000  ",2012
Allen Barbre,"$700,000  ",2012
Eli Manning,"$20,850,000  ",2013
Matthew Stafford,"$17,820,000  ",2013
Peyton Manning,"$17,500,000  ",2013
Drew Brees,"$17,400,000  ",2013
Jared Allen,"$17,063,956  ",2013
Darrelle Revis,"$16,000,000  ",2013
Tamba Hali,"$15,464,706  ",2013
Cortland Finnegan,"$15,000,000  ",2013
Julius Peppers,"$14,383,333  ",2013
Adrian Peterson,"$13,900,000  ",2013
Tom Brady,"$13,800,000  ",2013
Philip Rivers,"$13,776,666  ",2013
Ben Roethlisberger,"$13,595,000  ",2013
Terrell Suggs,"$13,020,000  ",2013
David Harris,"$13,000,000  ",2013
Mark Sanchez,"$12,853,125  ",2013
James Laurinaitis,"$12,650,000  ",2013
Ryan Clady,"$12,600,000  ",2013
Sam Bradford,"$12,595,000  ",2013
Mario Williams,"$12,400,000  ",2013
Michael Vick,"$12,200,000  ",2013
Chris Johnson,"$12,000,000  ",2013
Tony Romo,"$11,818,833  ",2013
Andre Johnson,"$11,811,251  ",2013
Aaron Rodgers,"$11,650,000  ",2013
Haloti Ngata,"$11,500,000  ",2013
Joe Thomas,"$11,400,000  ",2013
Johnathan Joseph,"$11,250,000  ",2013
Michael Johnson,"$11,175,000  ",2013
Jason Peters,"$11,084,000  ",2013
Zach Miller,"$11,000,000  ",2013
Gerald McCoy,"$10,916,250  ",2013
Robert Mathis,"$10,750,000  ",2013
Champ Bailey,"$10,750,000  ",2013
Matt Schaub,"$10,750,000  ",2013
Anthony Spencer,"$10,627,200  ",2013
Vince Wilfork,"$10,600,000  ",2013
Ndamukong Suh,"$10,492,500  ",2013
Jay Cutler,"$10,370,000  ",2013
Larry Fitzgerald,"$10,250,000  ",2013
Eric Berry,"$10,211,700  ",2013
Troy Polamalu,"$10,137,500  ",2013
Logan Mankins,"$10,000,000  ",2013
Branden Albert,"$9,828,000  ",2013
Sidney Rice,"$9,700,000  ",2013
Darren McFadden,"$9,685,084  ",2013
Matt Ryan,"$9,600,000  ",2013
Russell Okung,"$9,540,000  ",2013
Brandon Marshall,"$9,300,000  ",2013
Antrel Rolle,"$9,250,000  ",2013
LaMarr Woodley,"$9,190,000  ",2013
Antonio Smith,"$9,147,059  ",2013
Roddy White,"$9,125,000  ",2013
Nick Mangold,"$9,117,100  ",2013
Joe Haden,"$9,086,129  ",2013
DeSean Jackson,"$9,000,000  ",2013
Calvin Johnson,"$8,773,000  ",2013
Jermichael Finley,"$8,750,000  ",2013
Calais Campbell,"$8,750,000  ",2013
Santonio Holmes,"$8,750,000  ",2013
Charles Johnson,"$8,740,000  ",2013
Vernon Davis,"$8,739,916  ",2013
Dashon Goldson,"$8,735,295  ",2013
Chad Greenway,"$8,700,000  ",2013
Eric Weddle,"$8,600,000  ",2013
DeMarcus Ware,"$8,593,750  ",2013
Chris Long,"$8,550,000  ",2013
Will Smith,"$8,541,666  ",2013
Alex Smith,"$8,500,000  ",2013
Marshawn Lynch,"$8,500,000  ",2013
Tramon Williams,"$8,500,000  ",2013
Chris Snee,"$8,500,000  ",2013
Paul Posluszny,"$8,500,000  ",2013
Randy Starks,"$8,450,000  ",2013
