name,salary,year
Derrick Morgan,"$7,968,750  ",2017
Bennie Logan,"$7,953,125  ",2017
Derek Wolfe,"$7,862,500  ",2017
Bryan Bulaga,"$7,850,000  ",2017
Pernell McPhee,"$7,825,000  ",2017
Haloti Ngata,"$7,703,125  ",2017
Bobby Wagner,"$7,600,000  ",2017
Terron Armstead,"$7,500,000  ",2017
Coby Fleener,"$7,500,000  ",2017
Harrison Smith,"$7,500,000  ",2017
Malcolm Jenkins,"$7,500,000  ",2017
Brandon Graham,"$7,500,000  ",2017
Jason Pierre-Paul,"$7,500,000  ",2017
Cameron Wake,"$7,500,000  ",2017
Julian Edelman,"$7,416,666  ",2017
Max Unger,"$7,400,000  ",2017
Mohamed Sanu,"$7,400,000  ",2017
Darian Stewart,"$7,400,000  ",2017
Adam-Pacman Jones,"$7,390,195  ",2017
Sean Lee,"$7,325,000  ",2017
Jimmy Smith,"$7,267,647  ",2017
Carlos Dunlap,"$7,250,000  ",2017
Luke Joeckel,"$7,250,000  ",2017
Cameron Heyward,"$7,231,250  ",2017
Donald Penn,"$7,150,000  ",2017
Jadeveon Clowney,"$7,086,863  ",2017
Linval Joseph,"$7,050,000  ",2017
William Gholston,"$7,000,000  ",2017
Robert Woods,"$7,000,000  ",2017
Bruce Irvin,"$7,000,000  ",2017
Allen Hurns,"$7,000,000  ",2017
Prince Amukamara,"$7,000,000  ",2017
Morgan Burnett,"$6,981,250  ",2017
Michael Crabtree,"$6,968,750  ",2017
Terrell Suggs,"$6,950,000  ",2017
DeMarco Murray,"$6,950,000  ",2017
Rodney Hudson,"$6,950,000  ",2017
Jason Peters,"$6,916,666  ",2017
Jameis Winston,"$6,913,985  ",2017
Johnathan Joseph,"$6,906,250  ",2017
Mitchell Schwartz,"$6,900,000  ",2017
Josh Sitton,"$6,822,916  ",2017
James Carpenter,"$6,805,000  ",2017
Kyle Rudolph,"$6,800,000  ",2017
K.J. Wright,"$6,800,000  ",2017
Star Lotulelei,"$6,757,000  ",2017
Kam Chancellor,"$6,743,744  ",2017
Danny Trevathan,"$6,732,352  ",2017
Brandon Brooks,"$6,640,809  ",2017
Andy Levitre,"$6,625,000  ",2017
Marcus Mariota,"$6,603,811  ",2017
Mychal Kendricks,"$6,600,000  ",2017
Blake Bortles,"$6,571,985  ",2017
Josh McCown,"$6,500,000  ",2017
Rob Gronkowski,"$6,500,000  ",2017
Lamar Miller,"$6,500,000  ",2017
Travis Benjamin,"$6,500,000  ",2017
Jermey Parnell,"$6,500,000  ",2017
Jeff Allen,"$6,437,500  ",2017
Pierre Garcon,"$6,425,000  ",2017
Dante Fowler Jr.,"$6,406,433  ",2017
C.J. Fiedorowicz,"$6,397,826  ",2017
Glover Quin,"$6,394,166  ",2017
Marcus Gilbert,"$6,367,324  ",2017
Jared Goff,"$6,349,471  ",2017
Rishard Matthews,"$6,333,333  ",2017
Rodger Saffold,"$6,315,983  ",2017
Tashaun Gipson,"$6,300,000  ",2017
Robert Ayers,"$6,250,000  ",2017
Jason Kelce,"$6,200,000  ",2017
Patrick Chung,"$6,200,000  ",2017
Amari Cooper,"$6,180,850  ",2017
Jonathan Stewart,"$6,175,000  ",2017
David Bakhtiari,"$6,171,000  ",2017
Paul Posluszny,"$6,166,668  ",2017
Allen Bailey,"$6,156,250  ",2017
Zach Strief,"$6,100,000  ",2017
Brian Cushing,"$6,077,830  ",2017
Carson Wentz,"$6,062,804  ",2017
Bobby Massie,"$6,034,375  ",2017
Whitney Mercilus,"$6,018,750  ",2017
Terrelle Pryor,"$6,000,000  ",2017
John Simon,"$6,000,000  ",2017
Chris Baker,"$6,000,000  ",2017
Lavonte David,"$6,000,000  ",2017
Russell Okung,"$6,000,000  ",2017
Reggie Nelson,"$6,000,000  ",2017
Chris Ivory,"$6,000,000  ",2017
Khalil Mack,"$5,942,682  ",2017
Nick Perry,"$5,925,000  ",2017
Ricky Wagner,"$5,900,000  ",2017
Joey Bosa,"$5,880,383  ",2017
T.J. Lang,"$5,869,791  ",2017
Brandon Scherff,"$5,786,082  ",2017
Doug Martin,"$5,764,705  ",2017
Eric Weddle,"$5,750,000  ",2017
Jordan Reed,"$5,737,500  ",2017
Marcell Dareus,"$5,735,294  ",2017
Alec Ogletree,"$5,719,000  ",2017
Eric Reid,"$5,676,000  ",2017
Kenny Vaccaro,"$5,676,000  ",2017
Ezekiel Elliott,"$5,671,895  ",2017
Ron Parker,"$5,600,000  ",2017
Julius Thomas,"$5,600,000  ",2017
Cordarrelle Patterson,"$5,600,000  ",2017
Andre Hal,"$5,564,281  ",2017
Joe Barksdale,"$5,546,875  ",2017
Myles Garrett,"$5,529,501  ",2017
Cliff Avril,"$5,500,000  ",2017
A.J. Bouye,"$5,468,750  ",2017
Antonio Gates,"$5,437,500  ",2017
Travis Kelce,"$5,418,400  ",2017
Adrian Clayborn,"$5,406,250  ",2017
George Iloka,"$5,400,000  ",2017
Mark Ingram,"$5,345,000  ",2017
Dont'a Hightower,"$5,335,931  ",2017
Dion Sims,"$5,333,333  ",2017
Delanie Walker,"$5,317,708  ",2017
Jalen Ramsey,"$5,307,045  ",2017
Jared Cook,"$5,300,000  ",2017
Orlando Scandrick,"$5,281,021  ",2017
Mitchell Trubisky,"$5,278,622  ",2017
Markus Wheaton,"$5,250,000  ",2017
Jeremy Lane,"$5,250,000  ",2017
Jake Matthews,"$5,227,569  ",2017
Matt Prater,"$5,225,000  ",2017
Charles Leno,"$5,208,628  ",2017
Christian Kirksey,"$5,162,625  ",2017
Michael Johnson,"$5,125,000  ",2017
Solomon Thomas,"$5,118,975  ",2017
Mike Remmers,"$5,100,000  ",2017
Casey Hayward,"$5,083,333  ",2017
Leonard Williams,"$5,081,146  ",2017
Brooks Reed,"$5,040,000  ",2017
Marcus Cooper,"$5,000,000  ",2017
Shawn Lauvao,"$5,000,000  ",2017
Brian Robison,"$5,000,000  ",2017
Kelvin Beachum,"$5,000,000  ",2017
Matt Forte,"$5,000,000  ",2017
Eric Berry,"$5,000,000  ",2017
Brandon LaFell,"$5,000,000  ",2017
Andre Branch,"$5,000,000  ",2017
Tahir Whitehead,"$4,987,500  ",2017
Duane Brown,"$4,976,470  ",2017
Clint Boling,"$4,950,000  ",2017
Dwayne Allen,"$4,937,500  ",2017
Leonard Fournette,"$4,936,516  ",2017
Richie Incognito,"$4,925,000  ",2017
Dustin Colquitt,"$4,900,000  ",2017
Torrey Smith,"$4,875,000  ",2017
Davante Adams,"$4,857,127  ",2017
Tyler Eifert,"$4,782,000  ",2017
Nigel Bradham,"$4,750,000  ",2017
John Cyprien,"$4,750,000  ",2017
William Hayes,"$4,750,000  ",2017
Morris Claiborne,"$4,718,750  ",2017
Thomas Morstead,"$4,700,000  ",2017
Sylvester Williams,"$4,666,666  ",2017
Ronnie Stanley,"$4,655,529  ",2017
Mike Evans,"$4,655,478  ",2017
Bilal Powell,"$4,633,333  ",2017
T.J. Ward,"$4,625,000  ",2017
Alan Branch,"$4,625,000  ",2017
Corey Davis,"$4,617,216  ",2017
Lane Taylor,"$4,575,000  ",2017
Travis Frederick,"$4,531,000  ",2017
Desmond Trufant,"$4,526,000  ",2017
Kevin White,"$4,517,195  ",2017
Evan Smith,"$4,500,000  ",2017
Cole Beasley,"$4,500,000  ",2017
Stephen Gostkowski,"$4,500,000  ",2017
Brandon Mebane,"$4,500,000  ",2017
Brandon Marshall,"$4,500,000  ",2017
Brandon Marshall,"$4,468,750  ",2017
Da'Norris Searcy,"$4,462,500  ",2017
Doug Baldwin,"$4,418,750  ",2017
Devonta Freeman,"$4,418,106  ",2017
Ben Jones,"$4,375,000  ",2017
Mario Addison,"$4,354,166  ",2017
Corey Peters,"$4,347,918  ",2017
Demar Dotson,"$4,300,000  ",2017
Jerrell Freeman,"$4,250,000  ",2017
Derrick Shelby,"$4,250,000  ",2017
Benjamin Ijalana,"$4,250,000  ",2017
Kevin Minter,"$4,250,000  ",2017
Wesley Woodyard,"$4,250,000  ",2017
Jahleel Addae,"$4,250,000  ",2017
Marcedes Lewis,"$4,250,000  ",2017
Donald Stephenson,"$4,250,000  ",2017
Quintin Demps,"$4,239,583  ",2017
DeForest Buckner,"$4,134,316  ",2017
Charles Johnson,"$4,124,080  ",2017
Willie Young,"$4,100,000  ",2017
Anthony Barr,"$4,054,750  ",2017
Drew Stanton,"$4,050,000  ",2017
Jamal Adams,"$4,047,038  ",2017
Shawn Williams,"$4,034,375  ",2017
Zane Beadles,"$4,033,333  ",2017
Tony Jefferson,"$4,030,000  ",2017
Stephon Tuitt,"$4,018,081  ",2017
Brent Celek,"$4,000,000  ",2017
Darren Sproles,"$4,000,000  ",2017
Bryan Anger,"$4,000,000  ",2017
Dan Bailey,"$4,000,000  ",2017
Graham Gano,"$4,000,000  ",2017
Abry Jones,"$4,000,000  ",2017
Micah Hyde,"$4,000,000  ",2017
Mike Gillislee,"$3,968,750  ",2017
Vic Beasley,"$3,953,244  ",2017
Kayvon Webster,"$3,953,125  ",2017
Trai Turner,"$3,931,950  ",2017
Ereck Flowers,"$3,925,014  ",2017
Steve McLendon,"$3,921,875  ",2017
Shane Vereen,"$3,916,668  ",2017
Malcolm Butler,"$3,910,000  ",2017
J.R. Sweezy,"$3,906,250  ",2017
Eric Ebron,"$3,897,455  ",2017
Eric Decker,"$3,878,125  ",2017
Corey Linsley,"$3,849,700  ",2017
Brandon Williams,"$3,820,000  ",2017
Larry Warford,"$3,800,000  ",2017
Todd Gurley,"$3,769,959  ",2017
Kyle Juszczyk,"$3,750,000  ",2017
Julius Peppers,"$3,750,000  ",2017
Jermaine Gresham,"$3,750,000  ",2017
Kenny Stills,"$3,750,000  ",2017
Adam Thielen,"$3,746,000  ",2017
Reshad Jones,"$3,742,938  ",2017
Terrell McClain,"$3,734,375  ",2017
Lawrence Timmons,"$3,716,176  ",2017
Malcolm Smith,"$3,700,000  ",2017
Jonathan Casillas,"$3,691,668  ",2017
Ryan Fitzpatrick,"$3,675,000  ",2017
Giovani Bernard,"$3,675,000  ",2017
Taylor Lewan,"$3,654,319  ",2017
Kurt Coleman,"$3,650,000  ",2017
Morgan Moses,"$3,621,394  ",2017
Jack Conklin,"$3,613,104  ",2017
J.C. Tretter,"$3,609,375  ",2017
Mason Crosby,"$3,600,000  ",2017
Colt McCoy,"$3,600,000  ",2017
D.J. Hayden,"$3,593,750  ",2017
Ramon Foster,"$3,591,666  ",2017
Mike Williams,"$3,590,896  ",2017
Leonard Floyd,"$3,587,014  ",2017
Terence Newman,"$3,584,375  ",2017
Eddie Lacy,"$3,562,500  ",2017
Koa Misi,"$3,551,125  ",2017
Matt Kalil,"$3,550,000  ",2017
Trae Waynes,"$3,530,281  ",2017
Ahmad Brooks,"$3,500,000  ",2017
Matt Schaub,"$3,500,000  ",2017
Frank Gore,"$3,500,000  ",2017
Connor Barwin,"$3,500,000  ",2017
Derrick Johnson,"$3,500,000  ",2017
Jeremy Maclin,"$3,500,000  ",2017
Ryan Griffin,"$3,500,000  ",2017
Duron Harmon,"$3,500,000  ",2017
Justin Bethel,"$3,500,000  ",2017
Chad Henne,"$3,500,000  ",2017
Antoine Bethea,"$3,416,666  ",2017
Nate Allen,"$3,400,000  ",2017
Eli Apple,"$3,376,724  ",2017
Elvis Dumervil,"$3,375,000  ",2017
Marcus Cannon,"$3,368,750  ",2017
Sebastian Janikowski,"$3,360,000  ",2017
Vernon Davis,"$3,333,333  ",2017
D.J. Swearinger,"$3,333,333  ",2017
Sam Martin,"$3,325,000  ",2017
Greg Robinson,"$3,322,377  ",2017
"Odell Beckham, Jr.","$3,311,063  ",2017
Dwayne Harris,"$3,300,000  ",2017
Brett Kern,"$3,300,000  ",2017
Virgil Green,"$3,300,000  ",2017
Domata Peko,"$3,300,000  ",2017
Jamar Taylor,"$3,275,000  ",2017
Menelik Watson,"$3,270,833  ",2017
Marquise Goodwin,"$3,250,000  ",2017
Chris Clark,"$3,250,000  ",2017
Vincent Rey,"$3,250,000  ",2017
Erik Walden,"$3,250,000  ",2017
Aaron Donald,"$3,225,250  ",2017
Vernon Hargreaves,"$3,222,195  ",2017
Shea McClellin,"$3,195,833  ",2017
Danny Shelton,"$3,191,909  ",2017
Stacy McGee,"$3,190,625  ",2017
Rodney McLeod,"$3,181,250  ",2017
Kevin Huber,"$3,170,000  ",2017
Joe Haden,"$3,166,666  ",2017
Rex Burkhead,"$3,150,000  ",2017
Britton Colquitt,"$3,150,000  ",2017
Christian McCaffrey,"$3,134,782  ",2017
Josh Robinson,"$3,125,000  ",2017
Alejandro Villanueva,"$3,125,000  ",2017
Andrus Peat,"$3,107,317  ",2017
Justin Tucker,"$3,106,666  ",2017
Sam Koch,"$3,100,000  ",2017
John Ross,"$3,084,444  ",2017
Matt Bryant,"$3,083,334  ",2017
Kyle Fuller,"$3,082,228  ",2017
Andre Smith,"$3,062,500  ",2017
Jarius Wright,"$3,053,750  ",2017
Danny Amendola,"$3,041,668  ",2017
Ryan Shazier,"$3,025,022  ",2017
Zach Ertz,"$3,020,000  ",2017
Timmy Jernigan,"$3,017,284  ",2017
Ted Ginn Jr.,"$3,000,000  ",2017
Paul Worrilow,"$3,000,000  ",2017
Brandon Carr,"$3,000,000  ",2017
James Hanna,"$3,000,000  ",2017
Derek Newton,"$3,000,000  ",2017
D.J. Fluker,"$3,000,000  ",2017
Keenan Robinson,"$3,000,000  ",2017
Brynden Trawick,"$3,000,000  ",2017
Jermon Bushrod,"$3,000,000  ",2017
C.J. Anderson,"$3,000,000  ",2017
Lorenzo Alexander,"$3,000,000  ",2017
Patrick Mahomes,"$2,986,506  ",2017
Chris Hogan,"$2,968,750  ",2017
DeVante Parker,"$2,966,330  ",2017
Latavius Murray,"$2,956,250  ",2017
Earl Mitchell,"$2,921,875  ",2017
Melvin Gordon,"$2,909,938  ",2017
Sheldon Rankins,"$2,909,465  ",2017
Brice McCain,"$2,900,000  ",2017
Arthur Moats,"$2,883,334  ",2017
Darius Butler,"$2,875,000  ",2017
Joe Hawley,"$2,875,000  ",2017
Christopher Conte,"$2,875,000  ",2017
Kiko Alonso,"$2,862,500  ",2017
Zack Martin,"$2,853,391  ",2017
David Harris,"$2,843,750  ",2017
Laremy Tunsil,"$2,831,284  ",2017
Andrew Sendejo,"$2,826,470  ",2017
Ryan Succop,"$2,816,668  ",2017
Marcus Gilchrist,"$2,812,500  ",2017
Davon House,"$2,800,000  ",2017
A.J. Klein,"$2,800,000  ",2017
Matt Slauson,"$2,800,000  ",2017
C.J. Mosley,"$2,796,183  ",2017
Marshon Lattimore,"$2,792,647  ",2017
Emmanuel Lamur,"$2,750,000  ",2017
Adam Vinatieri,"$2,750,000  ",2017
Matt Cassel,"$2,750,000  ",2017
Anthony Fasano,"$2,750,000  ",2017
Taylor Gabriel,"$2,746,000  ",2017
Trey Burton,"$2,746,000  ",2017
Wesley Johnson,"$2,746,000  ",2017
Andrew Norwell,"$2,746,000  ",2017
Todd Davis,"$2,746,000  ",2017
Isaiah Crowell,"$2,746,000  ",2017
Kevin Johnson,"$2,740,749  ",2017
Laurent Duvernay-Tardif,"$2,723,575  ",2017
Ed Dickson,"$2,716,668  ",2017
Karl Joseph,"$2,700,981  ",2017
Matt Bosher,"$2,700,000  ",2017
Arik Armstead,"$2,684,354  ",2017
Ja'Wuan James,"$2,681,763  ",2017
HaHa Clinton-Dix,"$2,653,159  ",2017
Corey Coleman,"$2,648,863  ",2017
William Gay,"$2,633,333  ",2017
Zach Miller,"$2,625,000  ",2017
Marshawn Lynch,"$2,625,000  ",2017
Steven Hauschka,"$2,600,000  ",2017
Kamar Aiken,"$2,600,000  ",2017
Benson Mayowa,"$2,600,000  ",2017
Lawrence Guy,"$2,600,000  ",2017
Dee Ford,"$2,595,968  ",2017
Josh Hill,"$2,595,833  ",2017
Garrett Celek,"$2,575,000  ",2017
Nelson Agholor,"$2,557,466  ",2017
Zach Brown,"$2,550,000  ",2017
Marquette King,"$2,550,000  ",2017
Cedric Ogbuehi,"$2,543,366  ",2017
Darqueze Dennard,"$2,538,740  ",2017
Marcus Peters,"$2,537,020  ",2017
Austin Howard,"$2,525,000  ",2017
Bud Dupree,"$2,515,168  ",2017
Jason Verrett,"$2,510,137  ",2017
Chris Thompson,"$2,506,800  ",2017
Ryan Groy,"$2,500,000  ",2017
Levine Toilolo,"$2,500,000  ",2017
Josh Mauro,"$2,500,000  ",2017
Captain Munnerlyn,"$2,500,000  ",2017
Phil Dawson,"$2,500,000  ",2017
Vince Williams,"$2,500,000  ",2017
Taylor Decker,"$2,492,495  ",2017
Shane Ray,"$2,486,971  ",2017
Jordan Poyer,"$2,475,000  ",2017
Karl Klug,"$2,468,750  ",2017
Deshaun Watson,"$2,457,014  ",2017
Deone Bucannon,"$2,452,928  ",2017
Haason Reddick,"$2,450,539  ",2017
Keanu Neal,"$2,440,374  ",2017
D.J. Humphries,"$2,430,576  ",2017
Jahri Evans,"$2,425,000  ",2017
Shaq Thompson,"$2,402,379  ",2017
Theo Riddick,"$2,400,000  ",2017
Ryan Kelly,"$2,375,223  ",2017
Tyson Alualu,"$2,375,000  ",2017
Josh Kline,"$2,375,000  ",2017
Breshad Perriman,"$2,374,177  ",2017
Tom Johnson,"$2,350,000  ",2017
Allen Barbre,"$2,350,000  ",2017
Justin Britt,"$2,349,933  ",2017
Byron Jones,"$2,345,984  ",2017
Jason McCourty,"$2,343,750  ",2017
Harry Douglas,"$2,342,709  ",2017
La'el Collins,"$2,340,333  ",2017
Derek Barnett,"$2,336,504  ",2017
Shaq Lawson,"$2,336,130  ",2017
Darron Lee,"$2,323,101  ",2017
Cornelius Washington,"$2,321,875  ",2017
Breno Giacomini,"$2,312,500  ",2017
Will Fuller,"$2,310,071  ",2017
Ryan Schraeder,"$2,300,000  ",2017
Russell Shepard,"$2,300,000  ",2017
T.J. McDonald,"$2,296,445  ",2017
Josh Doctson,"$2,284,009  ",2017
Kyle Van Noy,"$2,282,407  ",2017
Ryan Hewitt,"$2,275,000  ",2017
Jimmie Ward,"$2,263,078  ",2017
Laquon Treadwell,"$2,257,949  ",2017
Akeem Spence,"$2,250,000  ",2017
Benjamin Watson,"$2,250,000  ",2017
Terrance Williams,"$2,250,000  ",2017
Karlos Dansby,"$2,250,000  ",2017
Rhett Ellison,"$2,250,000  ",2017
Brandon McManus,"$2,250,000  ",2017
Jared Crick,"$2,250,000  ",2017
Derek Anderson,"$2,243,750  ",2017
Demario Davis,"$2,225,000  ",2017
Malik Hooker,"$2,222,063  ",2017
Bradley Roby,"$2,212,168  ",2017
Niles Paul,"$2,208,334  ",2017
William Jackson,"$2,205,828  ",2017
Jermaine Kearse,"$2,200,000  ",2017
Landry Jones,"$2,200,000  ",2017
Tyvon Branch,"$2,187,500  ",2017
Artie Burns,"$2,179,768  ",2017
Teddy Bridgewater,"$2,179,387  ",2017
Vance McDonald,"$2,175,000  ",2017
Garry Gilliam,"$2,162,500  ",2017
Damarious Randall,"$2,158,836  ",2017
Marlon Humphrey,"$2,154,087  ",2017
Paxton Lynch,"$2,153,704  ",2017
Matt Moore,"$2,150,000  ",2017
Alfred Morris,"$2,137,500  ",2017
Kenny Clark,"$2,127,646  ",2017
Joshua Garnett,"$2,114,616  ",2017
Jack Crawford,"$2,083,333  ",2017
Malcom Brown,"$2,076,335  ",2017
Margus Hunt,"$2,068,750  ",2017
Adoree' Jackson,"$2,051,415  ",2017
Jonathan Allen,"$2,032,726  ",2017
Telvin Smith,"$2,008,821  ",2017
Garett Bolles,"$2,005,800  ",2017
O.J. Howard,"$2,003,438  ",2017
Nick Fairley,"$2,000,000  ",2017
Alex Okafor,"$2,000,000  ",2017
Marcus Sherels,"$2,000,000  ",2017
Mason Foster,"$2,000,000  ",2017
Barkevious Mingo,"$2,000,000  ",2017
Scott Tolzien,"$2,000,000  ",2017
Al Woods,"$2,000,000  ",2017
Clinton McDonald,"$2,000,000  ",2017
Ryan Mallett,"$2,000,000  ",2017
Shane Lechler,"$2,000,000  ",2017
Bradley McDougald,"$2,000,000  ",2017
Seth Roberts,"$2,000,000  ",2017
Lerentee McCray,"$2,000,000  ",2017
Jarrad Davis,"$1,994,396  ",2017
Cornellius Carradine,"$1,978,125  ",2017
Charles Harris,"$1,971,589  ",2017
Preston Brown,"$1,959,000  ",2017
Robert Nkemdiche,"$1,954,681  ",2017
Kemal Ishmael,"$1,953,125  ",2017
Travis Swanson,"$1,951,868  ",2017
Spencer Long,"$1,950,450  ",2017
Tramon Williams,"$1,950,000  ",2017
Evan Engram,"$1,948,782  ",2017
Marcus Williams,"$1,938,348  ",2017
Alex Boone,"$1,937,500  ",2017
Michael Hoomanawanui,"$1,933,333  ",2017
Donte Moncrief,"$1,932,880  ",2017
John Brown,"$1,932,725  ",2017
Richard Rodgers,"$1,923,504  ",2017
Jeff Heath,"$1,921,000  ",2017
Bashaud Breeland,"$1,918,500  ",2017
Justin Ellis,"$1,915,172  ",2017
DeAngelo Hall,"$1,912,500  ",2017
Russell Bodine,"$1,911,114  ",2017
DaQuan Jones,"$1,910,850  ",2017
Aaron Colvin,"$1,910,288  ",2017
Vernon Butler,"$1,908,299  ",2017
Mark Sanchez,"$1,906,250  ",2017
Case Keenum,"$1,906,250  ",2017
Stephen Paea,"$1,906,250  ",2017
Anthony Hitchens,"$1,905,716  ",2017
Sharrif Floyd,"$1,902,800  ",2017
Ryan Allen,"$1,900,000  ",2017
Brad Nortman,"$1,900,000  ",2017
Joe Berger,"$1,882,500  ",2017
Robert Golden,"$1,881,666  ",2017
Jabrill Peppers,"$1,880,361  ",2017
Germain Ifedi,"$1,878,433  ",2017
Nevin Lawson,"$1,872,146  ",2017
Takkarist McKinley,"$1,857,551  ",2017
Gareon Conley,"$1,854,992  ",2017
Patrick DiMarco,"$1,850,000  ",2017
Tom Compton,"$1,850,000  ",2017
Chris Long,"$1,850,000  ",2017
Josh Martin,"$1,850,000  ",2017
Kevin Pamphile,"$1,846,625  ",2017
Aaron Lynch,"$1,846,500  ",2017
Avery Williamson,"$1,845,613  ",2017
Kendall Wright,"$1,843,750  ",2017
Tre'Davious White,"$1,834,747  ",2017
Devon Kennard,"$1,833,140  ",2017
Taco Charlton,"$1,823,343  ",2017
Zach Fulton,"$1,823,055  ",2017
Travis Carrie,"$1,813,741  ",2017
Shamar Stephen,"$1,813,287  ",2017
Craig Robertson,"$1,800,000  ",2017
Nathan Stupar,"$1,800,000  ",2017
Aldrick Robinson,"$1,800,000  ",2017
Andre Roberts,"$1,800,000  ",2017
Corey Graham,"$1,800,000  ",2017
Luke Willson,"$1,800,000  ",2017
Brad Wing,"$1,800,000  ",2017
Marcus Martin,"$1,797,000  ",2017
E.J. Gaines,"$1,797,000  ",2017
Will Compton,"$1,797,000  ",2017
Dominique Easley,"$1,797,000  ",2017
Cairo Santos,"$1,797,000  ",2017
Albert Wilson,"$1,797,000  ",2017
Ryan Jensen,"$1,797,000  ",2017
Terrance West,"$1,797,000  ",2017
Cameron Fleming,"$1,797,000  ",2017
Kerry Wynn,"$1,797,000  ",2017
Michael Thomas,"$1,797,000  ",2017
Chris Hubbard,"$1,797,000  ",2017
Damien Williams,"$1,797,000  ",2017
Michael Schofield,"$1,797,000  ",2017
Korey Toomer,"$1,797,000  ",2017
Denico Autry,"$1,797,000  ",2017
Jamize Olawale,"$1,790,000  ",2017
James White,"$1,789,272  ",2017
Lance Kendricks,"$1,775,000  ",2017
Byron Bell,"$1,775,000  ",2017
Mike Adams,"$1,775,000  ",2017
Xavier Su'a-Filo,"$1,766,418  ",2017
Cody Davis,"$1,761,111  ",2017
DeMarcus Lawrence,"$1,752,116  ",2017
Senio Kelemete,"$1,750,000  ",2017
Robbie Gould,"$1,750,000  ",2017
Nick Folk,"$1,750,000  ",2017
Anthony Sherman,"$1,750,000  ",2017
Danny Woodhead,"$1,750,000  ",2017
Kyle Wilber,"$1,750,000  ",2017
John Jerry,"$1,750,000  ",2017
Marshall Newhouse,"$1,750,000  ",2017
Mychal Rivera,"$1,750,000  ",2017
Spencer Ware,"$1,745,833  ",2017
David Njoku,"$1,731,835  ",2017
Jay Prosch,"$1,709,670  ",2017
Daniel Kilgore,"$1,700,000  ",2017
Jacquizz Rodgers,"$1,700,000  ",2017
Daniel Sorensen,"$1,700,000  ",2017
J.J. Wilcox,"$1,700,000  ",2017
Chance Warmack,"$1,697,500  ",2017
T.J. Watt,"$1,683,376  ",2017
Manti Te'o,"$1,675,000  ",2017
Charles Johnson,"$1,675,000  ",2017
Landon Collins,"$1,669,243  ",2017
Jonathan Cooper,"$1,656,250  ",2017
Donovan Smith,"$1,655,144  ",2017
Jordan Mills,"$1,650,000  ",2017
Tavon Wilson,"$1,650,000  ",2017
Marqise Lee,"$1,646,280  ",2017
Matthew Slater,"$1,643,750  ",2017
Reuben Foster,"$1,642,830  ",2017
Mario Edwards,"$1,641,044  ",2017
A.Q. Shipley,"$1,637,500  ",2017
Greg Zuerlein,"$1,625,000  ",2017
T.J. Johnson,"$1,625,000  ",2017
Ryan Ramczyk,"$1,616,646  ",2017
Dontrelle Inman,"$1,615,290  ",2017
T.J. Yeldon,"$1,612,848  ",2017
Devin Smith,"$1,601,569  ",2017
LaMarcus Joyner,"$1,600,512  ",2017
Nick Foles,"$1,600,000  ",2017
Jon Ryan,"$1,600,000  ",2017
Preston Smith,"$1,576,187  ",2017
Brandin Cooks,"$1,563,198  ",2017
Weston Richburg,"$1,551,884  ",2017
Eddie Goldman,"$1,550,813  ",2017
Demetrius Harris,"$1,550,000  ",2017
Chris Jones,"$1,550,000  ",2017
Michael Wilhoite,"$1,550,000  ",2017
Dekoda Watson,"$1,533,333  ",2017
Devin Funchess,"$1,505,697  ",2017
Emmanuel Ogbah,"$1,502,191  ",2017
Christian Jones,"$1,500,000  ",2017
Tress Way,"$1,500,000  ",2017
Chris Maragos,"$1,500,000  ",2017
Lee Smith,"$1,500,000  ",2017
Paul Richardson,"$1,499,538  ",2017
Kevin Dodd,"$1,489,160  ",2017
Dion Lewis,"$1,487,500  ",2017
Jamaal Charles,"$1,484,375  ",2017
Lance Dunbar,"$1,476,556  ",2017
Jaylon Smith,"$1,476,129  ",2017
Charley Hughlett,"$1,465,000  ",2017
Benardrick McKinney,"$1,457,761  ",2017
Hunter Henry,"$1,450,069  ",2017
Sherrick McManis,"$1,450,000  ",2017
Brock Coyle,"$1,450,000  ",2017
K'Waun Williams,"$1,440,000  ",2017
Myles Jack,"$1,439,645  ",2017
Zach Kerr,"$1,437,500  ",2017
Wes Horton,"$1,437,500  ",2017
Hau'oli Kikaha,"$1,436,266  ",2017
Johnny Hekker,"$1,421,551  ",2017
Daren Bates,"$1,416,666  ",2017
Ted Larsen,"$1,416,666  ",2017
Chris Jones,"$1,416,188  ",2017
Eric Kendricks,"$1,406,160  ",2017
Tank Carder,"$1,400,000  ",2017
Andre Holmes,"$1,400,000  ",2017
Xavien Howard,"$1,392,736  ",2017
Brandon Fusco,"$1,387,500  ",2017
Damion Square,"$1,387,500  ",2017
Robert Turbin,"$1,381,250  ",2017
Donnie Jones,"$1,375,000  ",2017
James Develin,"$1,375,000  ",2017
Jaquiski Tartt,"$1,373,731  ",2017
Noah Spence,"$1,371,886  ",2017
Andy Lee,"$1,362,500  ",2017
Stefen Wisniewski,"$1,358,333  ",2017
Frank Zombo,"$1,356,666  ",2017
Sterling Shepard,"$1,351,039  ",2017
Fozzy Whittaker,"$1,350,000  ",2017
Jeremiah Attaochu,"$1,337,350  ",2017
Darrius Heyward-Bey,"$1,333,333  ",2017
David Andrews,"$1,320,000  ",2017
Tyler Bray,"$1,318,750  ",2017
Jaron Brown,"$1,311,250  ",2017
Kamalei Correa,"$1,306,735  ",2017
Denzel Perryman,"$1,302,673  ",2017
Eric Kush,"$1,300,000  ",2017
