Rk,Player,From,To,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
5701,Jake Stoneburner\StonJa01,2013,2015,,TOT,NFL,20,1,3,0,0,0
5702,Tommy Streeter\StreTo00,2012,2014,6-198,TOT,NFL,2,0,2,0,0,0
5703,Quan Sturdivant\SturQu00,2012,2012,6-171,KAN,NFL,,,1,0,0,0
5704,Chris Summers\SummCh00,2012,2012,,MIN,NFL,,,1,0,0,0
5705,Vinnie Sunseri\SunsVi00,2014,2016,5-167,TOT,NFL,15,0,2,0,0,0
5706,Limas Sweed\SweeLi00,2009,2009,2-53,PIT,NFL,9,0,1,0,0,0
5707,Tyrone Swoopes\SwooTy00,2017,2018,,SEA,NFL,2,1,2,0,0,0
5708,Andrew Szczerba\SzczAn00,2012,2012,,ATL,NFL,,,1,0,0,0
5709,Matt Szymanski\SzymMa00,2012,2012,,KAN,NFL,,,1,0,0,0
5710,Will Ta'ufo'ou\TaufWi00,2012,2014,,JAX,NFL,38,12,3,0,0,0
5711,Kelly Talavou\TalaKe00,2009,2009,,RAV,NFL,3,0,1,0,0,0
5712,Julian Talley\TallJu00,2013,2014,,NYG,NFL,4,0,2,0,0,0
5713,Andy Tanner\TannAn00,2012,2014,,NOR,NFL,0,,2,0,0,0
5714,Alex Tanney\TannAl00,2012,2015,,TOT,NFL,1,0,3,0,0,0
5715,Charles Tapper\TappCh00,2017,2017,4-101,DAL,NFL,2,0,1,0,0,0
5716,Pasoni Tasini\TasiPa00,2018,2018,,CRD,NFL,1,0,1,0,0,0
5717,Auden Tate\TateAu00,2018,2018,7-253,CIN,NFL,7,0,1,0,0,0
5718,Pita Taumoepenu\TaumPi00,2017,2018,6-202,SFO,NFL,6,0,2,0,0,0
5719,J.R. Tavai\TavaJ.00,2015,2015,,OTI,NFL,4,0,1,0,0,0
5720,Herbert Taylor\TaylHe21,2012,2012,6-196,JAX,NFL,2,1,1,0,0,0
5721,Hilee Taylor\TaylHi99,2009,2009,7-221,CAR,NFL,6,0,1,0,0,0
5722,Jullian Taylor\TaylJu00,2018,2018,7-223,SFO,NFL,6,0,1,0,0,0
5723,Monte Taylor\TaylMo00,2012,2012,,2TM,NFL,,,1,0,0,0
5724,Nicholas Taylor\TaylNi00,2012,2012,,MIN,NFL,,,1,0,0,0
5725,Ryan Taylor\TaylRy00,2011,2014,7-218,TOT,NFL,59,2,4,0,0,0
5726,Randall Telfer\TelfRa00,2016,2017,6-198,CLE,NFL,30,19,2,0,0,0
5727,Adam Terry\TerrAd20,2010,2010,2-64,SDG,NFL,2,0,1,0,0,0
5728,Chad Thomas\ThomCh06,2018,2018,3-67,CLE,NFL,4,0,1,0,0,0
5729,Chase Thomas\ThomCh04,2014,2014,,SFO,NFL,5,0,1,0,0,0
5730,Jemea Thomas\ThomJe03,2014,2014,6-206,2TM,NFL,2,0,1,0,0,0
5731,Josh Thomas\ThomJo25,2009,2009,,CLT,NFL,2,1,1,0,0,0
5732,Lamaar Thomas\ThomLa02,2013,2013,,JAX,NFL,2,0,1,0,0,0
5733,Roc Thomas\ThomRo05,2018,2018,,MIN,NFL,5,0,1,0,0,0
5734,Chaun Thompson\ThomCh23,2009,2009,2-52,HTX,NFL,3,0,1,0,0,0
5735,Christian Thompson\ThomCh01,2012,2012,4-130,RAV,NFL,7,0,1,0,0,0
5736,Everrette Thompson\ThomEv00,2012,2012,,CRD,NFL,,,1,0,0,0
5737,Jeremy Thompson\ThomJe99,2009,2009,4-102,GNB,NFL,6,0,1,0,0,0
5738,Jordan Thompson\ThomJo03,2014,2014,,DET,NFL,2,0,1,0,0,0
5739,Mykkele Thompson\ThomMy00,2016,2016,5-144,NYG,NFL,1,0,1,0,0,0
5740,Taylor Thompson\ThomTa00,2012,2014,5-145,OTI,NFL,35,8,3,0,0,0
5741,D.J. Tialavea\TialD.00,2016,2016,,ATL,NFL,2,0,1,0,0,0
5742,Pago Togafau\TogaPa99,2009,2009,,CRD,NFL,2,0,1,0,0,0
5743,Jalen Tolliver\TollJa00,2018,2018,,CRD,NFL,3,1,1,0,0,0
5744,Cole Toner\ToneCo00,2016,2018,5-170,TOT,NFL,3,0,2,0,0,0
5745,Manase Tonga\TongMa00,2011,2011,,RAI,NFL,11,3,1,0,0,0
5746,Tim Toone\ToonTi00,2012,2012,7-255,ATL,NFL,,,1,0,0,0
5747,Derrick Townsel\TownDe21,2010,2010,,HTX,NFL,1,0,1,0,0,0
5748,Patrick Trahan\TrahPa00,2011,2012,,CHI,NFL,6,0,2,0,0,0
5749,Lynden Trail\TraiLy00,2016,2016,,WAS,NFL,2,0,1,0,0,0
5750,Phil Trautwein\TrauPh20,2009,2009,,RAM,NFL,4,0,1,0,0,0
5751,Ross Travis\TravRo00,2016,2017,,TOT,NFL,21,6,2,0,0,0
5752,Sebastian Tretola\TretSe00,2016,2016,6-193,OTI,NFL,1,0,1,0,0,0
5753,Nate Triplett\TripNa99,2010,2011,5-167,CLT,NFL,8,0,2,0,0,0
