Rk,Player,From,To,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
4801,Britt Davis\DaviBr00,2010,2010,,DEN,NFL,3,0,1,0,0,0
4802,Bruce Davis\DaviBr99,2010,2011,3-88,RAI,NFL,10,0,2,0,0,0
4803,Bryce Davis\DaviBr01,2012,2012,,CIN,NFL,,,1,0,0,0
4804,Carey Davis\DaviCa00,2009,2009,,PIT,NFL,6,0,1,0,0,0
4805,Dominique Davis\DaviDo02,2012,2014,,TOT,NFL,2,0,3,0,0,0
4806,Geremy Davis\DaviGe00,2015,2018,6-186,TOT,NFL,29,0,4,0,0,0
4807,Hall Davis\DaviHa21,2010,2012,5-149,TOT,NFL,3,0,2,0,0,0
4808,Ja'Gared Davis\DaviJa02,2013,2014,,TOT,NFL,8,0,2,0,0,0
4809,Jalen Davis\DaviJa06,2018,2018,,MIA,NFL,3,0,1,0,0,0
4810,Jawill Davis\DaviJa07,2018,2018,,NYG,NFL,7,0,1,0,0,0
4811,Justin Davis\DaviJu00,2017,2018,,RAM,NFL,15,0,2,0,0,0
4812,Kanorris Davis\DaviKa00,2013,2013,,NWE,NFL,3,0,1,0,0,0
4813,Robert Davis\DaviRo00,2017,2017,6-209,WAS,NFL,1,0,1,0,0,0
4814,Tristan Davis\DaviTr01,2012,2012,,WAS,NFL,,,1,0,0,0
4815,Troy Davis\DaviTr02,2013,2014,,TOT,NFL,4,0,2,0,0,0
4816,Will Davis\DaviWi02,2013,2016,3-93,TOT,NFL,20,0,4,0,0,0
4817,Dalyn Dawkins\DawkDa01,2018,2018,,OTI,NFL,2,0,1,0,0,0
4818,Everett Dawkins\DawkEv00,2013,2013,7-229,DAL,NFL,1,0,1,0,0,0
4819,Skye Dawson\DawsSk00,2013,2014,,TOT,NFL,7,0,2,0,0,0
4820,Matthew Dayes\DayeMa00,2017,2018,7-252,TOT,NFL,23,0,2,0,0,0
4821,Donte Deayon\DeayDo01,2017,2018,,NYG,NFL,8,0,2,0,0,0
4822,Dee Delaney\DelaDe00,2018,2018,,JAX,NFL,2,0,1,0,0,0
4823,Jeff Demps\DempJe00,2012,2014,,TOT,NFL,2,0,3,0,0,0
4824,Anthony Denham\DenhAn00,2014,2015,,HTX,NFL,5,0,2,0,0,0
4825,Antonio Dennard\DennAn00,2012,2012,,JAX,NFL,,,1,0,0,0
4826,Derek Dennis\DennDe00,2012,2014,,TOT,NFL,0,,2,0,0,0
4827,Dan DePalma\DePaDa00,2012,2012,,NYG,NFL,,,1,0,0,0
4828,Pat Devlin\DevlPa00,2012,2014,,TOT,NFL,0,,2,0,0,0
4829,Garrett Dickerson\DickGa00,2018,2018,,NYG,NFL,4,0,1,0,0,0
4830,Matt Dickerson\DickMa00,2018,2018,,OTI,NFL,3,0,1,0,0,0
4831,JoJo Dickson\DickJo00,2012,2014,,TOT,NFL,0,,2,0,0,0
4832,Gehrig Dieter\DietGe00,2018,2018,,KAN,NFL,4,0,1,0,0,0
4833,Phillip Dillard\DillPh99,2010,2012,4-115,TOT,NFL,7,0,2,0,0,0
4834,K.J. Dillon\DillK.00,2016,2016,5-159,HTX,NFL,5,0,1,0,0,0
4835,Darnell Dinkins\DinkDa00,2009,2009,,NOR,NFL,11,3,1,0,0,0
4836,Lamar Divens\DiveLa20,2010,2012,,TOT,NFL,2,0,2,0,0,0
4837,Ahmad Dixon\DixoAh00,2014,2014,7-248,3TM,NFL,11,0,1,0,0,0
4838,Travell Dixon\DixoTr01,2016,2016,,CAR,NFL,1,0,1,0,0,0
4839,Joshua Dobbs\DobbJo00,2018,2018,4-135,PIT,NFL,5,0,1,0,0,0
4840,Ray Dominguez\DomiRa00,2011,2012,,TOT,NFL,1,0,2,0,0,0
4841,Dylan Donahue\DonaDy00,2017,2017,5-181,NYJ,NFL,4,0,1,0,0,0
4842,Vontarrius Dora\DoraVo00,2016,2018,,TOT,NFL,4,0,2,0,0,0
4843,Makinton Dorleant\DorlMa00,2016,2016,,GNB,NFL,4,0,1,0,0,0
4844,Kevin Dorsey\DorsKe01,2014,2014,7-224,GNB,NFL,3,0,1,0,0,0
4845,Lorenzo Doss\DossLo00,2015,2018,5-164,TOT,NFL,16,0,4,0,0,0
4846,Lionel Dotson\DotsLi99,2009,2011,7-245,TOT,NFL,10,0,3,0,0,0
4847,David Douglas\DougDa01,2012,2012,,TAM,NFL,1,0,1,0,0,0
4848,Dominic Douglas\DougDo20,2009,2009,,RAM,NFL,4,0,1,0,0,0
4849,Jonathan Dowling\DowlJo00,2014,2014,7-247,RAI,NFL,7,0,1,0,0,0
4850,Tommie Draheim\DrahTo00,2012,2012,,2TM,NFL,,,1,0,0,0
4851,Thomas Duarte\DuarTh00,2016,2016,7-231,MIA,NFL,1,0,1,0,0,0
4852,Tim Duckworth\DuckTi20,2010,2010,,CAR,NFL,5,0,1,0,0,0
4853,Steven Dunbar\DunbSt00,2018,2018,,SFO,NFL,1,0,1,0,0,0
4854,Casey Dunn\DunnCa00,2018,2018,,WAS,NFL,2,0,1,0,0,0
4855,Drake Dunsmore\DunsDr00,2012,2012,7-233,TAM,NFL,,,1,0,0,0
4856,Malachi Dupre\DuprMa01,2018,2018,7-247,CRD,NFL,1,0,1,0,0,0
4857,Ryan Durand\DuraRy20,2010,2010,7-239,OTI,NFL,1,0,1,0,0,0
4858,Kenneth Durden\DurdKe00,2018,2018,,OTI,NFL,5,0,1,0,0,0
4859,Ross Dwelley\DwelRo00,2018,2018,,SFO,NFL,11,0,1,0,0,0
4860,Tony Dye\DyexTo00,2012,2013,,CIN,NFL,1,0,2,0,0,0
4861,Keilen Dykes\DykeKe00,2009,2009,,CRD,NFL,2,0,1,0,0,0
4862,Nate Eachus\EachNa00,2012,2012,,KAN,NFL,11,2,1,0,0,0
4863,Ed Eagan\EagaEd00,2017,2017,,NYG,NFL,4,0,1,0,0,0
4864,Biren Ealy\EalyBi00,2009,2009,,GNB,NFL,1,0,1,0,0,0
4865,Andrew East\EastAn01,2018,2018,,WAS,NFL,3,0,1,0,0,0
4866,Jeremy Ebert\EberJe00,2012,2013,7-235,TOT,NFL,5,0,2,0,0,0
4867,Kyle Eckel\EckeKy00,2009,2009,,NOR,NFL,7,2,1,0,0,0
4868,Robert Eddins\EddiRo00,2011,2011,,BUF,NFL,1,0,1,0,0,0
4869,A.J. Edds\EddsA.99,2011,2014,4-119,TOT,NFL,17,0,3,0,0,0
4870,Cornelius Edison\EdisCo00,2016,2016,,CHI,NFL,6,0,1,0,0,0
4871,Dominique Edison\EdisDo00,2009,2009,6-206,OTI,NFL,5,0,1,0,0,0
4872,Trey Edmunds\EdmuTr00,2017,2018,,TOT,NFL,20,0,2,0,0,0
4873,Ben Edwards\EdwaBe00,2015,2015,,NYG,NFL,2,0,1,0,0,0
