Rk,Player,From,To,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
5538,Kalan Reed\ReedKa00,2016,2017,7-253,OTI,NFL,7,0,2,0,0,0
5539,Bernard Reedy\ReedBe01,2014,2017,,TOT,NFL,11,0,2,0,0,0
5540,Micanor Regis\RegiMi00,2012,2014,,TOT,NFL,0,,2,0,0,0
5541,Allen Reisner\ReisAl00,2011,2014,,TOT,NFL,17,5,4,0,0,0
5542,Sean Renfree\RenfSe00,2014,2015,7-249,ATL,NFL,2,0,2,0,0,0
5543,Jared Retkofsky\RetkJa00,2009,2009,,PIT,NFL,2,0,1,0,0,0
5544,Chase Reynolds\ReynCh00,2012,2016,,RAM,NFL,60,1,5,0,0,0
5545,Keenan Reynolds\ReynKe00,2018,2018,6-182,SEA,NFL,2,0,1,0,0,0
5546,Matt Reynolds\ReynMa00,2012,2012,,PHI,NFL,,,1,0,0,0
5547,Jeff Richards\RichJe02,2018,2018,,SDG,NFL,6,0,1,0,0,0
5548,Rico Richardson\RichRi00,2014,2015,,OTI,NFL,6,0,2,0,0,0
5549,Tony Richardson\RichTo00,2009,2010,,NYJ,NFL,32,20,2,0,0,0
5550,Chris Riley\RileCh00,2012,2012,,CHI,NFL,,,1,0,0,0
5551,Eron Riley\RileEr00,2011,2011,,NYJ,NFL,1,0,1,0,0,0
5552,Marcus Rios\RiosMa00,2017,2017,,DEN,NFL,5,0,1,0,0,0
5553,David Rivers\RiveDa00,2017,2018,,TAM,NFL,3,0,2,0,0,0
5554,Gerald Rivers\RiveGe00,2013,2014,,2TM,NFL,3,0,2,0,0,0
5555,Trevor Roach\RoacTr00,2015,2016,,CIN,NFL,4,0,2,0,0,0
5556,Derrick Roberson\RobeDe00,2009,2010,,TOT,NFL,8,0,2,0,0,0
5557,Pete Robertson\RobePe01,2017,2017,,WAS,NFL,4,0,1,0,0,0
5558,Tracy Robertson\RobeTr01,2013,2013,,CHI,NFL,1,0,1,0,0,0
5559,Adrien Robinson\RobiAd00,2012,2014,4-127,NYG,NFL,19,1,3,0,0,0
5560,Derreck Robinson\RobiDe21,2009,2010,,CLE,NFL,17,0,2,0,0,0
5561,Gerrell Robinson\RobiGe00,2012,2014,,TOT,NFL,3,0,2,0,0,0
5562,Jeff Robinson\RobiJe00,2009,2009,4-98,SEA,NFL,2,0,1,0,0,0
5563,Josh Robinson\RobiJo02,2015,2015,6-205,CLT,NFL,5,0,1,0,0,0
5564,Lee Robinson\RobiLe99,2010,2010,,DEN,NFL,3,0,1,0,0,0
5565,Luther Robinson\RobiLu00,2014,2014,,GNB,NFL,5,0,1,0,0,0
5566,Ramzee Robinson\RobiRa99,2009,2009,7-255,2TM,NFL,7,0,1,0,0,0
5567,Zac Robinson\RobiZa00,2012,2012,7-250,CIN,NFL,,,1,0,0,0
5568,James Rodgers\RodgJa01,2012,2012,,ATL,NFL,,,1,0,0,0
5569,Evan Rodriguez\RodrEv00,2012,2014,4-111,TOT,NFL,20,5,3,0,0,0
5570,James Rogers\RogeJa01,2012,2012,,TAM,NFL,,,1,0,0,0
5571,Justin Rogers\RogeJu99,2009,2009,6-180,KAN,NFL,1,0,1,0,0,0
5572,Taveon Rogers\RogeTa00,2012,2012,,CIN,NFL,,,1,0,0,0
5573,Greg Romeus\RomeGr00,2012,2012,7-226,NOR,NFL,,,1,0,0,0
5574,Nelson Rosario\RosaNe00,2012,2012,,CAR,NFL,,,1,0,0,0
5575,Lowell Rose\RoseLo00,2014,2014,,MIA,NFL,5,0,1,0,0,0
5576,Nick Rose\RoseNi00,2017,2018,,TOT,NFL,10,0,2,0,0,0
5577,Sage Rosenfels\RoseSa00,2010,2010,4-109,NYG,NFL,12,0,1,0,0,0
5578,Jay Ross\RossJa00,2012,2013,,BUF,NFL,6,0,2,0,0,0
5579,Allen Rossum\RossAl99,2009,2009,3-85,2TM,NFL,4,0,1,0,0,0
5580,Martin Rucker\RuckMa00,2010,2012,4-111,TOT,NFL,7,1,3,0,0,0
5581,Jake Rudock\RudoJa00,2017,2017,6-191,DET,NFL,3,0,1,0,0,0
5582,Cooper Rush\RushCo00,2017,2018,,DAL,NFL,3,0,2,0,0,0
5583,Marcus Rush\RushMa00,2016,2016,,JAX,NFL,2,0,1,0,0,0
5584,Alonzo Russell\RussAl01,2018,2018,,NYG,NFL,1,0,1,0,0,0
5585,Anderson Russell\RussAn01,2010,2012,,TOT,NFL,8,0,2,0,0,0
5586,Titus Ryan\RyanTi00,2012,2012,,NYJ,NFL,,,1,0,0,0
5587,Jimmy Saddler-McQueen\SaddJi20,2010,2012,,TOT,NFL,2,0,2,0,0,0
5588,Nick Saenz\SaenNi00,2012,2012,,TAM,NFL,,,1,0,0,0
5589,Ephraim Salaam\SalaEp20,2009,2010,7-199,TOT,NFL,9,0,2,0,0,0
5590,DeMarco Sampson\SampDe00,2011,2011,7-249,CRD,NFL,12,0,1,0,0,0
5591,Zebrie Sanders\SandZe00,2012,2012,5-144,BUF,NFL,,,1,0,0,0
5592,Robert Sands\SandRo00,2011,2012,5-134,CIN,NFL,1,0,2,0,0,0
5593,Terdell Sands\SandTe20,2009,2009,7-243,NWE,NFL,1,0,1,0,0,0
5594,Darnell Sankey\SankDa00,2017,2017,,CLT,NFL,6,0,1,0,0,0
5595,Brashton Satele\SateBr00,2012,2012,,DAL,NFL,,,1,0,0,0
5596,Eric Saubert\SaubEr00,2017,2018,5-174,ATL,NFL,30,1,2,0,0,0
5597,Quentin Saulsberry\SaulQu00,2012,2012,,DEN,NFL,,,1,0,0,0
5598,De'Ante Saunders\SaunDe00,2015,2015,,CLE,NFL,1,0,1,0,0,0
5599,Jalen Saunders\SaunJa00,2014,2014,4-104,4TM,NFL,15,0,1,0,0,0
5600,Weslye Saunders\SaunWe00,2011,2014,,TOT,NFL,34,11,4,0,0,0
