Rk,Player,From,To,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
2401,Walt Aikens\AikeWa00,2014,2018,4-125,MIA,NFL,78,6,5,0,0,6
2402,Frank Alexander\AlexFr00,2012,2014,4-103,CAR,NFL,29,6,3,0,0,6
2403,Josh Allen\AlleJo02,2018,2018,1-7,BUF,NFL,12,11,1,0,0,6
2404,Geronimo Allison\AlliGe01,2016,2018,,GNB,NFL,30,8,3,0,0,6
2405,Alex Anzalone\AnzaAl00,2017,2018,3-76,NOR,NFL,20,11,2,0,0,6
2406,Anthony Armstrong\ArmsAn00,2010,2012,,TOT,NFL,35,13,3,0,0,6
2407,Jerome Baker\BakeJe00,2018,2018,3-73,MIA,NFL,16,11,1,0,0,6
2408,Lance Ball\BallLa00,2010,2012,,DEN,NFL,41,0,3,0,0,6
2409,Jake Ballard\BallJa21,2010,2013,,TOT,NFL,23,16,4,0,0,6
2410,Kentwan Balmer\BalmKe99,2009,2012,1-29,TOT,NFL,30,11,4,0,0,6
2411,Derek Barnett\BarnDe01,2017,2018,1-14,PHI,NFL,21,6,2,0,0,6
2412,Daren Bates\BateDa00,2013,2018,,TOT,NFL,92,0,6,0,0,6
2413,Mike Bell\BellMi00,2009,2010,,TOT,NFL,29,4,2,0,0,6
2414,Marcus Benard\BenaMa00,2009,2014,,TOT,NFL,49,3,5,0,0,6
2415,Chris Borland\BorlCh00,2014,2014,3-77,SFO,NFL,14,8,1,0,0,6
2416,Kendrick Bourne\BourKe00,2017,2018,,SFO,NFL,27,8,2,0,0,6
2417,Jarrett Boykin\BoykJa00,2012,2014,,GNB,NFL,39,11,3,0,0,6
2418,Bryan Braman\BramBr00,2011,2017,,TOT,NFL,97,0,7,0,0,6
2419,Delvin Breaux\BreaDe00,2015,2016,,NOR,NFL,22,22,2,0,0,6
2420,Aaron Brewer\BrewAa00,2012,2018,,TOT,NFL,101,0,7,0,0,6
2421,Kentrell Brice\BricKe00,2016,2018,,GNB,NFL,36,14,3,0,0,6
2422,Ron Brooks\BrooRo01,2012,2016,4-124,TOT,NFL,52,8,5,0,0,6
2423,Terrence Brooks\BrooTe00,2014,2018,3-79,TOT,NFL,65,1,5,0,0,6
2424,C.C. Brown\BrowC.20,2009,2011,6-188,TOT,NFL,33,15,3,0,0,6
