rank,team,name,salary,year
1,,"
Larry Fitzgerald
Wide Receiver
","$20,500,000  ",2012
2,,"
Dwight Freeney
Outside Linebacker
","$19,035,000  ",2012
3,,"
Chris Long
Defensive End
","$19,007,500  ",2012
4,,"
Peyton Manning
Quarterback
","$18,000,000  ",2012
5,,"
Patrick Willis
Inside Linebacker
","$17,777,332  ",2012
6,,"
Elvis Dumervil
Outside Linebacker
","$15,623,000  ",2012
7,,"
Sam Bradford
Quarterback
","$15,595,000  ",2012
8,,"
Vincent Jackson
Wide Receiver
","$15,432,000  ",2012
9,,"
Philip Rivers
Quarterback
","$15,310,000  ",2012
10,,"
Carl Nicks
Guard
","$14,857,000  ",2012
11,,"
Tamba Hali
Outside Linebacker
","$14,464,706  ",2012
12,,"
Jared Allen
Defensive End
","$14,403,194  ",2012
13,,"
Michael Vick
Quarterback
","$13,900,000  ",2012
14,,"
Joe Thomas
Left Tackle
","$13,560,000  ",2012
15,,"
Matt Ryan
Quarterback
","$13,500,000  ",2012
16,,"
Trent Williams
Left Tackle
","$12,980,393  ",2012
17,,"
Jake Long
Left Tackle
","$12,800,000  ",2012
18,,"
Adrian Peterson
Running Back
","$12,705,000  ",2012
19,,"
Julius Peppers
Defensive End
","$12,183,333  ",2012
20,,"
David Harris
Inside Linebacker
","$12,000,000  ",2012
21,,"
Darrelle Revis
Cornerback
","$11,765,916  ",2012
22,,"
Calvin Johnson
Wide Receiver
","$11,750,000  ",2012
23,,"
Terrell Suggs
Outside Linebacker
","$11,520,000  ",2012
24,,"
Jordan Gross
Left Tackle
","$11,500,000  ",2012
25,,"
Chris Johnson
Running Back
","$11,370,002  ",2012
26,,"
Karlos Dansby
Inside Linebacker
","$11,325,000  ",2012
27,,"
Champ Bailey
Cornerback
","$11,250,000  ",2012
28,,"
Matt Schaub
Quarterback
","$11,150,000  ",2012
29,,"
Charles Woodson
Strong Safety
","$11,062,500  ",2012
30,,"
Nnamdi Asomugha
Cornerback
","$11,000,000  ",2012
,,"
Charles Johnson
Defensive End
","$11,000,000  ",2012
32,,"
Cliff Avril
Defensive End
","$10,605,000  ",2012
33,,"
Kevin Kolb
Quarterback
","$10,500,000  ",2012
34,,"
Haloti Ngata
Defensive Tackle
","$10,400,000  ",2012
,,"
Drew Brees
Quarterback
","$10,400,000  ",2012
36,,"
Brent Grimes
Cornerback
","$10,281,000  ",2012
37,,"
Chris Snee
Guard
","$10,000,000  ",2012
38,,"
Joe Haden
Cornerback
","$9,987,280  ",2012
39,,"
Corey Webster
Cornerback
","$9,845,000  ",2012
40,,"
Mario Williams
Defensive End
","$9,800,000  ",2012
41,,"
Chris Gamble
Cornerback
","$9,750,000  ",2012
42,,"
Brian Urlacher
Linebacker
","$9,700,000  ",2012
43,,"
Eli Manning
Quarterback
","$9,600,000  ",2012
,,"
Jay Cutler
Quarterback
","$9,600,000  ",2012
45,,"
Ed Reed
Safety
","$9,571,428  ",2012
46,,"
Dwayne Bowe
Wide Receiver
","$9,515,000  ",2012
,,"
Wes Welker
Wide Receiver
","$9,515,000  ",2012
48,,"
Davin Joseph
Guard
","$9,500,000  ",2012
,,"
Tyson Jackson
Defensive End
","$9,500,000  ",2012
,,"
Brandon Marshall
Wide Receiver
","$9,500,000  ",2012
51,,"
Darren McFadden
Running Back
","$9,478,833  ",2012
52,,"
Gerald McCoy
Defensive Tackle
","$9,442,500  ",2012
53,,"
Ahtyba Rubin
Defensive Tackle
","$9,375,000  ",2012
54,,"
Steven Jackson
Running Back
","$9,279,000  ",2012
55,,"
Alex Smith
Quarterback
","$9,250,000  ",2012
,,"
Santonio Holmes
Wide Receiver
","$9,250,000  ",2012
57,,"
Troy Polamalu
Safety
","$9,137,500  ",2012
58,,"
Jerod Mayo
Inside Linebacker
","$9,125,000  ",2012
59,,"
James Harrison
Outside Linebacker
","$9,030,000  ",2012
60,,"
Antonio Smith
Defensive End
","$9,000,000  ",2012
,,"
Antrel Rolle
Strong Safety
","$9,000,000  ",2012
62,,"
Russell Okung
Left Tackle
","$8,960,000  ",2012
63,,"
Matthew Stafford
Quarterback
","$8,935,000  ",2012
64,,"
Ben Roethlisberger
Quarterback
","$8,895,000  ",2012
65,,"
Anthony Spencer
Outside Linebacker
","$8,856,000  ",2012
66,,"
Jason Peters
Left Tackle
","$8,834,000  ",2012
67,,"
Richard Seymour
Defensive Tackle
","$8,808,000  ",2012
68,,"
Glenn Dorsey
Defensive End
","$8,768,000  ",2012
69,,"
Marcedes Lewis
Tight End
","$8,750,000  ",2012
70,,"
DeAngelo Williams
Running Back
","$8,700,000  ",2012
71,,"
Vince Wilfork
Defensive Tackle
","$8,600,000  ",2012
72,,"
Leon Hall
Cornerback
","$8,500,000  ",2012
,,"
Aaron Rodgers
Quarterback
","$8,500,000  ",2012
74,,"
Kevin Williams
Defensive Tackle
","$8,416,666  ",2012
75,,"
Antonio Cromartie
Cornerback
","$8,250,000  ",2012
76,,"
Sidney Rice
Wide Receiver
","$8,200,000  ",2012
77,,"
Darrius Heyward-Bey
Wide Receiver
","$8,159,000  ",2012
78,,"
Jason Witten
Tight End
","$8,141,000  ",2012
79,,"
Tony Romo
Quarterback
","$8,060,499  ",2012
80,,"
Eric Berry
Free Safety
","$8,045,500  ",2012
81,,"
Roddy White
Wide Receiver
","$8,025,000  ",2012
82,,"
Joe Flacco
Quarterback
","$8,000,000  ",2012
,,"
Arian Foster
Running Back
","$8,000,000  ",2012
,,"
Brandon Flowers
Cornerback
","$8,000,000  ",2012
,,"
Tom Brady
Quarterback
","$8,000,000  ",2012
86,,"
Greg Jennings
Wide Receiver
","$7,972,500  ",2012
87,,"
Chris Canty
Defensive End
","$7,950,000  ",2012
88,,"
Josh Freeman
Quarterback
","$7,915,000  ",2012
89,,"
Mark Sanchez
Quarterback
","$7,853,125  ",2012
90,,"
Chad Greenway
Outside Linebacker
","$7,700,000  ",2012
91,,"
Eric Weddle
Free Safety
","$7,600,000  ",2012
92,,"
Matt Cassel
Quarterback
","$7,575,000  ",2012
93,,"
Sedrick Ellis
Defensive Tackle
","$7,566,000  ",2012
94,,"
DeMarcus Ware
Outside Linebacker
","$7,546,750  ",2012
95,,"
Anquan Boldin
Wide Receiver
","$7,531,250  ",2012
96,,"
Ryan Mathews
Running Back
","$7,530,300  ",2012
97,,"
Steve Smith
Wide Receiver
","$7,513,111  ",2012
98,,"
Matt Hasselbeck
Quarterback
","$7,500,000  ",2012
99,,"
Andre Johnson
Wide Receiver
","$7,494,668  ",2012
100,,"
Dunta Robinson
Cornerback
","$7,400,000  ",2012
,,"
Tramon Williams
Cornerback
","$7,400,000  ",2012
102,,"
Calvin Pace
Outside Linebacker
","$7,348,333  ",2012
103,,"
Michael Roos
Left Tackle
","$7,250,000  ",2012
104,,"
Heath Miller
Tight End
","$7,070,500  ",2012
105,,"
Ray Lewis
Linebacker
","$7,000,000  ",2012
,,"
Michael Turner
Running Back
","$7,000,000  ",2012
,,"
Paul Posluszny
Outside Linebacker
","$7,000,000  ",2012
,,"
Logan Mankins
Guard
","$7,000,000  ",2012
,,"
Zach Miller
Tight End
","$7,000,000  ",2012
110,,"
Jon Beason
Inside Linebacker
","$6,889,554  ",2012
111,,"
Vernon Davis
Tight End
","$6,876,478  ",2012
112,,"
Matt Forte
Running Back
","$6,800,000  ",2012
113,,"
Andrew Whitworth
Left Tackle
","$6,750,000  ",2012
,,"
Jermon Bushrod
Guard
","$6,750,000  ",2012
115,,"
Darnell Dockett
Defensive End
","$6,650,000  ",2012
116,,"
Justin Smith
Defensive End
","$6,575,000  ",2012
117,,"
Ndamukong Suh
Defensive Tackle
","$6,562,500  ",2012
118,,"
A.J. Hawk
Outside Linebacker
","$6,550,000  ",2012
119,,"
Andre Smith
Guard
","$6,508,000  ",2012
120,,"
DeAngelo Hall
Cornerback
","$6,500,000  ",2012
,,"
D.J. Williams
Inside Linebacker
","$6,500,000  ",2012
122,,"
Donald Penn
Left Tackle
","$6,433,333  ",2012
123,,"
Antonio Gates
Tight End
","$6,362,500  ",2012
124,,"
Roman Harper
Strong Safety
","$6,350,000  ",2012
125,,"
Maurice Jones-Drew
Running Back
","$6,300,000  ",2012
126,,"
Robert Geathers
Defensive End
","$6,233,333  ",2012
127,,"
Antoine Bethea
Strong Safety
","$6,225,000  ",2012
128,,"
Dashon Goldson
Free Safety
","$6,212,000  ",2012
129,,"
D'Qwell Jackson
Inside Linebacker
","$6,200,000  ",2012
130,,"
Eric Wright
Cornerback
","$6,044,117  ",2012
131,,"
Will Smith
Outside Linebacker
","$6,033,333  ",2012
132,,"
Reggie Bush
Running Back
","$6,025,000  ",2012
133,,"
Ryan Fitzpatrick
Quarterback
","$6,000,000  ",2012
,,"
Frank Gore
Running Back
","$6,000,000  ",2012
,,"
Johnathan Joseph
Cornerback
","$6,000,000  ",2012
,,"
Stanford Routt
Cornerback
","$6,000,000  ",2012
,,"
Cortland Finnegan
Cornerback
","$6,000,000  ",2012
,,"
David Stewart
Right Tackle
","$6,000,000  ",2012
139,,"
Kyle Williams
Defensive Tackle
","$5,950,000  ",2012
