rank,team,name,salary,year
1,,"
Richard Seymour
Defensive Tackle
","$17,818,000  ",2011
2,,"
Mark Sanchez
Quarterback
","$17,228,125  ",2011
3,,"
Dwight Freeney
Outside Linebacker
","$16,420,000  ",2011
4,,"
Larry Fitzgerald
Wide Receiver
","$16,250,000  ",2011
5,,"
Mario Williams
Defensive End
","$16,200,000  ",2011
6,,"
Peyton Manning
Quarterback
","$16,000,000  ",2011
7,,"
Joe Thomas
Left Tackle
","$15,960,000  ",2011
8,,"
Elvis Dumervil
Outside Linebacker
","$15,623,000  ",2011
9,,"
Michael Vick
Quarterback
","$14,400,000  ",2011
10,,"
Calvin Johnson
Wide Receiver
","$14,175,000  ",2011
11,,"
Eli Manning
Quarterback
","$14,100,000  ",2011
12,,"
Philip Rivers
Quarterback
","$13,510,000  ",2011
13,,"
Matt Ryan
Quarterback
","$13,250,000  ",2011
14,,"
Adrian Peterson
Running Back
","$12,955,000  ",2011
15,,"
Tom Brady
Quarterback
","$12,950,000  ",2011
16,,"
Jake Long
Left Tackle
","$12,800,000  ",2011
17,,"
Drew Brees
Quarterback
","$12,574,700  ",2011
18,,"
Paul Soliai
Defensive Tackle
","$12,476,000  ",2011
19,,"
Sam Bradford
Quarterback
","$12,465,000  ",2011
20,,"
Ndamukong Suh
Defensive Tackle
","$11,904,706  ",2011
21,,"
Brian Urlacher
Linebacker
","$11,825,000  ",2011
22,,"
Jason Smith
Left Tackle
","$11,767,500  ",2011
23,,"
Jared Allen
Defensive End
","$11,762,782  ",2011
24,,"
Vincent Jackson
Wide Receiver
","$11,424,000  ",2011
25,,"
Darrius Heyward-Bey
Wide Receiver
","$11,415,000  ",2011
26,,"
Tyson Jackson
Defensive End
","$11,340,000  ",2011
27,,"
Ben Roethlisberger
Quarterback
","$11,320,000  ",2011
28,,"
Darrelle Revis
Cornerback
","$11,265,916  ",2011
29,,"
Champ Bailey
Cornerback
","$11,000,000  ",2011
30,,"
Darren McFadden
Running Back
","$10,873,833  ",2011
31,,"
Brandon Marshall
Wide Receiver
","$10,800,000  ",2011
32,,"
Marcus McNeill
Tackle
","$10,358,200  ",2011
33,,"
John Abraham
Outside Linebacker
","$10,083,333  ",2011
34,,"
Terrell Suggs
Outside Linebacker
","$10,020,000  ",2011
35,,"
Charles Johnson
Defensive End
","$10,000,000  ",2011
,,"
Jordan Gross
Left Tackle
","$10,000,000  ",2011
,,"
Terence Newman
Cornerback
","$10,000,000  ",2011
,,"
Stanford Routt
Cornerback
","$10,000,000  ",2011
,,"
Nnamdi Asomugha
Cornerback
","$10,000,000  ",2011
40,,"
Steve Smith
Wide Receiver
","$9,993,750  ",2011
41,,"
D'Brickashaw Ferguson
Left Tackle
","$9,859,166  ",2011
42,,"
Jay Cutler
Quarterback
","$9,500,000  ",2011
,,"
Davin Joseph
Guard
","$9,500,000  ",2011
44,,"
Chris Long
Defensive End
","$9,482,500  ",2011
45,,"
Steven Jackson
Running Back
","$9,479,000  ",2011
46,,"
Levi Brown
Left Tackle
","$9,420,000  ",2011
47,,"
Chris Gamble
Cornerback
","$9,244,117  ",2011
48,,"
Matt Schaub
Quarterback
","$9,000,000  ",2011
49,,"
Russell Okung
Left Tackle
","$8,880,000  ",2011
50,,"
Kyle Orton
Quarterback
","$8,879,000  ",2011
51,,"
Ed Reed
Safety
","$8,871,428  ",2011
52,,"
Charles Woodson
Strong Safety
","$8,787,500  ",2011
53,,"
Tony Gonzalez
Tight End
","$8,734,375  ",2011
54,,"
Andre Smith
Guard
","$8,686,750  ",2011
55,,"
Earl Bennett
Wide Receiver
","$8,605,200  ",2011
56,,"
Jason Witten
Tight End
","$8,591,000  ",2011
57,,"
Donald Penn
Left Tackle
","$8,533,333  ",2011
58,,"
Eric Steinbach
Guard
","$8,516,667  ",2011
59,,"
Justin Smith
Defensive End
","$8,450,000  ",2011
60,,"
Andrew Whitworth
Left Tackle
","$8,390,000  ",2011
61,,"
Tommy Kelly
Defensive Tackle
","$8,383,266  ",2011
62,,"
Kellen Winslow
Tight End
","$8,290,000  ",2011
63,,"
Troy Polamalu
Safety
","$8,282,500  ",2011
64,,"
Reggie Wayne
Wide Receiver
","$8,273,333  ",2011
65,,"
Will Smith
Outside Linebacker
","$8,150,000  ",2011
66,,"
Chris Hope
Safety
","$8,000,000  ",2011
,,"
Johnathan Joseph
Cornerback
","$8,000,000  ",2011
68,,"
Trent Williams
Left Tackle
","$7,984,863  ",2011
69,,"
Dunta Robinson
Cornerback
","$7,900,000  ",2011
70,,"
Greg Jennings
Wide Receiver
","$7,827,500  ",2011
71,,"
Jonathan Vilma
Inside Linebacker
","$7,812,500  ",2011
72,,"
LaRon Landry
Safety
","$7,804,333  ",2011
73,,"
Aaron Rodgers
Quarterback
","$7,750,000  ",2011
74,,"
Dallas Clark
Tight End
","$7,723,333  ",2011
75,,"
LaMarr Woodley
Outside Linebacker
","$7,700,000  ",2011
,,"
DeAngelo Williams
Running Back
","$7,700,000  ",2011
77,,"
Eric Berry
Free Safety
","$7,652,700  ",2011
78,,"
Adrian Wilson
Safety
","$7,550,000  ",2011
79,,"
Anquan Boldin
Wide Receiver
","$7,531,250  ",2011
80,,"
Oshiomogho Atogwe
Safety
","$7,500,000  ",2011
,,"
Michael Turner
Running Back
","$7,500,000  ",2011
82,,"
Kevin Williams
Defensive Tackle
","$7,416,666  ",2011
83,,"
Travelle Wharton
Guard
","$7,400,000  ",2011
,,"
Domonique Foxworth
Cornerback
","$7,400,000  ",2011
85,,"
Chris Canty
Defensive End
","$7,200,000  ",2011
,,"
Chad Greenway
Outside Linebacker
","$7,200,000  ",2011
87,,"
London Fletcher
Inside Linebacker
","$7,100,000  ",2011
