rank,team,name,salary,year
1,,"
Eli Manning
Quarterback
","$20,850,000  ",2013
2,,"
Matthew Stafford
Quarterback
","$17,820,000  ",2013
3,,"
Peyton Manning
Quarterback
","$17,500,000  ",2013
4,,"
Drew Brees
Quarterback
","$17,400,000  ",2013
5,,"
Jared Allen
Defensive End
","$17,063,956  ",2013
6,,"
Darrelle Revis
Cornerback
","$16,000,000  ",2013
7,,"
Tamba Hali
Outside Linebacker
","$15,464,706  ",2013
8,,"
Cortland Finnegan
Cornerback
","$15,000,000  ",2013
9,,"
Julius Peppers
Defensive End
","$14,383,333  ",2013
10,,"
Adrian Peterson
Running Back
","$13,900,000  ",2013
11,,"
Tom Brady
Quarterback
","$13,800,000  ",2013
12,,"
Philip Rivers
Quarterback
","$13,776,666  ",2013
13,,"
Ben Roethlisberger
Quarterback
","$13,595,000  ",2013
14,,"
Terrell Suggs
Outside Linebacker
","$13,020,000  ",2013
15,,"
David Harris
Inside Linebacker
","$13,000,000  ",2013
16,,"
Mark Sanchez
Quarterback
","$12,853,125  ",2013
17,,"
James Laurinaitis
Inside Linebacker
","$12,650,000  ",2013
18,,"
Ryan Clady
Left Tackle
","$12,600,000  ",2013
19,,"
Sam Bradford
Quarterback
","$12,595,000  ",2013
20,,"
Mario Williams
Defensive End
","$12,400,000  ",2013
21,,"
Michael Vick
Quarterback
","$12,200,000  ",2013
22,,"
Chris Johnson
Running Back
","$12,000,000  ",2013
23,,"
Tony Romo
Quarterback
","$11,818,833  ",2013
24,,"
Andre Johnson
Wide Receiver
","$11,811,251  ",2013
25,,"
Aaron Rodgers
Quarterback
","$11,650,000  ",2013
26,,"
Haloti Ngata
Defensive Tackle
","$11,500,000  ",2013
27,,"
Joe Thomas
Left Tackle
","$11,400,000  ",2013
28,,"
Johnathan Joseph
Cornerback
","$11,250,000  ",2013
29,,"
Michael Johnson
Defensive End
","$11,175,000  ",2013
30,,"
Jason Peters
Left Tackle
","$11,084,000  ",2013
31,,"
Zach Miller
Tight End
","$11,000,000  ",2013
32,,"
Gerald McCoy
Defensive Tackle
","$10,916,250  ",2013
33,,"
Robert Mathis
Outside Linebacker
","$10,750,000  ",2013
,,"
Champ Bailey
Cornerback
","$10,750,000  ",2013
,,"
Matt Schaub
Quarterback
","$10,750,000  ",2013
36,,"
Anthony Spencer
Outside Linebacker
","$10,627,200  ",2013
37,,"
Vince Wilfork
Defensive Tackle
","$10,600,000  ",2013
38,,"
Ndamukong Suh
Defensive Tackle
","$10,492,500  ",2013
39,,"
Jay Cutler
Quarterback
","$10,370,000  ",2013
40,,"
Larry Fitzgerald
Wide Receiver
","$10,250,000  ",2013
41,,"
Eric Berry
Free Safety
","$10,211,700  ",2013
42,,"
Troy Polamalu
Safety
","$10,137,500  ",2013
43,,"
Logan Mankins
Guard
","$10,000,000  ",2013
44,,"
Branden Albert
Left Tackle
","$9,828,000  ",2013
45,,"
Sidney Rice
Wide Receiver
","$9,700,000  ",2013
46,,"
Darren McFadden
Running Back
","$9,685,084  ",2013
47,,"
Matt Ryan
Quarterback
","$9,600,000  ",2013
48,,"
Russell Okung
Left Tackle
","$9,540,000  ",2013
49,,"
Brandon Marshall
Wide Receiver
","$9,300,000  ",2013
50,,"
Antrel Rolle
Strong Safety
","$9,250,000  ",2013
51,,"
LaMarr Woodley
Outside Linebacker
","$9,190,000  ",2013
52,,"
Antonio Smith
Defensive End
","$9,147,059  ",2013
53,,"
Roddy White
Wide Receiver
","$9,125,000  ",2013
54,,"
Nick Mangold
Center
","$9,117,100  ",2013
55,,"
Joe Haden
Cornerback
","$9,086,129  ",2013
56,,"
DeSean Jackson
Wide Receiver
","$9,000,000  ",2013
57,,"
Calvin Johnson
Wide Receiver
","$8,773,000  ",2013
58,,"
Jermichael Finley
Tight End
","$8,750,000  ",2013
,,"
Calais Campbell
Defensive End
","$8,750,000  ",2013
,,"
Santonio Holmes
Wide Receiver
","$8,750,000  ",2013
61,,"
Charles Johnson
Defensive End
","$8,740,000  ",2013
62,,"
Vernon Davis
Tight End
","$8,739,916  ",2013
63,,"
Dashon Goldson
Free Safety
","$8,735,295  ",2013
64,,"
Chad Greenway
Outside Linebacker
","$8,700,000  ",2013
65,,"
Eric Weddle
Free Safety
","$8,600,000  ",2013
66,,"
DeMarcus Ware
Outside Linebacker
","$8,593,750  ",2013
67,,"
Chris Long
Defensive End
","$8,550,000  ",2013
68,,"
Will Smith
Outside Linebacker
","$8,541,666  ",2013
69,,"
Alex Smith
Quarterback
","$8,500,000  ",2013
,,"
Marshawn Lynch
Running Back
","$8,500,000  ",2013
,,"
Tramon Williams
Cornerback
","$8,500,000  ",2013
,,"
Chris Snee
Guard
","$8,500,000  ",2013
,,"
Paul Posluszny
Outside Linebacker
","$8,500,000  ",2013
74,,"
Randy Starks
Defensive End
","$8,450,000  ",2013
,,"
Henry Melton
Defensive Tackle
","$8,450,000  ",2013
76,,"
Leon Hall
Cornerback
","$8,400,000  ",2013
,,"
Gosder Cherilus
Right Tackle
","$8,400,000  ",2013
78,,"
Mike Williams
Wide Receiver
","$8,334,562  ",2013
79,,"
Arian Foster
Running Back
","$8,250,000  ",2013
80,,"
Paul Kruger
Outside Linebacker
","$8,200,000  ",2013
81,,"
Chris Clemons
Defensive End
","$8,166,667  ",2013
82,,"
Reggie Wayne
Wide Receiver
","$8,166,666  ",2013
83,,"
Pierre Garcon
Wide Receiver
","$8,106,250  ",2013
84,,"
Desmond Bryant
Defensive End
","$8,000,000  ",2013
,,"
Charles Tillman
Cornerback
","$8,000,000  ",2013
86,,"
Darnell Dockett
Defensive End
","$7,700,000  ",2013
87,,"
Justin Blalock
Guard
","$7,660,000  ",2013
88,,"
Red Bryant
Defensive End
","$7,600,000  ",2013
89,,"
Ahtyba Rubin
Defensive Tackle
","$7,575,000  ",2013
90,,"
Michael Roos
Left Tackle
","$7,500,000  ",2013
