Player,Tm,Lg,AV,salary,index,college,state
Michael Bennett,TOT,NFL,1,"$8,000,000 ",,Ohio St.,
Michael Bennett,TOT,NFL,1,"$8,050,000 ",University of Wisconsin at La Crosse,Wisconsin,WI
Michael Bennett,TOT,NFL,1,"$8,050,000 ",,Ohio St.,
Michael Bennett,TOT,NFL,1,"$10,768,750 ",University of Wisconsin at La Crosse,Wisconsin,WI
Michael Bennett,TOT,NFL,1,"$10,768,750 ",,Ohio St.,
Michael Bennett,TOT,NFL,1,"$5,650,000 ",University of Wisconsin at La Crosse,Wisconsin,WI
Michael Bennett,TOT,NFL,1,"$5,650,000 ",,Ohio St.,
Michael Bennett,TOT,NFL,1,"$2,742,000 ",University of Wisconsin at La Crosse,Wisconsin,WI
Michael Bennett,TOT,NFL,1,"$2,742,000 ",,Ohio St.,
Michael Bennett,TOT,NFL,1,"$4,800,000 ",University of Wisconsin at La Crosse,Wisconsin,WI
Michael Bennett,TOT,NFL,1,"$4,800,000 ",,Ohio St.,
Michael Bennett,TOT,NFL,1,"$4,000,000 ",University of Wisconsin at La Crosse,Wisconsin,WI
Michael Bennett,TOT,NFL,1,"$4,000,000 ",,Ohio St.,
Michael Bennett,TOT,NFL,1,"$8,000,000 ",University of Wisconsin at La Crosse,Wisconsin,WI
Michael Bennett,TOT,NFL,1,"$8,000,000 ",,Ohio St.,
Michael Bennett,TOT,NFL,1,"$8,050,000 ",University of Wisconsin at La Crosse,Wisconsin,WI
Michael Bennett,TOT,NFL,1,"$8,050,000 ",,Ohio St.,
Michael Bennett,TOT,NFL,1,"$10,768,750 ",University of Wisconsin at La Crosse,Wisconsin,WI
Michael Bennett,TOT,NFL,1,"$10,768,750 ",,Ohio St.,
Michael Bennett,TOT,NFL,1,"$5,650,000 ",University of Wisconsin at La Crosse,Wisconsin,WI
Michael Bennett,TOT,NFL,1,"$5,650,000 ",,Ohio St.,
Pierre Garcon,TOT,NFL,66,"$1,217,900 ",Mount Union College,Mount Union,OH
Pierre Garcon,TOT,NFL,66,"$1,217,900 ",Mount Union College,Mount Union,OH
Pierre Garcon,TOT,NFL,66,"$4,684,375 ",Mount Union College,Mount Union,OH
Pierre Garcon,TOT,NFL,66,"$8,106,250 ",Mount Union College,Mount Union,OH
Pierre Garcon,TOT,NFL,66,"$9,700,000 ",Mount Union College,Mount Union,OH
Pierre Garcon,TOT,NFL,66,"$9,700,000 ",Mount Union College,Mount Union,OH
Pierre Garcon,TOT,NFL,66,"$10,200,000 ",Mount Union College,Mount Union,OH
Pierre Garcon,TOT,NFL,66,"$6,425,000 ",Mount Union College,Mount Union,OH
Pierre Garcon,TOT,NFL,66,"$9,250,000 ",Mount Union College,Mount Union,OH
Jimmy Graham,TOT,NFL,66,"$706,285 ",,Miami (FL),
Jimmy Graham,TOT,NFL,66,"$1,489,285 ",,Miami (FL),
Jimmy Graham,TOT,NFL,66,"$4,000,000 ",,Miami (FL),
Jimmy Graham,TOT,NFL,66,"$8,000,000 ",,Miami (FL),
Jimmy Graham,TOT,NFL,66,"$9,000,000 ",,Miami (FL),
Jimmy Graham,TOT,NFL,66,"$10,000,000 ",,Miami (FL),
Jimmy Graham,TOT,NFL,66,"$5,916,666 ",,Miami (FL),
Justin Houston,KAN,NFL,66,"$747,812 ",Coastal Georgia Community College,Georgia,GA
Justin Houston,KAN,NFL,66,"$1,598,812 ",Coastal Georgia Community College,Georgia,GA
Justin Houston,KAN,NFL,66,"$5,100,000 ",Coastal Georgia Community College,Georgia,GA
Justin Houston,KAN,NFL,66,"$13,100,000 ",Coastal Georgia Community College,Georgia,GA
Justin Houston,KAN,NFL,66,"$22,100,000 ",Coastal Georgia Community College,Georgia,GA
Justin Houston,KAN,NFL,66,"$20,600,000 ",Coastal Georgia Community College,Georgia,GA
Jason Kelce,PHI,NFL,66,"$2,622,358 ",University of Cincinnati,Cincinnati,OH
Jason Kelce,PHI,NFL,66,"$4,400,000 ",University of Cincinnati,Cincinnati,OH
Jason Kelce,PHI,NFL,66,"$5,200,000 ",University of Cincinnati,Cincinnati,OH
Jason Kelce,PHI,NFL,66,"$6,200,000 ",University of Cincinnati,Cincinnati,OH
Jason Kelce,PHI,NFL,66,"$7,200,000 ",University of Cincinnati,Cincinnati,OH
Devin McCourty,NWE,NFL,66,"$3,135,000 ","Rutgers, the State University of New Jersey",Rutgers,NJ
Devin McCourty,NWE,NFL,66,"$3,135,000 ","Rutgers, the State University of New Jersey",Rutgers,NJ
Devin McCourty,NWE,NFL,66,"$1,735,000 ","Rutgers, the State University of New Jersey",Rutgers,NJ
Devin McCourty,NWE,NFL,66,"$1,845,000 ","Rutgers, the State University of New Jersey",Rutgers,NJ
Devin McCourty,NWE,NFL,66,"$5,115,000 ","Rutgers, the State University of New Jersey",Rutgers,NJ
Devin McCourty,NWE,NFL,66,"$6,000,000 ","Rutgers, the State University of New Jersey",Rutgers,NJ
Devin McCourty,NWE,NFL,66,"$5,132,500 ","Rutgers, the State University of New Jersey",Rutgers,NJ
Devin McCourty,NWE,NFL,66,"$10,935,000 ","Rutgers, the State University of New Jersey",Rutgers,NJ
Devin McCourty,NWE,NFL,66,"$11,935,000 ","Rutgers, the State University of New Jersey",Rutgers,NJ
Darren Sproles,TOT,NFL,66,"$1,750,000 ",,Kansas St.,
Darren Sproles,TOT,NFL,66,"$1,750,000 ",,Kansas St.,
Darren Sproles,TOT,NFL,66,"$4,250,000 ",,Kansas St.,
Darren Sproles,TOT,NFL,66,"$3,750,000 ",,Kansas St.,
Darren Sproles,TOT,NFL,66,"$2,000,000 ",,Kansas St.,
Darren Sproles,TOT,NFL,66,"$4,100,000 ",,Kansas St.,
Darren Sproles,TOT,NFL,66,"$5,100,000 ",,Kansas St.,
Darren Sproles,TOT,NFL,66,"$4,000,000 ",,Kansas St.,
Darren Sproles,TOT,NFL,66,"$1,433,000 ",,Kansas St.,
John Sullivan,TOT,NFL,66,"$1,624,050 ",California Lutheran University,California,CA
John Sullivan,TOT,NFL,66,"$1,624,050 ",Eastern Illinois University,Illinois,IL
John Sullivan,TOT,NFL,66,"$1,624,050 ",University of Notre Dame,Notre Dame,IN
John Sullivan,TOT,NFL,66,"$1,624,050 ",California Lutheran University,California,CA
John Sullivan,TOT,NFL,66,"$1,624,050 ",Eastern Illinois University,Illinois,IL
John Sullivan,TOT,NFL,66,"$1,624,050 ",University of Notre Dame,Notre Dame,IN
John Sullivan,TOT,NFL,66,"$4,000,000 ",California Lutheran University,California,CA
John Sullivan,TOT,NFL,66,"$4,000,000 ",Eastern Illinois University,Illinois,IL
John Sullivan,TOT,NFL,66,"$4,000,000 ",University of Notre Dame,Notre Dame,IN
John Sullivan,TOT,NFL,66,"$4,250,000 ",California Lutheran University,California,CA
John Sullivan,TOT,NFL,66,"$4,250,000 ",Eastern Illinois University,Illinois,IL
John Sullivan,TOT,NFL,66,"$4,250,000 ",University of Notre Dame,Notre Dame,IN
John Sullivan,TOT,NFL,66,"$4,750,000 ",California Lutheran University,California,CA
John Sullivan,TOT,NFL,66,"$4,750,000 ",Eastern Illinois University,Illinois,IL
John Sullivan,TOT,NFL,66,"$4,750,000 ",University of Notre Dame,Notre Dame,IN
John Sullivan,TOT,NFL,66,"$7,333,333 ",California Lutheran University,California,CA
John Sullivan,TOT,NFL,66,"$7,333,333 ",Eastern Illinois University,Illinois,IL
John Sullivan,TOT,NFL,66,"$7,333,333 ",University of Notre Dame,Notre Dame,IN
John Sullivan,TOT,NFL,66,"$728,823 ",California Lutheran University,California,CA
John Sullivan,TOT,NFL,66,"$728,823 ",Eastern Illinois University,Illinois,IL
John Sullivan,TOT,NFL,66,"$728,823 ",University of Notre Dame,Notre Dame,IN
John Sullivan,TOT,NFL,66,"$999,999 ",California Lutheran University,California,CA
John Sullivan,TOT,NFL,66,"$999,999 ",Eastern Illinois University,Illinois,IL
John Sullivan,TOT,NFL,66,"$999,999 ",University of Notre Dame,Notre Dame,IN
John Sullivan,TOT,NFL,66,"$8,124,999 ",California Lutheran University,California,CA
John Sullivan,TOT,NFL,66,"$8,124,999 ",Eastern Illinois University,Illinois,IL
John Sullivan,TOT,NFL,66,"$8,124,999 ",University of Notre Dame,Notre Dame,IN
Michael Crabtree,TOT,NFL,65,"$5,145,443 ",Texas Tech University,Texas Tech,TX
Michael Crabtree,TOT,NFL,65,"$5,145,443 ",Texas Tech University,Texas Tech,TX
Michael Crabtree,TOT,NFL,65,"$4,770,443 ",Texas Tech University,Texas Tech,TX
Michael Crabtree,TOT,NFL,65,"$5,770,443 ",Texas Tech University,Texas Tech,TX
Michael Crabtree,TOT,NFL,65,"$4,770,443 ",Texas Tech University,Texas Tech,TX
Michael Crabtree,TOT,NFL,65,"$3,200,000 ",Texas Tech University,Texas Tech,TX
Michael Crabtree,TOT,NFL,65,"$11,000,000 ",Texas Tech University,Texas Tech,TX
Michael Crabtree,TOT,NFL,65,"$6,968,750 ",Texas Tech University,Texas Tech,TX
Michael Crabtree,TOT,NFL,65,"$3,333,333 ",Texas Tech University,Texas Tech,TX
Lavonte David,TAM,NFL,65,"$789,030 ",University of Nebraska at Kearney,Nebraska,NE
Lavonte David,TAM,NFL,65,"$946,836 ",University of Nebraska at Kearney,Nebraska,NE
Lavonte David,TAM,NFL,65,"$6,104,642 ",University of Nebraska at Kearney,Nebraska,NE
Lavonte David,TAM,NFL,65,"$10,000,000 ",University of Nebraska at Kearney,Nebraska,NE
Lavonte David,TAM,NFL,65,"$6,000,000 ",University of Nebraska at Kearney,Nebraska,NE
Lavonte David,TAM,NFL,65,"$8,750,000 ",University of Nebraska at Kearney,Nebraska,NE
Carlos Dunlap,CIN,NFL,65,"$757,000 ",Central Florida Community College,Florida,FL
Carlos Dunlap,CIN,NFL,65,"$757,000 ",Central Florida Community College,Florida,FL
Carlos Dunlap,CIN,NFL,65,"$847,000 ",Central Florida Community College,Florida,FL
Carlos Dunlap,CIN,NFL,65,"$6,907,000 ",Central Florida Community College,Florida,FL
Carlos Dunlap,CIN,NFL,65,"$8,600,000 ",Central Florida Community College,Florida,FL
Carlos Dunlap,CIN,NFL,65,"$4,900,000 ",Central Florida Community College,Florida,FL
Carlos Dunlap,CIN,NFL,65,"$5,950,000 ",Central Florida Community College,Florida,FL
Carlos Dunlap,CIN,NFL,65,"$7,250,000 ",Central Florida Community College,Florida,FL
Carlos Dunlap,CIN,NFL,65,"$13,050,000 ",Central Florida Community College,Florida,FL
Brent Grimes,TOT,NFL,65,"$2,611,000 ",Shippensburg University of Pennsylvania,Shippensburg,PA
Brent Grimes,TOT,NFL,65,"$2,611,000 ",Shippensburg University of Pennsylvania,Shippensburg,PA
Brent Grimes,TOT,NFL,65,"$10,281,000 ",Shippensburg University of Pennsylvania,Shippensburg,PA
Brent Grimes,TOT,NFL,65,"$5,437,500 ",Shippensburg University of Pennsylvania,Shippensburg,PA
Brent Grimes,TOT,NFL,65,"$4,000,000 ",Shippensburg University of Pennsylvania,Shippensburg,PA
Brent Grimes,TOT,NFL,65,"$10,000,000 ",Shippensburg University of Pennsylvania,Shippensburg,PA
Brent Grimes,TOT,NFL,65,"$8,000,000 ",Shippensburg University of Pennsylvania,Shippensburg,PA
Brent Grimes,TOT,NFL,65,"$8,000,000 ",Shippensburg University of Pennsylvania,Shippensburg,PA
Brent Grimes,TOT,NFL,65,"$8,000,000 ",Shippensburg University of Pennsylvania,Shippensburg,PA
Chandler Jones,TOT,NFL,65,"$1,486,091 ",Syracuse University,Syracuse,NY
Chandler Jones,TOT,NFL,65,"$1,857,613 ",Syracuse University,Syracuse,NY
Chandler Jones,TOT,NFL,65,"$2,229,136 ",Syracuse University,Syracuse,NY
Chandler Jones,TOT,NFL,65,"$2,600,659 ",Syracuse University,Syracuse,NY
Chandler Jones,TOT,NFL,65,"$7,799,000 ",Syracuse University,Syracuse,NY
Chandler Jones,TOT,NFL,65,"$10,000,000 ",Syracuse University,Syracuse,NY
Chandler Jones,TOT,NFL,65,"$15,500,000 ",Syracuse University,Syracuse,NY
Khalil Mack,TOT,NFL,65,"$3,395,818 ",Buffalo State College,Buffalo,NY
Khalil Mack,TOT,NFL,65,"$4,244,773 ",Buffalo State College,Buffalo,NY
Khalil Mack,TOT,NFL,65,"$5,093,727 ",Buffalo State College,Buffalo,NY
Khalil Mack,TOT,NFL,65,"$5,942,682 ",Buffalo State College,Buffalo,NY
Khalil Mack,TOT,NFL,65,"$13,800,000 ",Buffalo State College,Buffalo,NY
C.J. Mosley,RAV,NFL,65,"$1,035,000 ",Missouri Southern State University,Missouri,MO
C.J. Mosley,RAV,NFL,65,"$1,035,000 ",University of Alabama,Alabama,AL
C.J. Mosley,RAV,NFL,65,"$1,035,000 ",Missouri Southern State University,Missouri,MO
C.J. Mosley,RAV,NFL,65,"$1,035,000 ",University of Alabama,Alabama,AL
C.J. Mosley,RAV,NFL,65,"$1,308,333 ",Missouri Southern State University,Missouri,MO
C.J. Mosley,RAV,NFL,65,"$1,308,333 ",University of Alabama,Alabama,AL
C.J. Mosley,RAV,NFL,65,"$1,025,000 ",Missouri Southern State University,Missouri,MO
C.J. Mosley,RAV,NFL,65,"$1,025,000 ",University of Alabama,Alabama,AL
C.J. Mosley,RAV,NFL,65,"$1,597,818 ",Missouri Southern State University,Missouri,MO
C.J. Mosley,RAV,NFL,65,"$1,597,818 ",University of Alabama,Alabama,AL
C.J. Mosley,RAV,NFL,65,"$1,542,647 ",Missouri Southern State University,Missouri,MO
C.J. Mosley,RAV,NFL,65,"$1,542,647 ",University of Alabama,Alabama,AL
C.J. Mosley,RAV,NFL,65,"$1,997,273 ",Missouri Southern State University,Missouri,MO
C.J. Mosley,RAV,NFL,65,"$1,997,273 ",University of Alabama,Alabama,AL
C.J. Mosley,RAV,NFL,65,"$2,396,728 ",Missouri Southern State University,Missouri,MO
C.J. Mosley,RAV,NFL,65,"$2,396,728 ",University of Alabama,Alabama,AL
C.J. Mosley,RAV,NFL,65,"$2,796,183 ",Missouri Southern State University,Missouri,MO
C.J. Mosley,RAV,NFL,65,"$2,796,183 ",University of Alabama,Alabama,AL
C.J. Mosley,RAV,NFL,65,"$8,718,000 ",Missouri Southern State University,Missouri,MO
C.J. Mosley,RAV,NFL,65,"$8,718,000 ",University of Alabama,Alabama,AL
C.J. Mosley,TOT,NFL,19,"$1,035,000 ",Missouri Southern State University,Missouri,MO
Marcell Dareus,TOT,NFL,62,"$3,710,418 ",University of Alabama,Alabama,AL
C.J. Mosley,TOT,NFL,19,"$1,035,000 ",Missouri Southern State University,Missouri,MO
Marcell Dareus,TOT,NFL,62,"$3,710,418 ",University of Alabama,Alabama,AL
C.J. Mosley,TOT,NFL,19,"$1,308,333 ",Missouri Southern State University,Missouri,MO
Marcell Dareus,TOT,NFL,62,"$4,638,023 ",University of Alabama,Alabama,AL
C.J. Mosley,TOT,NFL,19,"$1,025,000 ",Missouri Southern State University,Missouri,MO
Marcell Dareus,TOT,NFL,62,"$5,565,628 ",University of Alabama,Alabama,AL
C.J. Mosley,TOT,NFL,19,"$1,597,818 ",Missouri Southern State University,Missouri,MO
Marcell Dareus,TOT,NFL,62,"$6,493,232 ",University of Alabama,Alabama,AL
C.J. Mosley,TOT,NFL,19,"$1,542,647 ",Missouri Southern State University,Missouri,MO
Marcell Dareus,TOT,NFL,62,"$7,823,530 ",University of Alabama,Alabama,AL
C.J. Mosley,TOT,NFL,19,"$1,997,273 ",Missouri Southern State University,Missouri,MO
Marcell Dareus,TOT,NFL,62,"$12,691,176 ",University of Alabama,Alabama,AL
C.J. Mosley,TOT,NFL,19,"$2,396,728 ",Missouri Southern State University,Missouri,MO
Marcell Dareus,TOT,NFL,62,"$5,735,294 ",University of Alabama,Alabama,AL
C.J. Mosley,TOT,NFL,19,"$2,796,183 ",Missouri Southern State University,Missouri,MO
Marcell Dareus,TOT,NFL,62,"$10,175,000 ",University of Alabama,Alabama,AL
C.J. Mosley,TOT,NFL,19,"$8,718,000 ",Missouri Southern State University,Missouri,MO
Mark Ingram,NOR,NFL,58,"$1,348,500 ",University of Alabama,Alabama,AL
Russell Okung,TOT,NFL,65,"$8,880,000 ",,Oklahoma St.,
Russell Okung,TOT,NFL,65,"$8,880,000 ",,Oklahoma St.,
Russell Okung,TOT,NFL,65,"$8,960,000 ",,Oklahoma St.,
Russell Okung,TOT,NFL,65,"$9,540,000 ",,Oklahoma St.,
Russell Okung,TOT,NFL,65,"$11,240,000 ",,Oklahoma St.,
Russell Okung,TOT,NFL,65,"$7,280,000 ",,Oklahoma St.,
Russell Okung,TOT,NFL,65,"$5,200,000 ",,Oklahoma St.,
Russell Okung,TOT,NFL,65,"$6,000,000 ",,Oklahoma St.,
Russell Okung,TOT,NFL,65,"$14,968,750 ",,Oklahoma St.,
Louis Vasquez,TOT,NFL,65,"$723,625 ",Texas Tech University,Texas Tech,TX
Louis Vasquez,TOT,NFL,65,"$723,625 ",Texas Tech University,Texas Tech,TX
Louis Vasquez,TOT,NFL,65,"$1,458,625 ",Texas Tech University,Texas Tech,TX
Louis Vasquez,TOT,NFL,65,"$3,250,000 ",Texas Tech University,Texas Tech,TX
Louis Vasquez,TOT,NFL,65,"$7,250,000 ",Texas Tech University,Texas Tech,TX
Louis Vasquez,TOT,NFL,65,"$6,250,000 ",Texas Tech University,Texas Tech,TX
Anquan Boldin,TOT,NFL,64,"$7,531,250 ",,Florida St.,
Anquan Boldin,TOT,NFL,64,"$7,531,250 ",,Florida St.,
Anquan Boldin,TOT,NFL,64,"$7,531,250 ",,Florida St.,
Anquan Boldin,TOT,NFL,64,"$6,000,000 ",,Florida St.,
Anquan Boldin,TOT,NFL,64,"$2,364,000 ",,Florida St.,
Anquan Boldin,TOT,NFL,64,"$6,909,000 ",,Florida St.,
Anquan Boldin,TOT,NFL,64,"$2,693,750 ",,Florida St.,
Elvis Dumervil,TOT,NFL,64,"$15,623,000 ",University of Louisville,Louisville,KY
Elvis Dumervil,TOT,NFL,64,"$15,623,000 ",University of Louisville,Louisville,KY
Elvis Dumervil,TOT,NFL,64,"$15,623,000 ",University of Louisville,Louisville,KY
Elvis Dumervil,TOT,NFL,64,"$2,500,000 ",University of Louisville,Louisville,KY
Elvis Dumervil,TOT,NFL,64,"$3,375,000 ",University of Louisville,Louisville,KY
Elvis Dumervil,TOT,NFL,64,"$7,375,000 ",University of Louisville,Louisville,KY
Elvis Dumervil,TOT,NFL,64,"$7,375,000 ",University of Louisville,Louisville,KY
Elvis Dumervil,TOT,NFL,64,"$3,375,000 ",University of Louisville,Louisville,KY
Antonio Gates,SDG,NFL,64,"$5,962,500 ",,Kent St.,
Antonio Gates,SDG,NFL,64,"$5,962,500 ",,Kent St.,
Antonio Gates,SDG,NFL,64,"$6,362,500 ",,Kent St.,
Antonio Gates,SDG,NFL,64,"$6,862,500 ",,Kent St.,
Antonio Gates,SDG,NFL,64,"$5,862,500 ",,Kent St.,
Antonio Gates,SDG,NFL,64,"$8,374,264 ",,Kent St.,
Antonio Gates,SDG,NFL,64,"$5,500,000 ",,Kent St.,
Antonio Gates,SDG,NFL,64,"$5,437,500 ",,Kent St.,
Antonio Gates,SDG,NFL,64,"$2,500,000 ",,Kent St.,
Vincent Jackson,TOT,NFL,64,"$11,424,000 ",University of Northern Colorado,Northern Colorado,CO
Vincent Jackson,TOT,NFL,64,"$11,424,000 ",University of Northern Colorado,Northern Colorado,CO
Vincent Jackson,TOT,NFL,64,"$15,432,000 ",University of Northern Colorado,Northern Colorado,CO
Vincent Jackson,TOT,NFL,64,"$3,272,000 ",University of Northern Colorado,Northern Colorado,CO
Vincent Jackson,TOT,NFL,64,"$12,432,000 ",University of Northern Colorado,Northern Colorado,CO
Vincent Jackson,TOT,NFL,64,"$12,209,777 ",University of Northern Colorado,Northern Colorado,CO
Vincent Jackson,TOT,NFL,64,"$12,209,777 ",University of Northern Colorado,Northern Colorado,CO
Michael Johnson,TOT,NFL,64,"$740,755 ",Arizona State University,Arizona,AZ
Michael Johnson,TOT,NFL,64,"$740,755 ",,Georgia Tech,
Michael Johnson,TOT,NFL,64,"$740,755 ",Arizona State University,Arizona,AZ
Michael Johnson,TOT,NFL,64,"$740,755 ",,Georgia Tech,
Michael Johnson,TOT,NFL,64,"$1,623,755 ",Arizona State University,Arizona,AZ
Michael Johnson,TOT,NFL,64,"$1,623,755 ",,Georgia Tech,
Michael Johnson,TOT,NFL,64,"$11,175,000 ",Arizona State University,Arizona,AZ
Michael Johnson,TOT,NFL,64,"$11,175,000 ",,Georgia Tech,
Michael Johnson,TOT,NFL,64,"$9,000,000 ",Arizona State University,Arizona,AZ
Michael Johnson,TOT,NFL,64,"$9,000,000 ",,Georgia Tech,
Michael Johnson,TOT,NFL,64,"$2,600,000 ",Arizona State University,Arizona,AZ
Michael Johnson,TOT,NFL,64,"$2,600,000 ",,Georgia Tech,
Michael Johnson,TOT,NFL,64,"$6,125,000 ",Arizona State University,Arizona,AZ
Michael Johnson,TOT,NFL,64,"$6,125,000 ",,Georgia Tech,
Michael Johnson,TOT,NFL,64,"$5,125,000 ",Arizona State University,Arizona,AZ
Michael Johnson,TOT,NFL,64,"$5,125,000 ",,Georgia Tech,
Michael Johnson,TOT,NFL,64,"$4,737,500 ",Arizona State University,Arizona,AZ
Michael Johnson,TOT,NFL,64,"$4,737,500 ",,Georgia Tech,
Michael Johnson,NYG,NFL,5,"$740,755 ",Arizona State University,Arizona,AZ
Michael Johnson,NYG,NFL,5,"$740,755 ",,Georgia Tech,
Michael Johnson,NYG,NFL,5,"$740,755 ",Arizona State University,Arizona,AZ
Michael Johnson,NYG,NFL,5,"$740,755 ",,Georgia Tech,
Michael Johnson,NYG,NFL,5,"$1,623,755 ",Arizona State University,Arizona,AZ
Michael Johnson,NYG,NFL,5,"$1,623,755 ",,Georgia Tech,
Michael Johnson,NYG,NFL,5,"$11,175,000 ",Arizona State University,Arizona,AZ
Michael Johnson,NYG,NFL,5,"$11,175,000 ",,Georgia Tech,
Michael Johnson,NYG,NFL,5,"$9,000,000 ",Arizona State University,Arizona,AZ
Michael Johnson,NYG,NFL,5,"$9,000,000 ",,Georgia Tech,
Michael Johnson,NYG,NFL,5,"$2,600,000 ",Arizona State University,Arizona,AZ
Michael Johnson,NYG,NFL,5,"$2,600,000 ",,Georgia Tech,
Michael Johnson,NYG,NFL,5,"$6,125,000 ",Arizona State University,Arizona,AZ
Michael Johnson,NYG,NFL,5,"$6,125,000 ",,Georgia Tech,
Michael Johnson,NYG,NFL,5,"$5,125,000 ",Arizona State University,Arizona,AZ
Michael Johnson,NYG,NFL,5,"$5,125,000 ",,Georgia Tech,
Michael Johnson,NYG,NFL,5,"$4,737,500 ",Arizona State University,Arizona,AZ
Michael Johnson,NYG,NFL,5,"$4,737,500 ",,Georgia Tech,
Paul Posluszny,TOT,NFL,64,"$3,000,000 ",,Penn St.,
Paul Posluszny,TOT,NFL,64,"$3,000,000 ",,Penn St.,
Paul Posluszny,TOT,NFL,64,"$7,000,000 ",,Penn St.,
Paul Posluszny,TOT,NFL,64,"$8,500,000 ",,Penn St.,
Paul Posluszny,TOT,NFL,64,"$9,500,000 ",,Penn St.,
Paul Posluszny,TOT,NFL,64,"$6,885,416 ",,Penn St.,
Paul Posluszny,TOT,NFL,64,"$5,104,166 ",,Penn St.,
Paul Posluszny,TOT,NFL,64,"$6,166,668 ",,Penn St.,
Ray Rice,RAV,NFL,64,"$875,000 ","Rutgers, the State University of New Jersey",Rutgers,NJ
Ray Rice,RAV,NFL,64,"$875,000 ","Rutgers, the State University of New Jersey",Rutgers,NJ
Ray Rice,RAV,NFL,64,"$5,000,000 ","Rutgers, the State University of New Jersey",Rutgers,NJ
Ray Rice,RAV,NFL,64,"$5,750,000 ","Rutgers, the State University of New Jersey",Rutgers,NJ
Golden Tate,TOT,NFL,64,"$700,000 ",University of Notre Dame,Notre Dame,IN
Golden Tate,TOT,NFL,64,"$700,000 ",University of Notre Dame,Notre Dame,IN
Golden Tate,TOT,NFL,64,"$790,000 ",University of Notre Dame,Notre Dame,IN
Golden Tate,TOT,NFL,64,"$880,000 ",University of Notre Dame,Notre Dame,IN
Golden Tate,TOT,NFL,64,"$3,100,000 ",University of Notre Dame,Notre Dame,IN
Golden Tate,TOT,NFL,64,"$3,096,250 ",University of Notre Dame,Notre Dame,IN
Golden Tate,TOT,NFL,64,"$7,101,250 ",University of Notre Dame,Notre Dame,IN
Golden Tate,TOT,NFL,64,"$8,351,250 ",University of Notre Dame,Notre Dame,IN
Golden Tate,TOT,NFL,64,"$3,705,882 ",University of Notre Dame,Notre Dame,IN
K.J. Wright,SEA,NFL,64,"$676,500 ",,Mississippi St.,
K.J. Wright,SEA,NFL,64,"$2,552,500 ",,Mississippi St.,
K.J. Wright,SEA,NFL,64,"$4,750,000 ",,Mississippi St.,
K.J. Wright,SEA,NFL,64,"$6,250,000 ",,Mississippi St.,
K.J. Wright,SEA,NFL,64,"$6,800,000 ",,Mississippi St.,
K.J. Wright,SEA,NFL,64,"$8,200,000 ",,Mississippi St.,
David DeCastro,PIT,NFL,63,"$1,420,709 ",Stanford University,Stanford,CA
David DeCastro,PIT,NFL,63,"$1,775,886 ",Stanford University,Stanford,CA
David DeCastro,PIT,NFL,63,"$2,131,063 ",Stanford University,Stanford,CA
David DeCastro,PIT,NFL,63,"$2,486,240 ",Stanford University,Stanford,CA
David DeCastro,PIT,NFL,63,"$5,270,000 ",Stanford University,Stanford,CA
David DeCastro,PIT,NFL,63,"$11,050,000 ",Stanford University,Stanford,CA
David DeCastro,PIT,NFL,63,"$5,687,500 ",Stanford University,Stanford,CA
Chad Greenway,MIN,NFL,63,"$7,200,000 ",Iowa State University,Iowa,IA
Chad Greenway,MIN,NFL,63,"$7,200,000 ",Iowa State University,Iowa,IA
Chad Greenway,MIN,NFL,63,"$7,700,000 ",Iowa State University,Iowa,IA
Chad Greenway,MIN,NFL,63,"$8,700,000 ",Iowa State University,Iowa,IA
Chad Greenway,MIN,NFL,63,"$7,200,000 ",Iowa State University,Iowa,IA
Chad Greenway,MIN,NFL,63,"$5,575,000 ",Iowa State University,Iowa,IA
Chad Greenway,MIN,NFL,63,"$2,750,000 ",Iowa State University,Iowa,IA
James Laurinaitis,TOT,NFL,63,"$1,286,666 ",,Ohio St.,
James Laurinaitis,TOT,NFL,63,"$1,286,666 ",,Ohio St.,
James Laurinaitis,TOT,NFL,63,"$1,781,668 ",,Ohio St.,
James Laurinaitis,TOT,NFL,63,"$12,650,000 ",,Ohio St.,
James Laurinaitis,TOT,NFL,63,"$9,650,000 ",,Ohio St.,
James Laurinaitis,TOT,NFL,63,"$4,275,000 ",,Ohio St.,
Steve Smith,TOT,NFL,63,"$9,993,750 ",Central Michigan University,Michigan,MI
Steve Smith,TOT,NFL,63,"$9,993,750 ",College of Eastern Utah,Utah,UT
Steve Smith,TOT,NFL,63,"$9,993,750 ",Oregon State University,Oregon,OR
Steve Smith,TOT,NFL,63,"$9,993,750 ",,USC,
Steve Smith,TOT,NFL,63,"$9,993,750 ",,Penn St.,
Steve Smith,TOT,NFL,63,"$4,000,000 ",Central Michigan University,Michigan,MI
Steve Smith,TOT,NFL,63,"$4,000,000 ",College of Eastern Utah,Utah,UT
Steve Smith,TOT,NFL,63,"$4,000,000 ",Oregon State University,Oregon,OR
Steve Smith,TOT,NFL,63,"$4,000,000 ",,USC,
Steve Smith,TOT,NFL,63,"$4,000,000 ",,Penn St.,
Steve Smith,TOT,NFL,63,"$9,993,750 ",Central Michigan University,Michigan,MI
Steve Smith,TOT,NFL,63,"$9,993,750 ",College of Eastern Utah,Utah,UT
Steve Smith,TOT,NFL,63,"$9,993,750 ",Oregon State University,Oregon,OR
Steve Smith,TOT,NFL,63,"$9,993,750 ",,USC,
