,Player,salary,college,state,wins_above_replacement
19897,Edward William,,Syracuse University,NY,
19898,Edward William,,Seton Hall University,NJ,
19899,Edward William,,Syracuse University,NY,
19900,Edward William,,Seton Hall University,NJ,
19901,Edward William,,Syracuse University,NY,
19902,Edward William,,Seton Hall University,NJ,
19903,Edward William,,Syracuse University,NY,
19904,Edward William,,Seton Hall University,NJ,
19905,Edward William,,Syracuse University,NY,
19906,Edward William,,Seton Hall University,NJ,
19907,Edward William,,Syracuse University,NY,
19908,Edward William,,Seton Hall University,NJ,
19909,Edward William,,Syracuse University,NY,
19910,Edward William,,Seton Hall University,NJ,
19911,Elmer Young,,,,
19912,Emil Quincy,,Indian River Community College,FL,
19913,Fred Herbert,,Dartmouth College,NH,
19914,Freeman,,,,
19915,Gary Allen,,University of Louisiana at Lafayette,LA,
19916,Gary Allen,,University of Louisiana at Lafayette,LA,
19917,Hector Harold,,,,
19918,Isaac,,,,
19919,Isaac,,,,
19920,Isaac,,,,
19921,Jackie Gene,,,,
19922,Jerald Ray,,,,
19923,Jarvis Ardel,,,,
19924,Jamie Monroe,,Northwest Florida State College,FL,
19925,Jamie Monroe,,Meridian Community College,MS,
19926,Jerome Austin,,,,
19927,Jeremy Scott,,University of Alabama,AL,
19928,Jeremy Scott,,Oral Roberts University,OK,
19929,Jeremy Scott,,University of Alabama,AL,
19930,Jeremy Scott,,Oral Roberts University,OK,
19931,James W. H.,,,,
19932,James Donaldson,,,,
19933,James Roberson,,North Carolina State University,NC,
19934,Joseph E.,,,,
19935,Joseph E.,,,,
19936,John J.,,,,
19937,John J.,,,,
19938,John J.,,,,
19939,John J.,,,,
19940,John J.,,,,
19941,John J.,,,,
19942,John J.,,,,
19943,John J.,,,,
19944,John J.,,,,
19945,John J.,,,,
19946,John J.,,,,
19947,John J.,,,,
19948,John J.,,,,
19949,John J.,,,,
19950,John J.,,,,
19951,John J.,,,,
19952,John J.,,,,
19953,John J.,,,,
19954,Jophery Clifford,,Grambling State University,LA,
19955,Jordan Cassidy,,University of Arizona,AZ,
19956,Walter George,,,,
19957,Walter George,,,,
19958,James Kevin,,Georgia Institute of Technology,GA,
19959,Keith Edward,,College of the Siskiyous,CA,
19960,Keith Edward,,California State University Sacramento,CA,
19961,Kevin Dewayne,,Sacramento City College,CA,
19962,Kevin Lee,,University of Southern Indiana,IN,
19963,Kevin Lee,,Southeastern Louisiana University,LA,
19964,Kevin Lee,,Eastern Illinois University,IL,
19965,Kevin Lee,,University of Southern Indiana,IN,
19966,Kevin Lee,,Southeastern Louisiana University,LA,
19967,Kevin Lee,,Eastern Illinois University,IL,
19968,Kevin Lee,,University of Southern Indiana,IN,
