,Player,salary,college,state,AV
2178,Andre Smith,"$6,362,500  ",Alabama,AL,51
2179,Andre Smith,"$6,362,500  ",Virginia Tech,,51
2180,Andre Smith,"$3,468,750  ",Alabama,AL,51
2181,Andre Smith,"$3,468,750  ",Virginia Tech,,51
2182,Andre Smith,"$3,062,500  ",Alabama,AL,51
2183,Andre Smith,"$3,062,500  ",Virginia Tech,,51
2184,Andre Smith,"$8,686,750  ",Alabama,AL,0
2185,Andre Smith,"$8,686,750  ",Virginia Tech,,0
2186,Andre Smith,"$8,686,750  ",Alabama,AL,0
2187,Andre Smith,"$8,686,750  ",Virginia Tech,,0
2188,Andre Smith,"$6,508,000  ",Alabama,AL,0
2189,Andre Smith,"$6,508,000  ",Virginia Tech,,0
2190,Andre Smith,"$5,000,000  ",Alabama,AL,0
2191,Andre Smith,"$5,000,000  ",Virginia Tech,,0
2192,Andre Smith,"$5,200,000  ",Alabama,AL,0
2193,Andre Smith,"$5,200,000  ",Virginia Tech,,0
2194,Andre Smith,"$6,362,500  ",Alabama,AL,0
2195,Andre Smith,"$6,362,500  ",Virginia Tech,,0
2196,Andre Smith,"$3,468,750  ",Alabama,AL,0
2197,Andre Smith,"$3,468,750  ",Virginia Tech,,0
2198,Andre Smith,"$3,062,500  ",Alabama,AL,0
2199,Andre Smith,"$3,062,500  ",Virginia Tech,,0
2200,Andre Smith,"$8,686,750  ",Alabama,AL,0
2201,Andre Smith,"$8,686,750  ",Virginia Tech,,0
2202,Andre Smith,"$8,686,750  ",Alabama,AL,0
2203,Andre Smith,"$8,686,750  ",Virginia Tech,,0
2204,Andre Smith,"$6,508,000  ",Alabama,AL,0
2205,Andre Smith,"$6,508,000  ",Virginia Tech,,0
2206,Andre Smith,"$5,000,000  ",Alabama,AL,0
2207,Andre Smith,"$5,000,000  ",Virginia Tech,,0
2208,Andre Smith,"$5,200,000  ",Alabama,AL,0
2209,Andre Smith,"$5,200,000  ",Virginia Tech,,0
2210,Andre Smith,"$6,362,500  ",Alabama,AL,0
2211,Andre Smith,"$6,362,500  ",Virginia Tech,,0
2212,Andre Smith,"$3,468,750  ",Alabama,AL,0
2213,Andre Smith,"$3,468,750  ",Virginia Tech,,0
2214,Andre Smith,"$3,062,500  ",Alabama,AL,0
2215,Andre Smith,"$3,062,500  ",Virginia Tech,,0
2216,Scott Wells,"$3,100,000  ",Tennessee,TN,51
2217,Scott Wells,"$3,100,000  ",Tennessee,TN,51
2218,Scott Wells,"$3,500,000  ",Tennessee,TN,51
2219,Scott Wells,"$6,500,000  ",Tennessee,TN,51
2220,Scott Wells,"$4,340,625  ",Tennessee,TN,51
2221,Kevin Williams,"$7,416,666  ",Oklahoma St.,,51
2222,Kevin Williams,"$7,416,666  ",UCLA,,51
2223,Kevin Williams,"$7,416,666  ",Iowa St.,,51
2224,Kevin Williams,"$7,416,666  ",USC,,51
2225,Kevin Williams,"$7,416,666  ",Oklahoma St.,,51
2226,Kevin Williams,"$7,416,666  ",Miami (FL),,51
2227,Kevin Williams,"$7,416,666  ",Oklahoma St.,,51
2228,Kevin Williams,"$7,416,666  ",UCLA,,51
2229,Kevin Williams,"$7,416,666  ",Iowa St.,,51
2230,Kevin Williams,"$7,416,666  ",USC,,51
2231,Kevin Williams,"$7,416,666  ",Oklahoma St.,,51
2232,Kevin Williams,"$7,416,666  ",Miami (FL),,51
2233,Kevin Williams,"$8,416,666  ",Oklahoma St.,,51
2234,Kevin Williams,"$8,416,666  ",UCLA,,51
2235,Kevin Williams,"$8,416,666  ",Iowa St.,,51
2236,Kevin Williams,"$8,416,666  ",USC,,51
2237,Kevin Williams,"$8,416,666  ",Oklahoma St.,,51
2238,Kevin Williams,"$8,416,666  ",Miami (FL),,51
2239,Kevin Williams,"$5,000,000  ",Oklahoma St.,,51
2240,Kevin Williams,"$5,000,000  ",UCLA,,51
2241,Kevin Williams,"$5,000,000  ",Iowa St.,,51
2242,Kevin Williams,"$5,000,000  ",USC,,51
2243,Kevin Williams,"$5,000,000  ",Oklahoma St.,,51
2244,Kevin Williams,"$5,000,000  ",Miami (FL),,51
2245,Kevin Williams,"$2,078,125  ",Oklahoma St.,,51
2246,Kevin Williams,"$2,078,125  ",UCLA,,51
2247,Kevin Williams,"$2,078,125  ",Iowa St.,,51
2248,Kevin Williams,"$2,078,125  ",USC,,51
2249,Kevin Williams,"$2,078,125  ",Oklahoma St.,,51
2250,Kevin Williams,"$2,078,125  ",Miami (FL),,51
2251,Kevin Williams,"$1,500,000  ",Oklahoma St.,,51
2252,Kevin Williams,"$1,500,000  ",UCLA,,51
2253,Kevin Williams,"$1,500,000  ",Iowa St.,,51
2254,Kevin Williams,"$1,500,000  ",USC,,51
2255,Kevin Williams,"$1,500,000  ",Oklahoma St.,,51
2256,Kevin Williams,"$1,500,000  ",Miami (FL),,51
2257,LaMarr Woodley,"$7,700,000  ",Michigan,MI,51
2258,LaMarr Woodley,"$7,700,000  ",Michigan,MI,51
2259,LaMarr Woodley,"$4,940,000  ",Michigan,MI,51
2260,LaMarr Woodley,"$9,190,000  ",Michigan,MI,51
2261,LaMarr Woodley,"$4,843,750  ",Michigan,MI,51
2262,Alan Branch,"$3,050,000  ",Michigan,MI,50
2263,Alan Branch,"$3,050,000  ",Michigan,MI,50
2264,Alan Branch,"$4,550,000  ",Michigan,MI,50
2265,Alan Branch,"$3,775,000  ",Michigan,MI,50
2266,Alan Branch,"$2,150,000  ",Michigan,MI,50
2267,Alan Branch,"$2,750,000  ",Michigan,MI,50
2268,Alan Branch,"$4,625,000  ",Michigan,MI,50
2269,Lance Briggs,"$4,566,667  ",Arizona,AZ,50
2270,Lance Briggs,"$4,566,667  ",Arizona,AZ,50
2271,Lance Briggs,"$4,666,666  ",Arizona,AZ,50
2272,Lance Briggs,"$7,416,670  ",Arizona,AZ,50
2273,Lance Briggs,"$6,500,000  ",Arizona,AZ,50
2274,Derek Carr,"$976,691  ",Fresno St.,,50
2275,Derek Carr,"$1,220,864  ",Fresno St.,,50
2276,Derek Carr,"$1,465,037  ",Fresno St.,,50
2277,Derek Carr,"$15,731,691  ",Fresno St.,,50
2278,Derek Carr,"$25,000,000  ",Fresno St.,,50
2279,Dashon Goldson,"$2,000,000  ",Washington,WA,50
2280,Dashon Goldson,"$2,000,000  ",Washington,WA,50
2281,Dashon Goldson,"$6,212,000  ",Washington,WA,50
2282,Dashon Goldson,"$8,735,295  ",Washington,WA,50
2283,Dashon Goldson,"$9,000,000  ",Washington,WA,50
2284,Dashon Goldson,"$4,000,000  ",Washington,WA,50
2285,Kareem Jackson,"$2,800,000  ",Alabama,AL,50
2286,Kareem Jackson,"$2,800,000  ",Alabama,AL,50
2287,Kareem Jackson,"$1,945,000  ",Alabama,AL,50
2288,Kareem Jackson,"$2,240,000  ",Alabama,AL,50
2289,Kareem Jackson,"$4,335,000  ",Alabama,AL,50
2290,Kareem Jackson,"$7,453,125  ",Alabama,AL,50
2291,Kareem Jackson,"$8,437,500  ",Alabama,AL,50
2292,Kareem Jackson,"$8,968,750  ",Alabama,AL,50
2293,Kareem Jackson,"$9,000,000  ",Alabama,AL,50
2294,Brandon LaFell,"$744,600  ",LSU,,50
2295,Brandon LaFell,"$1,554,600  ",LSU,,50
2296,Brandon LaFell,"$2,000,000  ",LSU,,50
2297,Brandon LaFell,"$3,500,000  ",LSU,,50
2298,Brandon LaFell,"$2,437,500  ",LSU,,50
2299,Brandon LaFell,"$5,000,000  ",LSU,,50
2300,Brandon LaFell,"$2,312,500  ",LSU,,50
2301,Jake Matthews,"$2,987,182  ",Texas A&M;,,50
2302,Jake Matthews,"$3,733,978  ",Texas A&M;,,50
2303,Jake Matthews,"$4,480,773  ",Texas A&M;,,50
2304,Jake Matthews,"$5,227,569  ",Texas A&M;,,50
2305,Jake Matthews,"$8,289,200  ",Texas A&M;,,50
2306,Michael Oher,"$1,800,000  ",Mississippi,MS,50
2307,Michael Oher,"$1,800,000  ",Mississippi,MS,50
2308,Michael Oher,"$2,035,000  ",Mississippi,MS,50
2309,Michael Oher,"$4,955,000  ",Mississippi,MS,50
2310,Michael Oher,"$3,000,000  ",Mississippi,MS,50
2311,Michael Oher,"$2,421,875  ",Mississippi,MS,50
2312,Michael Oher,"$6,000,000  ",Mississippi,MS,50
2313,Antrel Rolle,"$3,500,000  ",Miami (FL),,50
2314,Antrel Rolle,"$3,500,000  ",Miami (FL),,50
2315,Antrel Rolle,"$9,000,000  ",Miami (FL),,50
2316,Antrel Rolle,"$9,250,000  ",Miami (FL),,50
2317,Antrel Rolle,"$9,250,000  ",Miami (FL),,50
2318,Antrel Rolle,"$5,000,000  ",Miami (FL),,50
2319,Jonathan Babineaux,"$4,000,000  ",Iowa,IA,49
2320,Jonathan Babineaux,"$4,000,000  ",Iowa,IA,49
2321,Jonathan Babineaux,"$4,600,000  ",Iowa,IA,49
2322,Jonathan Babineaux,"$5,200,000  ",Iowa,IA,49
2323,Jonathan Babineaux,"$2,666,666  ",Iowa,IA,49
2324,Jonathan Babineaux,"$3,619,791  ",Iowa,IA,49
2325,Jonathan Babineaux,"$2,666,668  ",Iowa,IA,49
2326,Darnell Dockett,"$5,600,000  ",Florida St.,,49
2327,Darnell Dockett,"$5,600,000  ",Florida St.,,49
2328,Darnell Dockett,"$6,650,000  ",Florida St.,,49
2329,Darnell Dockett,"$7,700,000  ",Florida St.,,49
2330,Darnell Dockett,"$8,750,000  ",Florida St.,,49
2331,Demar Dotson,"$1,000,000  ",Southern Miss,MS,49
2332,Demar Dotson,"$2,000,000  ",Southern Miss,MS,49
2333,Demar Dotson,"$2,000,000  ",Southern Miss,MS,49
2334,Demar Dotson,"$2,500,000  ",Southern Miss,MS,49
2335,Demar Dotson,"$4,250,000  ",Southern Miss,MS,49
2336,Demar Dotson,"$4,300,000  ",Southern Miss,MS,49
2337,Demar Dotson,"$4,803,125  ",Southern Miss,MS,49
2338,Akiem Hicks,"$718,225  ",Regina (Canada),,49
2339,Akiem Hicks,"$1,259,588  ",Regina (Canada),,49
2340,Akiem Hicks,"$4,500,000  ",Regina (Canada),,49
2341,Akiem Hicks,"$10,700,000  ",Regina (Canada),,49
2342,Akiem Hicks,"$9,600,000  ",Regina (Canada),,49
2343,Jerry Hughes,"$1,506,250  ",TCU,,49
2344,Jerry Hughes,"$1,506,250  ",TCU,,49
2345,Jerry Hughes,"$1,691,250  ",TCU,,49
2346,Jerry Hughes,"$870,000  ",TCU,,49
2347,Jerry Hughes,"$3,995,000  ",TCU,,49
2348,Jerry Hughes,"$6,175,000  ",TCU,,49
2349,Jerry Hughes,"$7,575,000  ",TCU,,49
2350,Jerry Hughes,"$10,450,000  ",TCU,,49
2351,Jerry Hughes,"$10,400,000  ",TCU,,49
2352,Reshad Jones,"$1,670,075  ",Georgia,GA,49
2353,Reshad Jones,"$2,995,882  ",Georgia,GA,49
2354,Reshad Jones,"$7,712,942  ",Georgia,GA,49
2355,Reshad Jones,"$8,202,942  ",Georgia,GA,49
2356,Reshad Jones,"$3,742,938  ",Georgia,GA,49
2357,Reshad Jones,"$4,960,000  ",Georgia,GA,49
2358,Colin Kaepernick,"$931,691  ",Nevada,NV,49
2359,Colin Kaepernick,"$931,691  ",Nevada,NV,49
2360,Colin Kaepernick,"$1,164,613  ",Nevada,NV,49
2361,Colin Kaepernick,"$1,397,535  ",Nevada,NV,49
2362,Colin Kaepernick,"$3,767,444  ",Nevada,NV,49
2363,Colin Kaepernick,"$15,265,753  ",Nevada,NV,49
2364,Colin Kaepernick,"$16,765,753  ",Nevada,NV,49
2365,Alec Ogletree,"$1,278,188  ",Georgia,GA,49
2366,Alec Ogletree,"$1,597,735  ",Georgia,GA,49
2367,Alec Ogletree,"$1,917,282  ",Georgia,GA,49
2368,Alec Ogletree,"$2,236,829  ",Georgia,GA,49
2369,Alec Ogletree,"$5,719,000  ",Georgia,GA,49
2370,Alec Ogletree,"$4,750,000  ",Georgia,GA,49
2371,Sione Pouha,"$1,550,000  ",Utah,UT,49
2372,Sione Pouha,"$1,550,000  ",Utah,UT,49
2373,Sione Pouha,"$2,166,667  ",Utah,UT,49
2374,Brian Robison,"$2,854,667  ",Texas,TX,49
2375,Brian Robison,"$2,854,667  ",Texas,TX,49
2376,Brian Robison,"$3,978,667  ",Texas,TX,49
2377,Brian Robison,"$6,666,667  ",Texas,TX,49
2378,Brian Robison,"$5,700,000  ",Texas,TX,49
2379,Brian Robison,"$5,650,000  ",Texas,TX,49
2380,Brian Robison,"$5,250,000  ",Texas,TX,49
2381,Brian Robison,"$5,000,000  ",Texas,TX,49
2382,Justin Tuck,"$5,100,000  ",Notre Dame,IN,49
2383,Justin Tuck,"$5,100,000  ",Notre Dame,IN,49
2384,Justin Tuck,"$5,350,000  ",Notre Dame,IN,49
2385,Justin Tuck,"$6,150,000  ",Notre Dame,IN,49
2386,Justin Tuck,"$5,000,000  ",Notre Dame,IN,49
2387,Justin Tuck,"$4,968,750  ",Notre Dame,IN,49
2388,DeAngelo Williams,"$7,700,000  ",Memphis,TN,49
2389,DeAngelo Williams,"$7,700,000  ",Memphis,TN,49
2390,DeAngelo Williams,"$8,700,000  ",Memphis,TN,49
2391,DeAngelo Williams,"$5,000,000  ",Memphis,TN,49
2392,DeAngelo Williams,"$6,000,000  ",Memphis,TN,49
2393,DeAngelo Williams,"$1,435,000  ",Memphis,TN,49
2394,DeAngelo Williams,"$2,565,000  ",Memphis,TN,49
2395,Tyson Alualu,"$2,345,000  ",California,CA,48
2396,Tyson Alualu,"$2,345,000  ",California,CA,48
2397,Tyson Alualu,"$2,905,000  ",California,CA,48
2398,Tyson Alualu,"$3,615,000  ",California,CA,48
2399,Tyson Alualu,"$4,264,000  ",California,CA,48
2400,Tyson Alualu,"$3,000,000  ",California,CA,48
2401,Tyson Alualu,"$3,000,000  ",California,CA,48
2402,Tyson Alualu,"$2,375,000  ",California,CA,48
2403,Tyson Alualu,"$3,625,000  ",California,CA,48
2404,Vontaze Burfict,"$5,275,334  ",Arizona St.,,48
2405,Vontaze Burfict,"$5,175,000  ",Arizona St.,,48
2406,Vontaze Burfict,"$3,322,059  ",Arizona St.,,48
2407,Vontaze Burfict,"$8,460,529  ",Arizona St.,,48
2408,Vontaze Burfict,"$7,301,029  ",Arizona St.,,48
2409,Michael Griffin,"$4,256,752  ",Texas,TX,48
2410,Michael Griffin,"$4,256,752  ",Texas,TX,48
2411,Michael Griffin,"$4,300,000  ",Texas,TX,48
2412,Michael Griffin,"$6,094,118  ",Texas,TX,48
2413,Michael Griffin,"$8,000,000  ",Texas,TX,48
2414,Michael Griffin,"$8,100,000  ",Texas,TX,48
2415,Michael Griffin,"$728,823  ",Texas,TX,48
2416,Leon Hall,"$6,837,500  ",Michigan,MI,48
2417,Leon Hall,"$4,230,000  ",Michigan,MI,48
2418,Leon Hall,"$6,837,500  ",Michigan,MI,48
2419,Leon Hall,"$4,230,000  ",Michigan,MI,48
2420,Leon Hall,"$8,500,000  ",Michigan,MI,48
2421,Leon Hall,"$8,400,000  ",Michigan,MI,48
2422,Leon Hall,"$8,700,000  ",Michigan,MI,48
2423,Leon Hall,"$9,600,000  ",Michigan,MI,48
2424,Leon Hall,"$1,437,500  ",Michigan,MI,48
2425,Percy Harvin,"$1,783,800  ",Florida,FL,48
2426,Percy Harvin,"$1,783,800  ",Florida,FL,48
2427,Percy Harvin,"$2,043,800  ",Florida,FL,48
2428,Percy Harvin,"$4,900,000  ",Florida,FL,48
2429,Percy Harvin,"$6,470,588  ",Florida,FL,48
2430,Percy Harvin,"$4,000,000  ",Florida,FL,48
2431,Percy Harvin,"$1,005,882  ",Florida,FL,48
2432,Maurice Jones-Drew,"$6,000,000  ",UCLA,,48
2433,Maurice Jones-Drew,"$6,000,000  ",UCLA,,48
2434,Maurice Jones-Drew,"$6,300,000  ",UCLA,,48
2435,Maurice Jones-Drew,"$6,800,000  ",UCLA,,48
2436,Maurice Jones-Drew,"$2,500,000  ",UCLA,,48
2437,DeAndre Levy,"$683,566  ",Wisconsin,WI,48
2438,DeAndre Levy,"$683,566  ",Wisconsin,WI,48
2439,DeAndre Levy,"$1,927,000  ",Wisconsin,WI,48
2440,DeAndre Levy,"$2,000,000  ",Wisconsin,WI,48
2441,DeAndre Levy,"$3,250,000  ",Wisconsin,WI,48
2442,DeAndre Levy,"$4,400,000  ",Wisconsin,WI,48
2443,DeAndre Levy,"$7,650,000  ",Wisconsin,WI,48
2444,Corey Liuget,"$1,511,954  ",Illinois,IL,48
2445,Corey Liuget,"$1,511,954  ",Illinois,IL,48
2446,Corey Liuget,"$1,889,952  ",Illinois,IL,48
2447,Corey Liuget,"$2,267,930  ",Illinois,IL,48
2448,Corey Liuget,"$2,645,918  ",Illinois,IL,48
2449,Corey Liuget,"$7,977,000  ",Illinois,IL,48
2450,Corey Liuget,"$10,000,000  ",Illinois,IL,48
2451,Corey Liuget,"$9,500,000  ",Illinois,IL,48
2452,Corey Liuget,"$4,374,559  ",Illinois,IL,48
2453,Ryan Mathews,"$2,083,750  ",Fresno St.,,48
2454,Ryan Mathews,"$2,083,750  ",Fresno St.,,48
2455,Ryan Mathews,"$7,530,300  ",Fresno St.,,48
2456,Ryan Mathews,"$2,829,250  ",Fresno St.,,48
2457,Ryan Mathews,"$3,612,000  ",Fresno St.,,48
2458,Ryan Mathews,"$2,000,000  ",Fresno St.,,48
2459,Ryan Mathews,"$4,000,000  ",Fresno St.,,48
2460,Derrick Morgan,"$4,511,668  ",Georgia Tech,,48
2461,Derrick Morgan,"$4,511,668  ",Georgia Tech,,48
2462,Derrick Morgan,"$2,086,668  ",Georgia Tech,,48
2463,Derrick Morgan,"$2,521,668  ",Georgia Tech,,48
2464,Derrick Morgan,"$3,541,668  ",Georgia Tech,,48
2465,Derrick Morgan,"$4,000,000  ",Georgia Tech,,48
2466,Derrick Morgan,"$6,312,500  ",Georgia Tech,,48
2467,Derrick Morgan,"$7,968,750  ",Georgia Tech,,48
2468,Derrick Morgan,"$8,406,250  ",Georgia Tech,,48
2469,Kelechi Osemele,"$760,425  ",Iowa St.,,48
2470,Kelechi Osemele,"$912,510  ",Iowa St.,,48
2471,Kelechi Osemele,"$1,064,595  ",Iowa St.,,48
2472,Kelechi Osemele,"$13,200,000  ",Iowa St.,,48
2473,Kelechi Osemele,"$13,500,000  ",Iowa St.,,48
2474,Kelechi Osemele,"$10,500,000  ",Iowa St.,,48
2475,Antonio Smith,"$5,100,000  ",Oklahoma St.,,48
2476,Antonio Smith,"$5,100,000  ",Oklahoma St.,,48
2477,Antonio Smith,"$9,000,000  ",Oklahoma St.,,48
2478,Antonio Smith,"$9,147,059  ",Oklahoma St.,,48
2479,Antonio Smith,"$4,946,875  ",Oklahoma St.,,48
2480,Antonio Smith,"$2,000,000  ",Oklahoma St.,,48
2481,Antonio Smith,"$811,176  ",Oklahoma St.,,48
2482,Telvin Smith,"$2,008,821  ",Florida St.,,48
2483,Telvin Smith,"$5,810,235  ",Florida St.,,48
2484,Larry Warford,"$714,250  ",Kentucky,KY,48
2485,Larry Warford,"$849,250  ",Kentucky,KY,48
2486,Larry Warford,"$1,845,250  ",Kentucky,KY,48
2487,Larry Warford,"$3,800,000  ",Kentucky,KY,48
2488,Larry Warford,"$9,000,000  ",Kentucky,KY,48
2489,Derek Wolfe,"$946,691  ",Cincinnati,OH,48
2490,Derek Wolfe,"$1,183,363  ",Cincinnati,OH,48
2491,Derek Wolfe,"$1,420,036  ",Cincinnati,OH,48
2492,Derek Wolfe,"$1,397,881  ",Cincinnati,OH,48
2493,Derek Wolfe,"$6,800,000  ",Cincinnati,OH,48
2494,Derek Wolfe,"$7,862,500  ",Cincinnati,OH,48
2495,Derek Wolfe,"$10,925,000  ",Cincinnati,OH,48
2496,John Abraham,"$10,083,333  ",South Carolina,SC,47
2497,John Abraham,"$10,083,333  ",South Carolina,SC,47
2498,John Abraham,"$4,406,000  ",South Carolina,SC,47
2499,John Abraham,"$1,600,000  ",South Carolina,SC,47
2500,John Abraham,"$3,925,000  ",South Carolina,SC,47
2501,Tyson Clabo,"$2,800,000  ",Wake Forest,NC,47
2502,Tyson Clabo,"$2,800,000  ",Wake Forest,NC,47
2503,Tyson Clabo,"$4,050,000  ",Wake Forest,NC,47
2504,Tyson Clabo,"$3,500,000  ",Wake Forest,NC,47
2505,Tyson Clabo,"$1,080,000  ",Wake Forest,NC,47
2506,Jamie Collins,"$683,818  ",Southern Miss,MS,47
2507,Jamie Collins,"$854,773  ",Southern Miss,MS,47
2508,Jamie Collins,"$1,025,727  ",Southern Miss,MS,47
2509,Jamie Collins,"$12,100,000  ",Southern Miss,MS,47
2510,Jamie Collins,"$12,400,000  ",Southern Miss,MS,47
2511,Jared Cook,"$700,000  ",South Carolina,SC,47
2512,Jared Cook,"$700,000  ",South Carolina,SC,47
2513,Jared Cook,"$790,000  ",South Carolina,SC,47
2514,Jared Cook,"$4,000,000  ",South Carolina,SC,47
2515,Jared Cook,"$6,098,677  ",South Carolina,SC,47
2516,Jared Cook,"$8,300,441  ",South Carolina,SC,47
2517,Jared Cook,"$2,750,000  ",South Carolina,SC,47
2518,Jared Cook,"$5,300,000  ",South Carolina,SC,47
2519,Jared Cook,"$5,675,000  ",South Carolina,SC,47
2520,Stephon Gilmore,"$2,197,120  ",South Carolina,SC,47
2521,Stephon Gilmore,"$2,746,400  ",South Carolina,SC,47
2522,Stephon Gilmore,"$3,295,679  ",South Carolina,SC,47
2523,Stephon Gilmore,"$3,844,959  ",South Carolina,SC,47
2524,Stephon Gilmore,"$11,082,000  ",South Carolina,SC,47
2525,Stephon Gilmore,"$8,568,750  ",South Carolina,SC,47
2526,Stephon Gilmore,"$8,887,500  ",South Carolina,SC,47
2527,Todd Gurley,"$2,513,306  ",Georgia,GA,47
2528,Todd Gurley,"$3,141,632  ",Georgia,GA,47
2529,Todd Gurley,"$3,769,959  ",Georgia,GA,47
2530,Todd Gurley,"$7,228,306  ",Georgia,GA,47
2531,Rodney Hudson,"$796,473  ",Florida St.,,47
2532,Rodney Hudson,"$956,209  ",Florida St.,,47
2533,Rodney Hudson,"$1,115,577  ",Florida St.,,47
2534,Rodney Hudson,"$13,000,000  ",Florida St.,,47
2535,Rodney Hudson,"$7,700,000  ",Florida St.,,47
2536,Rodney Hudson,"$6,950,000  ",Florida St.,,47
2537,Rodney Hudson,"$2,782,000  ",Florida St.,,47
2538,Melvin Ingram,"$1,526,952  ",South Carolina,SC,47
2539,Melvin Ingram,"$1,908,690  ",South Carolina,SC,47
2540,Melvin Ingram,"$2,290,428  ",South Carolina,SC,47
2541,Melvin Ingram,"$2,672,166  ",South Carolina,SC,47
2542,Melvin Ingram,"$7,751,000  ",South Carolina,SC,47
2543,Melvin Ingram,"$14,875,000  ",South Carolina,SC,47
2544,Melvin Ingram,"$13,875,000  ",South Carolina,SC,47
2545,Fred Jackson,"$2,175,000  ",Coe College,,47
2546,Fred Jackson,"$2,175,000  ",Coe College,,47
2547,Fred Jackson,"$3,680,000  ",Coe College,,47
2548,Fred Jackson,"$3,700,000  ",Coe College,,47
2549,Fred Jackson,"$3,850,000  ",Coe College,,47
2550,Lane Johnson,"$3,609,655  ",Oklahoma,OK,47
2551,Lane Johnson,"$4,395,598  ",Oklahoma,OK,47
2552,Lane Johnson,"$5,225,974  ",Oklahoma,OK,47
2553,Lane Johnson,"$7,731,329  ",Oklahoma,OK,47
2554,Lane Johnson,"$9,843,750  ",Oklahoma,OK,47
2555,Lane Johnson,"$4,982,206  ",Oklahoma,OK,47
2556,Jason McCourty,"$4,822,454  ",Rutgers,NJ,47
2557,Jason McCourty,"$6,800,000  ",Rutgers,NJ,47
2558,Jason McCourty,"$8,300,000  ",Rutgers,NJ,47
2559,Jason McCourty,"$8,600,000  ",Rutgers,NJ,47
2560,Jason McCourty,"$8,800,000  ",Rutgers,NJ,47
2561,Jason McCourty,"$2,343,750  ",Rutgers,NJ,47
2562,Jason McCourty,"$3,382,000  ",Rutgers,NJ,47
2563,Lamar Miller,"$691,500  ",Miami (FL),,47
2564,Lamar Miller,"$1,663,500  ",Miami (FL),,47
2565,Lamar Miller,"$5,500,000  ",Miami (FL),,47
2566,Lamar Miller,"$6,500,000  ",Miami (FL),,47
2567,Lamar Miller,"$6,703,125  ",Miami (FL),,47
2568,Frostee Rucker,"$1,552,222  ",USC,,47
2569,Frostee Rucker,"$1,552,222  ",USC,,47
2570,Frostee Rucker,"$2,000,000  ",USC,,47
2571,Frostee Rucker,"$927,500  ",USC,,47
2572,Frostee Rucker,"$2,181,875  ",USC,,47
2573,Frostee Rucker,"$1,353,125  ",USC,,47
2574,Frostee Rucker,"$1,080,000  ",USC,,47
2575,Matt Slauson,"$1,075,050  ",Nebraska,NE,47
2576,Matt Slauson,"$815,000  ",Nebraska,NE,47
2577,Matt Slauson,"$2,747,500  ",Nebraska,NE,47
2578,Matt Slauson,"$3,267,500  ",Nebraska,NE,47
2579,Matt Slauson,"$1,200,000  ",Nebraska,NE,47
2580,Matt Slauson,"$2,800,000  ",Nebraska,NE,47
2581,Matt Slauson,"$1,984,375  ",Nebraska,NE,47
2582,Stephen Tulloch,"$3,250,000  ",North Carolina St.,,47
2583,Stephen Tulloch,"$3,250,000  ",North Carolina St.,,47
2584,Stephen Tulloch,"$2,550,000  ",North Carolina St.,,47
2585,Stephen Tulloch,"$4,800,000  ",North Carolina St.,,47
2586,Stephen Tulloch,"$5,050,000  ",North Carolina St.,,47
2587,Stephen Tulloch,"$5,800,000  ",North Carolina St.,,47
2588,Stephen Tulloch,"$2,500,000  ",North Carolina St.,,47
2589,Donte Whitner,"$2,583,333  ",Ohio St.,,47
2590,Donte Whitner,"$2,583,333  ",Ohio St.,,47
2591,Donte Whitner,"$4,383,333  ",Ohio St.,,47
2592,Donte Whitner,"$4,933,333  ",Ohio St.,,47
2593,Donte Whitner,"$4,250,000  ",Ohio St.,,47
2594,Donte Whitner,"$6,750,000  ",Ohio St.,,47
2595,Keenan Allen,"$7,724,450  ",California,CA,46
2596,Keenan Allen,"$8,650,000  ",California,CA,46
2597,Keenan Allen,"$9,650,000  ",California,CA,46
2598,Anthony Barr,"$2,317,000  ",UCLA,,46
2599,Anthony Barr,"$2,896,250  ",UCLA,,46
2600,Anthony Barr,"$3,475,500  ",UCLA,,46
2601,Anthony Barr,"$4,054,750  ",UCLA,,46
2602,Anthony Barr,"$12,306,000  ",UCLA,,46
2603,LeGarrette Blount,"$680,000  ",Oregon,OR,46
2604,LeGarrette Blount,"$949,632  ",Oregon,OR,46
2605,LeGarrette Blount,"$1,025,000  ",Oregon,OR,46
2606,LeGarrette Blount,"$1,250,000  ",Oregon,OR,46
2607,LeGarrette Blount,"$2,000,000  ",Oregon,OR,46
2608,Mike Evans,"$2,660,273  ",Michigan,MI,46
2609,Mike Evans,"$2,660,273  ",Texas A&M;,,46
2610,Mike Evans,"$2,660,273  ",Boston Col.,,46
2611,Mike Evans,"$3,325,341  ",Michigan,MI,46
2612,Mike Evans,"$3,325,341  ",Texas A&M;,,46
2613,Mike Evans,"$3,325,341  ",Boston Col.,,46
2614,Mike Evans,"$3,990,410  ",Michigan,MI,46
2615,Mike Evans,"$3,990,410  ",Texas A&M;,,46
2616,Mike Evans,"$3,990,410  ",Boston Col.,,46
2617,Mike Evans,"$4,655,478  ",Michigan,MI,46
2618,Mike Evans,"$4,655,478  ",Texas A&M;,,46
2619,Mike Evans,"$4,655,478  ",Boston Col.,,46
2620,Mike Evans,"$18,258,000  ",Michigan,MI,46
2621,Mike Evans,"$18,258,000  ",Texas A&M;,,46
2622,Mike Evans,"$18,258,000  ",Boston Col.,,46
2623,William Gay,"$1,350,000  ",Louisville,KY,46
2624,William Gay,"$1,350,000  ",USC,,46
2625,William Gay,"$1,166,667  ",Louisville,KY,46
