k,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
1,Naz Mitrou-Long\mitrona01,2017-18,24,UTA,NBA,133.8,1,0,1,36.0,36.0,0.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,1.000,,1.000,1.500,,1.500
2,Anthony Brown\brownan02,2017-18,25,MIN,NBA,41.9,1,0,4,9.0,9.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,27.0,1.000,,1.000,1.500,,1.500
3,Edmond Sumner\sumneed01,2017-18,22,IND,NBA,39.8,1,0,2,18.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,18.0,36.0,1.000,1.000,,1.000,,1.000
4,Vince Hunter\huntevi01,2017-18,23,MEM,NBA,35.8,4,0,7,15.4,25.7,15.4,25.7,0.0,0.0,0.0,0.0,10.3,5.1,15.4,0.0,0.0,5.1,5.1,0.0,30.9,.600,.600,,.600,,.600
5,David Stockton\stockda01,2017-18,26,UTA,NBA,33.9,3,0,9,8.0,12.0,0.0,0.0,8.0,12.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,40.0,.667,,.667,1.000,1.000,1.050
6,James Harden\hardeja01,2017-18,28,HOU,NBA,29.8,72,72,2551,9.2,20.4,5.4,10.3,3.7,10.2,8.8,10.3,0.6,4.9,5.5,8.9,1.8,0.7,4.4,2.4,30.9,.449,.531,.367,.541,.858,.619
7,Anthony Davis\davisan02,2017-18,24,NOP,NBA,28.9,75,75,2727,10.3,19.3,9.6,17.2,0.7,2.1,6.5,7.9,2.5,8.5,11.0,2.3,1.5,2.5,2.1,2.1,27.9,.534,.558,.340,.552,.828,.612
8,LeBron James\jamesle01,2017-18,33,CLE,NBA,28.6,82,82,3026,10.2,18.8,8.4,14.0,1.8,4.8,4.6,6.3,1.2,7.3,8.4,8.9,1.4,0.8,4.1,1.6,26.8,.542,.603,.367,.590,.731,.621
9,Stephen Curry\curryst01,2017-18,29,GSW,NBA,28.2,51,51,1631,9.4,19.1,4.8,8.0,4.7,11.1,6.1,6.7,0.8,5.0,5.8,6.8,1.8,0.2,3.4,2.5,29.7,.495,.595,.423,.618,.921,.675
10,Giannis Antetokounmpo\antetgi01,2017-18,23,MIL,NBA,27.3,75,75,2756,9.7,18.3,9.1,16.5,0.6,1.8,6.4,8.4,2.0,7.8,9.8,4.7,1.4,1.4,2.9,3.0,26.3,.529,.554,.307,.545,.760,.598
11,Monte Morris\morrimo01,2017-18,22,DEN,NBA,27.1,3,0,25,5.8,8.6,5.8,7.2,0.0,1.4,2.9,2.9,0.0,2.9,2.9,10.1,4.3,0.0,1.4,1.4,14.4,.667,.800,.000,.667,1.000,.727
12,MarShon Brooks\brookma01,2017-18,29,MEM,NBA,26.1,7,1,193,9.5,19.0,6.0,13.1,3.5,6.0,3.7,4.3,1.5,2.4,3.9,4.7,2.1,0.6,3.0,1.1,26.3,.500,.457,.594,.593,.870,.629
13,Kevin Durant\duranke01,2017-18,29,GSW,NBA,26.0,68,68,2325,9.8,18.9,7.1,12.5,2.7,6.4,5.6,6.3,0.5,6.7,7.2,5.7,0.8,1.8,3.2,2.1,27.7,.516,.565,.419,.586,.889,.640
14,Kawhi Leonard\leonaka01,2017-18,26,SAS,NBA,26.0,9,9,210,8.9,19.0,7.0,13.0,1.9,6.0,5.3,6.5,1.0,6.2,7.2,3.6,3.1,1.5,2.7,1.5,25.0,.468,.539,.314,.518,.816,.572
15,Boban Marjanovic\marjabo01,2017-18,29,TOT,NBA,26.0,39,1,337,8.4,15.8,8.4,15.8,0.0,0.0,8.2,10.4,5.1,10.3,15.4,2.4,1.1,1.2,3.8,5.4,25.1,.534,.534,,.534,.794,.616
