3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos
301,Trevor Rosenthal\rosentr01,0.0,2012,22,STL,NL,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
302,Tyson Ross\rossty01,0.0,2012,25,OAK,AL,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.000,.000,.000,*1
303,Dan Runzler\runzlda01,0.0,2012,27,SFG,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
304,James Russell\russeja02,0.0,2012,26,CHC,NL,74,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,*1
305,Marc Rzepczynski\rzepcma01,0.0,2012,26,STL,NL,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
306,Fernando Salas\salasfe01,0.0,2012,27,STL,NL,63,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.000,.000,.000,*1
307,Chris Sale\salech01,0.0,2012,23,CHW,AL,1,3,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,.000,.000,.000,.000,*1
308,Hector Santiago\santihe01,0.0,2012,24,CHW,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
309,Bryan Shaw\shawbr01,0.0,2012,24,ARI,NL,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
310,Tony Sipp\sippto01,0.0,2012,28,CLE,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
311,Joe Smith\smithjo05,0.0,2012,28,CLE,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
312,Drew Smyly\smylydr01,0.0,2012,23,DET,AL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,*1
313,Miguel Socolovich\socolmi01,0.0,2012,25,TOT,ML,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
314,Craig Stammen\stammcr01,0.0,2012,28,WSN,NL,55,8,6,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,.000,.000,.000,.000,*1
315,Drew Storen\storedr01,0.0,2012,24,WSN,NL,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
316,Pedro Strop\stroppe01,0.0,2012,27,BAL,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
317,Anthony Swarzak\swarzan01,0.0,2012,26,MIN,AL,3,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.000,.000,.000,*1
318,Julio Teheran\teherju01,0.0,2012,21,ATL,NL,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000,.500,.000,.500,/*1
319,Tyler Thornburg\thornty01,0.0,2012,23,MIL,NL,8,5,5,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,.200,.200,.400,.600,/*1
320,Jairo Asencio\valdelu01,0.0,2012,29,TOT,ML,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
321,Raul Valdes\valdera02,0.0,2012,34,PHI,NL,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
322,Jose Valverde\valvejo01,0.0,2012,34,DET,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
323,Jonny Venters\ventejo01,0.0,2012,27,ATL,NL,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
324,Nick Vincent\vinceni01,0.0,2012,25,SDP,NL,27,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.000,.000,.000,*1
325,Tony Watson\watsoto01,0.0,2012,27,PIT,NL,64,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.000,.000,.000,*1
326,Justin Wilson\wilsoju10,0.0,2012,24,PIT,NL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
327,Fernando Abad\abadfe01,-0.1,2012,26,HOU,NL,36,7,7,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,.143,.143,.143,.286,*1
328,Matt Adams\adamsma01,-0.1,2012,23,STL,NL,27,91,86,8,21,6,0,2,13,5,0,24,0,0,0,3,0,0,.244,.286,.384,.669,*3/H
329,Chris Archer\archech01,-0.1,2012,23,TBR,AL,4,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,.000,.000,.000,.000,/*1*H
330,Kole Calhoun\calhoko01,-0.1,2012,24,LAA,AL,21,25,23,2,4,1,0,0,1,2,1,6,0,0,0,0,1,0,.174,.240,.217,.457,*9/H7D
331,Wei-Yin Chen\chenwe02,-0.1,2012,26,BAL,AL,2,4,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,.000,.000,.000,.000,*1
332,Chase d'Arnaud\darnach01,-0.1,2012,25,PIT,NL,8,6,6,2,0,0,0,0,1,0,0,2,0,0,0,0,1,0,.000,.000,.000,.000,/*H46
333,Daniel Descalso\descada01,-0.1,2012,25,STL,NL,143,426,374,41,85,10,7,4,26,37,3,83,5,7,3,5,6,3,.227,.303,.324,.627,*4H65/3
334,Chad Gaudin\gaudich01,-0.1,2012,29,MIA,NL,43,8,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,.000,.000,.000,.000,*1
335,Yan Gomes\gomesya01,-0.1,2012,24,TOR,AL,43,111,98,9,20,4,0,4,13,6,0,32,3,1,3,3,0,0,.204,.264,.367,.631,3/2H57D
336,Marwin Gonzalez\gonzama01,-0.1,2012,23,HOU,NL,80,219,205,21,48,13,0,2,12,13,0,29,0,1,0,9,3,3,.234,.280,.327,.607,*6H5/4
337,Jason Hammel\hammeja01,-0.1,2012,29,BAL,AL,2,7,4,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,.000,.000,.000,.000,*1
338,Josh Harrison\harrijo05,-0.1,2012,24,PIT,NL,104,276,249,34,58,9,5,3,16,10,0,37,7,7,3,3,7,3,.233,.279,.345,.624,H4659/D7
339,Brock Holt\holtbr01,-0.1,2012,24,PIT,NL,24,72,65,6,19,2,1,0,3,4,0,14,0,2,1,1,0,0,.292,.329,.354,.682,*4H
340,Jon Lester\lestejo01,-0.1,2012,28,BOS,AL,2,6,5,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,.000,.000,.000,.000,*1
341,Jose Lobaton\lobatjo01,-0.1,2012,27,TBR,AL,69,197,167,16,37,10,0,2,20,24,1,46,2,2,2,6,0,1,.222,.323,.317,.640,*2/HD
342,Leonys Martin\martile01,-0.1,2012,24,TEX,AL,24,52,46,6,8,5,2,0,6,4,0,12,0,1,1,2,3,0,.174,.235,.370,.605,*8/H7D
343,Collin McHugh\mchugco01,-0.1,2012,25,NYM,NL,8,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,.000,.000,.000,/*1
344,Jenrry Mejia\mejiaje01,-0.1,2012,22,NYM,NL,5,5,3,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,.000,.000,.000,.000,/*1
345,Matt Moore\moorema02,-0.1,2012,23,TBR,AL,2,5,4,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,.000,.000,.000,.000,*1
346,Wily Peralta\peralwi01,-0.1,2012,23,MIL,NL,6,11,11,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,.091,.091,.182,.273,/*1
