Rk,Player,WAR/pos,Year,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos
601,Trevor Gott\gotttr01,0.0,2018,25,WSN,NL,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
602,Matt Grace\gracema02,0.0,2018,29,WSN,NL,54,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.333,.333,.333,.667,*1
603,Brett Graves\gravebr01,0.0,2018,25,MIA,NL,19,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.000,.000,.000,*1
604,Sonny Gray\grayso01,0.0,2018,28,NYY,AL,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,*1
605,Chad Green\greench03,0.0,2018,27,NYY,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
606,Shane Greene\greensh02,0.0,2018,29,DET,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
607,Luke Gregerson\gregelu01,0.0,2018,34,STL,NL,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
608,Grayson Greiner\greingr01,0.0,2018,25,DET,AL,30,116,96,9,21,6,0,0,12,17,0,32,0,0,3,0,0,1,.219,.328,.281,.609,*2
609,Justin Grimm\grimmju01,0.0,2018,29,TOT,AL,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
610,Robert Gsellman\gsellro01,0.0,2018,24,NYM,NL,64,4,3,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,.000,.250,.000,.250,*1
611,Javy Guerra\guerrja01,0.0,2018,32,MIA,NL,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
612,Javy Guerra\guerrja02,0.0,2018,22,SDP,NL,13,19,16,2,2,0,0,0,1,3,0,9,0,0,0,0,0,0,.125,.263,.125,.388,/*6H5
613,Junior Guerra\guerrju02,0.0,2018,33,MIL,NL,29,37,35,2,4,3,0,0,0,0,0,13,0,2,0,0,0,0,.114,.114,.200,.314,*1
614,Tayron Guerrero\guerrta01,0.0,2018,27,MIA,NL,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
615,Taylor Guerrieri\guerrta02,0.0,2018,25,TOR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
616,Preston Guilmet\guilmpr01,0.0,2018,30,TOT,ML,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
617,David Hale\haleda02,0.0,2018,30,TOT,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
618,Matt Hall\hallma02,0.0,2018,24,DET,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
619,Jason Hammel\hammeja01,0.0,2018,35,KCR,AL,2,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,.000,.000,.000,*1
620,Brad Hand\handbr01,0.0,2018,28,TOT,ML,40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,*1
621,Eric Hanhold\hanhoer01,0.0,2018,24,NYM,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
622,Blaine Hardy\hardybl01,0.0,2018,31,DET,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
623,Will Harris\harriwi10,0.0,2018,33,HOU,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
624,Donnie Hart\hartdo01,0.0,2018,27,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
625,Andrew Heaney\heanean01,0.0,2018,27,LAA,AL,3,8,8,1,1,0,0,0,0,0,0,6,0,0,0,0,0,0,.125,.125,.125,.250,*1
626,Heath Hembree\hembrhe01,0.0,2018,29,BOS,AL,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.000,.000,.000,*1
627,Liam Hendriks\hendrli01,0.0,2018,29,OAK,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
628,David Hernandez\hernada01,0.0,2018,33,CIN,NL,53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,*1
629,Kelvin Herrera\herreke01,0.0,2018,28,TOT,ML,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
630,David Hess\hessda01,0.0,2018,24,BAL,AL,3,3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000,.333,.000,.333,*1
631,Jordan Hicks\hicksjo03,0.0,2018,21,STL,NL,67,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.000,.000,.000,*1
632,Trevor Hildenberger\hildetr01,0.0,2018,27,MIN,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
633,Tim Hill\hillti01,0.0,2018,28,KCR,AL,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.000,.000,.000,*1
634,Yoshihisa Hirano\hiranyo01,0.0,2018,34,ARI,NL,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,*1
635,Jeff Hoffman\hoffmje02,0.0,2018,25,COL,NL,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,/*1
636,Jonathan Holder\holdejo02,0.0,2018,25,NYY,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
637,Greg Holland\hollagr01,0.0,2018,32,TOT,NL,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
638,Clay Holmes\holmecl01,0.0,2018,25,PIT,NL,11,6,6,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,.000,.000,.000,*1
639,J.J. Hoover\hoovejj01,0.0,2018,30,MIL,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
640,Adrian Houser\housead01,0.0,2018,25,MIL,NL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
641,Sam Howard\howarsa01,0.0,2018,25,COL,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
642,Daniel Hudson\hudsoda01,0.0,2018,31,LAD,NL,37,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.000,.000,.000,*1
643,Dakota Hudson\hudsoda02,0.0,2018,23,STL,NL,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,*1
644,Jared Hughes\hugheja02,0.0,2018,32,CIN,NL,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
645,Nick Hundley\hundlni01,0.0,2018,34,SFG,NL,96,305,282,34,68,13,2,10,31,22,2,85,1,0,0,8,2,1,.241,.298,.408,.706,*2H/D
646,Tommy Hunter\hunteto02,0.0,2018,31,PHI,NL,60,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,*1
647,Raisel Iglesias\iglesra01,0.0,2018,28,CIN,NL,62,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.000,.000,.000,*1
648,Edwin Jackson\jacksed01,0.0,2018,34,OAK,AL,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,*1
649,Luke Jackson\jackslu01,0.0,2018,26,ATL,NL,33,3,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,.000,.500,.000,.500,*1
650,Kenley Jansen\janseke01,0.0,2018,30,LAD,NL,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
651,Jeremy Jeffress\jeffrje01,0.0,2018,30,MIL,NL,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
652,Williams Jerez\jerezwi01,0.0,2018,26,LAA,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
653,Joe Jimenez\jimenjo02,0.0,2018,23,DET,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
654,Brian Johnson\johnsbr02,0.0,2018,27,BOS,AL,2,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,.250,.250,.250,.500,*1
655,DJ Johnson\johnsdj01,0.0,2018,28,COL,NL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
656,Nate Jones\jonesna01,0.0,2018,32,CHW,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
657,Jakob Junis\junisja01,0.0,2018,25,KCR,AL,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.000,.000,.000,*1
658,Ariel Jurado\juradar01,0.0,2018,22,TEX,AL,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,*1
659,Tommy Kahnle\kahnlto01,0.0,2018,28,NYY,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
660,Jung Ho Kang\kangju01,0.0,2018,31,PIT,NL,3,6,6,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,.333,.333,.333,.667,/*H5
661,Keone Kela\kelake01,0.0,2018,25,TOT,ML,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
662,Brad Keller\kellebr01,0.0,2018,22,KCR,AL,3,3,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,.333,.333,.333,.667,*1
663,Shawn Kelley\kellesh01,0.0,2018,34,TOT,ML,54,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.000,.000,.000,*1
664,Joe Kelly\kellyjo05,0.0,2018,30,BOS,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
665,Dallas Keuchel\keuchda01,0.0,2018,30,HOU,AL,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,.000,.000,.000,*1
666,Craig Kimbrel\kimbrcr01,0.0,2018,30,BOS,AL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
667,Nick Kingham\kinghni01,0.0,2018,26,PIT,NL,18,25,23,1,2,1,0,0,4,1,0,10,1,0,0,0,0,0,.087,.160,.130,.290,*1
668,Tyler Kinley\kinlety01,0.0,2018,27,TOT,ML,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
669,Brandon Kintzler\kintzbr01,0.0,2018,33,TOT,NL,67,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.000,.000,.000,*1
670,Andrew Kittredge\kittran01,0.0,2018,28,TBR,AL,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.000,.000,.000,*1
671,Corey Knebel\knebeco01,0.0,2018,26,MIL,NL,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
672,Adam Kolarek\kolarad01,0.0,2018,29,TBR,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
673,George Kontos\kontoge01,0.0,2018,33,TOT,ML,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
674,Joey Krehbiel\krehbjo01,0.0,2018,25,ARI,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
675,Chad Kuhl\kuhlch01,0.0,2018,25,PIT,NL,17,27,21,2,3,0,0,0,1,0,0,5,0,6,0,0,0,0,.143,.143,.143,.286,*1/H
676,Mike Leake\leakemi01,0.0,2018,30,SEA,AL,2,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,.000,.000,.000,.000,*1
677,Jose Leclerc\leclejo01,0.0,2018,24,TEX,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
678,Braxton Lee\leebr01,0.0,2018,24,MIA,NL,8,18,17,0,3,0,0,0,2,1,0,8,0,0,0,0,0,0,.176,.222,.176,.399,/*9H7
679,Mark Leiter Jr.\leitema02,0.0,2018,27,TOT,ML,20,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,.000,.000,.000,*1
680,Dominic Leone\leonedo01,0.0,2018,26,STL,NL,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
681,Artie Lewicki\lewicar01,0.0,2018,26,DET,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
682,Francisco Liriano\liriafr01,0.0,2018,34,DET,AL,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.000,.000,.000,.000,*1
683,Zack Littell\litteza01,0.0,2018,22,MIN,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
684,Ben Lively\livelbe01,0.0,2018,26,TOT,ML,6,7,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,.000,.000,.000,*1/H
685,Jonathan Loaisiga\loaisjo01,0.0,2018,23,NYY,AL,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,.000,.000,.000,/*1
686,Walker Lockett\lockewa01,0.0,2018,24,SDP,NL,4,5,4,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,.000,.200,.000,.200,/*1
687,Rafael Lopez\lopezra02,0.0,2018,30,SDP,NL,37,117,102,11,18,2,0,3,13,13,3,43,0,0,2,1,1,0,.176,.265,.284,.549,*2/H35
688,Reynaldo Lopez\lopezre01,0.0,2018,24,CHW,AL,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.000,.000,.000,*1
689,Yoan Lopez\lopezyo01,0.0,2018,25,ARI,NL,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
