,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
801,A.J. Jefferson\JeffA.00,2012,24,,MIN,NFL,15,7,1,0,0,3
802,Alshon Jeffery\JeffAl00,2012,22,2-45,CHI,NFL,10,6,1,0,0,3
803,Greg Jennings\JennGr00,2012,29,2-52,GNB,NFL,8,5,1,0,0,3
804,Damaris Johnson\JohnDa04,2012,23,,PHI,NFL,14,1,1,0,0,3
805,Rashad Johnson\JohnRa98,2012,26,3-95,ARI,NFL,15,3,1,0,0,3
806,Donnie Jones\JoneDo21,2012,32,7-224,HOU,NFL,16,0,1,0,0,3
807,Maurice Jones-Drew\DrewMa00,2012,27,2-60,JAX,NFL,6,5,1,0,0,3
808,Akeem Jordan\JordAk99,2012,27,,PHI,NFL,14,7,1,0,0,3
809,Ryan Kalil\KaliRy20,2012,27,2-59,CAR,NFL,5,5,1,0,0,3
810,Brett Kern\KernBr20,2012,26,,TEN,NFL,16,0,1,0,0,3
811,Mathias Kiwanuka\KiwaMa20,2012,29,1-32,NYG,NFL,16,5,1,0,0,3
812,Terrance Knighton\KnigTe99,2012,26,3-72,JAX,NFL,16,4,1,0,0,3
813,Sam Koch\KochSa20,2012,30,6-203,BAL,NFL,16,0,1,0,0,3
814,Kevin Kolb\KolbKe00,2012,28,2-36,ARI,NFL,6,5,1,0,0,3
815,Chris Kuper\KupeCh20,2012,30,5-161,DEN,NFL,7,5,1,0,0,3
816,Derek Landri\LandDe99,2012,29,5-166,PHI,NFL,16,7,1,0,0,3
817,Austen Lane\LaneAu99,2012,25,5-153,JAX,NFL,11,7,1,0,0,3
818,Shane Lechler\LechSh20,2012,36,5-142,OAK,NFL,16,0,1,0,0,3
819,Andy Lee\LeexAn20,2012,30,6-188,SFO,NFL,16,0,1,0,1,3
820,Sean Lee\LeexSe99,2012,26,2-55,DAL,NFL,6,6,1,0,0,3
821,Kendrick Lewis\LewiKe00,2012,24,5-136,KAN,NFL,9,9,1,0,0,3
822,Rian Lindell\linderia01,2012,35,,BUF,NFL,16,0,1,0,0,3
823,Sean Lissemore\LissSe99,2012,25,7-234,DAL,NFL,10,6,1,0,0,3
824,Deuce Lutui\LutuDe20,2012,29,2-41,TEN,NFL,8,8,1,0,0,3
825,Corey Lynch\LyncCo99,2012,27,6-177,SDG,NFL,16,4,1,0,0,3
826,Ricardo Mathews\MathRi99,2012,25,7-238,IND,NFL,16,5,1,0,0,3
827,Pat McAfee\McAfPa44,2012,25,7-222,IND,NFL,16,0,1,0,0,3
828,Brice McCain\McCaBr99,2012,26,6-188,HOU,NFL,12,2,1,0,0,3
829,Colin McCarthy\McCaCo00,2012,23,4-109,TEN,NFL,7,7,1,0,0,3
830,Robert McClain\McClRo98,2012,24,7-249,ATL,NFL,15,3,1,0,0,3
831,Dexter McCluster\McClDe00,2012,23,2-36,KAN,NFL,16,6,1,0,0,3
832,Anthony McCoy\McCoAn00,2012,25,6-185,SEA,NFL,16,5,1,0,0,3
833,Whitney Mercilus\MercWh00,2012,22,1-26,HOU,NFL,16,4,1,0,0,3
834,Earl Mitchell\MitcEa99,2012,25,3-81,HOU,NFL,16,3,1,0,0,3
835,Fili Moala\MoalFi99,2012,27,2-56,IND,NFL,8,8,1,0,0,3
836,Tony Moeaki\MoeaTo00,2012,25,3-93,KAN,NFL,15,14,1,0,0,3
837,John Moffitt\MoffJo00,2012,26,3-75,SEA,NFL,8,6,1,0,0,3
838,Kyle Moore\MoorKy99,2012,26,4-117,BUF,NFL,12,7,1,0,0,3
