,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
839,Joe Morgan\MorgJo01,2012,24,,NOR,NFL,14,5,1,0,0,3
840,Dezman Moses\MoseDe00,2012,23,,GNB,NFL,16,6,1,0,0,3
841,Don Muhlbach\MuhlDo20,2012,31,,DET,NFL,16,0,1,1,0,3
842,Ryan Mundy\MundRy00,2012,27,6-194,PIT,NFL,16,3,1,0,0,3
843,Louis Murphy\MurpLo00,2012,25,4-124,CAR,NFL,16,5,1,0,0,3
844,Nick Novak\novaknic01,2012,31,,SDG,NFL,13,0,1,0,0,3
845,Kevin Ogletree\OgleKe00,2012,25,,DAL,NFL,15,1,1,0,0,3
846,Eric Olsen\OlseEr20,2012,24,6-183,NOR,NFL,16,4,1,0,0,3
847,Dimitri Patterson\PattDi20,2012,29,,2TM,NFL,9,6,1,0,0,3
848,Logan Paulsen\PaulLo00,2012,25,,WAS,NFL,16,10,1,0,0,3
849,Erik Pears\PearEr20,2012,30,,BUF,NFL,7,7,1,0,0,3
850,Cedric Peerman\PeerCe00,2012,26,6-185,CIN,NFL,14,1,1,0,0,3
851,Jason Pinkston\PinkJa00,2012,25,5-150,CLE,NFL,6,6,1,0,0,3
852,Bilal Powell\PoweBi00,2012,24,4-126,NYJ,NFL,14,2,1,0,0,3
853,Jerraud Powers\PoweJe99,2012,25,3-92,IND,NFL,8,8,1,0,0,3
854,Chris Prosinski\ProsCh00,2012,25,4-121,JAX,NFL,16,7,1,0,0,3
855,Rueben Randle\RandRu00,2012,21,2-63,NYG,NFL,16,1,1,0,0,3
856,Kendall Reyes\ReyeKe00,2012,23,2-49,SDG,NFL,16,4,1,0,0,3
857,Darius Reynaud\ReynDa00,2012,28,,TEN,NFL,16,0,1,0,0,3
858,Keith Rivers\RiveKe99,2012,26,1-9,NYG,NFL,11,6,1,0,0,3
859,Aldrick Robinson\RobiAl00,2012,24,6-178,WAS,NFL,15,2,1,0,0,3
860,Josh Robinson\RobiJo01,2012,21,3-66,MIN,NFL,16,6,1,0,0,3
861,Aaron Ross\RossAa99,2012,30,1-20,JAX,NFL,14,9,1,0,0,3
862,Stanford Routt\RoutSt20,2012,29,2-38,2TM,NFL,9,7,1,0,0,3
863,Mike Scifres\ScifMi20,2012,32,5-149,SDG,NFL,16,0,1,0,0,3
864,Bryan Scott\ScotBr20,2012,31,2-55,BUF,NFL,16,1,1,0,0,3
865,Jake Scott\ScotJa21,2012,31,5-141,PHI,NFL,7,7,1,0,0,3
866,Lyle Sendlein\SendLy20,2012,28,,ARI,NFL,11,11,1,0,0,3
867,Richard Seymour\SeymRi00,2012,33,1-6,OAK,NFL,8,8,1,0,0,3
868,Darryl Sharpton\SharDa01,2012,24,4-102,HOU,NFL,7,5,1,0,0,3
869,A.Q. Shipley\ShipA.20,2012,26,7-226,IND,NFL,14,5,1,0,0,3
870,Ricardo Silva\SilvRi00,2012,24,,DET,NFL,10,6,1,0,0,3
871,Jerome Simpson\SimpJe00,2012,26,2-46,MIN,NFL,12,10,1,0,0,3
872,Ernie Sims\SimsEr20,2012,28,1-9,DAL,NFL,10,6,1,0,0,3
873,Buster Skrine\SkriBu00,2012,23,5-137,CLE,NFL,16,6,1,0,0,3
874,Brad Smith\SmitBr01,2012,29,4-103,BUF,NFL,15,2,1,0,0,3
875,D.J. Smith\SmitD.00,2012,23,6-186,GNB,NFL,6,6,1,0,0,3
876,Malcolm Smith\SmitMa02,2012,23,7-242,SEA,NFL,16,3,1,0,0,3
877,Shelley Smith\SmitSh22,2012,25,6-187,STL,NFL,11,6,1,0,0,3
878,Willie Smith\SmitWi00,2012,26,,OAK,NFL,9,7,1,0,0,3
879,Jason Snelling\SnelJa00,2012,29,7-244,ATL,NFL,16,2,1,0,0,3
880,Marcus Spears\SpeaMa21,2012,29,1-20,DAL,NFL,15,6,1,0,0,3
881,Chris Spencer\SpenCh21,2012,30,1-26,CHI,NFL,10,5,1,0,0,3
882,Julian Stanford\StanJu00,2012,22,,JAX,NFL,16,6,1,0,0,3
883,Donald Stephenson\StepDo00,2012,24,3-74,KAN,NFL,16,7,1,0,0,3
884,Jonathan Stewart\StewJo00,2012,25,1-13,CAR,NFL,9,6,1,0,0,3
885,Ryan Succop\SuccRy44,2012,26,7-256,KAN,NFL,16,0,1,0,0,3
886,Cam Thomas\ThomCa99,2012,26,5-146,SDG,NFL,16,3,1,0,0,3
887,Daniel Thomas\ThomDa03,2012,25,2-62,MIA,NFL,12,0,1,0,0,3
888,Josh Thomas\ThomJo01,2012,23,5-143,CAR,NFL,16,4,1,0,0,3
889,Mike Tolbert\TolbMi00,2012,27,,CAR,NFL,16,5,1,0,0,3
890,Lawrence Tynes\tyneslaw01,2012,34,,NYG,NFL,16,0,1,0,0,3
891,Osi Umenyiora\UmenOs99,2012,31,2-56,NYG,NFL,16,4,1,0,0,3
892,Mitch Unrein\UnreMi00,2012,25,,DEN,NFL,16,2,1,0,0,3
893,Delanie Walker\WalkHu00,2012,28,6-175,SFO,NFL,16,4,1,0,0,3
894,Danny Watkins\WatkDa00,2012,28,1-23,PHI,NFL,11,6,1,0,0,3
895,Steve Weatherford\WeatSt20,2012,30,,NYG,NFL,16,0,1,0,0,3
896,Lardarius Webb\WebbLa99,2012,27,3-88,BAL,NFL,6,6,1,0,0,3
897,Scott Wells\WellSc20,2012,31,7-251,STL,NFL,7,7,1,0,0,3
898,Guy Whimper\WhimGu20,2012,29,4-129,JAX,NFL,16,6,1,0,0,3
899,Aaron Williams\WillAa00,2012,22,2-34,BUF,NFL,11,10,1,0,0,3
900,Bobbie Williams\WillBo21,2012,36,2-61,BAL,NFL,12,6,1,0,0,3
