,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
101,Steve Smith\SmitSt01,2014,35,3-74,BAL,NFL,16,16,1,0,0,10
102,Nate Solder\SoldNa00,2014,26,1-17,NWE,NFL,16,16,1,0,0,10
103,DeMarcus Ware\WareDe99,2014,32,1-11,DEN,NFL,16,15,1,1,0,10
104,Mike Adams\AdamMi21,2014,33,,IND,NFL,16,16,1,1,0,9
105,Ezekiel Ansah\AnsaEz00,2014,25,1-5,DET,NFL,16,16,1,0,0,9
106,Doug Baldwin\BaldDo00,2014,26,,SEA,NFL,16,16,1,0,0,9
107,Michael Bennett\BennMi99,2014,29,,SEA,NFL,16,16,1,0,0,9
108,Antoine Bethea\BethAn20,2014,30,6-207,SFO,NFL,16,16,1,1,0,9
109,Teddy Bridgewater\BridTe00,2014,22,1-32,MIN,NFL,13,12,1,0,0,9
110,Justin Britt\BritJu00,2014,23,2-64,SEA,NFL,16,16,1,0,0,9
111,Desmond Bryant\BryaDe00,2014,29,,CLE,NFL,15,15,1,0,0,9
112,Bryan Bulaga\BulaBr20,2014,25,1-23,GNB,NFL,15,15,1,0,0,9
113,Kam Chancellor\ChanKa99,2014,26,5-133,SEA,NFL,14,14,1,1,0,9
114,Jamie Collins\CollJa00,2014,25,2-52,NWE,NFL,15,15,1,0,0,9
115,Antonio Cromartie\CromAn20,2014,30,1-19,ARI,NFL,16,16,1,1,0,9
116,Carlos Dunlap\DunlCa99,2014,25,2-54,CIN,NFL,16,16,1,0,0,9
117,Ryan Fitzpatrick\FitzRy00,2014,32,7-250,HOU,NFL,12,12,1,0,0,9
118,Larry Foote\FootLa20,2014,34,4-128,ARI,NFL,15,15,1,0,0,9
119,Orlando Franklin\FranOr00,2014,27,2-46,DEN,NFL,16,16,1,0,0,9
120,A.J. Green\GreeA.00,2014,26,1-4,CIN,NFL,13,13,1,1,0,9
121,Everson Griffen\GrifEv99,2014,27,4-100,MIN,NFL,16,16,1,0,0,9
122,Ben Grubbs\GrubBe20,2014,30,1-29,NOR,NFL,16,16,1,0,0,9
123,Ryan Harris\HarrRy20,2014,29,3-70,KAN,NFL,16,15,1,0,0,9
124,Mike Iupati\IupaMi20,2014,27,1-17,SFO,NFL,15,15,1,1,0,9
125,Ja'Wuan James\JameJa01,2014,22,1-19,MIA,NFL,16,16,1,0,0,9
126,Alshon Jeffery\JeffAl00,2014,24,2-45,CHI,NFL,16,16,1,0,0,9
127,Calvin Johnson\JohnCa00,2014,29,1-2,DET,NFL,13,13,1,1,0,9
128,Adam Jones\JonePa20,2014,31,1-6,CIN,NFL,16,3,1,0,1,9
129,Travis Kelce\KelcTr00,2014,25,3-63,KAN,NFL,16,11,1,0,0,9
130,Paul Kruger\KrugPa99,2014,28,2-57,CLE,NFL,16,15,1,0,0,9
131,James Laurinaitis\LaurJa99,2014,28,2-35,STL,NFL,16,16,1,0,0,9
132,Alec Ogletree\OgleAl00,2014,23,1-30,STL,NFL,16,16,1,0,0,9
133,Julius Peppers\PeppJu99,2014,34,1-2,GNB,NFL,16,16,1,0,0,9
134,Patrick Peterson\PetePa00,2014,24,1-5,ARI,NFL,16,16,1,1,0,9
135,Jason Pierre-Paul\PierJa99,2014,25,1-15,NYG,NFL,16,16,1,0,0,9
136,Mike Pouncey\PounMi00,2014,25,1-15,MIA,NFL,12,12,1,1,0,9
137,Manuel Ramirez\RamiMa20,2014,31,4-117,DEN,NFL,16,16,1,0,0,9
138,Samson Satele\SateSa20,2014,30,2-60,MIA,NFL,16,16,1,0,0,9
139,Joe Staley\StalJo20,2014,30,1-28,SFO,NFL,16,16,1,1,0,9
140,Zach Strief\StriZa20,2014,31,7-210,NOR,NFL,16,16,1,0,0,9
141,J.R. Sweezy\SweeJ.00,2014,25,7-225,SEA,NFL,16,16,1,0,0,9
142,Aqib Talib\TaliAq99,2014,28,1-20,DEN,NFL,15,15,1,1,0,9
143,Louis Vasquez\VasqLo20,2014,27,3-78,DEN,NFL,16,16,1,0,0,9
144,Sebastian Vollmer\VollSe20,2014,30,2-58,NWE,NFL,15,15,1,0,0,9
145,Trent Williams\WillTr21,2014,26,1-4,WAS,NFL,15,15,1,1,0,9
146,K.J. Wright\WrigK.00,2014,25,4-99,SEA,NFL,16,16,1,0,0,9
147,Jeremy Zuttah\ZuttJe20,2014,28,3-83,BAL,NFL,16,16,1,0,0,9
148,Terron Armstead\ArmsTe00,2014,23,3-75,NOR,NFL,14,14,1,0,0,8
149,Jon Asamoah\AsamJo20,2014,26,3-68,ATL,NFL,15,15,1,0,0,8
150,Cliff Avril\AvriCl99,2014,28,3-92,SEA,NFL,16,16,1,0,0,8
151,Kelvin Beachum\BeacKe00,2014,25,7-248,PIT,NFL,16,16,1,0,0,8
152,Will Beatty\BeatWi20,2014,29,2-60,NYG,NFL,16,16,1,0,0,8
153,Joique Bell\BellJo01,2014,28,,DET,NFL,15,6,1,0,0,8
154,Kelvin Benjamin\BenjKe00,2014,23,1-28,CAR,NFL,16,15,1,0,0,8
155,Justin Blalock\BlalJu20,2014,31,2-39,ATL,NFL,15,15,1,0,0,8
156,Anquan Boldin\BoldAn00,2014,34,2-54,SFO,NFL,16,16,1,0,0,8
157,Dwayne Bowe\BoweDw00,2014,30,1-23,KAN,NFL,15,15,1,0,0,8
158,Nigel Bradham\BradNi00,2014,25,4-105,BUF,NFL,14,14,1,0,0,8
159,Michael Brockers\BrocMi00,2014,24,1-14,STL,NFL,16,16,1,0,0,8
160,Preston Brown\BrowPr00,2014,22,3-73,BUF,NFL,16,14,1,0,0,8
161,James Carpenter\CarpJa00,2014,25,1-25,SEA,NFL,13,13,1,0,0,8
162,Gosder Cherilus\CherGo20,2014,30,1-17,IND,NFL,13,13,1,0,0,8
163,Marques Colston\ColsMa00,2014,31,7-252,NOR,NFL,16,13,1,0,0,8
164,Dan Connolly\ConnDa21,2014,32,,NWE,NFL,13,13,1,0,0,8
165,Jared Crick\CricJa00,2014,25,4-126,HOU,NFL,16,15,1,0,0,8
166,Demario Davis\DaviDe00,2014,25,3-77,NYJ,NFL,16,16,1,0,0,8
167,David DeCastro\DeCaDa00,2014,24,1-24,PIT,NFL,16,16,1,0,0,8
168,King Dunlap\DunlKi20,2014,29,7-230,SDG,NFL,16,16,1,0,0,8
169,Eric Fisher\FishEr00,2014,23,1-1,KAN,NFL,16,16,1,0,0,8
170,D.J. Fluker\FlukDJ00,2014,23,1-11,SDG,NFL,16,16,1,0,0,8
171,Zach Fulton\FultZa00,2014,23,6-193,KAN,NFL,16,16,1,0,0,8
172,Wallace Gilberry\GilbWa00,2014,30,,CIN,NFL,16,16,1,0,0,8
173,Tashaun Gipson\GipsTa00,2014,24,,CLE,NFL,11,11,1,1,0,8
174,Jonathan Goodwin\GoodJo23,2014,36,5-154,NOR,NFL,14,14,1,0,0,8
175,Jimmy Graham\GrahJi00,2014,28,3-95,NOR,NFL,16,13,1,1,0,8
176,David Harris\HarrDa99,2014,30,2-47,NYJ,NFL,16,16,1,0,0,8
177,Brian Hoyer\HoyeBr00,2014,29,,CLE,NFL,14,13,1,0,0,8
178,Rodney Hudson\HudsRo00,2014,25,2-55,KAN,NFL,16,16,1,0,0,8
179,Mark Ingram\IngrMa01,2014,25,1-28,NOR,NFL,13,9,1,1,0,8
180,Bruce Irvin\IrviBr00,2014,27,1-15,SEA,NFL,15,13,1,0,0,8
181,DeSean Jackson\JackDe00,2014,28,2-49,WAS,NFL,15,13,1,0,0,8
182,John Jerry\JerrJo20,2014,28,3-73,NYG,NFL,16,16,1,0,0,8
183,Andre Johnson\JohnAn02,2014,33,1-3,HOU,NFL,15,15,1,0,0,8
