,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
1501,Lawrence Vickers\VickLa00,2012,29,6-180,DAL,NFL,16,6,1,0,0,1
1502,Josh Victorian\VictJo00,2012,24,,PIT,NFL,4,1,1,0,0,1
1503,Trevin Wade\WadeTr00,2012,23,7-245,CLE,NFL,13,0,1,0,0,1
1504,Reggie Walker\WalkRe00,2012,26,,ARI,NFL,14,0,1,0,0,1
1505,Cody Wallace\WallCo20,2012,28,4-107,TAM,NFL,8,0,1,0,0,1
1506,Darrin Walls\WallDa00,2012,24,,NYJ,NFL,6,1,1,0,0,1
1507,Anthony Walters\WaltAn01,2012,24,,CHI,NFL,16,1,1,0,0,1
1508,Danny Ware\WareDa00,2012,27,,TAM,NFL,16,1,1,0,0,1
1509,Greg Warren\WarrGr20,2012,31,,PIT,NFL,16,0,1,0,0,1
1510,Jon Weeks\WeekJo00,2012,26,,HOU,NFL,16,0,1,0,0,1
1511,Beanie Wells\WellCh00,2012,24,1-31,ARI,NFL,8,7,1,0,0,1
1512,Reggie Wells\WellRe20,2012,32,6-177,2TM,NFL,3,2,1,0,0,1
1513,Chris White\WhitCh03,2012,23,6-169,BUF,NFL,15,0,1,0,0,1
1514,Tracy White\WhitTr20,2012,31,,NWE,NFL,11,1,1,0,0,1
1515,Tahir Whitehead\WhitTa00,2012,22,5-138,DET,NFL,14,0,1,0,0,1
1516,Kyle Wilber\WilbKy00,2012,23,4-113,DAL,NFL,10,0,1,0,0,1
1517,D.J. Williams\WillD.00,2012,24,5-141,GNB,NFL,13,2,1,0,0,1
1518,D.J. Williams\WillD.20,2012,30,1-17,DEN,NFL,7,1,1,0,0,1
1519,Edwin Williams\WillEd02,2012,26,,CHI,NFL,6,2,1,0,0,1
1520,Ryan Williams\WillRy00,2012,22,2-38,ARI,NFL,5,3,1,0,0,1
1521,Matt Willis\WillMa00,2012,28,,DEN,NFL,15,0,1,0,0,1
1522,Chris Wilson\WilsCh99,2012,30,,WAS,NFL,16,0,1,0,0,1
1523,Mike Windt\WindMi00,2012,26,,SDG,NFL,10,0,1,0,0,1
1524,Al Woods\WoodAl99,2012,25,4-123,PIT,NFL,12,0,1,0,0,1
1525,Shareece Wright\WrigSh00,2012,25,3-89,SDG,NFL,10,0,1,0,0,1
1526,Jarius Wynn\WynnJa99,2012,26,6-182,TEN,NFL,7,0,1,0,0,1
1527,Willie Young\YounWi99,2012,27,7-213,DET,NFL,16,0,1,0,0,1
1528,Christian Yount\YounCh02,2012,24,,CLE,NFL,16,0,1,0,0,1
1529,Frank Zombo\ZombFr00,2012,25,,GNB,NFL,7,0,1,0,0,1
1530,Emmanuel Acho\AchoEm00,2012,22,6-204,CLE,NFL,,,1,0,0,0
1531,Jeff Adams\AdamJe00,2012,23,,MIA,NFL,,,1,0,0,0
1532,Joe Adams\AdamJo01,2012,23,4-104,CAR,NFL,9,0,1,0,0,0
1533,Kendrick Adams\AdamKe01,2012,24,,2TM,NFL,,,1,0,0,0
1534,Kris Adams\AdamKr00,2012,25,,IND,NFL,3,0,1,0,0,0
1535,Kyle Adams\AdamKy00,2012,24,,CHI,NFL,15,2,1,0,0,0
1536,Levy Adcock\AdcoLe00,2012,24,,NYG,NFL,,,1,0,0,0
1537,Xavier Adibi\AdibXa99,2012,28,4-118,TEN,NFL,6,0,1,0,0,0
1538,Vince Agnew\AgneVi00,2012,25,,DAL,NFL,4,0,1,0,0,0
1539,Kamar Aiken\AikeKa00,2012,23,,NWE,NFL,1,0,1,0,0,0
1540,Seyi Ajirotutu\AjirSe00,2012,25,,SDG,NFL,3,1,1,0,0,0
1541,Chas Alecxih\AlecCh00,2012,23,,MIA,NFL,,,1,0,0,0
1542,Alvester Alexander\AlexAl00,2012,22,,2TM,NFL,,,1,0,0,0
1543,Mister Alexander\AlexMi01,2012,24,,HOU,NFL,6,0,1,0,0,0
1544,Dominic Alford\AlfoDo00,2012,24,,CAR,NFL,,,1,0,0,0
1545,Jason Allen\AlleJa23,2012,29,1-16,CIN,NFL,4,0,1,0,0,0
1546,Roger Allen\AlleRo20,2012,26,,TAM,NFL,4,0,1,0,0,0
1547,Will Allen\AlleWi20,2012,34,1-22,NWE,NFL,,,1,0,0,0
1548,Eugene Amano\AmanEu20,2012,30,7-239,TEN,NFL,,,1,0,0,0
1549,Derek Anderson\AndeDe00,2012,29,6-213,CAR,NFL,2,0,1,0,0,0
1550,Jamaal Anderson\AndeJa98,2012,26,1-8,CIN,NFL,2,0,1,0,0,0
1551,Joe Anderson\AndeJo00,2012,24,,CHI,NFL,3,0,1,0,0,0
1552,Justin Anderson\AndeJu00,2012,24,7-208,IND,NFL,,,1,0,0,0
1553,Chigbo Anunoby\AnunCh00,2012,23,,WAS,NFL,,,1,0,0,0
1554,David Arkin\ArkiDa00,2012,25,4-110,DAL,NFL,1,0,1,0,0,0
1555,Anthony Armstrong\ArmsAn00,2012,29,,2TM,NFL,6,0,1,0,0,0
1556,Adrian Arrington\ArriAd00,2012,27,7-237,NOR,NFL,,,1,0,0,0
1557,Matt Asiata\AsiaMa00,2012,25,,MIN,NFL,16,0,1,0,0,0
1558,Mark Asper\AspeMa00,2012,27,6-178,JAX,NFL,1,0,1,0,0,0
1559,Rodney Austin\AustRo00,2012,24,,DET,NFL,,,1,0,0,0
1560,Brandon Bair\BairBr00,2012,28,,OAK,NFL,,,1,0,0,0
1561,Billy Bajema\BajeBi00,2012,30,7-249,BAL,NFL,8,1,1,0,0,0
1562,Chase Baker\BakeCh01,2012,24,,MIN,NFL,,,1,0,0,0
1563,Chris Baker\BakeCh99,2012,25,,WAS,NFL,14,0,1,0,0,0
1564,Edwin Baker\BakeEd01,2012,21,7-250,SDG,NFL,,,1,0,0,0
1565,Ryan Baker\BakeRy00,2012,28,,MIA,NFL,1,0,1,0,0,0
1566,Sean Baker\BakeSe00,2012,24,,TAM,NFL,,,1,0,0,0
1567,Steven Baker\BakeSt01,2012,24,,ARI,NFL,,,1,0,0,0
1568,Eric Bakhtiari\BakhEr00,2012,28,,SFO,NFL,5,0,1,0,0,0
1569,Daniel Baldridge\BaldDa20,2012,27,,2TM,NFL,1,0,1,0,0,0
1570,Dave Ball\BallDa20,2012,31,5-133,TEN,NFL,,,1,0,0,0
1571,Jake Ballard\BallJa21,2012,25,,NWE,NFL,,,1,0,0,0
1572,Kentwan Balmer\BalmKe99,2012,26,1-29,WAS,NFL,,,1,0,0,0
1573,Brandon Banks\BankBr00,2012,25,,WAS,NFL,12,0,1,0,0,0
1574,Joe Banyard\BanyJo00,2012,24,,MIN,NFL,,,1,0,0,0
1575,Brandon Barden\BardBr00,2012,23,,TEN,NFL,3,0,1,0,0,0
1576,Kevin Barnes\BarnKe99,2012,26,3-80,DET,NFL,2,0,1,0,0,0
1577,Josh Barrett\BarrJo99,2012,28,7-220,NWE,NFL,,,1,0,0,0
1578,Ben Bass\BassBe00,2012,23,,DAL,NFL,2,0,1,0,0,0
1579,Phil Bates\BatePh00,2012,23,,SEA,NFL,,,1,0,0,0
1580,Colin Baxter\BaxtCo00,2012,25,,SDG,NFL,4,0,1,0,0,0
1581,Jeremy Beal\BealJe00,2012,25,7-247,DEN,NFL,,,1,0,0,0
1582,Travis Beckum\BeckTr00,2012,25,3-100,NYG,NFL,4,0,1,0,0,0
1583,Josh Bellamy\BellJo02,2012,23,,KAN,NFL,3,0,1,0,0,0
1584,Tim Benford\BenfTi00,2012,23,,DAL,NFL,,,1,0,0,0
1585,Arrelious Benn\BennAr00,2012,24,2-39,TAM,NFL,8,1,1,0,0,0
1586,Jake Bequette\BequJa00,2012,23,3-90,NWE,NFL,3,0,1,0,0,0
1587,Jordan Bernstine\BernJo00,2012,23,7-217,WAS,NFL,1,0,1,0,0,0
1588,Aaron Berry\BerrAa00,2012,24,,NYJ,NFL,7,0,1,0,0,0
1589,Damien Berry\BerrDa00,2012,24,,BAL,NFL,,,1,0,0,0
1590,Jahvid Best\BestJa00,2012,23,1-30,DET,NFL,,,1,0,0,0
1591,McLeod Bethel-Thompson\BethMc00,2012,24,,MIN,NFL,,,1,0,0,0
1592,Brandon Bing\BingBr00,2012,23,,NYG,NFL,,,1,0,0,0
