,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
1201,Bryan Braman\BramBr00,2016,29,,PHI,NFL,16,0,1,0,0,1
1202,Aaron Brewer\BrewAa00,2016,26,,ARI,NFL,13,0,1,0,0,1
1203,Kentrell Brice\BricKe00,2016,22,,GNB,NFL,16,1,1,0,0,1
1204,Beau Brinkley\BrinBe00,2016,26,,TEN,NFL,16,0,1,0,0,1
1205,Terrence Brooks\BrooTe00,2016,24,3-79,PHI,NFL,11,0,1,0,0,1
1206,Kentrell Brothers\BrotKe00,2016,23,5-160,MIN,NFL,10,0,1,0,0,1
1207,Arthur Brown\BrowAr00,2016,23,2-56,2TM,NFL,14,0,1,0,0,1
1208,Daniel Brown\BrowDa04,2016,24,,2TM,NFL,8,3,1,0,0,1
1209,Mack Brown\BrowMa02,2016,25,,WAS,NFL,9,0,1,0,0,1
1210,David Bruton\BrutDa99,2016,29,4-114,WAS,NFL,4,4,1,0,0,1
1211,Armonty Bryant\BryaAr00,2016,26,7-217,DET,NFL,5,0,1,0,0,1
1212,Aaron Burbridge\BurbAa00,2016,23,6-213,SFO,NFL,16,3,1,0,0,1
1213,Marcus Burley\BurlMa00,2016,26,,CLE,NFL,12,0,1,0,0,1
1214,Juston Burris\BurrJu00,2016,23,4-118,NYJ,NFL,16,1,1,0,0,1
1215,Reggie Bush\BushRe00,2016,31,1-2,BUF,NFL,13,0,1,0,0,1
1216,Vernon Butler\ButlVe00,2016,22,1-30,CAR,NFL,10,0,1,0,0,1
1217,Shilique Calhoun\CalhSh00,2016,24,3-75,OAK,NFL,10,0,1,0,0,1
1218,Tank Carder\CardTa00,2016,27,5-147,CLE,NFL,16,0,1,0,0,1
1219,Joe Cardona\CardJo00,2016,24,5-166,NWE,NFL,16,0,1,0,0,1
1220,Don Carey\CareDo00,2016,29,6-177,DET,NFL,14,0,1,0,0,1
1221,Ka'Deem Carey\CareKa00,2016,24,4-117,CHI,NFL,12,0,1,0,0,1
1222,Dan Carpenter\CarpDa44,2016,31,,BUF,NFL,16,0,1,0,0,1
1223,Tank Carradine\CarrCo00,2016,26,2-40,SFO,NFL,13,0,1,0,0,1
1224,Bruce Carter\CartBr00,2016,28,2-40,NYJ,NFL,13,1,1,0,0,1
