,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
623,Cameron Bradfield\BradCa00,2012,25,,JAX,NFL,14,12,1,0,0,4
624,Nigel Bradham\BradNi00,2012,23,4-105,BUF,NFL,16,11,1,0,0,4
625,Kenny Britt\BritKe00,2012,24,1-30,TEN,NFL,14,11,1,0,0,4
626,Andre Brown\BrowAn03,2012,26,4-129,NYG,NFL,10,2,1,0,0,4
627,Ronnie Brown\BrowRo05,2012,31,1-2,SDG,NFL,14,1,1,0,0,4
628,Desmond Bryant\BryaDe00,2012,27,,OAK,NFL,16,8,1,0,0,4
629,Matt Bryant\bryanmat01,2012,37,,ATL,NFL,16,0,1,0,0,4
630,Jeff Byers\ByerJe00,2012,27,,CAR,NFL,14,7,1,0,0,4
631,Chris Canty\CantCh21,2012,30,4-132,NYG,NFL,9,9,1,0,0,4
632,James Carpenter\CarpJa00,2012,23,1-25,SEA,NFL,7,7,1,0,0,4
633,Nolan Carroll\CarrNo00,2012,25,5-145,MIA,NFL,14,10,1,0,0,4
634,Bruce Carter\CartBr00,2012,24,2-40,DAL,NFL,11,11,1,0,0,4
635,Dallas Clark\ClarDa00,2012,33,1-24,TAM,NFL,16,7,1,0,0,4
636,Jared Cook\CookJa02,2012,25,3-89,TEN,NFL,13,5,1,0,0,4
637,Quinton Coples\CoplQu00,2012,22,1-16,NYJ,NFL,16,2,1,0,0,4
638,Fletcher Cox\CoxxFl00,2012,22,1-12,PHI,NFL,15,9,1,0,0,4
639,Vontae Davis\DaviVo99,2012,24,1-25,IND,NFL,10,10,1,0,0,4
640,Harry Douglas\DougHa00,2012,28,3-84,ATL,NFL,15,1,1,0,0,4
641,Julian Edelman\EdelJu00,2012,26,7-232,NWE,NFL,9,3,1,0,0,4
642,Ron Edwards\EdwaRo20,2012,33,3-76,CAR,NFL,11,11,1,0,0,4
643,Nick Fairley\FairNi00,2012,24,1-13,DET,NFL,13,7,1,0,0,4
644,Jay Feely\feelyjay01,2012,36,,ARI,NFL,16,0,1,0,0,4
645,Brandon Fields\FielBr20,2012,28,7-225,MIA,NFL,16,0,1,0,0,4
646,Nick Foles\FoleNi00,2012,23,3-88,PHI,NFL,7,6,1,0,0,4
647,Aubrayo Franklin\FranAu20,2012,32,5-146,SDG,NFL,12,9,1,0,0,4
648,Antonio Gates\GateAn00,2012,32,,SDG,NFL,15,15,1,0,0,4
649,Brandon Graham\GrahBr99,2012,24,1-13,PHI,NFL,16,6,1,0,0,4
650,Corey Graham\GrahCo99,2012,27,5-168,BAL,NFL,16,8,1,0,0,4
651,Jabari Greer\GreeJa22,2012,30,,NOR,NFL,14,13,1,0,0,4
652,Chris Hairston\HairCh00,2012,23,4-122,BUF,NFL,12,8,1,0,0,4
653,Jason Hanson\hansojas01,2012,42,2-56,DET,NFL,16,0,1,0,0,4
654,Casey Hayward\HaywCa00,2012,23,2-62,GNB,NFL,16,7,1,0,0,4
655,Chad Henne\HennCh01,2012,27,2-57,JAX,NFL,10,6,1,0,0,4
656,Todd Herremans\HerrTo20,2012,30,4-126,PHI,NFL,8,8,1,0,0,4
657,Darrius Heyward-Bey\HeywDa00,2012,25,1-7,OAK,NFL,15,14,1,0,0,4
658,Mark Ingram\IngrMa01,2012,23,1-28,NOR,NFL,16,5,1,0,0,4
659,Fred Jackson\JackFr02,2012,31,,BUF,NFL,10,8,1,0,0,4
660,Malcolm Jenkins\JenkMa99,2012,25,1-14,NOR,NFL,13,13,1,0,0,4
661,M.D. Jennings\JennM.00,2012,24,,GNB,NFL,16,10,1,0,0,4
662,James-Michael Johnson\JohnJa04,2012,23,4-120,CLE,NFL,10,8,1,0,0,4
663,Leonard Johnson\JohnLe03,2012,22,,TAM,NFL,16,6,1,0,0,4
664,Adam Jones\JonePa20,2012,29,1-6,CIN,NFL,16,5,1,0,0,4
665,Donald Jones\JoneDo00,2012,25,,BUF,NFL,12,10,1,0,0,4
666,Lance Kendricks\KendLa00,2012,24,2-47,STL,NFL,16,14,1,0,0,4
667,Jacob Lacey\LaceJa99,2012,25,,DET,NFL,11,9,1,0,0,4
668,Marcedes Lewis\LewiMa00,2012,28,1-28,JAX,NFL,16,15,1,0,0,4
669,Ray Lewis*\LewiRa00,2012,37,1-26,BAL,NFL,6,6,1,0,0,4
670,Ryan Lilja\LiljRy20,2012,31,,KAN,NFL,15,15,1,0,0,4
671,Dwight Lowery\LoweDw99,2012,26,4-113,JAX,NFL,9,9,1,0,0,4
672,Rolando McClain\McClRo00,2012,23,1-8,OAK,NFL,11,9,1,0,0,4
673,Danny McCray\McCrDa00,2012,24,,DAL,NFL,15,10,1,0,0,4
674,Darren McFadden\McFaDa00,2012,25,1-4,OAK,NFL,12,12,1,0,0,4
675,Garrett McIntyre\McInGa00,2012,28,,NYJ,NFL,16,4,1,0,0,4
676,Leodis McKelvin\McKeLe99,2012,27,1-11,BUF,NFL,13,4,1,0,0,4
677,Pernell McPhee\McPhPe00,2012,24,5-165,BAL,NFL,12,6,1,0,0,4
678,Thomas Morstead\MorsTh00,2012,26,5-164,NOR,NFL,16,0,1,1,0,4
679,Randy Moss*\MossRa00,2012,35,1-21,SFO,NFL,16,2,1,0,0,4
680,Carl Nicks\NickCa20,2012,27,5-164,TAM,NFL,7,7,1,0,0,4
681,Corey Peters\PeteCo00,2012,24,3-83,ATL,NFL,10,8,1,0,0,4
682,Brandon Pettigrew\PettBr00,2012,27,1-20,DET,NFL,14,11,1,0,0,4
683,Bernard Pierce\PierBe00,2012,21,3-84,BAL,NFL,16,0,1,0,0,4
684,Troy Polamalu\PolaTr99,2012,31,1-16,PIT,NFL,7,7,1,0,0,4
685,Chilo Rachal\RachCh20,2012,26,2-39,CHI,NFL,9,8,1,0,0,4
686,Isaac Redman\RedmIs20,2012,28,,PIT,NFL,14,5,1,0,0,4
687,Jah Reid\ReidJa00,2012,24,3-85,BAL,NFL,9,7,1,0,0,4
688,Riley Reiff\ReifRi00,2012,24,1-23,DET,NFL,16,8,1,0,0,4
689,Joe Reitz\ReitJo00,2012,27,,IND,NFL,9,8,1,0,0,4
690,Garrett Reynolds\ReynGa20,2012,25,5-156,ATL,NFL,7,6,1,0,0,4
691,Daryl Richardson\RichDa00,2012,22,7-252,STL,NFL,16,0,1,0,0,4
692,Trevor Robinson\RobiTr01,2012,22,,CIN,NFL,13,7,1,0,0,4
693,Rodger Saffold\SaffRo20,2012,24,2-33,STL,NFL,10,10,1,0,0,4
694,Tony Scheffler\ScheTo00,2012,29,2-61,DET,NFL,15,4,1,0,0,4
695,Josh Scobee\scobejos01,2012,30,5-137,JAX,NFL,16,0,1,0,0,4
696,Jonathan Scott\ScotJo22,2012,29,5-141,CHI,NFL,12,7,1,0,0,4
697,Sam Shields\ShieSa00,2012,25,,GNB,NFL,10,8,1,0,0,4
698,Adam Snyder\SnydAd20,2012,30,3-94,ARI,NFL,14,14,1,0,0,4
699,Isaac Sopoaga\SopoIs20,2012,31,4-104,SFO,NFL,15,9,1,0,0,4
700,Micheal Spurlock\SpurMi00,2012,29,,2TM,NFL,14,1,1,0,0,4
