Rk,Player,WAR/pos,Year,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos
301,Reese McGuire\mcguire01,0.4,2018,23,TOR,AL,14,33,31,5,9,3,0,2,4,2,0,9,0,0,0,0,1,0,.290,.333,.581,.914,*2/H
302,Michael Perez\perezmi03,0.4,2018,25,TBR,AL,24,80,74,9,21,5,0,1,11,3,0,19,0,1,2,0,0,0,.284,.304,.392,.696,*2/H
303,Roman Quinn\quinnro01,0.4,2018,25,PHI,NL,50,143,131,13,35,6,4,2,12,10,0,35,1,1,0,1,10,4,.267,.324,.420,.744,*8H/9761
304,Joey Rickard\rickajo01,0.4,2018,27,BAL,AL,79,230,213,27,52,10,1,8,23,15,0,55,2,0,0,3,4,2,.244,.300,.413,.713,*97/8H
305,Victor Robles\roblevi01,0.4,2018,21,WSN,NL,21,66,59,8,17,3,1,3,10,4,0,12,2,0,1,2,3,2,.288,.348,.525,.874,*8/H79
306,Tyler Saladino\saladty01,0.4,2018,28,TOT,ML,58,139,126,13,31,4,0,5,16,9,0,41,1,2,1,3,2,2,.246,.299,.397,.696,6H/45D
307,Corey Seager\seageco01,0.4,2018,24,LAD,NL,26,115,101,13,27,5,1,2,13,11,1,17,2,0,1,2,0,0,.267,.348,.396,.744,*6/H
308,Julio Teheran\teherju01,0.4,2018,27,ATL,NL,28,54,40,2,7,0,0,1,4,1,0,8,0,12,1,0,0,0,.175,.190,.250,.440,*1
309,Rowdy Tellez\tellero01,0.4,2018,23,TOR,AL,23,73,70,10,22,9,0,4,14,2,0,21,0,0,1,0,0,0,.314,.329,.614,.943,*3/HD
310,Alex Verdugo\verdual01,0.4,2018,22,LAD,NL,37,86,77,11,20,6,0,1,4,8,0,14,0,1,0,4,0,0,.260,.329,.377,.706,9H7/8
311,Lane Adams\adamsla01,0.3,2018,28,ATL,NL,26,29,25,10,6,1,0,2,6,4,0,8,0,0,0,1,1,0,.240,.345,.520,.865,*H/987
312,Alex Blandino\blandal01,0.3,2018,25,CIN,NL,69,147,128,14,30,4,0,1,8,13,1,41,4,2,0,4,0,0,.234,.324,.289,.613,H456/3791
313,Johnny Field\fieldjo04,0.3,2018,26,TOT,AL,83,233,221,28,49,13,0,9,21,7,0,72,3,1,1,3,4,0,.222,.254,.403,.657,798H/D1
314,Aramis Garcia\garciar01,0.3,2018,25,SFG,NL,19,65,63,8,18,1,0,4,9,2,0,31,0,0,0,1,0,0,.286,.308,.492,.800,*3/2H
315,Avisail Garcia\garciav01,0.3,2018,27,CHW,AL,93,385,356,47,84,11,2,19,49,20,2,102,4,0,5,9,3,1,.236,.281,.438,.719,*9/D
316,Greg Garcia\garcigr01,0.3,2018,28,STL,NL,114,208,181,15,40,6,0,3,15,20,1,37,4,1,2,3,3,1,.221,.309,.304,.613,*H465/1
317,Billy Hamilton\hamilbi02,0.3,2018,27,CIN,NL,153,556,504,74,119,16,9,4,29,46,0,132,1,1,4,1,34,10,.236,.299,.327,.626,*8/H9
318,Garrett Hampson\hampsga01,0.3,2018,23,COL,NL,24,48,40,3,11,3,1,0,4,7,0,12,1,0,0,0,2,0,.275,.396,.400,.796,*H/648
319,Josh Harrison\harrijo05,0.3,2018,30,PIT,NL,97,374,344,41,86,13,1,8,37,18,1,68,5,2,5,8,3,0,.250,.293,.363,.656,*4H/5
320,Caleb Joseph\josepca01,0.3,2018,32,BAL,AL,82,280,265,28,58,14,2,3,17,10,0,68,3,1,1,3,2,1,.219,.254,.321,.575,*2/3
321,Jordan Luplow\luplojo01,0.3,2018,24,PIT,NL,37,103,92,16,17,1,3,3,7,10,0,18,1,0,0,7,2,2,.185,.272,.359,.631,79H/8
322,Carlos Martinez\martica04,0.3,2018,26,STL,NL,33,36,33,1,8,2,0,1,4,0,0,11,0,2,1,0,0,0,.242,.235,.394,.629,*1/H
323,Miles Mikolas\mikolmi01,0.3,2018,29,STL,NL,32,71,63,4,9,1,0,2,6,2,0,33,0,5,1,0,0,0,.143,.167,.254,.421,*1/H
324,Josh Phegley\phegljo01,0.3,2018,30,OAK,AL,39,102,93,13,19,7,0,2,15,6,0,27,1,0,2,3,0,0,.204,.255,.344,.599,*2/H
325,Martin Prado\pradoma01,0.3,2018,34,MIA,NL,54,209,197,16,48,9,0,1,18,11,0,35,1,0,0,5,1,1,.244,.287,.305,.592,*5/H3D
326,Pablo Reyes\reyespa01,0.3,2018,24,PIT,NL,18,63,58,9,17,2,0,3,7,5,0,11,0,0,0,2,0,1,.293,.349,.483,.832,/97H54
327,Rene Rivera\riverre01,0.3,2018,34,TOT,ML,33,91,86,8,20,4,0,4,11,4,0,35,1,0,0,3,0,0,.233,.275,.419,.693,*2/3HD
328,Tyson Ross\rossty01,0.3,2018,31,TOT,NL,31,46,41,2,8,0,0,1,4,1,0,16,0,3,1,1,1,0,.195,.209,.268,.478,*1/H
329,Hyun-Jin Ryu\ryuhy01,0.3,2018,31,LAD,NL,16,30,26,4,7,1,0,0,2,2,0,13,0,2,0,0,0,0,.269,.321,.308,.629,*1/H
330,Ronald Torreyes\torrero01,0.3,2018,25,NYY,AL,41,102,100,9,28,7,1,0,7,2,0,16,0,0,0,3,0,0,.280,.294,.370,.664,45/6H
331,Mark Trumbo\trumbma01,0.3,2018,32,BAL,AL,90,358,330,41,86,12,0,17,44,24,0,87,2,0,2,10,0,0,.261,.313,.452,.764,*D9/3H
332,Andrew Velazquez\velazan01,0.3,2018,23,TBR,AL,13,12,10,3,3,1,0,0,0,1,0,3,1,0,0,0,1,0,.300,.417,.400,.817,/H568479D
333,Zack Wheeler\wheelza01,0.3,2018,28,NYM,NL,27,60,56,4,11,2,0,0,4,0,0,21,0,3,1,1,0,0,.196,.193,.232,.425,*1
334,Tony Wolters\wolteto01,0.3,2018,26,COL,NL,74,216,182,19,31,4,4,3,27,26,2,33,6,0,2,6,2,0,.170,.292,.286,.577,*2/H745
