,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
1601,Tyler Clutts\ClutTy00,2011,27,,CHI,NFL,16,8,1,0,0,0
1602,Colin Cochart\CochCo00,2011,24,,CIN,NFL,10,3,1,0,0,0
1603,Landon Cohen\CoheLa99,2011,25,7-216,NWE,NFL,1,0,1,0,0,0
1604,Justin Cole\ColeJu00,2011,24,,STL,NFL,4,0,1,0,0,0
1605,Antonio Coleman\ColeAn01,2011,25,,BUF,NFL,3,0,1,0,0,0
1606,Erik Coleman\ColeEr21,2011,29,5-143,DET,NFL,4,0,1,0,0,0
1607,Willie Colon\ColoWi20,2011,28,4-131,PIT,NFL,1,1,1,0,0,0
1608,Kevin Cone\ConeKe00,2011,23,,ATL,NFL,1,0,1,0,0,0
1609,John Conner\ConnJo00,2011,24,5-139,NYJ,NFL,16,8,1,0,0,0
1610,Emanuel Cook\CookEm99,2011,23,,2TM,NFL,13,0,1,0,0,0
1611,Chris Cooley\CoolCh00,2011,29,3-81,WAS,NFL,5,5,1,0,0,0
1612,Stephen Cooper\CoopSt20,2011,32,,SDG,NFL,5,0,1,0,0,0
1613,Quan Cosby\CosbQu00,2011,29,,DEN,NFL,10,0,1,0,0,0
1614,Brandon Coutu\CoutBr00,2011,27,7-235,BUF,NFL,1,0,1,0,0,0
1615,Mike Cox\Cox_Mi20,2011,26,,ATL,NFL,9,5,1,0,0,0
1616,Tom Crabtree\CrabTo00,2011,26,,GNB,NFL,16,9,1,0,0,0
1617,Da'Mon Cromartie-Smith\CromDa00,2011,24,,PIT,NFL,4,0,1,0,0,0
1618,Jeff Cumberland\CumbJe00,2011,24,,NYJ,NFL,3,0,1,0,0,0
1619,Dominique Curry\CurrDo00,2011,24,,STL,NFL,16,0,1,0,0,0
1620,Jacob Cutrera\CutrJa00,2011,23,,TAM,NFL,8,0,1,0,0,0
1621,Ryan D'Imperio\DImpRy00,2011,24,7-237,MIN,NFL,12,1,1,0,0,0
1622,Chase Daniel\DaniCh00,2011,25,,NOR,NFL,16,0,1,0,0,0
1623,Bruce Davis\DaviBr99,2011,26,3-88,OAK,NFL,4,0,1,0,0,0
1624,Dexter Davis\DaviDe99,2011,25,7-236,SEA,NFL,1,0,1,0,0,0
1625,Keyunta Dawson\DawsKe99,2011,26,7-242,DET,NFL,2,0,1,0,0,0
1626,Zach Diles\DileZa99,2011,26,7-218,2TM,NFL,11,0,1,0,0,0
1627,Antonio Dixon\DixoAn99,2011,26,,PHI,NFL,4,0,1,0,0,0
1628,Ray Dominguez\DomiRa00,2011,23,,GNB,NFL,1,0,1,0,0,0
1629,Tandon Doss\DossTa00,2011,22,4-123,BAL,NFL,6,0,1,0,0,0
1630,Lionel Dotson\DotsLi99,2011,26,7-245,BUF,NFL,5,0,1,0,0,0
1631,Shaun Draughn\DrauSh00,2011,24,,KAN,NFL,1,0,1,0,0,0
1632,Jim Dray\DrayJi00,2011,25,7-233,ARI,NFL,10,0,1,0,0,0
1633,Vlad Ducasse\DucaVl20,2011,24,2-61,NYJ,NFL,16,1,1,0,0,0
1634,Kris Durham\DurhKr00,2011,23,4-107,SEA,NFL,3,0,1,0,0,0
1635,Andrew Economos\EconAn20,2011,29,,TAM,NFL,9,0,1,0,0,0
1636,Robert Eddins\EddiRo00,2011,23,,BUF,NFL,1,0,1,0,0,0
1637,A.J. Edds\EddsA.99,2011,24,4-119,2TM,NFL,11,0,1,0,0,0
1638,Armanti Edwards\EdwaAr00,2011,23,3-89,CAR,NFL,16,0,1,0,0,0
1639,Isaiah Ekejiuba\EkejIs20,2011,30,,DET,NFL,3,0,1,0,0,0
1640,Brody Eldridge\EldrBr00,2011,24,5-162,IND,NFL,13,8,1,0,0,0
1641,Auston English\EnglAu00,2011,24,,CLE,NFL,7,0,1,0,0,0
1642,Larry English\EnglLa99,2011,25,1-16,SDG,NFL,5,0,1,0,0,0
1643,John Estes\EsteJo00,2011,24,,JAX,NFL,2,0,1,0,0,0
1644,Darren Evans\EvanDa00,2011,23,,IND,NFL,2,0,1,0,0,0
1645,Paul Fanaika\FanaPa20,2011,25,7-213,SEA,NFL,3,0,1,0,0,0
1646,Jerome Felton\FeltJe00,2011,25,5-146,2TM,NFL,14,3,1,0,0,0
1647,Tony Fiammetta\FiamTo00,2011,25,4-128,DAL,NFL,10,6,1,0,0,0
1648,Ronald Fields\FielRo20,2011,30,5-137,CAR,NFL,6,0,1,0,0,0
1649,Domonique Foxworth\FoxwDo20,2011,28,3-97,BAL,NFL,2,0,1,0,0,0
1650,Collin Franklin\FranCo00,2011,23,,TAM,NFL,2,0,1,0,0,0
1651,Stephen Franklin\FranSt00,2011,23,,JAX,NFL,5,0,1,0,0,0
1652,Vincent Fuller\FullVi20,2011,29,4-108,DET,NFL,1,0,1,0,0,0
1653,Brandon Fusco\FuscBr00,2011,23,6-172,MIN,NFL,3,0,1,0,0,0
1654,Anthony Gaitor\GaitAn00,2011,23,7-222,TAM,NFL,8,0,1,0,0,0
1655,Darryl Gamble\GambDa00,2011,24,,SDG,NFL,5,0,1,0,0,0
1656,Andrew Gardner\GardAn20,2011,25,6-181,HOU,NFL,1,0,1,0,0,0
1657,Clyde Gates\GateCl00,2011,25,4-111,MIA,NFL,15,0,1,0,0,0
1658,Clifton Geathers\GeatCl99,2011,24,6-186,DAL,NFL,5,0,1,0,0,0
1659,Mike Gibson\GibsMi20,2011,26,6-184,SEA,NFL,3,0,1,0,0,0
1660,Thaddeus Gibson\GibsTh99,2011,24,4-116,CHI,NFL,2,0,1,0,0,0
1661,John Gilmore\GilmJo00,2011,32,6-196,NOR,NFL,14,4,1,0,0,0
1662,Kedric Golston\GolsKe20,2011,28,6-196,WAS,NFL,9,0,1,0,0,0
1663,Anthony Gonzalez\GonzAn00,2011,27,1-32,IND,NFL,8,0,1,0,0,0
1664,Mike Goodson\GoodMi00,2011,24,4-111,CAR,NFL,4,0,1,0,0,0
1665,D'Andre Goodwin\GoodDA00,2011,24,,DEN,NFL,1,0,1,0,0,0
1666,Richard Gordon\GordRi00,2011,24,6-181,OAK,NFL,14,1,1,0,0,0
