,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
201,Chris Hubbard\HubbCh00,2018,27,,CLE,NFL,16,16,1,0,0,8
202,Margus Hunt\HuntMa00,2018,31,2-53,IND,NFL,15,15,1,0,0,8
203,Lamar Jackson\JackLa00,2018,21,1-32,BAL,NFL,16,7,1,0,0,8
204,Malcolm Jenkins\JenkMa99,2018,31,1-14,PHI,NFL,16,16,1,1,0,8
205,Ryan Jensen\JensRy00,2018,27,6-203,TAM,NFL,16,16,1,0,0,8
206,Chandler Jones\JoneCh03,2018,28,1-21,ARI,NFL,16,16,1,0,0,8
207,DaQuan Jones\JoneDa04,2018,27,4-112,TEN,NFL,16,16,1,0,0,8
208,Ryan Kalil\KaliRy20,2018,33,2-59,CAR,NFL,16,16,1,0,0,8
209,Eric Kendricks\KendEr00,2018,26,2-45,MIN,NFL,14,14,1,0,0,8
210,Desmond King\KingDe01,2018,24,5-151,LAC,NFL,16,8,1,0,1,8
211,Ali Marpet\MarpAl00,2018,25,2-61,TAM,NFL,16,16,1,0,0,8
212,Mike McGlinchey\McGlMi00,2018,24,1-9,SFO,NFL,16,16,1,0,0,8
213,Lamar Miller\MillLa01,2018,27,4-97,HOU,NFL,14,14,1,1,0,8
214,D.J. Moore\MoorD.00,2018,21,1-24,CAR,NFL,16,10,1,0,0,8
215,Morgan Moses\MoseMo00,2018,27,3-66,WAS,NFL,16,16,1,0,0,8
216,Alec Ogletree\OgleAl00,2018,27,1-30,NYG,NFL,13,13,1,0,0,8
217,Larry Ogunjobi\OgunLa00,2018,24,3-65,CLE,NFL,16,16,1,0,0,8
218,Patrick Onwuasor\OnwuPa00,2018,26,,BAL,NFL,16,12,1,0,0,8
219,Daron Payne\PaynDa00,2018,21,1-13,WAS,NFL,16,16,1,0,0,8
220,Jason Peters\PeteJa21,2018,36,,PHI,NFL,16,16,1,0,0,8
221,Jason Pierre-Paul\PierJa99,2018,29,1-15,TAM,NFL,16,16,1,0,0,8
222,Jordan Poyer\PoyeJo00,2018,27,7-218,BUF,NFL,16,16,1,0,0,8
223,D.J. Reader\ReadD.00,2018,24,5-166,HOU,NFL,16,16,1,0,0,8
224,Sheldon Richardson\RichSh00,2018,28,1-13,MIN,NFL,16,16,1,0,0,8
225,Michael Schofield\SchoMi00,2018,28,3-95,LAC,NFL,16,16,1,0,0,8
226,Ryan Schraeder\SchrRy00,2018,30,,ATL,NFL,16,13,1,0,0,8
227,Kawann Short\ShorKa00,2018,29,2-44,CAR,NFL,14,14,1,1,0,8
228,Matt Skura\SkurMa01,2018,25,,BAL,NFL,16,16,1,0,0,8
229,Preston Smith\SmitPr00,2018,26,2-38,WAS,NFL,16,16,1,0,0,8
230,Tyron Smith\SmitTy00,2018,28,1-9,DAL,NFL,13,13,1,1,0,8
231,Joe Staley\StalJo20,2018,34,1-28,SFO,NFL,16,16,1,0,0,8
232,Joe Thuney\ThunJo00,2018,26,3-78,NWE,NFL,16,16,1,0,0,8
233,Greg Van Roten\VanRGr00,2018,28,,CAR,NFL,16,16,1,0,0,8
234,Ricky Wagner\WagnRi00,2018,29,5-168,DET,NFL,15,15,1,0,0,8
235,Anthony Walker\WalkAn01,2018,23,,IND,NFL,15,14,1,0,0,8
236,Denzel Ward\WardDe02,2018,21,1-4,CLE,NFL,13,12,1,1,0,8
237,Chad Wheeler\WheeCh00,2018,24,,NYG,NFL,16,14,1,0,0,8
238,Leonard Williams\WillLe02,2018,24,1-6,NYJ,NFL,16,16,1,0,0,8
239,Vince Williams\WillVi01,2018,29,6-206,PIT,NFL,14,14,1,0,0,8
240,Derek Wolfe\WolfDe00,2018,28,2-36,DEN,NFL,16,16,1,0,0,8
