k,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
401,Mustafa Shakur\shakumu01,2010-11,26,WAS,NBA,6.8,22,0,159,4.8,13.4,4.5,11.1,0.2,2.3,1.8,3.4,1.6,3.4,5.0,5.7,1.1,0.7,4.1,3.4,11.5,.356,.408,.100,.364,.533,.389
402,Antonio Daniels\daniean01,2010-11,35,PHI,NBA,6.7,4,0,35,2.1,5.1,2.1,3.1,0.0,2.1,2.1,2.1,0.0,5.1,5.1,2.1,0.0,0.0,1.0,0.0,6.2,.400,.667,.000,.400,1.000,.510
403,Brian Scalabrine\scalabr01,2010-11,32,CHI,NBA,6.5,18,0,88,4.1,7.8,4.1,5.7,0.0,2.0,0.0,0.0,0.4,2.9,3.3,2.5,1.2,1.6,2.0,7.4,8.2,.526,.714,.000,.526,,.526
404,Earl Barron\barroea01,2010-11,29,TOT,NBA,6.2,21,7,305,3.8,11.7,3.8,11.7,0.0,0.0,1.8,2.8,3.8,5.2,9.0,1.3,0.9,0.7,1.9,5.4,9.3,.323,.323,,.323,.625,.361
405,Rasual Butler\butlera01,2010-11,31,TOT,NBA,6.2,47,2,770,3.7,11.1,1.5,4.7,2.2,6.4,0.8,1.3,0.5,3.1,3.6,1.3,0.4,0.7,1.1,1.7,10.4,.333,.327,.338,.430,.667,.446
406,Joel Przybilla\przybjo01,2010-11,31,TOT,NBA,6.2,36,9,519,1.7,3.1,1.7,3.1,0.0,0.0,1.0,1.9,2.6,7.5,10.1,0.9,0.3,1.0,2.0,5.5,4.4,.568,.568,,.568,.519,.573
407,Lester Hudson\hudsole01,2010-11,26,WAS,NBA,6.0,11,0,73,3.0,11.8,1.0,4.4,2.0,7.4,1.0,2.0,0.5,2.0,2.5,8.4,2.0,0.5,3.5,4.9,8.9,.250,.222,.267,.333,.500,.349
408,Sasha Pavlovic\pavloal01,2010-11,27,TOT,NBA,6.0,31,7,362,2.9,7.2,1.7,4.1,1.2,3.1,0.6,1.0,0.1,3.1,3.2,1.6,1.0,0.7,1.2,3.4,7.6,.403,.415,.387,.486,.600,.497
409,Jerry Stackhouse\stackje01,2010-11,36,MIA,NBA,6.0,7,1,50,2.2,8.6,1.4,5.8,0.7,2.9,3.6,5.0,0.7,4.3,5.0,2.2,0.0,1.4,1.4,2.2,8.6,.250,.250,.250,.292,.714,.398
410,Kyrylo Fesenko\fesenky01,2010-11,24,UTA,NBA,5.8,53,1,456,3.5,7.9,3.5,7.8,0.0,0.1,1.4,3.6,2.7,5.8,8.5,1.4,0.3,1.3,2.0,7.1,8.4,.440,.444,.000,.440,.391,.441
411,Chris Duhon\duhonch01,2010-11,28,ORL,NBA,5.6,51,5,774,2.3,6.0,1.7,3.6,0.6,2.4,0.7,1.2,0.4,2.0,2.4,5.5,0.7,0.1,2.8,1.4,5.8,.380,.468,.250,.430,.560,.446
412,Eduardo Najera\najered01,2010-11,34,CHA,NBA,5.5,31,0,372,2.5,7.0,1.5,3.7,1.1,3.3,0.6,1.1,1.4,2.9,4.3,1.9,1.1,0.6,1.3,5.0,6.7,.361,.395,.324,.438,.545,.449
413,Ronnie Price\pricero01,2010-11,27,UTA,NBA,5.5,59,0,717,3.7,10.5,2.7,7.1,1.0,3.5,1.5,2.0,1.1,2.0,3.1,2.8,2.1,0.3,2.8,5.3,9.9,.352,.383,.290,.400,.744,.434
